id,id_segmento,nome_veiculo,cod_ibge,pais,id_fonte,jornalismo,id_regiao_metropolitana
7951,5,PREFEITURA MUNICIPAL DE ABADIA DOS DOURADOS,3100104,Brasil,8,0,11
7950,5,PREFEITURA MUNICIPAL DE ABAETE,3100203,Brasil,8,0,11
11146,5,PREFEITURA MUNICIPAL DE ABDON BATISTA,4200051,Brasil,8,0,11
9090,5,PREFEITURA MUNICIPAL DE ABEL FIGUEIREDO,1500131,Brasil,8,0,11
11202,5,PREFEITURA MUNICIPAL DE ABELARDO LUZ,4200101,Brasil,8,0,11
7949,5,PREFEITURA MUNICIPAL DE ABRE CAMPO,3100302,Brasil,8,0,11
7948,5,PREFEITURA MUNICIPAL DE ACAIACA,3100401,Brasil,8,0,11
6434,5,PREFEITURA MUNICIPAL DE ACAJUTIBA,2900306,Brasil,8,0,11
6808,5,PREFEITURA MUNICIPAL DE ACOPIARA,2300309,Brasil,8,0,11
11828,4,PREFEITURA MUNICIPAL DE ADAMANTINA,3500105,Brasil,8,0,11
12174,5,PREFEITURA MUNICIPAL DE ADAMANTINA,3500105,Brasil,8,0,11
6949,5,PREFEITURA MUNICIPAL DE AFONSO CLAUDIO,3200102,Brasil,8,0,11
11256,5,PREFEITURA MUNICIPAL DE AGROLANDIA,4200200,Brasil,8,0,11
11145,5,PREFEITURA MUNICIPAL DE AGRONOMICA,4200309,Brasil,8,0,11
8682,5,PREFEITURA MUNICIPAL DE AGUA CLARA,5000203,Brasil,8,0,11
11257,5,PREFEITURA MUNICIPAL DE AGUA DOCE,4200408,Brasil,8,0,11
7947,5,PREFEITURA MUNICIPAL DE AGUANIL,3100807,Brasil,8,0,11
9315,5,PREFEITURA MUNICIPAL DE AGUAS BELAS,2600500,Brasil,8,0,11
12031,5,PREFEITURA MUNICIPAL DE AGUAS DA PRATA,3500402,Brasil,8,0,11
11144,5,PREFEITURA MUNICIPAL DE AGUAS DE CHAPECO,4200507,Brasil,8,0,11
12390,5,PREFEITURA MUNICIPAL DE AGUAS DE LINDOIA,3500501,Brasil,8,0,11
6110,5,PREFEITURA MUNICIPAL DE AGUAS DE SANTA BARBARA,3500550,Brasil,8,0,11
8397,5,PREFEITURA MUNICIPAL DE AGUAS FORMOSAS,3100906,Brasil,8,0,11
7946,5,PREFEITURA MUNICIPAL DE AGUAS VERMELHAS,3101003,Brasil,8,0,11
10817,5,PREFEITURA MUNICIPAL DE AGUDO,4300109,Brasil,8,0,11
8240,5,PREFEITURA MUNICIPAL DE AIMORES,3101102,Brasil,8,0,11
7945,5,PREFEITURA MUNICIPAL DE AIURUOCA,3101201,Brasil,8,0,11
10693,5,PREFEITURA MUNICIPAL DE AJURICABA,4300208,Brasil,8,0,11
9189,5,PREFEITURA MUNICIPAL DE ALAGOA GRANDE,2500304,Brasil,8,0,11
8398,5,PREFEITURA MUNICIPAL DE ALBERTINA,3101409,Brasil,8,0,11
6433,5,PREFEITURA MUNICIPAL DE ALCOBACA,2900801,Brasil,8,0,11
10692,5,PREFEITURA MUNICIPAL DE ALECRIM,4300307,Brasil,8,0,11
6946,5,PREFEITURA MUNICIPAL DE ALEGRE,3200201,Brasil,8,0,11
10691,5,PREFEITURA MUNICIPAL DE ALEGRETE,4300406,Brasil,8,0,11
8241,5,PREFEITURA MUNICIPAL DE ALEM PARAIBA,3101508,Brasil,8,0,11
8997,5,PREFEITURA MUNICIPAL DE ALENQUER,1500404,Brasil,8,0,11
10319,5,PREFEITURA MUNICIPAL DE ALEXANDRIA,2400505,Brasil,8,0,11
8540,5,PREFEITURA MUNICIPAL DE ALFENAS,3101607,Brasil,8,0,11
11219,5,PREFEITURA MUNICIPAL DE ALFREDO WAGNER,4200705,Brasil,8,0,11
6118,5,PREFEITURA MUNICIPAL DE ALIANCA DO TOCANTINS,1700350,Brasil,8,0,11
9091,5,PREFEITURA MUNICIPAL DE ALMEIRIM,1500503,Brasil,8,0,11
10271,5,PREFEITURA MUNICIPAL DE ALMINO AFONSO,2400604,Brasil,8,0,11
8399,5,PREFEITURA MUNICIPAL DE ALPINOPOLIS,3101904,Brasil,8,0,11
9092,5,PREFEITURA MUNICIPAL DE ALTAMIRA,1500602,Brasil,8,0,11
9731,5,PREFEITURA MUNICIPAL DE ALTAMIRA DO PARANA,4100459,Brasil,8,0,11
9314,5,PREFEITURA MUNICIPAL DE ALTINHO,2600807,Brasil,8,0,11
12334,5,PREFEITURA MUNICIPAL DE ALTINOPOLIS,3501004,Brasil,8,0,11
10428,5,PREFEITURA MUNICIPAL DE ALTO ALEGRE,1400050,Brasil,8,0,11
8804,5,PREFEITURA MUNICIPAL DE ALTO ARAGUAIA,5100300,Brasil,8,0,11
8803,5,PREFEITURA MUNICIPAL DE ALTO GARCAS,5100409,Brasil,8,0,11
9730,5,PREFEITURA MUNICIPAL DE ALTO PARANA,4100608,Brasil,8,0,11
7364,5,PREFEITURA MUNICIPAL DE ALTO PARNAIBA,2100501,Brasil,8,0,11
9885,5,PREFEITURA MUNICIPAL DE ALTO PIQUIRI,4100707,Brasil,8,0,11
7944,5,PREFEITURA MUNICIPAL DE ALTO RIO DOCE,3102100,Brasil,8,0,11
9464,5,PREFEITURA MUNICIPAL DE ALTOS,2200400,Brasil,8,0,11
7943,5,PREFEITURA MUNICIPAL DE ALVARENGA,3102209,Brasil,8,0,11
8400,5,PREFEITURA MUNICIPAL DE ALVINOPOLIS,3102308,Brasil,8,0,11
7942,5,PREFEITURA MUNICIPAL DE ALVORADA DE MINAS,3102407,Brasil,8,0,11
7107,5,PREFEITURA MUNICIPAL DE ALVORADA DO NORTE,5200803,Brasil,8,0,11
8724,5,PREFEITURA MUNICIPAL DE AMAMBAI,5000609,Brasil,8,0,11
6432,5,PREFEITURA MUNICIPAL DE AMARGOSA,2901007,Brasil,8,0,11
12335,5,PREFEITURA MUNICIPAL DE AMERICO DE CAMPOS,3501806,Brasil,8,0,11
11827,4,PREFEITURA MUNICIPAL DE AMPARO,3501905,Brasil,8,0,11
12060,5,PREFEITURA MUNICIPAL DE AMPARO,3501905,Brasil,8,0,11
7941,5,PREFEITURA MUNICIPAL DE AMPARO DO SERRA,3102506,Brasil,8,0,11
6557,5,PREFEITURA MUNICIPAL DE ANAGE,2901205,Brasil,8,0,11
7419,5,PREFEITURA MUNICIPAL DE ANAJATUBA,2100709,Brasil,8,0,11
7106,5,PREFEITURA MUNICIPAL DE ANAPOLIS,5201108,Brasil,8,0,11
8623,5,PREFEITURA MUNICIPAL DE ANASTACIO,5000708,Brasil,8,0,11
11350,5,PREFEITURA MUNICIPAL DE ANCHIETA,4200804,Brasil,8,0,11
6431,5,PREFEITURA MUNICIPAL DE ANDARAI,2901304,Brasil,8,0,11
8181,5,ANDRADAS PREFEITURA,3102605,Brasil,8,0,11
10690,5,PREFEITURA MUNICIPAL DE ANDRE DA ROCHA,4300661,Brasil,8,0,11
12336,5,PREFEITURA MUNICIPAL DE ANGATUBA,3502200,Brasil,8,0,11
11351,5,PREFEITURA MUNICIPAL DE ANGELINA,4200903,Brasil,8,0,11
10270,5,PREFEITURA MUNICIPAL DE ANGICOS,2400802,Brasil,8,0,11
10152,5,PREFEITURA MUNICIPAL DE ANGRA DOS REIS,3300100,Brasil,8,0,11
7105,5,PREFEITURA MUNICIPAL DE ANHANGUERA,5201207,Brasil,8,0,11
11220,5,PREFEITURA MUNICIPAL DE ANITA GARIBALDI,4201000,Brasil,8,0,11
11143,5,PREFEITURA MUNICIPAL DE ANITAPOLIS,4201109,Brasil,8,0,11
8541,5,PREFEITURA MUNICIPAL DE ANTONIO DIAS,3103009,Brasil,8,0,11
8725,5,PREFEITURA MUNICIPAL DE ANTONIO JOAO,5000906,Brasil,8,0,11
10782,5,PREFEITURA MUNICIPAL DE ANTONIO PRADO,4300802,Brasil,8,0,11
6172,5,PREFEITURA MUNICIPAL DE ANTONIO PRADO DE MINAS GERAIS,3103108,Brasil,8,0,11
6371,5,PREFEITURA MUNICIPAL DE APARECIDA DO TABOADO,5001003,Brasil,8,0,11
6908,5,PREFEITURA MUNICIPAL DE APIACA,3200508,Brasil,8,0,11
11352,5,PREFEITURA MUNICIPAL DE APIUNA,4201257,Brasil,8,0,11
10320,5,PREFEITURA MUNICIPAL DE APODI,2401008,Brasil,8,0,11
7104,5,PREFEITURA MUNICIPAL DE APORE,5201504,Brasil,8,0,11
7940,5,PREFEITURA MUNICIPAL DE ARACITABA,3103306,Brasil,8,0,11
8802,5,PREFEITURA MUNICIPAL DE ARAGUAINHA,5101209,Brasil,8,0,11
7103,5,PREFEITURA MUNICIPAL DE ARAGUAPAZ,5202155,Brasil,8,0,11
8622,5,PREFEITURA MUNICIPAL DE ARAL MOREIRA,5001243,Brasil,8,0,11
12337,5,PREFEITURA MUNICIPAL DE ARANDU,3503109,Brasil,8,0,11
7939,5,PREFEITURA MUNICIPAL DE ARANTINA,3103603,Brasil,8,0,11
6063,5,PREFEITURA MUNICIPAL DE ARAPIRACA,2700300,Brasil,8,0,11
12455,5,PREFEITURA MUNICIPAL DE ARAPOEMA,1702307,Brasil,8,0,11
7938,5,PREFEITURA MUNICIPAL DE ARAPONGA,3103702,Brasil,8,0,11
7937,5,PREFEITURA MUNICIPAL DE ARAPUA,3103801,Brasil,8,0,11
12025,5,PREFEITURA MUNICIPAL DE ARARAS,3503307,Brasil,8,0,11
10689,5,PREFEITURA MUNICIPAL DE ARATIBA,4300901,Brasil,8,0,11
8543,5,PREFEITURA MUNICIPAL DE ARCOS,3104205,Brasil,8,0,11
8173,5,PREFEITURA MUNICIPAL DE AREADO,3104304,Brasil,8,0,11
12338,5,PREFEITURA MUNICIPAL DE AREALVA,3503406,Brasil,8,0,11
9218,5,PREFEITURA MUNICIPAL DE AREIA,2501104,Brasil,8,0,11
9188,5,PREFEITURA MUNICIPAL DE AREIAL,2501203,Brasil,8,0,11
11826,5,PREFEITURA MUNICIPAL DE AREIAS,3503505,Brasil,8,0,11
12176,5,PREFEITURA MUNICIPAL DE AREIOPOLIS,3503604,Brasil,8,0,11
7102,5,PREFEITURA MUNICIPAL DE ARENOPOLIS,5202353,Brasil,8,0,11
10321,5,PREFEITURA MUNICIPAL DE ARES,2401206,Brasil,8,0,11
8544,5,PREFEITURA MUNICIPAL DE ARGIRITA,3104403,Brasil,8,0,11
8242,5,PREFEITURA MUNICIPAL DE ARINOS,3104502,Brasil,8,0,11
11258,5,PREFEITURA MUNICIPAL DE ARMAZEM,4201505,Brasil,8,0,11
6739,5,PREFEITURA MUNICIPAL DE ARNEIROZ,2301505,Brasil,8,0,11
12454,5,PREFEITURA MUNICIPAL DE ARRAIAS,1702406,Brasil,8,0,11
10688,5,PREFEITURA MUNICIPAL DE ARROIO DO TIGRE,4301206,Brasil,8,0,11
10851,5,PREFEITURA MUNICIPAL DE ARROIO GRANDE,4301305,Brasil,8,0,11
11259,5,PREFEITURA MUNICIPAL DE ARROIO TRINTA,4201604,Brasil,8,0,11
10991,5,PREFEITURA MUNICIPAL DE ARVOREZINHA,4301404,Brasil,8,0,11
9964,5,PREFEITURA MUNICIPAL DE ASSIS CHATEAUBRIAND,4102000,Brasil,8,0,11
8545,5,PREFEITURA MUNICIPAL DE ASTOLFO DUTRA,3104601,Brasil,8,0,11
6088,5,PREFEITURA MUNICIPAL DE ATALAIA,2700409,Brasil,8,0,11
11353,5,PREFEITURA MUNICIPAL DE ATALANTA,4201802,Brasil,8,0,11
7936,5,PREFEITURA MUNICIPAL DE ATALEIA,3104700,Brasil,8,0,11
12032,5,PREFEITURA MUNICIPAL DE ATIBAIA,3504107,Brasil,8,0,11
6988,5,PREFEITURA MUNICIPAL DE ATILIO VIVACQUA,3200706,Brasil,8,0,11
8996,5,PREFEITURA MUNICIPAL DE AUGUSTO CORREA,1500909,Brasil,8,0,11
10269,5,PREFEITURA MUNICIPAL DE AUGUSTO SEVERO,2401305,Brasil,8,0,11
6558,5,PREFEITURA MUNICIPAL DE AURELINDO LEAL,2902401,Brasil,8,0,11
7101,5,PREFEITURA MUNICIPAL DE AURILANDIA,5202601,Brasil,8,0,11
11260,5,PREFEITURA MUNICIPAL DE AURORA,4201901,Brasil,8,0,11
12419,5,PREFEITURA MUNICIPAL DE AVAI,3504305,Brasil,8,0,11
11845,4,MUNICÍPIO DE AVARE,3504503,Brasil,8,0,11
11846,5,MUNICÍPIO DE AVARE,3504503,Brasil,8,0,11
8401,5,PREFEITURA MUNICIPAL DE BAEPENDI,3104908,Brasil,8,0,11
10322,5,PREFEITURA MUNICIPAL DE BAIA FORMOSA,2401404,Brasil,8,0,11
6430,5,PREFEITURA MUNICIPAL DE BAIXA GRANDE,2902609,Brasil,8,0,11
6680,5,PREFEITURA MUNICIPAL DE BAIXIO,2301802,Brasil,8,0,11
6967,5,PREFEITURA MUNICIPAL DE BAIXO GUANDU,3200805,Brasil,8,0,11
11142,5,PREFEITURA MUNICIPAL DE BALNEARIO CAMBORIU,4202008,Brasil,8,0,11
8164,5,BAMBUI PREFEITURA MUNICIPAL,3105103,Brasil,8,0,11
12420,5,PREFEITURA MUNICIPAL DE BANANAL,3504909,Brasil,8,0,11
9219,5,PREFEITURA MUNICIPAL DE BANANEIRAS,2501500,Brasil,8,0,11
7935,5,PREFEITURA MUNICIPAL DE BANDEIRA,3105202,Brasil,8,0,11
8243,5,PREFEITURA MUNICIPAL DE BANDEIRA DO SUL,3105301,Brasil,8,0,11
8621,5,PREFEITURA MUNICIPAL DE BANDEIRANTES,5001508,Brasil,8,0,11
9886,5,PREFEITURA MUNICIPAL DE BANDEIRANTES,4102406,Brasil,8,0,11
8244,5,PREFEITURA MUNICIPAL DE BARAO DE COCAIS,3105400,Brasil,8,0,11
7934,5,PREFEITURA MUNICIPAL DE BARBACENA,3105608,Brasil,8,0,11
12339,5,PREFEITURA MUNICIPAL DE BARIRI,3505203,Brasil,8,0,11
12075,5,PREFEITURA MUNICIPAL DE BARRA BONITA,3505302,Brasil,8,0,11
6429,5,PREFEITURA MUNICIPAL DE BARRA DA ESTIVA,2902807,Brasil,8,0,11
9187,5,PREFEITURA MUNICIPAL DE BARRA DE SANTA ROSA,2501609,Brasil,8,0,11
6457,5,PREFEITURA MUNICIPAL DE BARRA DE SAO FRANCISCO,3200904,Brasil,8,0,11
6428,5,PREFEITURA MUNICIPAL DE BARRA DO CHOCA,2902906,Brasil,8,0,11
7363,5,PREFEITURA MUNICIPAL DE BARRA DO CORDA,2101608,Brasil,8,0,11
8835,5,PREFEITURA MUNICIPAL DE BARRA DO GARCAS,5101803,Brasil,8,0,11
10153,5,PREFEITURA MUNICIPAL DE BARRA DO PIRAI,3300308,Brasil,8,0,11
10852,5,PREFEITURA MUNICIPAL DE BARRA DO RIO AZUL,4301925,Brasil,8,0,11
6427,5,PREFEITURA MUNICIPAL DE BARRA DO ROCHA,2903102,Brasil,8,0,11
11825,5,PREFEITURA MUNICIPAL DE BARRA DO TURVO,3505401,Brasil,8,0,11
10227,5,PREFEITURA MUNICIPAL DE BARRA MANSA,3300407,Brasil,8,0,11
10949,5,PREFEITURA MUNICIPAL DE BARRACAO,4301800,Brasil,8,0,11
7100,5,PREFEITURA MUNICIPAL DE BARRO ALTO,5203203,Brasil,8,0,11
8188,5,PREFEITURA MUNICIPAL DE BARROSO,3105905,Brasil,8,0,11
8667,5,PREFEITURA MUNICIPAL DE BATAGUASSU,5001904,Brasil,8,0,11
6062,5,PREFEITURA MUNICIPAL DE BATALHA,2700706,Brasil,8,0,11
12421,5,PREFEITURA MUNICIPAL DE BATATAIS,3505906,Brasil,8,0,11
8668,5,PREFEITURA MUNICIPAL DE BATAYPORA,5002001,Brasil,8,0,11
12483,2,BUZZER BEATER,3506003,Brasil,5,0,11
12340,5,PREFEITURA MUNICIPAL DE BAURU,3506003,Brasil,8,0,11
11824,5,PREFEITURA MUNICIPAL DE BEBEDOURO,3506102,Brasil,8,0,11
8683,5,PREFEITURA MUNICIPAL DE BELA VISTA,5002100,Brasil,8,0,11
7933,5,PREFEITURA MUNICIPAL DE BELA VISTA DE MINAS,3106002,Brasil,8,0,11
6101,5,PREFEITURA MUNICIPAL DE BELEM,2700805,Brasil,8,0,11
9186,5,PREFEITURA MUNICIPAL DE BELEM,2501906,Brasil,8,0,11
9397,5,PREFEITURA MUNICIPAL DE BELEM DE MARIA,2601508,Brasil,8,0,11
9313,5,PREFEITURA MUNICIPAL DE BELO JARDIM,2601706,Brasil,8,0,11
8402,5,PREFEITURA MUNICIPAL DE BELO ORIENTE,3106309,Brasil,8,0,11
8403,5,PREFEITURA MUNICIPAL DE BELO VALE,3106408,Brasil,8,0,11
7362,5,PREFEITURA MUNICIPAL DE BENEDITO LEITE,2101806,Brasil,8,0,11
11204,5,PREFEITURA MUNICIPAL DE BENEDITO NOVO,4202206,Brasil,8,0,11
10334,5,PREFEITURA MUNICIPAL DE BENTO FERNANDES,2401602,Brasil,8,0,11
10775,5,PREFEITURA MUNICIPAL DE BENTO GONCALVES,4302105,Brasil,8,0,11
7932,5,PREFEITURA MUNICIPAL DE BERILO,3106507,Brasil,8,0,11
6528,5,PREFEITURA MUNICIPAL DE BERNADINO DE CAMPOS,3506300,Brasil,8,0,11
7931,5,PREFEITURA MUNICIPAL DE BERTOPOLIS,3106606,Brasil,8,0,11
8245,5,PREFEITURA MUNICIPAL DE BOA ESPERANCA,3107109,Brasil,8,0,11
6529,5,PREFEITURA MUNICIPAL DE BOA ESPERANCA DO SUL,3506706,Brasil,8,0,11
6426,5,PREFEITURA MUNICIPAL DE BOA NOVA,2903706,Brasil,8,0,11
10427,5,PREFEITURA MUNICIPAL DE BOA VISTA,1400100,Brasil,8,0,11
6542,5,PREFEITURA MUNICIPAL DE BOA VISTA DA APARECIDA,4103057,Brasil,8,0,11
10687,5,PREFEITURA MUNICIPAL DE BOA VISTA DO BURICA,4302204,Brasil,8,0,11
6425,5,PREFEITURA MUNICIPAL DE BOA VISTA DO TUPIM,2903805,Brasil,8,0,11
6102,5,PREFEITURA MUNICIPAL DE BOCA DA MATA,2701001,Brasil,8,0,11
7930,5,PREFEITURA MUNICIPAL DE BOCAIUVA,3107307,Brasil,8,0,11
8742,5,PREFEITURA MUNICIPAL DE BODOQUENA,5002159,Brasil,8,0,11
9312,5,PREFEITURA MUNICIPAL DE BOM CONSELHO,2602100,Brasil,8,0,11
8174,5,PREFEITURA MUNICIPAL DE BOM DESPACHO,3107406,Brasil,8,0,11
10159,5,PREFEITURA MUNICIPAL DE BOM JARDIM,3300506,Brasil,8,0,11
11261,5,PREFEITURA MUNICIPAL DE BOM JARDIM DA SERRA,4202503,Brasil,8,0,11
7929,5,PREFEITURA MUNICIPAL DE BOM JARDIM DE MINAS,3107505,Brasil,8,0,11
10685,5,PREFEITURA MUNICIPAL DE BOM JESUS,4302303,Brasil,8,0,11
10686,4,PREFEITURA MUNICIPAL DE BOM JESUS,4302303,Brasil,8,0,11
7928,5,PREFEITURA MUNICIPAL DE BOM JESUS DA PENHA,3107604,Brasil,8,0,11
7178,5,PREFEITURA MUNICIPAL DE BOM JESUS DE GOIAS,5203500,Brasil,8,0,11
7927,5,PREFEITURA MUNICIPAL DE BOM JESUS DO AMPARO,3107703,Brasil,8,0,11
6555,5,PREFEITURA MUNICIPAL DE BOM JESUS DO ITABAPOANA,3300605,Brasil,8,0,11
6906,5,PREFEITURA MUNICIPAL DE BOM JESUS DO NORTE,3201100,Brasil,8,0,11
6568,5,PREFEITURA MUNICIPAL DE BOM JESUS DO TOCANTINS,1501576,Brasil,8,0,11
11262,5,PREFEITURA MUNICIPAL DE BOM RETIRO,4202602,Brasil,8,0,11
7926,5,PREFEITURA MUNICIPAL DE BOM SUCESSO,3108008,Brasil,8,0,11
6600,5,PREFEITURA MUNICIPAL DE BONFINOPOLIS DE MINAS,3108206,Brasil,8,0,11
8727,5,PREFEITURA MUNICIPAL DE BONITO,5002209,Brasil,8,0,11
9185,5,PREFEITURA MUNICIPAL DE BONITO DE SANTA FE,2502409,Brasil,8,0,11
10684,5,PREFEITURA MUNICIPAL DE BOQUEIRAO DO LEAO,4302451,Brasil,8,0,11
12107,5,PREFEITURA MUNICIPAL DE BORBOREMA,3507407,Brasil,8,0,11
10683,5,PREFEITURA MUNICIPAL DE BOSSOROCA,4302501,Brasil,8,0,11
8405,5,PREFEITURA MUNICIPAL DE BOTELHOS,3108404,Brasil,8,0,11
12108,5,PREFEITURA MUNICIPAL DE BOTUCATU,3507506,Brasil,8,0,11
7925,5,PREFEITURA MUNICIPAL DE BOTUMIRIM,3108503,Brasil,8,0,11
11354,5,PREFEITURA MUNICIPAL DE BOTUVERA,4202701,Brasil,8,0,11
11141,5,PREFEITURA MUNICIPAL DE BRACO DO NORTE,4202800,Brasil,8,0,11
9113,5,PREFEITURA MUNICIPAL DE BRAGANCA,1501709,Brasil,8,0,11
12017,5,PREFEITURA MUNICIPAL DE BRAGANÇA PAULISTA,3507605,Brasil,8,0,11
6103,5,PREFEITURA MUNICIPAL DE BRANQUINHA,2701100,Brasil,8,0,11
8406,5,PREFEITURA MUNICIPAL DE BRAS PIRES,3108701,Brasil,8,0,11
8620,5,PREFEITURA MUNICIPAL DE BRASILANDIA,5002308,Brasil,8,0,11
7924,5,PREFEITURA MUNICIPAL DE BRASILIA DE MINAS,3108602,Brasil,8,0,11
12342,5,PREFEITURA MUNICIPAL DE BRAUNA,3507704,Brasil,8,0,11
7923,5,PREFEITURA MUNICIPAL DE BRAUNAS,3108800,Brasil,8,0,11
12453,5,PREFEITURA MUNICIPAL DE BREJINHO DE NAZARE,1703701,Brasil,8,0,11
7361,5,PREFEITURA MUNICIPAL DE BREJO,2102101,Brasil,8,0,11
9240,5,PREFEITURA MUNICIPAL DE BREJO DO CRUZ,2502805,Brasil,8,0,11
6809,5,PREFEITURA MUNICIPAL DE BREJO SANTO,2302503,Brasil,8,0,11
9093,5,PREFEITURA MUNICIPAL DE BREVES,1501808,Brasil,8,0,11
7237,5,PREFEITURA MUNICIPAL DE BRITANIA,5203807,Brasil,8,0,11
6424,5,PREFEITURA MUNICIPAL DE BROTAS DE MACAUBAS,2904506,Brasil,8,0,11
6559,5,PREFEITURA MUNICIPAL DE BRUMADO,2904605,Brasil,8,0,11
11140,5,PREFEITURA MUNICIPAL DE BRUSQUE,4202909,Brasil,8,0,11
8175,5,PREFEITURA MUNICIPAL DE BUENO BRANDAO,3109105,Brasil,8,0,11
7922,5,PREFEITURA MUNICIPAL DE BUENOPOLIS,3109204,Brasil,8,0,11
6423,5,PREFEITURA MUNICIPAL DE BUERAREMA,2904704,Brasil,8,0,11
11823,5,PREFEITURA MUNICIPAL DE BURI,3508009,Brasil,8,0,11
7238,5,PREFEITURA MUNICIPAL DE BURITI ALEGRE,5203906,Brasil,8,0,11
7420,5,PREFEITURA MUNICIPAL DE BURITI BRAVO,2102309,Brasil,8,0,11
7099,5,PREFEITURA MUNICIPAL DE BURITINOPOLIS,5203962,Brasil,8,0,11
8246,5,PREFEITURA MUNICIPAL DE BURITIS,3109303,Brasil,8,0,11
6422,5,PREFEITURA MUNICIPAL DE CAATIBA,2904803,Brasil,8,0,11
8407,5,PREFEITURA MUNICIPAL DE CABO VERDE,3109501,Brasil,8,0,11
9311,5,PREFEITURA MUNICIPAL DE CABROBO,2603009,Brasil,8,0,11
11139,5,PREFEITURA MUNICIPAL DE CACADOR,4203006,Brasil,8,0,11
10853,5,PREFEITURA MUNICIPAL DE CACAPAVA DO SUL,4302808,Brasil,8,0,11
6517,5,PREFEITURA MUNICIPAL DE CACHOEIRA,2904902,Brasil,8,0,11
7098,5,PREFEITURA MUNICIPAL DE CACHOEIRA ALTA,5204102,Brasil,8,0,11
7097,5,PREFEITURA MUNICIPAL DE CACHOEIRA DE GOIAS,5204201,Brasil,8,0,11
8247,5,PREFEITURA MUNICIPAL DE CACHOEIRA DE MINAS,3109709,Brasil,8,0,11
7921,5,PREFEITURA MUNICIPAL DE CACHOEIRA DE PAJEU,3102704,Brasil,8,0,11
7920,5,PREFEITURA MUNICIPAL DE CACHOEIRA DOURADA,3109808,Brasil,8,0,11
9184,5,PREFEITURA MUNICIPAL DE CACIMBA DE DENTRO,2503506,Brasil,8,0,11
10950,5,PREFEITURA MUNICIPAL DE CACIQUE DOBLE,4303202,Brasil,8,0,11
7239,5,PREFEITURA MUNICIPAL DE CACU,5204300,Brasil,8,0,11
6421,5,PREFEITURA MUNICIPAL DE CACULE,2905008,Brasil,8,0,11
6420,5,PREFEITURA MUNICIPAL DE CAFARNAUM,2905305,Brasil,8,0,11
7096,5,PREFEITURA MUNICIPAL DE CAIAPONIA,5204409,Brasil,8,0,11
11263,5,PREFEITURA MUNICIPAL DE CAIBI,4203105,Brasil,8,0,11
6937,5,PREFEITURA MUNICIPAL DE CAICARA DO RIO DO VENTO,2401909,Brasil,8,0,11
9241,5,PREFEITURA MUNICIPAL DE CAJAZEIRAS,2503704,Brasil,8,0,11
6104,5,PREFEITURA MUNICIPAL DE CAJUEIRO,2701308,Brasil,8,0,11
7919,5,PREFEITURA MUNICIPAL DE CAJURI,3110202,Brasil,8,0,11
8165,5,PREFEITURA MUNICIPAL DE CALDAS,3110301,Brasil,8,0,11
7095,5,PREFEITURA MUNICIPAL DE CALDAS NOVAS,5204508,Brasil,8,0,11
8516,5,PREFEITURA MUNICIPAL DE CAMANDUCAIA,3110509,Brasil,8,0,11
8669,5,PREFEITURA MUNICIPAL DE CAMAPUA,5002605,Brasil,8,0,11
10818,5,PREFEITURA MUNICIPAL DE CAMARGO,4303558,Brasil,8,0,11
9966,5,PREFEITURA MUNICIPAL DE CAMBARA,4103602,Brasil,8,0,11
10992,5,PREFEITURA MUNICIPAL DE CAMBARA DO SUL,4303608,Brasil,8,0,11
10210,5,PREFEITURA MUNICIPAL DE CAMBUCI,3300902,Brasil,8,0,11
8408,5,PREFEITURA MUNICIPAL DE CAMBUQUIRA,3110707,Brasil,8,0,11
8994,5,PREFEITURA MUNICIPAL DE CAMETA,1502103,Brasil,8,0,11
8546,5,PREFEITURA MUNICIPAL DE CAMPANARIO,3110806,Brasil,8,0,11
8189,5,PREFEITURA MUNICIPAL DE CAMPANHA,3110905,Brasil,8,0,11
8248,5,PREFEITURA MUNICIPAL DE CAMPESTRE,3111002,Brasil,8,0,11
9729,5,PREFEITURA MUNICIPAL DE CAMPINA DA LAGOA,4103909,Brasil,8,0,11
10682,5,PREFEITURA MUNICIPAL DE CAMPINAS DAS MISSOES,4303707,Brasil,8,0,11
8249,5,PREFEITURA MUNICIPAL DE CAMPINA VERDE,3111101,Brasil,8,0,11
7094,5,PREFEITURA MUNICIPAL DE CAMPINACU,5204656,Brasil,8,0,11
11822,4,PREFEITURA MUNICIPAL DE CAMPINAS,3509502,Brasil,8,0,11
12489,2,SR. GOOOL,3509502,Brasil,5,0,11
10951,5,PREFEITURA MUNICIPAL DE CAMPINAS DO SUL,4303806,Brasil,8,0,11
11138,5,PREFEITURA MUNICIPAL DE CAMPO ALEGRE,4203303,Brasil,8,0,11
6941,5,PREFEITURA MUNICIPAL DE CAMPO ALEGRE DE GOIAS,5204805,Brasil,8,0,11
8517,5,PREFEITURA MUNICIPAL DE CAMPO BELO,3111200,Brasil,8,0,11
11264,5,PREFEITURA MUNICIPAL DE CAMPO BELO DO SUL,4203402,Brasil,8,0,11
9967,5,PREFEITURA MUNICIPAL DE CAMPO DO TENENTE,4104105,Brasil,8,0,11
11265,5,PREFEITURA MUNICIPAL DE CAMPO ERE,4203501,Brasil,8,0,11
7918,5,PREFEITURA MUNICIPAL DE CAMPO FLORIDO,3111408,Brasil,8,0,11
6560,5,PREFEITURA MUNICIPAL DE CAMPOS FORMOSO,2906006,Brasil,8,0,11
9505,5,PREFEITURA MUNICIPAL DE CAMPO MAIOR,2202208,Brasil,8,0,11
