uf,codmun,cidade,pop_tcu_2016,pop_dou_2017,tcg_2016_2017,remanej_limitesmunicip,regiao
TO,1707108,DIVINÓPOLIS DO TOCANTINS,6823,6868,0.66%,NÃO,Norte
TO,1707207,DOIS IRMÃOS DO TOCANTINS,7294,7286,-0.11%,NÃO,Norte
TO,1707306,DUERÉ,4725,4727,0.04%,NÃO,Norte
TO,1707405,ESPERANTINA,10651,10793,1.33%,NÃO,Norte
TO,1707553,FÁTIMA,3882,3879,-0.08%,NÃO,Norte
TO,1707652,FIGUEIRÓPOLIS,5369,5352,-0.32%,NÃO,Norte
TO,1707702,FILADÉLFIA,8871,8893,0.25%,NÃO,Norte
TO,1708205,FORMOSO DO ARAGUAIA,18713,18684,-0.15%,NÃO,Norte
TO,1708254,FORTALEZA DO TABOCÃO,2570,2584,0.54%,NÃO,Norte
TO,1708304,GOIANORTE,5144,5153,0.17%,NÃO,Norte
TO,1709005,GOIATINS,12894,12973,0.61%,NÃO,Norte
TO,1709302,GUARAÍ,25399,25642,0.96%,NÃO,Norte
TO,1709500,GURUPI,84628,85523,1.06%,NÃO,Norte
TO,1709807,IPUEIRAS,1918,1955,1.93%,NÃO,Norte
TO,1710508,ITACAJÁ,7434,7456,0.30%,NÃO,Norte
TO,1710706,ITAGUATINS,6007,5980,-0.45%,NÃO,Norte
TO,1710904,ITAPIRATINS,3752,3772,0.53%,NÃO,Norte
TO,1711100,ITAPORÃ DO TOCANTINS,2470,2465,-0.20%,NÃO,Norte
TO,1711506,JAÚ DO TOCANTINS,3791,3821,0.79%,NÃO,Norte
TO,1711803,JUARINA,2237,2229,-0.36%,NÃO,Norte
TO,1711902,LAGOA DA CONFUSÃO,12501,12808,2.46%,NÃO,Norte
TO,1711951,LAGOA DO TOCANTINS,4115,4191,1.85%,NÃO,Norte
TO,1712009,LAJEADO,3059,3092,1.08%,NÃO,Norte
TO,1712157,LAVANDEIRA,1845,1875,1.63%,NÃO,Norte
TO,1712405,LIZARDA,3791,3787,-0.11%,NÃO,Norte
TO,1712454,LUZINÓPOLIS,2992,3038,1.54%,NÃO,Norte
TO,1712504,MARIANÓPOLIS DO TOCANTINS,4976,5054,1.57%,NÃO,Norte
TO,1712702,MATEIROS,2570,2614,1.71%,NÃO,Norte
TO,1712801,MAURILÂNDIA DO TOCANTINS,3386,3409,0.68%,NÃO,Norte
TO,1713205,MIRACEMA DO TOCANTINS,19340,19055,-1.47%,NÃO,Norte
TO,1713304,MIRANORTE,13363,13426,0.47%,NÃO,Norte
TO,1713601,MONTE DO CARMO,7654,7770,1.52%,NÃO,Norte
TO,1713700,MONTE SANTO DO TOCANTINS,2248,2264,0.71%,NÃO,Norte
TO,1713809,PALMEIRAS DO TOCANTINS,6450,6535,1.32%,NÃO,Norte
TO,1713957,MURICILÂNDIA,3470,3507,1.07%,NÃO,Norte
TO,1714203,NATIVIDADE,9301,9312,0.12%,NÃO,Norte
TO,1714302,NAZARÉ,4118,4060,-1.41%,NÃO,Norte
TO,1714880,NOVA OLINDA,11616,11715,0.85%,NÃO,Norte
TO,1715002,NOVA ROSALÂNDIA,4159,4203,1.06%,NÃO,Norte
TO,1715101,NOVO ACORDO,4213,4267,1.28%,NÃO,Norte
TO,1715150,NOVO ALEGRE,2352,2353,0.04%,NÃO,Norte
TO,1715259,NOVO JARDIM,2674,2697,0.86%,NÃO,Norte
TO,1715507,OLIVEIRA DE FÁTIMA,1104,1110,0.54%,NÃO,Norte
TO,1715705,PALMEIRANTE,5757,5859,1.77%,NÃO,Norte
TO,1715754,PALMEIRÓPOLIS,7666,7687,0.27%,NÃO,Norte
TO,1716109,PARAÍSO DO TOCANTINS,49727,50360,1.27%,NÃO,Norte
TO,1716208,PARANÃ,10568,10562,-0.06%,NÃO,Norte
TO,1716307,PAU D'ARCO,4834,4853,0.39%,NÃO,Norte
TO,1716505,PEDRO AFONSO,13097,13288,1.46%,NÃO,Norte
TO,1716604,PEIXE,11467,11591,1.08%,NÃO,Norte
TO,1716653,PEQUIZEIRO,5418,5453,0.65%,NÃO,Norte
TO,1716703,COLMÉIA,8465,8409,-0.66%,NÃO,Norte
TO,1717008,PINDORAMA DO TOCANTINS,4534,4520,-0.31%,NÃO,Norte
TO,1717206,PIRAQUÊ,3038,3044,0.20%,NÃO,Norte
TO,1717503,PIUM,7447,7536,1.20%,NÃO,Norte
TO,1717800,PONTE ALTA DO BOM JESUS,4647,4645,-0.04%,NÃO,Norte
TO,1717909,PONTE ALTA DO TOCANTINS,7872,7949,0.98%,NÃO,Norte
TO,1718006,PORTO ALEGRE DO TOCANTINS,3071,3102,1.01%,NÃO,Norte
TO,1718204,PORTO NACIONAL,52510,52828,0.61%,NÃO,Norte
TO,1718303,PRAIA NORTE,8298,8365,0.81%,NÃO,Norte
TO,1718402,PRESIDENTE KENNEDY,3738,3733,-0.13%,NÃO,Norte
TO,1718451,PUGMIL,2621,2650,1.11%,NÃO,Norte
TO,1718501,RECURSOLÂNDIA,4182,4230,1.15%,NÃO,Norte
TO,1718550,RIACHINHO,4561,4601,0.88%,NÃO,Norte
TO,1718659,RIO DA CONCEIÇÃO,2021,2061,1.98%,NÃO,Norte
TO,1718709,RIO DOS BOIS,2787,2810,0.83%,NÃO,Norte
TO,1718758,RIO SONO,6500,6512,0.18%,NÃO,Norte
TO,1718808,SAMPAIO,4498,4579,1.80%,NÃO,Norte
TO,1718840,SANDOLÂNDIA,3410,3410,0.00%,NÃO,Norte
TO,1718865,SANTA FÉ DO ARAGUAIA,7318,7402,1.15%,NÃO,Norte
TO,1718881,SANTA MARIA DO TOCANTINS,3305,3356,1.54%,NÃO,Norte
TO,1718899,SANTA RITA DO TOCANTINS,2322,2343,0.90%,NÃO,Norte
TO,1718907,SANTA ROSA DO TOCANTINS,4814,4833,0.39%,NÃO,Norte
TO,1719004,SANTA TEREZA DO TOCANTINS,2794,2825,1.11%,NÃO,Norte
TO,1720002,SANTA TEREZINHA DO TOCANTINS,2548,2550,0.08%,NÃO,Norte
TO,1720101,SÃO BENTO DO TOCANTINS,5164,5231,1.30%,NÃO,Norte
TO,1720150,SÃO FÉLIX DO TOCANTINS,1559,1571,0.77%,NÃO,Norte
TO,1720200,SÃO MIGUEL DO TOCANTINS,11754,11906,1.29%,NÃO,Norte
TO,1720259,SÃO SALVADOR DO TOCANTINS,3071,3084,0.42%,NÃO,Norte
TO,1720309,SÃO SEBASTIÃO DO TOCANTINS,4702,4749,1.00%,NÃO,Norte
TO,1720499,SÃO VALÉRIO,4161,4111,-1.20%,NÃO,Norte
TO,1720655,SILVANÓPOLIS,5372,5399,0.50%,NÃO,Norte
TO,1720804,SÍTIO NOVO DO TOCANTINS,9217,9192,-0.27%,NÃO,Norte
TO,1720853,SUCUPIRA,1921,1941,1.04%,NÃO,Norte
TO,1720903,TAGUATINGA,16386,16530,0.88%,NÃO,Norte
TO,1720937,TAIPAS DO TOCANTINS,2112,2130,0.85%,NÃO,Norte
TO,1720978,TALISMÃ,2757,2777,0.73%,NÃO,Norte
TO,1721000,PALMAS,279856,286787,2.48%,NÃO,Norte
TO,1721109,TOCANTÍNIA,7387,7460,0.99%,NÃO,Norte
TO,1721208,TOCANTINÓPOLIS,23130,23119,-0.05%,NÃO,Norte
TO,1721257,TUPIRAMA,1813,1843,1.65%,NÃO,Norte
TO,1721307,TUPIRATINS,2518,2574,2.22%,NÃO,Norte
TO,1722081,WANDERLÂNDIA,11622,11677,0.47%,NÃO,Norte
TO,1722107,XAMBIOÁ,11695,11683,-0.10%,NÃO,Norte
MA,2100055,AÇAILÂNDIA,110543,111339,0.72%,NÃO,Nordeste
MA,2100105,AFONSO CUNHA,6421,6486,1.01%,NÃO,Nordeste
MA,2100154,ÁGUA DOCE DO MARANHÃO,12360,12457,0.78%,NÃO,Nordeste
MA,2100204,ALCÂNTARA,21667,21673,0.03%,NÃO,Nordeste
MA,2100303,ALDEIAS ALTAS,26115,26387,1.04%,NÃO,Nordeste
MA,2100402,ALTAMIRA DO MARANHÃO,10210,8070,-20.96%,SIM,Nordeste
MA,2100436,ALTO ALEGRE DO MARANHÃO,26619,26872,0.95%,NÃO,Nordeste
MA,2100477,ALTO ALEGRE DO PINDARÉ,31303,31312,0.03%,SIM,Nordeste
MA,2100501,ALTO PARNAÍBA,10979,11001,0.20%,NÃO,Nordeste
MA,2100550,AMAPÁ DO MARANHÃO,6844,6895,0.75%,NÃO,Nordeste
MA,2100600,AMARANTE DO MARANHÃO,40756,41106,0.86%,NÃO,Nordeste
MA,2100709,ANAJATUBA,27125,27352,0.84%,NÃO,Nordeste
MA,2100808,ANAPURUS,15499,15696,1.27%,NÃO,Nordeste
MA,2100832,APICUM-AÇU,18169,18374,1.13%,NÃO,Nordeste
MA,2100873,ARAGUANÃ,15182,15332,0.99%,NÃO,Nordeste
MA,2100907,ARAIOSES,45680,46074,0.86%,NÃO,Nordeste
MA,2100956,ARAME,32083,32145,0.19%,NÃO,Nordeste
MA,2101004,ARARI,29297,29388,0.31%,NÃO,Nordeste
MA,2101103,AXIXÁ,11915,11975,0.50%,NÃO,Nordeste
MA,2101202,BACABAL,103020,103359,0.33%,NÃO,Nordeste
MA,2101251,BACABEIRA,16812,17053,1.43%,NÃO,Nordeste
MA,2101301,BACURI,17388,17435,0.27%,NÃO,Nordeste
MA,2101350,BACURITUBA,5544,5574,0.54%,NÃO,Nordeste
MA,2101400,BALSAS,93511,94779,1.36%,NÃO,Nordeste
MA,2101509,BARÃO DE GRAJAÚ,18496,18619,0.67%,NÃO,Nordeste
MA,2101608,BARRA DO CORDA,86662,87135,0.55%,NÃO,Nordeste
MA,2101707,BARREIRINHAS,61621,62458,1.36%,NÃO,Nordeste
MA,2101731,BELÁGUA,7350,7422,0.98%,NÃO,Nordeste
MA,2101772,BELA VISTA DO MARANHÃO,11020,11103,0.75%,NÃO,Nordeste
MA,2101806,BENEDITO LEITE,5524,5528,0.07%,NÃO,Nordeste
MA,2101905,BEQUIMÃO,20867,20881,0.07%,NÃO,Nordeste
MA,2101939,BERNARDO DO MEARIM,5938,5973,0.59%,NÃO,Nordeste
MA,2101970,BOA VISTA DO GURUPI,9164,9320,1.70%,NÃO,Nordeste
MA,2102002,BOM JARDIM,40898,41120,0.54%,NÃO,Nordeste
MA,2102036,BOM JESUS DAS SELVAS,33615,34278,1.97%,NÃO,Nordeste
MA,2102077,BOM LUGAR,16041,16214,1.08%,NÃO,Nordeste
MA,2102101,BREJO,35799,36102,0.85%,NÃO,Nordeste
MA,2102150,BREJO DE AREIA,10444,8696,-16.74%,SIM,Nordeste
MA,2102200,BURITI,28170,28306,0.48%,NÃO,Nordeste
MA,2102309,BURITI BRAVO,23437,23495,0.25%,NÃO,Nordeste
MA,2102325,BURITICUPU,71227,71979,1.06%,NÃO,Nordeste
MA,2102358,BURITIRANA,15142,15180,0.25%,NÃO,Nordeste
MA,2102374,CACHOEIRA GRANDE,8878,8930,0.59%,NÃO,Nordeste
MA,2102408,CAJAPIÓ,10975,11019,0.40%,NÃO,Nordeste
MA,2102507,CAJARI,19030,19110,0.42%,NÃO,Nordeste
MA,2102556,CAMPESTRE DO MARANHÃO,14127,14219,0.65%,NÃO,Nordeste
MA,2102606,CÂNDIDO MENDES,19827,19943,0.59%,NÃO,Nordeste
MA,2102705,CANTANHEDE,21617,21759,0.66%,NÃO,Nordeste
MA,2102754,CAPINZAL DO NORTE,10716,10713,-0.03%,NÃO,Nordeste
MA,2102804,CAROLINA,23833,23803,-0.13%,NÃO,Nordeste
MA,2102903,CARUTAPERA,23404,23576,0.73%,NÃO,Nordeste
MA,2103000,CAXIAS,161926,162657,0.45%,NÃO,Nordeste
MA,2103109,CEDRAL,10473,10490,0.16%,NÃO,Nordeste
MA,2103125,CENTRAL DO MARANHÃO,8534,8615,0.95%,NÃO,Nordeste
MA,2103158,CENTRO DO GUILHERME,13295,13555,1.96%,NÃO,Nordeste
MA,2103174,CENTRO NOVO DO MARANHÃO,21300,21565,1.24%,NÃO,Nordeste
MA,2103208,CHAPADINHA,78348,78965,0.79%,NÃO,Nordeste
MA,2103257,CIDELÂNDIA,14446,14539,0.64%,NÃO,Nordeste
MA,2103307,CODÓ,120548,120810,0.22%,NÃO,Nordeste
MA,2103406,COELHO NETO,48546,48756,0.43%,NÃO,Nordeste
MA,2103505,COLINAS,40427,40575,0.37%,NÃO,Nordeste
MA,2103554,CONCEIÇÃO DO LAGO-AÇU,15995,16192,1.23%,NÃO,Nordeste
MA,2103604,COROATÁ,64123,64403,0.44%,NÃO,Nordeste
MA,2103703,CURURUPU,30805,30706,-0.32%,NÃO,Nordeste
MA,2103752,DAVINÓPOLIS,12656,12659,0.02%,NÃO,Nordeste
MA,2103802,DOM PEDRO,22897,22912,0.07%,NÃO,Nordeste
MA,2103901,DUQUE BACELAR,11148,11208,0.54%,NÃO,Nordeste
MA,2104008,ESPERANTINÓPOLIS,16833,16653,-1.07%,NÃO,Nordeste
MA,2104057,ESTREITO,41397,42110,1.72%,NÃO,Nordeste
MA,2104073,FEIRA NOVA DO MARANHÃO,8347,8372,0.30%,NÃO,Nordeste
MA,2104081,FERNANDO FALCÃO,10204,10326,1.20%,NÃO,Nordeste
MA,2104099,FORMOSA DA SERRA NEGRA,18793,18997,1.09%,NÃO,Nordeste
MA,2104107,FORTALEZA DOS NOGUEIRAS,12390,12403,0.10%,NÃO,Nordeste
MA,2104206,FORTUNA,15251,15262,0.07%,NÃO,Nordeste
MA,2104305,GODOFREDO VIANA,11654,11830,1.51%,NÃO,Nordeste
MA,2104404,GONÇALVES DIAS,17583,17586,0.02%,NÃO,Nordeste
MA,2104503,GOVERNADOR ARCHER,10648,10700,0.49%,NÃO,Nordeste
MA,2104552,GOVERNADOR EDISON LOBÃO,18042,18316,1.52%,NÃO,Nordeste
MA,2104602,GOVERNADOR EUGÊNIO BARROS,16522,16582,0.36%,NÃO,Nordeste
MA,2104628,GOVERNADOR LUIZ ROCHA,7668,7708,0.52%,NÃO,Nordeste
MA,2104651,GOVERNADOR NEWTON BELLO,9965,9921,-0.44%,NÃO,Nordeste
MA,2104677,GOVERNADOR NUNES FREIRE,25052,24991,-0.24%,NÃO,Nordeste
MA,2104701,GRAÇA ARANHA,6138,6134,-0.07%,NÃO,Nordeste
MA,2104800,GRAJAÚ,68458,69232,1.13%,NÃO,Nordeste
MA,2104909,GUIMARÃES,11776,11728,-0.41%,NÃO,Nordeste
MA,2105005,HUMBERTO DE CAMPOS,28252,28509,0.91%,NÃO,Nordeste
MA,2105104,ICATU,26651,26835,0.69%,NÃO,Nordeste
MA,2105153,IGARAPÉ DO MEIO,13968,14147,1.28%,NÃO,Nordeste
MA,2105203,IGARAPÉ GRANDE,11718,11206,-4.37%,SIM,Nordeste
MA,2105302,IMPERATRIZ,253873,254569,0.27%,NÃO,Nordeste
MA,2105351,ITAIPAVA DO GRAJAÚ,15817,16009,1.21%,NÃO,Nordeste
MA,2105401,ITAPECURU MIRIM,67104,67726,0.93%,NÃO,Nordeste
MA,2105427,ITINGA DO MARANHÃO,25518,25589,0.28%,NÃO,Nordeste
MA,2105450,JATOBÁ,10027,10221,1.93%,NÃO,Nordeste
MA,2105476,JENIPAPO DOS VIEIRAS,16226,16321,0.59%,NÃO,Nordeste
MA,2105500,JOÃO LISBOA,23133,23042,-0.39%,NÃO,Nordeste
MA,2105609,JOSELÂNDIA,15861,15891,0.19%,NÃO,Nordeste
MA,2105658,JUNCO DO MARANHÃO,3330,3237,-2.79%,NÃO,Nordeste
MA,2105708,LAGO DA PEDRA,49440,49856,0.84%,NÃO,Nordeste
MA,2105807,LAGO DO JUNCO,10638,10672,0.32%,NÃO,Nordeste
MA,2105906,LAGO VERDE,15962,16025,0.39%,NÃO,Nordeste
MA,2105922,LAGOA DO MATO,11034,11048,0.13%,NÃO,Nordeste
MA,2105948,LAGO DOS RODRIGUES,8689,8664,-0.29%,NÃO,Nordeste
MA,2105963,LAGOA GRANDE DO MARANHÃO,11202,11286,0.75%,NÃO,Nordeste
MA,2105989,LAJEADO NOVO,7427,7489,0.83%,NÃO,Nordeste
MA,2106003,LIMA CAMPOS,11670,11695,0.21%,NÃO,Nordeste
MA,2106102,LORETO,11943,12009,0.55%,NÃO,Nordeste
MA,2106201,LUÍS DOMINGUES,6829,6867,0.56%,NÃO,Nordeste
MA,2106300,MAGALHÃES DE ALMEIDA,19532,19779,1.26%,NÃO,Nordeste
MA,2106326,MARACAÇUMÉ,21063,21293,1.09%,NÃO,Nordeste
MA,2106359,MARAJÁ DO SENA,7630,7604,-0.34%,NÃO,Nordeste
MA,2106375,MARANHÃOZINHO,16062,16366,1.89%,NÃO,Nordeste
MA,2106409,MATA ROMA,16567,16745,1.07%,NÃO,Nordeste
MA,2106508,MATINHA,22962,23091,0.56%,NÃO,Nordeste
MA,2106607,MATÕES,33188,33374,0.56%,NÃO,Nordeste
MA,2106631,MATÕES DO NORTE,16552,16908,2.15%,NÃO,Nordeste
MA,2106672,MILAGRES DO MARANHÃO,8306,8326,0.24%,NÃO,Nordeste
MA,2106706,MIRADOR,20605,20613,0.04%,NÃO,Nordeste
MA,2106755,MIRANDA DO NORTE,27999,28456,1.63%,NÃO,Nordeste
MA,2106805,MIRINZAL,14690,14744,0.37%,NÃO,Nordeste
MA,2106904,MONÇÃO,32884,33156,0.83%,NÃO,Nordeste
MA,2107001,MONTES ALTOS,8955,8889,-0.74%,NÃO,Nordeste
MA,2107100,MORROS,19116,19282,0.87%,NÃO,Nordeste
MA,2107209,NINA RODRIGUES,14259,14489,1.61%,NÃO,Nordeste
MA,2107258,NOVA COLINAS,5298,5350,0.98%,NÃO,Nordeste
MA,2107308,NOVA IORQUE,4589,4586,-0.07%,NÃO,Nordeste
MA,2107357,NOVA OLINDA DO MARANHÃO,20588,20768,0.87%,NÃO,Nordeste
MA,2107407,OLHO D'ÁGUA DAS CUNHÃS,19145,19206,0.32%,NÃO,Nordeste
MA,2107456,OLINDA NOVA DO MARANHÃO,14474,14637,1.13%,NÃO,Nordeste
MA,2107506,PAÇO DO LUMIAR,119915,122420,2.09%,SIM,Nordeste
MA,2107605,PALMEIRÂNDIA,19359,19424,0.34%,NÃO,Nordeste
MA,2107704,PARAIBANO,21008,21116,0.51%,NÃO,Nordeste
MA,2107803,PARNARAMA,34265,34375,0.32%,NÃO,Nordeste
MA,2107902,PASSAGEM FRANCA,18699,18839,0.75%,NÃO,Nordeste
MA,2108009,PASTOS BONS,19140,19271,0.68%,NÃO,Nordeste
MA,2108058,PAULINO NEVES,15779,15937,1.00%,NÃO,Nordeste
MA,2108108,PAULO RAMOS,20635,20657,0.11%,NÃO,Nordeste
MA,2108207,PEDREIRAS,38433,38365,-0.18%,NÃO,Nordeste
MA,2108256,PEDRO DO ROSÁRIO,24748,25000,1.02%,NÃO,Nordeste
MA,2108306,PENALVA,37833,38144,0.82%,NÃO,Nordeste
MA,2108405,PERI MIRIM,14048,14074,0.19%,NÃO,Nordeste
MA,2108454,PERITORÓ,22818,23019,0.88%,NÃO,Nordeste
MA,2108504,PINDARÉ-MIRIM,32348,32488,0.43%,NÃO,Nordeste
MA,2108603,PINHEIRO,81924,82374,0.55%,NÃO,Nordeste
MA,2108702,PIO XII,21007,20861,-0.70%,NÃO,Nordeste
MA,2108801,PIRAPEMAS,18302,18413,0.61%,NÃO,Nordeste
MA,2108900,POÇÃO DE PEDRAS,17384,17023,-2.08%,NÃO,Nordeste
MA,2109007,PORTO FRANCO,23511,23760,1.06%,NÃO,Nordeste
MA,2109056,PORTO RICO DO MARANHÃO,5847,5819,-0.48%,NÃO,Nordeste
MA,2109106,PRESIDENTE DUTRA,46970,47239,0.57%,NÃO,Nordeste
MA,2109205,PRESIDENTE JUSCELINO,12532,12656,0.99%,NÃO,Nordeste
MA,2109239,PRESIDENTE MÉDICI,6902,6968,0.96%,NÃO,Nordeste
MA,2109270,PRESIDENTE SARNEY,18615,18797,0.98%,NÃO,Nordeste
MA,2109304,PRESIDENTE VARGAS,11391,11474,0.73%,NÃO,Nordeste
MA,2109403,PRIMEIRA CRUZ,15068,15207,0.92%,NÃO,Nordeste
MA,2109452,RAPOSA,30304,30863,1.84%,SIM,Nordeste
MA,2109502,RIACHÃO,19771,19701,-0.35%,NÃO,Nordeste
MA,2109551,RIBAMAR FIQUENE,7652,7691,0.51%,NÃO,Nordeste
MA,2109601,ROSÁRIO,42016,42314,0.71%,NÃO,Nordeste
MA,2109700,SAMBAÍBA,5561,5568,0.13%,NÃO,Nordeste
MA,2109759,SANTA FILOMENA DO MARANHÃO,7645,7708,0.82%,NÃO,Nordeste
MA,2109809,SANTA HELENA,41466,41891,1.02%,NÃO,Nordeste
MA,2109908,SANTA INÊS,83759,88013,5.08%,SIM,Nordeste
MA,2110005,SANTA LUZIA,71329,71576,0.35%,SIM,Nordeste
MA,2110039,SANTA LUZIA DO PARUÁ,24810,24946,0.55%,NÃO,Nordeste
MA,2110104,SANTA QUITÉRIA DO MARANHÃO,25192,25334,0.56%,NÃO,Nordeste
MA,2110203,SANTA RITA,36556,37090,1.46%,NÃO,Nordeste
MA,2110237,SANTANA DO MARANHÃO,13199,13395,1.48%,NÃO,Nordeste
MA,2110278,SANTO AMARO DO MARANHÃO,15623,15853,1.47%,NÃO,Nordeste
MA,2110302,SANTO ANTÔNIO DOS LOPES,14237,14222,-0.11%,NÃO,Nordeste
MA,2110401,SÃO BENEDITO DO RIO PRETO,18319,18377,0.32%,NÃO,Nordeste
MA,2110500,SÃO BENTO,45560,46039,1.05%,NÃO,Nordeste
MA,2110609,SÃO BERNARDO,28020,28208,0.67%,NÃO,Nordeste
MA,2110658,SÃO DOMINGOS DO AZEITÃO,7259,7291,0.44%,NÃO,Nordeste
MA,2110708,SÃO DOMINGOS DO MARANHÃO,33699,33691,-0.02%,NÃO,Nordeste
MA,2110807,SÃO FÉLIX DE BALSAS,4484,4453,-0.69%,NÃO,Nordeste
MA,2110856,SÃO FRANCISCO DO BREJÃO,11633,11808,1.50%,NÃO,Nordeste
MA,2110906,SÃO FRANCISCO DO MARANHÃO,11971,11976,0.04%,NÃO,Nordeste
MA,2111003,SÃO JOÃO BATISTA,20272,20307,0.17%,NÃO,Nordeste
MA,2111029,SÃO JOÃO DO CARÚ,15483,15450,-0.21%,NÃO,Nordeste
MA,2111052,SÃO JOÃO DO PARAÍSO,10963,10977,0.13%,NÃO,Nordeste
MA,2111078,SÃO JOÃO DO SOTER,18225,18345,0.66%,NÃO,Nordeste
MA,2111102,SÃO JOÃO DOS PATOS,25448,25520,0.28%,NÃO,Nordeste
MA,2111201,SÃO JOSÉ DE RIBAMAR,176008,176418,0.23%,SIM,Nordeste
MA,2111250,SÃO JOSÉ DOS BASÍLIOS,7489,7484,-0.07%,NÃO,Nordeste
MA,2111300,SÃO LUÍS,1082935,1091868,0.82%,SIM,Nordeste
MA,2111409,SÃO LUÍS GONZAGA DO MARANHÃO,18421,18247,-0.94%,NÃO,Nordeste
MA,2111508,SÃO MATEUS DO MARANHÃO,40791,40992,0.49%,NÃO,Nordeste
MA,2111532,SÃO PEDRO DA ÁGUA BRANCA,12461,12511,0.40%,NÃO,Nordeste
MA,2111573,SÃO PEDRO DOS CRENTES,4583,4601,0.39%,NÃO,Nordeste
MA,2111607,SÃO RAIMUNDO DAS MANGABEIRAS,18548,18680,0.71%,NÃO,Nordeste
MA,2111631,SÃO RAIMUNDO DO DOCA BEZERRA,5082,4946,-2.68%,NÃO,Nordeste
MA,2111672,SÃO ROBERTO,6620,6704,1.27%,NÃO,Nordeste
MA,2111706,SÃO VICENTE FERRER,20800,20913,0.54%,NÃO,Nordeste
MA,2111722,SATUBINHA,13727,13949,1.62%,NÃO,Nordeste
MA,2111748,SENADOR ALEXANDRE COSTA,10955,11042,0.79%,NÃO,Nordeste
MA,2111763,SENADOR LA ROCQUE,13975,13877,-0.70%,NÃO,Nordeste
MA,2111789,SERRANO DO MARANHÃO,10953,11040,0.79%,NÃO,Nordeste
MA,2111805,SÍTIO NOVO,17760,17851,0.51%,NÃO,Nordeste
MA,2111904,SUCUPIRA DO NORTE,10425,10416,-0.09%,NÃO,Nordeste
MA,2111953,SUCUPIRA DO RIACHÃO,5556,5571,0.27%,NÃO,Nordeste
MA,2112001,TASSO FRAGOSO,8382,8455,0.87%,NÃO,Nordeste
MA,2112100,TIMBIRAS,28575,28635,0.21%,NÃO,Nordeste
MA,2112209,TIMON,166295,167619,0.80%,NÃO,Nordeste
MA,2112233,TRIZIDELA DO VALE,21028,21749,3.43%,SIM,Nordeste
MA,2112274,TUFILÂNDIA,5731,5746,0.26%,NÃO,Nordeste
MA,2112308,TUNTUM,41102,41342,0.58%,NÃO,Nordeste
MA,2112407,TURIAÇU,34949,35063,0.33%,NÃO,Nordeste
MA,2112456,TURILÂNDIA,25232,25533,1.19%,NÃO,Nordeste
MA,2112506,TUTÓIA,57955,58605,1.12%,NÃO,Nordeste
MA,2112605,URBANO SANTOS,32629,33038,1.25%,NÃO,Nordeste
MA,2112704,VARGEM GRANDE,55710,56511,1.44%,NÃO,Nordeste
MA,2112803,VIANA,51503,51738,0.46%,NÃO,Nordeste
MA,2112852,VILA NOVA DOS MARTÍRIOS,13227,13480,1.91%,NÃO,Nordeste
MA,2112902,VITÓRIA DO MEARIM,32161,32267,0.33%,NÃO,Nordeste
MA,2113009,VITORINO FREIRE,30897,30879,-0.06%,NÃO,Nordeste
MA,2114007,ZÉ DOCA,50806,51084,0.55%,NÃO,Nordeste
PI,2200053,ACAUÃ,6951,6966,0.22%,NÃO,Nordeste
PI,2200103,AGRICOLÂNDIA,5069,5062,-0.14%,NÃO,Nordeste
PI,2200202,ÁGUA BRANCA,17068,17119,0.30%,NÃO,Nordeste
PI,2200251,ALAGOINHA DO PIAUÍ,7515,7526,0.15%,NÃO,Nordeste
PI,2200277,ALEGRETE DO PIAUÍ,4835,4838,0.06%,NÃO,Nordeste
PI,2200301,ALTO LONGÁ,14040,14070,0.21%,NÃO,Nordeste
PI,2200400,ALTOS,39795,39864,0.17%,NÃO,Nordeste
PI,2200459,ALVORADA DO GURGUÉIA,5303,5326,0.43%,NÃO,Nordeste
PI,2200509,AMARANTE,17317,17322,0.03%,NÃO,Nordeste
PI,2200608,ANGICAL DO PIAUÍ,6688,6684,-0.06%,NÃO,Nordeste
PI,2200707,ANÍSIO DE ABREU,9655,9705,0.52%,NÃO,Nordeste
PI,2200806,ANTÔNIO ALMEIDA,3109,3114,0.16%,NÃO,Nordeste
PI,2200905,AROAZES,5755,5748,-0.12%,NÃO,Nordeste
PI,2200954,AROEIRAS DO ITAIM,2460,2511,2.07%,SIM,Nordeste
PI,2201002,ARRAIAL,4662,4656,-0.13%,NÃO,Nordeste
PI,2201051,ASSUNÇÃO DO PIAUÍ,7703,7717,0.18%,NÃO,Nordeste
PI,2201101,AVELINO LOPES,11471,11503,0.28%,NÃO,Nordeste
PI,2201150,BAIXA GRANDE DO RIBEIRO,11302,11375,0.65%,NÃO,Nordeste
PI,2201176,BARRA D'ALCÂNTARA,3888,3889,0.03%,NÃO,Nordeste
PI,2201200,BARRAS,46189,46291,0.22%,NÃO,Nordeste
PI,2201309,BARREIRAS DO PIAUÍ,3291,3294,0.09%,NÃO,Nordeste
PI,2201408,BARRO DURO,6930,6925,-0.07%,NÃO,Nordeste
PI,2201507,BATALHA,26379,26421,0.16%,NÃO,Nordeste
PI,2201556,BELA VISTA DO PIAUÍ,3934,3947,0.33%,NÃO,Nordeste
PI,2201572,BELÉM DO PIAUÍ,3485,3503,0.52%,NÃO,Nordeste
PI,2201606,BENEDITINOS,10032,10037,0.05%,NÃO,Nordeste
PI,2201705,BERTOLÍNIA,5408,5413,0.09%,NÃO,Nordeste
