ANO,UF,Município,T_ANALF15M,T_SUPER25M,ESPVIDA,MORT1,T_ENV,PIND,PMPOB,GINI,R1040,R2040,RDPC,POP,PESO65,I_ESCOLARIDADE,IDHM_E,IDHM_L,IDHM_R,IDHM
2010,31,Romaria,8.22,5.33,73.78,17.3,8.01,0.39,2.5,0.54,14.1,8.49,716.47,3573,288,0.442,0.604,0.813,0.722,0.708
2010,31,Rosário da Limeira,13.73,3.95,73.69,17.4,8.99,2.85,15.1,0.49,11.78,7.99,465.89,4230,382,0.335,0.548,0.812,0.653,0.662
2010,31,Rubelita,24.43,3.07,73.46,17.8,10.11,23.36,41.65,0.5,13.78,10.64,248.99,7767,786,0.242,0.443,0.808,0.552,0.582
2010,31,Rubim,26.66,2.9,73.99,16.9,12.16,13.67,33.72,0.48,12.14,8.94,311.79,9885,1206,0.259,0.469,0.817,0.589,0.609
2010,31,Sabará,4.96,6.88,74.99,15.4,6.39,1.51,7.08,0.45,9.43,6.89,619.93,125980,8067,0.561,0.67,0.833,0.699,0.731
2010,31,Sabinópolis,17.69,4.92,73.71,17.4,10.55,7.64,24.5,0.52,14.25,10.19,420.36,15555,1656,0.34,0.502,0.812,0.637,0.638
2010,31,Sacramento,6.41,8.77,77.25,12.1,8.88,1.32,3.73,0.45,9.57,6.69,732.35,23718,2123,0.465,0.619,0.871,0.726,0.732
2010,31,Salinas,17.28,6.04,73.9,17.1,9.75,8.63,23.1,0.65,28.27,16.78,613.65,38926,3819,0.364,0.551,0.815,0.697,0.679
2010,31,Salto da Divisa,25.99,4.21,75.74,14.2,9.61,14.12,33.32,0.5,13.31,9.47,306.04,6850,659,0.281,0.453,0.846,0.586,0.608
2010,31,Santa Bárbara,5.8,7.2,73.97,17.0,6.72,4.76,12.67,0.47,11.04,7.77,535.84,27796,1874,0.542,0.642,0.816,0.676,0.707
2010,31,Santa Bárbara do Leste,13.52,3.44,73.01,18.6,8.16,10.22,24.16,0.44,9.37,7.0,351.59,7663,627,0.276,0.473,0.8,0.608,0.613
2010,31,Santa Bárbara do Monte Verde,15.09,4.15,74.37,16.3,9.61,10.98,21.63,0.49,12.31,9.38,371.34,2776,268,0.262,0.438,0.823,0.617,0.606
2010,31,Santa Bárbara do Tugúrio,14.29,3.3,73.57,17.6,9.56,4.7,18.84,0.43,8.81,6.22,370.7,4570,437,0.301,0.517,0.81,0.616,0.637
2010,31,Santa Cruz de Minas,5.2,3.5,75.35,14.8,6.4,2.15,8.45,0.39,7.25,5.3,485.28,7861,503,0.462,0.636,0.839,0.66,0.706
2010,31,Santa Cruz de Salinas,26.74,2.06,70.41,23.4,11.21,24.3,42.8,0.49,14.2,10.98,242.55,4385,493,0.242,0.463,0.757,0.548,0.577
2010,31,Santa Cruz do Escalvado,15.48,4.53,73.91,17.1,13.26,5.37,23.35,0.46,10.24,6.83,374.23,4992,662,0.287,0.485,0.815,0.618,0.625
2010,31,Santa Efigênia de Minas,19.75,3.44,72.57,19.4,9.0,17.08,31.64,0.47,11.84,8.95,293.27,4587,414,0.278,0.487,0.793,0.579,0.607
2010,31,Santa Fé de Minas,18.53,4.08,73.26,18.2,7.81,16.05,32.46,0.53,16.78,10.14,313.25,3939,310,0.384,0.492,0.804,0.589,0.615
2010,31,Santa Helena de Minas,31.66,2.61,68.37,27.8,8.89,21.7,47.38,0.48,11.88,9.23,218.43,6049,538,0.315,0.474,0.723,0.531,0.567
2010,31,Santa Juliana,7.21,6.76,77.06,12.4,6.18,1.21,2.98,0.43,8.74,6.2,735.0,11287,701,0.443,0.558,0.868,0.726,0.706
2010,31,Santa Luzia,4.79,4.6,76.52,11.3,5.41,2.12,7.99,0.43,8.66,6.3,557.62,202170,10976,0.53,0.625,0.859,0.682,0.715
2010,31,Santa Margarida,12.05,3.86,72.07,20.2,7.33,15.64,34.42,0.61,25.7,16.2,416.11,15001,1100,0.26,0.455,0.785,0.635,0.61
2010,31,Santa Maria de Itabira,13.96,4.44,74.24,16.5,9.68,5.34,18.58,0.45,9.94,7.65,382.99,10498,1021,0.315,0.533,0.821,0.622,0.648
2010,31,Santa Maria do Salto,28.33,2.98,70.92,22.4,10.94,8.33,25.42,0.44,9.51,6.92,321.15,5274,578,0.288,0.507,0.765,0.593,0.613
2010,31,Santa Maria do Suaçuí,24.05,5.5,74.03,16.9,9.54,10.42,28.32,0.54,16.48,11.96,401.16,13936,1374,0.325,0.511,0.817,0.629,0.64
2010,31,Santana da Vargem,9.01,6.44,75.98,13.9,7.45,0.58,6.47,0.4,7.63,5.51,553.7,7231,539,0.416,0.587,0.85,0.681,0.698
2010,31,Santana de Cataguases,11.33,5.69,72.58,19.3,12.95,3.58,14.07,0.41,7.82,5.84,437.81,3622,469,0.428,0.655,0.793,0.643,0.694
2010,31,Santana de Pirapama,17.76,2.89,73.93,17.0,11.95,5.66,17.5,0.42,8.39,6.71,373.14,7940,957,0.265,0.493,0.816,0.617,0.628
2010,31,Santana do Deserto,9.51,4.91,75.93,13.9,9.87,3.5,13.39,0.44,9.67,6.87,484.73,3849,381,0.423,0.493,0.849,0.66,0.651
2010,31,Santana do Garambéu,16.73,3.28,74.32,16.4,9.71,6.38,21.99,0.54,15.67,10.73,452.48,2226,217,0.34,0.558,0.822,0.648,0.667
2010,31,Santana do Jacaré,15.26,7.28,72.37,19.7,11.81,2.25,9.3,0.42,8.44,5.95,470.2,4556,544,0.342,0.523,0.79,0.655,0.647
2010,31,Santana do Manhuaçu,17.56,2.6,73.53,17.7,8.44,9.82,25.93,0.5,13.44,9.66,383.28,8545,724,0.282,0.475,0.809,0.622,0.621
2010,31,Santana do Paraíso,9.3,4.26,77.66,11.5,5.65,3.18,10.46,0.42,8.15,6.03,495.81,27235,1540,0.457,0.552,0.878,0.663,0.685
2010,31,Santana do Riacho,15.38,4.92,75.02,15.3,9.47,5.57,19.28,0.5,12.47,8.76,432.77,3960,381,0.368,0.551,0.834,0.641,0.665
2010,31,Santana dos Montes,11.04,3.31,73.04,18.5,10.52,5.66,20.12,0.4,7.44,5.49,352.48,3812,402,0.317,0.557,0.801,0.608,0.647
2010,31,Santa Rita de Caldas,8.39,6.51,74.36,16.3,11.54,0.67,5.91,0.43,9.03,6.29,597.4,8964,1042,0.371,0.576,0.823,0.693,0.69
2010,31,Santa Rita de Jacutinga,12.31,7.27,74.58,16.0,13.62,4.04,11.37,0.47,10.98,7.67,535.45,4961,680,0.374,0.567,0.826,0.676,0.682
2010,31,Santa Rita de Minas,16.22,3.09,72.48,19.5,8.37,4.72,19.32,0.44,9.28,7.07,395.61,6521,548,0.285,0.464,0.791,0.627,0.613
2010,31,Santa Rita de Ibitipoca,17.33,3.25,72.6,19.3,9.82,7.93,25.37,0.51,13.49,8.71,391.79,3580,352,0.286,0.505,0.793,0.625,0.63
2010,31,Santa Rita do Itueto,18.68,2.62,71.76,20.8,8.97,7.98,21.08,0.44,9.26,6.78,352.98,5691,511,0.261,0.472,0.779,0.609,0.607
2010,31,Santa Rita do Sapucaí,8.55,13.46,74.8,15.6,7.64,1.23,4.96,0.48,11.76,8.2,738.4,37404,2883,0.515,0.62,0.83,0.727,0.721
2010,31,Santa Rosa da Serra,12.49,9.21,76.95,12.5,8.59,3.23,8.64,0.46,10.34,7.0,603.01,3194,277,0.389,0.583,0.866,0.695,0.705
2010,31,Santa Vitória,12.22,8.44,76.88,12.6,9.9,1.68,4.94,0.46,10.39,7.08,698.7,17982,1796,0.413,0.576,0.865,0.718,0.71
2010,31,Santo Antônio do Amparo,12.58,5.59,74.39,16.3,7.99,1.95,12.46,0.43,8.72,6.14,431.56,17247,1385,0.395,0.576,0.823,0.641,0.672
2010,31,Santo Antônio do Aventureiro,13.6,6.02,75.45,14.6,12.24,1.81,12.19,0.42,8.52,6.22,485.5,3520,433,0.304,0.545,0.841,0.66,0.671
2010,31,Santo Antônio do Grama,15.12,4.52,74.36,16.3,11.19,4.2,18.65,0.41,8.43,6.62,393.12,4077,457,0.315,0.493,0.823,0.626,0.633
2010,31,Santo Antônio do Itambé,23.09,3.42,72.65,19.2,8.03,20.9,45.53,0.48,11.56,8.86,225.85,4124,332,0.242,0.408,0.794,0.537,0.558
2010,31,Santo Antônio do Jacinto,29.42,3.62,71.33,21.6,10.56,23.19,35.46,0.53,16.98,11.54,286.56,11654,1244,0.239,0.427,0.772,0.575,0.574
2010,31,Santo Antônio do Monte,6.4,6.63,75.37,14.8,7.97,0.52,3.06,0.49,11.86,7.77,781.49,25810,2071,0.476,0.615,0.84,0.736,0.724
2010,31,Santo Antônio do Retiro,31.36,3.29,72.03,20.3,7.22,39.69,57.66,0.58,28.51,20.92,183.75,6943,502,0.273,0.469,0.784,0.504,0.57
2010,31,Santo Antônio do Rio Abaixo,18.59,3.87,74.39,16.3,9.85,13.15,30.24,0.53,15.56,11.78,370.28,1772,175,0.368,0.591,0.823,0.616,0.669
2010,31,Santo Hipólito,16.76,4.29,74.44,16.2,11.21,4.31,21.56,0.54,15.04,9.42,431.72,3220,363,0.33,0.536,0.824,0.641,0.657
2010,31,Santos Dumont,7.26,8.28,75.84,14.1,9.51,3.44,12.75,0.5,12.6,8.84,578.64,46132,4403,0.553,0.697,0.847,0.688,0.741
2010,31,São Bento Abade,12.91,4.52,73.03,18.5,5.9,2.44,9.59,0.42,8.42,5.92,458.65,4574,270,0.39,0.581,0.801,0.651,0.672
2010,31,São Brás do Suaçuí,4.75,8.61,73.04,18.5,10.39,5.57,10.08,0.43,8.95,6.8,532.9,3513,365,0.388,0.541,0.801,0.675,0.664
2010,31,São Domingos das Dores,12.77,3.15,73.01,18.6,6.14,6.05,29.01,0.47,10.91,7.72,338.29,5408,332,0.311,0.539,0.8,0.602,0.638
2010,31,São Domingos do Prata,8.83,5.4,74.36,16.3,11.84,4.15,14.02,0.49,12.24,8.3,531.92,17251,2055,0.375,0.593,0.823,0.674,0.69
2010,31,São Félix de Minas,22.35,2.46,72.68,19.2,9.85,10.99,30.01,0.47,10.75,7.88,312.33,3354,333,0.276,0.51,0.795,0.589,0.62
2010,31,São Francisco,17.37,6.03,73.26,18.2,7.31,15.88,37.96,0.55,17.32,11.73,325.23,53462,3933,0.392,0.542,0.804,0.595,0.638
2010,31,São Francisco de Paula,13.3,4.63,73.69,17.4,9.29,1.42,5.54,0.39,7.06,5.28,484.92,6443,602,0.336,0.537,0.812,0.66,0.66
2010,31,São Francisco de Sales,10.64,4.71,77.01,12.4,7.64,6.37,9.5,0.5,12.98,8.5,665.68,5738,441,0.395,0.528,0.867,0.711,0.688
2010,31,São Francisco do Glória,15.28,5.96,74.96,15.4,10.58,5.43,16.22,0.47,10.75,7.79,449.2,5149,548,0.342,0.541,0.833,0.647,0.663
2010,31,São Geraldo,10.44,6.22,74.85,15.6,10.36,3.26,10.4,0.41,7.87,5.78,474.14,10202,1063,0.361,0.507,0.831,0.656,0.651
2010,31,São Geraldo da Piedade,21.43,3.39,71.43,21.4,9.8,12.24,30.88,0.55,17.07,11.03,391.27,4361,430,0.287,0.447,0.774,0.625,0.6
2010,31,São Geraldo do Baixio,20.99,4.8,74.43,16.2,8.84,7.49,20.52,0.48,11.8,8.65,404.81,3479,308,0.275,0.482,0.824,0.631,0.63
2010,31,São Gonçalo do Abaeté,11.84,5.96,72.75,19.0,8.11,5.32,12.42,0.47,10.76,7.56,502.57,6210,508,0.365,0.568,0.796,0.665,0.67
2010,31,São Gonçalo do Pará,6.6,5.49,75.53,14.5,9.58,1.1,6.15,0.4,7.67,5.5,558.07,10366,996,0.364,0.57,0.842,0.682,0.689
2010,31,São Gonçalo do Rio Abaixo,11.79,4.3,72.52,19.4,7.99,5.42,17.61,0.49,12.05,8.29,479.04,9762,781,0.393,0.569,0.792,0.658,0.667
2010,31,São Gonçalo do Sapucaí,8.04,10.58,75.99,13.8,8.77,1.46,9.82,0.52,14.01,9.09,648.31,23755,2096,0.444,0.609,0.85,0.706,0.715
2010,31,São Gotardo,8.03,7.18,76.27,13.4,6.96,0.45,4.58,0.51,12.99,8.26,795.14,31669,2215,0.45,0.632,0.855,0.739,0.736
2010,31,São João Batista do Glória,9.77,6.08,75.69,14.3,8.55,1.85,5.5,0.45,9.61,6.63,676.07,6850,589,0.398,0.631,0.845,0.713,0.724
2010,31,São João da Lagoa,15.51,4.45,73.78,17.3,7.26,15.43,32.7,0.48,12.73,8.65,286.35,4648,338,0.346,0.546,0.813,0.575,0.634
2010,31,São João da Mata,10.77,2.84,74.29,16.4,9.37,1.64,8.41,0.41,8.13,5.85,538.08,2716,256,0.357,0.501,0.822,0.676,0.653
2010,31,São João da Ponte,28.92,3.74,72.17,20.1,7.94,18.18,37.87,0.48,11.98,8.95,258.77,25270,2013,0.226,0.419,0.786,0.559,0.569
2010,31,São João das Missões,30.44,3.33,71.57,21.2,5.45,33.88,53.37,0.51,16.55,13.09,181.77,11709,638,0.27,0.381,0.776,0.502,0.529
2010,31,São João del Rei,3.97,12.81,76.57,13.0,9.38,1.46,7.22,0.52,13.95,9.4,764.74,83977,7924,0.574,0.69,0.86,0.733,0.758
2010,31,São João do Manhuaçu,14.25,4.77,75.16,15.1,6.23,8.44,24.73,0.57,19.13,12.27,484.15,10242,638,0.328,0.498,0.836,0.659,0.65
2010,31,São João do Manteninha,21.33,1.85,73.3,18.1,11.37,5.49,16.36,0.42,8.58,5.77,385.78,5179,590,0.302,0.522,0.805,0.623,0.64
2010,31,São João do Oriente,16.5,4.28,73.32,18.1,10.68,2.74,17.27,0.44,9.35,6.7,404.69,7874,841,0.312,0.536,0.805,0.631,0.648
2010,31,São João do Pacuí,22.26,5.08,72.85,18.8,8.92,22.42,42.34,0.64,31.98,17.26,346.53,4040,362,0.304,0.504,0.798,0.606,0.625
2010,31,São João do Paraíso,27.6,3.81,73.46,17.8,8.02,11.69,28.08,0.44,9.11,7.06,300.81,22271,1790,0.307,0.493,0.808,0.583,0.615
2010,31,São João Evangelista,16.39,5.08,73.37,18.0,10.54,9.65,28.51,0.52,14.67,9.86,378.41,15444,1639,0.344,0.52,0.806,0.62,0.638
2010,31,São João Nepomuceno,5.34,7.27,75.98,13.9,10.62,1.04,7.3,0.42,8.24,5.99,608.32,24912,2660,0.459,0.6,0.85,0.696,0.708
2010,31,São Joaquim de Bicas,8.65,3.33,75.62,14.4,5.91,2.89,10.02,0.44,9.5,6.75,498.26,23231,1508,0.42,0.518,0.844,0.664,0.662
2010,31,São José da Barra,6.63,6.98,77.56,11.7,6.59,0.44,6.67,0.5,12.52,8.58,714.22,6728,447,0.475,0.637,0.876,0.722,0.739
2010,31,São José da Lapa,5.46,5.06,75.63,14.4,5.98,1.57,9.47,0.42,8.3,6.06,540.26,19747,1184,0.54,0.679,0.844,0.677,0.729
2010,31,São José da Safira,23.66,2.99,70.91,22.4,6.43,6.69,24.85,0.47,10.72,7.47,334.87,4075,262,0.288,0.432,0.765,0.6,0.583
2010,31,São José da Varginha,7.2,5.7,76.41,13.2,8.24,1.72,10.64,0.47,10.81,7.42,555.77,4190,346,0.405,0.597,0.857,0.682,0.704
2010,31,São José do Alegre,9.48,4.1,75.2,15.0,9.78,2.04,10.85,0.47,10.91,7.51,537.13,3996,391,0.409,0.652,0.837,0.676,0.717
2010,31,São José do Divino,20.86,5.23,71.7,20.9,9.0,8.71,28.37,0.56,16.71,10.78,396.81,3796,345,0.396,0.583,0.778,0.627,0.658
2010,31,São José do Goiabal,12.33,5.29,73.83,17.2,10.95,3.33,18.46,0.52,14.28,10.78,476.92,5616,617,0.374,0.553,0.814,0.657,0.666
2010,31,São José do Jacuri,20.02,4.5,69.96,24.4,10.15,13.35,36.15,0.49,12.48,9.16,298.57,6541,665,0.252,0.417,0.749,0.582,0.566
2010,31,São José do Mantimento,16.37,3.51,74.36,16.3,9.45,11.83,25.15,0.48,11.06,8.62,359.93,2580,245,0.359,0.562,0.823,0.612,0.657
2010,31,São Lourenço,4.25,13.7,77.28,11.5,10.32,0.93,5.89,0.51,13.61,9.4,831.32,41320,4297,0.588,0.673,0.871,0.746,0.759
2010,31,São Miguel do Anta,16.93,5.54,74.7,15.8,10.72,5.76,20.84,0.44,9.39,6.54,370.37,6731,725,0.294,0.523,0.828,0.616,0.644
2010,31,São Pedro da União,12.65,5.61,75.16,15.1,11.01,2.08,9.8,0.45,9.87,7.02,549.49,5007,555,0.342,0.539,0.836,0.68,0.674
2010,31,São Pedro dos Ferros,15.41,5.1,72.34,19.8,10.78,1.79,15.94,0.43,8.63,6.71,406.87,8314,901,0.369,0.576,0.789,0.631,0.659
2010,31,São Pedro do Suaçuí,19.21,4.06,72.08,20.2,12.51,10.07,27.86,0.48,12.11,8.14,358.75,5534,697,0.285,0.501,0.785,0.611,0.622
2010,31,São Romão,14.64,6.52,72.22,20.0,5.6,14.2,35.65,0.53,15.28,10.63,307.02,10205,575,0.438,0.568,0.787,0.586,0.64
2010,31,São Roque de Minas,9.88,5.04,75.27,14.9,9.3,2.44,7.33,0.45,9.99,7.09,621.11,6621,622,0.289,0.517,0.838,0.699,0.672
2010,31,São Sebastião da Bela Vista,14.42,4.11,75.87,14.0,8.43,1.86,6.35,0.43,8.88,6.23,573.43,4922,417,0.394,0.569,0.848,0.687,0.692
2010,31,São Sebastião da Vargem Alegre,12.32,5.35,74.64,15.9,8.76,6.65,14.83,0.42,8.18,6.38,406.33,2797,245,0.333,0.552,0.827,0.631,0.66
2010,31,São Sebastião do Anta,18.14,3.12,70.98,22.3,6.87,8.26,25.46,0.44,9.36,6.96,327.54,5739,394,0.265,0.49,0.766,0.597,0.607
2010,31,São Sebastião do Maranhão,25.04,2.79,73.94,17.0,9.6,20.31,42.71,0.54,15.76,11.67,267.28,10608,1022,0.232,0.427,0.816,0.564,0.581
2010,31,São Sebastião do Oeste,9.71,3.57,74.9,15.5,9.42,0.49,5.94,0.39,7.06,5.1,545.07,5756,547,0.253,0.434,0.832,0.678,0.626
2010,31,São Sebastião do Paraíso,6.33,10.72,75.15,15.1,8.9,0.57,4.09,0.47,10.55,7.32,775.73,64629,5783,0.485,0.613,0.836,0.735,0.722
2010,31,São Sebastião do Rio Preto,13.98,5.53,73.55,17.6,14.69,6.82,17.21,0.5,13.39,9.09,493.59,1606,237,0.279,0.472,0.809,0.662,0.632
2010,31,São Sebastião do Rio Verde,9.96,8.59,75.71,14.3,10.76,5.39,12.18,0.42,8.39,6.09,442.98,2107,227,0.388,0.568,0.845,0.645,0.676
2010,31,São Tiago,8.16,5.53,74.48,16.1,10.09,1.14,10.99,0.44,9.39,6.59,486.69,10532,1066,0.345,0.533,0.825,0.66,0.662
2010,31,São Tomás de Aquino,11.86,7.07,77.46,11.8,10.7,1.81,5.94,0.43,8.76,6.28,593.38,7058,759,0.359,0.568,0.874,0.692,0.7
2010,31,São Thomé das Letras,12.95,5.06,73.03,18.5,5.65,2.45,13.48,0.4,7.42,5.6,428.33,6576,376,0.409,0.578,0.801,0.64,0.667
2010,31,São Vicente de Minas,7.11,10.64,75.72,14.2,9.02,3.56,19.83,0.53,15.12,10.3,527.55,6993,632,0.494,0.644,0.845,0.673,0.715
2010,31,Sapucaí-Mirim,10.4,5.74,75.49,14.6,8.24,2.22,9.34,0.44,9.18,6.52,497.65,6221,514,0.371,0.563,0.842,0.664,0.68
2010,31,Sardoá,17.86,4.6,73.71,17.4,8.17,13.31,31.97,0.5,13.06,9.5,321.6,5558,457,0.322,0.533,0.812,0.594,0.636
2010,31,Sarzedo,5.86,4.78,77.28,12.0,4.47,0.39,5.52,0.46,10.01,6.89,648.26,25765,1155,0.548,0.643,0.871,0.706,0.734
2010,31,Setubinha,32.25,4.34,69.6,25.1,6.61,27.11,50.45,0.55,17.71,12.58,224.63,10854,719,0.235,0.4,0.743,0.536,0.542
2010,31,Sem-Peixe,15.6,4.03,74.57,16.0,15.21,10.18,20.32,0.44,9.78,7.26,386.22,2842,433,0.308,0.543,0.826,0.623,0.654
2010,31,Senador Amaral,12.77,3.12,74.25,16.5,5.46,7.61,24.03,0.45,10.4,7.61,385.29,5210,285,0.354,0.564,0.821,0.623,0.661
2010,31,Senador Cortes,11.93,5.49,75.05,15.3,9.61,3.45,13.2,0.58,18.23,11.11,581.34,1986,191,0.347,0.534,0.834,0.689,0.674
2010,31,Senador Firmino,9.98,6.5,74.75,15.7,12.06,4.37,13.99,0.43,8.98,6.63,426.49,7177,872,0.318,0.505,0.829,0.639,0.644
2010,31,Senador José Bento,11.98,5.55,74.41,16.2,13.65,0.22,8.76,0.4,7.58,5.58,493.87,1860,255,0.315,0.585,0.824,0.663,0.684
2010,31,Senador Modestino Gonçalves,24.18,4.1,71.94,20.5,10.01,14.01,32.31,0.43,8.71,6.91,271.55,4530,458,0.334,0.539,0.782,0.566,0.62
2010,31,Senhora de Oliveira,12.81,3.86,73.03,18.5,10.89,8.4,22.94,0.45,9.65,6.94,339.95,5659,619,0.294,0.521,0.801,0.603,0.631
2010,31,Senhora do Porto,18.77,3.12,73.1,18.4,13.1,9.33,29.04,0.47,10.83,8.06,324.4,3489,458,0.172,0.378,0.802,0.595,0.565
2010,31,Senhora dos Remédios,13.76,3.74,71.56,21.2,9.48,12.25,30.44,0.43,8.84,6.97,292.26,10186,967,0.285,0.548,0.776,0.578,0.626
2010,31,Sericita,17.78,4.26,71.56,21.2,8.0,7.19,25.3,0.45,10.02,7.12,338.3,7122,570,0.209,0.375,0.776,0.602,0.56
2010,31,Seritinga,9.1,6.18,76.17,13.6,9.78,4.33,12.23,0.42,8.36,6.34,476.43,1787,175,0.415,0.512,0.853,0.657,0.66
2010,31,Serra Azul de Minas,26.62,4.93,73.55,17.6,7.37,26.35,52.42,0.54,17.08,13.83,226.22,4207,311,0.274,0.398,0.809,0.537,0.557
2010,31,Serra da Saudade,13.46,7.24,76.78,12.7,9.08,0.26,10.9,0.38,6.63,5.32,494.31,815,74,0.358,0.542,0.863,0.663,0.677
2010,31,Serra dos Aimorés,19.73,3.87,72.06,20.3,10.13,8.24,23.54,0.56,17.36,11.76,464.82,8387,852,0.408,0.539,0.784,0.653,0.651
2010,31,Serra do Salitre,9.02,5.64,76.11,13.7,5.97,2.49,6.6,0.53,14.53,9.27,715.23,10533,630,0.39,0.549,0.852,0.722,0.696
2010,31,Serrania,13.57,6.16,75.0,15.3,9.35,1.05,11.44,0.44,9.51,6.6,470.34,7488,705,0.394,0.569,0.833,0.655,0.677
2010,31,Serranópolis de Minas,23.19,2.39,71.38,21.5,8.97,16.22,31.41,0.54,15.8,10.57,351.46,4419,397,0.294,0.539,0.773,0.608,0.633
2010,31,Serranos,16.77,4.83,75.05,15.2,9.57,5.05,23.66,0.5,13.17,9.66,425.18,1982,191,0.319,0.499,0.834,0.638,0.643
2010,31,Serro,18.68,6.84,75.01,15.3,8.29,12.6,36.35,0.65,29.64,18.08,457.27,20680,1727,0.335,0.52,0.834,0.65,0.656
2010,31,Sete Lagoas,3.99,11.61,75.37,14.8,6.8,1.24,6.11,0.53,14.7,9.72,809.26,213087,14560,0.59,0.705,0.84,0.742,0.76
2010,31,Silveirânia,11.34,3.93,75.45,14.6,11.09,1.77,10.68,0.4,7.73,5.76,441.85,2189,243,0.34,0.511,0.841,0.645,0.652
2010,31,Silvianópolis,11.78,7.96,76.87,12.6,11.7,0.87,7.67,0.47,10.8,7.51,647.64,5984,705,0.383,0.559,0.865,0.706,0.699
2010,31,Simão Pereira,10.86,3.91,75.57,14.5,9.14,4.03,21.99,0.5,13.13,8.88,442.7,2537,232,0.374,0.478,0.843,0.645,0.638
2010,31,Simonésia,16.99,2.95,74.36,16.3,7.68,13.02,27.29,0.5,13.86,10.17,383.01,18255,1405,0.313,0.493,0.823,0.622,0.632
2010,31,Sobrália,19.79,3.32,73.28,18.1,11.99,12.06,24.14,0.47,11.52,8.2,357.73,5827,699,0.302,0.51,0.805,0.611,0.631
2010,31,Soledade de Minas,8.92,6.4,74.88,15.5,10.57,2.76,11.6,0.46,10.51,7.43,526.23,5590,600,0.431,0.606,0.831,0.673,0.697
2010,31,Tabuleiro,12.76,4.5,74.27,16.5,12.8,1.63,11.23,0.45,10.2,7.11,503.88,4075,522,0.344,0.578,0.821,0.666,0.681
2010,31,Taiobeiras,17.68,5.69,73.9,17.1,7.94,4.88,22.67,0.51,13.77,9.61,426.91,30730,2454,0.391,0.578,0.815,0.639,0.67
2010,31,Taparuba,18.45,2.23,72.91,18.8,13.36,7.73,19.0,0.39,7.05,5.31,344.16,3133,419,0.34,0.557,0.799,0.604,0.645
2010,31,Tapira,6.65,5.75,75.8,14.1,7.3,3.94,7.19,0.54,15.45,10.29,902.0,4101,300,0.42,0.561,0.847,0.759,0.712
2010,31,Tapiraí,12.83,4.33,75.84,14.1,11.11,3.61,13.76,0.45,10.12,7.19,517.65,1871,208,0.316,0.522,0.847,0.67,0.667
2010,31,Taquaraçu de Minas,14.22,4.73,74.06,16.8,9.49,5.53,20.38,0.45,10.21,7.63,436.05,3770,360,0.328,0.525,0.818,0.643,0.651
2010,31,Tarumirim,17.98,4.6,74.72,15.8,12.01,8.44,23.85,0.47,10.55,8.27,364.41,14200,1716,0.299,0.499,0.829,0.614,0.633
2010,31,Teixeiras,10.15,6.25,73.26,18.1,11.02,4.22,13.73,0.55,15.89,10.19,568.91,11284,1251,0.387,0.558,0.804,0.685,0.675
2010,31,Teófilo Otoni,12.92,10.07,74.45,16.2,9.07,5.47,17.79,0.57,19.18,12.64,615.34,133143,12216,0.492,0.598,0.824,0.698,0.701
2010,31,Timóteo,4.44,11.61,75.14,15.1,7.26,1.03,5.57,0.48,11.54,8.21,786.68,81115,5895,0.655,0.742,0.836,0.737,0.77
2010,31,Tiradentes,5.88,11.03,78.1,11.0,7.07,1.43,7.07,0.57,18.29,11.54,802.39,6877,492,0.497,0.619,0.885,0.741,0.74
2010,31,Tiros,10.68,4.42,76.13,13.6,11.77,5.11,10.7,0.52,14.36,9.52,634.3,6857,813,0.326,0.532,0.852,0.703,0.683
2010,31,Tocantins,8.72,6.87,72.99,18.6,10.03,1.28,7.41,0.42,8.27,5.98,557.55,15744,1587,0.412,0.597,0.8,0.682,0.688
2010,31,Tocos do Moji,10.17,3.66,73.49,17.8,9.97,3.8,10.23,0.41,8.27,5.93,489.05,3950,394,0.351,0.631,0.808,0.661,0.696
2010,31,Toledo,16.45,2.69,73.14,18.4,9.68,0.91,9.45,0.4,7.52,5.62,486.02,5728,558,0.33,0.546,0.802,0.66,0.661
2010,31,Tombos,12.24,10.59,77.23,12.1,12.37,2.46,15.86,0.52,15.27,10.53,621.05,9512,1180,0.427,0.607,0.871,0.699,0.718
2010,31,Três Corações,6.97,12.74,76.28,13.4,7.26,1.59,8.84,0.56,17.27,11.11,749.86,71897,5281,0.554,0.66,0.855,0.73,0.744
2010,31,Três Marias,7.2,7.81,76.93,12.5,5.76,2.95,10.14,0.52,14.06,9.4,645.33,28231,1630,0.568,0.695,0.866,0.706,0.752
2010,31,Três Pontas,8.74,10.15,75.98,13.9,7.82,0.46,6.9,0.51,13.56,8.81,682.15,53564,4210,0.481,0.643,0.85,0.714,0.731
2010,31,Tumiritinga,17.45,4.01,74.63,15.9,9.34,6.27,21.85,0.45,9.88,6.91,366.89,6279,588,0.304,0.482,0.827,0.615,0.626
2010,31,Tupaciguara,9.46,8.78,76.78,12.7,11.18,1.96,6.81,0.49,12.16,8.33,665.76,23953,2704,0.453,0.605,0.863,0.711,0.719
2010,31,Turmalina,14.79,6.35,73.98,17.0,6.8,7.76,19.79,0.5,13.17,9.04,446.26,17975,1228,0.394,0.602,0.816,0.646,0.682
2010,31,Turvolândia,10.93,6.36,74.71,15.8,8.97,0.58,5.79,0.49,12.22,7.99,649.97,4619,418,0.386,0.576,0.829,0.707,0.696
