ANO,UF,Município,T_ANALF15M,T_SUPER25M,ESPVIDA,MORT1,T_ENV,PIND,PMPOB,GINI,R1040,R2040,RDPC,POP,PESO65,I_ESCOLARIDADE,IDHM_E,IDHM_L,IDHM_R,IDHM
2010,11,ALTA FLORESTA D'OESTE,11.99,5.51,70.75,23.8,5.84,14.29,26.04,0.58,21.68,14.45,476.99,24097,1425,0.368,0.526,0.763,0.657,0.641
2010,11,ARIQUEMES,7.9,8.13,73.36,19.2,4.36,4.36,11.54,0.53,15.54,10.22,689.95,89766,3943,0.514,0.6,0.806,0.716,0.702
2010,11,CABIXI,13.63,4.93,70.39,24.8,6.87,7.27,21.2,0.51,13.32,9.67,457.17,6303,434,0.357,0.559,0.757,0.65,0.65
2010,11,CACOAL,8.29,8.71,74.27,14.3,5.57,5.97,13.08,0.57,18.77,12.04,738.06,78141,4378,0.488,0.62,0.821,0.727,0.718
2010,11,CEREJEIRAS,10.29,7.09,72.94,18.1,6.44,4.72,13.7,0.5,13.27,9.2,577.18,16942,1097,0.43,0.602,0.799,0.688,0.692
2010,11,COLORADO DO OESTE,12.43,7.88,73.81,16.1,7.51,6.64,15.76,0.49,12.92,9.16,535.41,18540,1397,0.426,0.584,0.814,0.676,0.685
2010,11,CORUMBIARA,12.47,4.52,71.45,21.9,5.67,10.16,24.02,0.48,12.33,8.97,402.15,8647,498,0.316,0.473,0.774,0.63,0.613
2010,11,COSTA MARQUES,8.6,4.98,70.04,25.8,3.82,9.66,30.48,0.52,14.38,10.26,370.77,13539,522,0.379,0.493,0.751,0.616,0.611
2010,11,ESPIGÃO D'OESTE,11.33,5.72,74.15,15.4,5.21,6.6,13.86,0.52,14.67,9.98,590.8,28510,1496,0.402,0.536,0.819,0.691,0.672
2010,11,GUAJARÁ-MIRIM,8.06,7.06,74.39,14.8,4.82,10.38,23.47,0.54,16.96,12.16,494.69,39928,2006,0.486,0.519,0.823,0.663,0.657
2010,11,JARU,10.66,6.94,74.51,14.6,5.62,4.32,13.78,0.49,12.32,8.71,575.14,51715,2923,0.43,0.577,0.825,0.687,0.689
2010,11,JI-PARANÁ,7.79,8.73,73.6,16.2,5.05,2.67,8.56,0.53,15.26,10.15,743.35,115896,5887,0.532,0.617,0.81,0.728,0.714
2010,11,MACHADINHO D'OESTE,11.79,3.72,70.32,25.0,4.05,17.59,28.55,0.55,19.1,13.43,401.42,31020,1262,0.32,0.446,0.755,0.629,0.596
2010,11,NOVA BRASILÂNDIA D'OESTE,11.25,4.76,70.75,23.8,5.49,10.3,23.16,0.56,19.04,12.83,499.59,19526,1092,0.364,0.524,0.763,0.664,0.643
2010,11,OURO PRETO DO OESTE,10.36,6.2,73.72,16.3,6.04,3.71,11.73,0.48,11.4,8.03,576.51,37661,2289,0.433,0.569,0.812,0.687,0.682
2010,11,PIMENTA BUENO,8.35,8.07,73.15,17.6,5.07,2.29,9.33,0.54,15.6,10.04,734.76,33611,1715,0.496,0.613,0.803,0.726,0.71
2010,11,PORTO VELHO,5.1,12.21,74.14,15.52,3.52,2.64,7.95,0.56,17.42,11.65,929.19,422555,15099,0.619,0.638,0.819,0.764,0.736
2010,11,PRESIDENTE MÉDICI,12.17,5.06,72.51,19.2,7.07,9.3,19.39,0.53,14.88,10.43,520.2,22262,1579,0.38,0.55,0.792,0.671,0.664
2010,11,RIO CRESPO,13.29,3.58,73.77,16.2,6.36,16.85,28.5,0.58,21.54,15.24,420.61,3286,211,0.367,0.513,0.813,0.637,0.643
2010,11,ROLIM DE MOURA,9.04,8.47,73.46,16.9,5.56,3.96,10.77,0.53,15.02,10.14,657.65,50379,2818,0.474,0.598,0.808,0.709,0.7
2010,11,SANTA LUZIA D'OESTE,13.03,5.42,73.73,16.3,6.89,8.2,16.49,0.49,12.35,8.76,476.08,8865,612,0.401,0.564,0.812,0.657,0.67
2010,11,VILHENA,6.08,10.6,73.49,16.98,4.46,2.1,6.37,0.5,13.02,8.92,768.98,75614,3398,0.554,0.659,0.808,0.734,0.731
2010,11,SÃO MIGUEL DO GUAPORÉ,10.81,3.86,71.87,20.8,4.64,21.83,33.34,0.62,31.81,20.97,440.6,21700,1013,0.346,0.537,0.781,0.644,0.646
2010,11,NOVA MAMORÉ,13.07,3.49,71.15,22.7,3.78,11.73,28.2,0.52,15.16,10.51,377.34,22263,852,0.294,0.424,0.769,0.619,0.587
2010,11,ALVORADA D'OESTE,12.96,5.43,70.75,23.8,6.12,11.71,23.63,0.53,16.36,11.4,469.26,16694,1032,0.373,0.534,0.763,0.654,0.643
2010,11,ALTO ALEGRE DOS PARECIS,13.53,3.14,71.64,21.4,4.86,21.1,33.84,0.54,19.04,13.88,341.22,12760,623,0.274,0.443,0.777,0.603,0.592
2010,11,ALTO PARAÍSO,11.81,3.02,73.22,17.4,4.92,8.34,18.03,0.54,15.6,10.6,498.49,17112,843,0.309,0.457,0.804,0.664,0.625
2010,11,BURITIS,9.85,4.03,70.08,25.7,3.8,9.18,20.83,0.5,13.29,9.38,458.05,32264,1230,0.349,0.479,0.751,0.65,0.616
2010,11,NOVO HORIZONTE DO OESTE,14.35,4.25,72.92,18.2,6.51,16.6,32.25,0.51,14.76,11.49,346.38,10198,667,0.35,0.527,0.799,0.606,0.634
2010,11,CACAULÂNDIA,13.22,3.59,73.08,17.8,5.93,8.8,22.02,0.56,17.66,11.74,499.93,5724,340,0.312,0.506,0.801,0.664,0.646
2010,11,CAMPO NOVO DE RONDÔNIA,12.31,2.95,71.34,22.2,3.58,15.58,31.24,0.67,35.09,21.31,507.69,12603,453,0.283,0.404,0.772,0.667,0.593
2010,11,CANDEIAS DO JAMARI,10.98,3.94,74.11,15.4,3.96,7.14,15.8,0.47,10.64,7.78,463.63,19681,784,0.433,0.512,0.819,0.652,0.649
2010,11,CASTANHEIRAS,14.29,4.06,73.15,17.6,7.13,12.02,21.08,0.5,13.43,9.53,455.53,3559,255,0.389,0.547,0.803,0.65,0.658
2010,11,CHUPINGUAIA,10.31,5.03,74.21,15.2,3.45,5.39,16.12,0.47,11.0,7.96,483.36,8054,286,0.38,0.514,0.82,0.659,0.652
2010,11,CUJUBIM,11.94,2.21,72.33,19.6,2.78,9.04,19.56,0.52,14.33,10.0,495.31,15699,440,0.314,0.439,0.789,0.663,0.612
2010,11,GOVERNADOR JORGE TEIXEIRA,13.35,2.93,70.71,23.9,5.68,11.52,27.2,0.55,16.6,11.22,396.36,10449,597,0.282,0.444,0.762,0.627,0.596
2010,11,ITAPUÃ DO OESTE,13.0,4.02,70.08,25.7,4.7,9.04,17.61,0.47,10.91,7.87,411.36,8443,403,0.34,0.488,0.751,0.633,0.614
2010,11,MINISTRO ANDREAZZA,12.67,3.85,71.55,21.6,5.84,12.76,26.14,0.54,17.51,12.23,448.38,10352,605,0.373,0.518,0.776,0.647,0.638
2010,11,MIRANTE DA SERRA,13.51,4.12,72.99,18.0,6.72,10.94,24.22,0.6,22.53,14.74,527.79,11878,798,0.329,0.494,0.8,0.673,0.643
2010,11,MONTE NEGRO,14.54,5.07,70.71,23.9,5.49,5.69,20.75,0.47,11.06,8.12,443.85,14019,774,0.32,0.454,0.762,0.645,0.607
2010,11,NOVA UNIÃO,13.57,2.85,70.17,25.4,5.43,8.65,27.74,0.47,10.71,7.93,352.24,7481,407,0.286,0.442,0.753,0.608,0.587
2010,11,PARECIS,14.71,4.8,73.0,18.0,4.32,16.04,25.68,0.52,14.45,10.35,343.73,4774,208,0.32,0.485,0.8,0.604,0.617
2010,11,PIMENTEIRAS DO OESTE,9.56,5.92,73.98,15.7,5.18,8.68,18.52,0.49,12.22,8.87,493.67,2275,120,0.433,0.545,0.816,0.662,0.665
2010,11,PRIMAVERA DE RONDÔNIA,13.42,3.03,72.94,18.1,6.87,11.45,25.19,0.52,14.9,10.97,442.61,3490,242,0.313,0.512,0.799,0.645,0.641
2010,11,SÃO FELIPE D'OESTE,14.67,4.5,71.78,21.0,7.08,9.74,23.32,0.47,10.78,8.1,368.24,5996,426,0.359,0.571,0.78,0.615,0.649
2010,11,SÃO FRANCISCO DO GUAPORÉ,9.58,5.07,70.04,25.8,3.9,12.21,24.53,0.56,19.4,13.05,477.9,15997,626,0.348,0.462,0.751,0.657,0.611
2010,11,SERINGUEIRAS,10.45,2.9,71.75,21.1,4.52,16.05,29.55,0.63,26.5,16.66,441.13,11429,526,0.288,0.427,0.779,0.644,0.598
2010,11,TEIXEIRÓPOLIS,12.96,3.66,74.09,15.5,7.63,6.75,17.73,0.43,8.58,6.9,464.45,4854,373,0.309,0.498,0.818,0.653,0.643
2010,11,THEOBROMA,15.13,4.06,70.4,24.8,5.53,20.54,32.94,0.57,22.81,15.63,382.6,10335,589,0.269,0.434,0.757,0.622,0.589
2010,11,URUPÁ,14.26,3.52,71.32,22.2,5.86,13.61,26.03,0.51,14.05,10.15,380.5,12897,760,0.294,0.471,0.772,0.621,0.609
2010,11,VALE DO ANARI,15.12,4.39,70.36,24.9,5.32,17.42,32.09,0.57,19.72,13.61,394.02,9362,499,0.296,0.421,0.756,0.626,0.584
2010,11,VALE DO PARAÍSO,12.87,3.46,72.5,19.2,5.77,15.79,30.25,0.59,23.24,15.29,432.03,8195,474,0.325,0.485,0.792,0.641,0.627
2010,12,ACRELÂNDIA,15.64,4.22,73.45,18.3,4.3,18.09,36.56,0.54,16.33,11.71,303.76,12519,539,0.362,0.466,0.808,0.584,0.604
2010,12,ASSIS BRASIL,20.91,4.75,71.19,24.3,4.17,30.66,44.09,0.61,38.05,27.32,291.33,6017,253,0.419,0.456,0.77,0.578,0.588
2010,12,BRASILÉIA,18.08,5.71,71.22,24.2,5.1,17.09,35.22,0.58,22.31,14.89,376.07,21262,1091,0.375,0.485,0.77,0.619,0.614
2010,12,BUJARI,24.74,4.34,71.32,23.9,4.63,20.68,37.61,0.58,22.11,15.25,340.95,8439,392,0.321,0.439,0.772,0.603,0.589
2010,12,CAPIXABA,21.79,3.44,72.62,20.4,4.31,17.89,35.0,0.56,18.92,12.75,336.17,8798,379,0.303,0.398,0.794,0.601,0.575
2010,12,CRUZEIRO DO SUL,18.52,7.62,71.58,23.38,4.52,18.08,34.51,0.64,30.86,19.98,450.06,77987,3546,0.479,0.582,0.776,0.648,0.664
2010,12,EPITACIOLÂNDIA,16.31,7.27,71.27,24.1,5.3,13.02,29.44,0.6,23.58,15.56,467.83,15079,800,0.432,0.553,0.771,0.654,0.653
2010,12,FEIJÓ,34.72,4.44,68.35,33.2,3.79,36.51,54.93,0.68,62.98,40.95,259.43,32280,1230,0.284,0.388,0.723,0.559,0.539
2010,12,JORDÃO,26.87,2.57,68.83,31.6,1.98,49.17,69.69,0.71,83.91,54.8,178.03,6552,130,0.251,0.283,0.731,0.499,0.469
2010,12,MÂNCIO LIMA,23.79,4.44,71.17,24.4,4.13,28.99,45.68,0.61,28.49,20.03,295.5,15152,628,0.447,0.546,0.77,0.58,0.625
2010,12,MANOEL URBANO,32.5,4.35,71.04,24.7,3.9,25.44,38.12,0.59,24.78,16.65,307.7,7953,311,0.313,0.373,0.767,0.586,0.551
2010,12,MARECHAL THAUMATURGO,34.38,2.46,68.55,32.5,2.22,39.31,63.82,0.59,29.0,20.64,157.27,14130,316,0.246,0.361,0.726,0.479,0.501
2010,12,PLÁCIDO DE CASTRO,18.45,4.69,72.17,21.6,5.25,18.76,36.79,0.55,18.61,13.13,321.16,17135,903,0.387,0.517,0.786,0.593,0.622
2010,12,PORTO WALTER,34.22,1.59,68.58,32.4,2.41,34.92,53.25,0.61,33.03,22.44,204.19,9061,221,0.298,0.397,0.726,0.521,0.532
2010,12,RIO BRANCO,9.03,12.93,72.85,20.03,4.31,4.85,14.38,0.59,21.91,14.54,744.67,333052,14480,0.607,0.661,0.798,0.729,0.727
2010,12,RODRIGUES ALVES,31.26,4.01,69.18,30.4,3.09,40.9,60.87,0.63,38.16,25.68,200.58,14361,445,0.339,0.477,0.736,0.518,0.567
2010,12,SANTA ROSA DO PURUS,26.97,2.33,71.86,22.4,1.75,63.05,73.4,0.78,221.1,146.11,201.58,4672,82,0.299,0.34,0.781,0.519,0.517
2010,12,SENADOR GUIOMARD,17.69,5.4,72.17,21.6,5.55,8.29,23.3,0.55,16.94,11.24,455.06,20006,1119,0.386,0.513,0.786,0.649,0.64
2010,12,SENA MADUREIRA,24.75,4.01,73.59,18.0,4.54,21.19,37.59,0.54,18.88,14.3,320.8,37828,1725,0.357,0.456,0.81,0.593,0.603
2010,12,TARAUACÁ,31.09,3.42,68.21,33.7,3.95,34.59,54.76,0.65,40.33,26.58,251.53,35431,1406,0.304,0.392,0.72,0.554,0.539
2010,12,XAPURI,22.24,5.32,71.38,23.7,5.49,19.07,33.64,0.58,21.95,14.79,382.24,16045,884,0.353,0.448,0.773,0.621,0.599
2010,12,PORTO ACRE,23.5,2.73,71.24,24.2,5.4,21.4,41.47,0.6,25.7,16.91,319.71,14862,804,0.294,0.418,0.771,0.593,0.576
2010,13,ALVARÃES,20.55,3.36,71.69,20.8,3.23,30.88,60.76,0.58,22.27,15.61,178.67,14053,455,0.305,0.377,0.778,0.499,0.527
2010,13,AMATURÁ,22.4,3.71,71.36,21.7,3.51,42.81,62.64,0.64,42.3,27.66,178.69,9393,332,0.357,0.455,0.773,0.499,0.56
2010,13,ANAMÃ,15.84,4.73,69.48,27.0,4.1,32.44,51.08,0.58,23.93,16.54,226.82,10161,419,0.465,0.526,0.741,0.537,0.594
2010,13,ANORI,19.62,3.86,70.42,24.3,4.31,32.25,52.29,0.6,26.84,18.74,229.94,16301,704,0.365,0.433,0.757,0.54,0.561
2010,13,APUÍ,10.77,4.06,71.29,21.9,3.18,16.56,26.84,0.56,18.54,12.64,380.62,17939,572,0.372,0.54,0.772,0.621,0.637
2010,13,ATALAIA DO NORTE,35.5,2.74,68.95,28.6,2.87,44.75,63.67,0.65,62.27,43.05,159.21,15078,435,0.229,0.259,0.733,0.481,0.45
2010,13,AUTAZES,15.76,3.9,72.91,17.8,4.96,34.3,51.58,0.59,27.64,19.66,228.43,31903,1594,0.355,0.446,0.799,0.539,0.577
2010,13,BARCELOS,34.16,3.41,68.69,29.5,3.89,47.37,60.97,0.74,147.46,96.93,237.29,21065,1000,0.277,0.315,0.728,0.545,0.5
2010,13,BARREIRINHA,10.28,3.31,71.45,21.5,4.88,46.23,68.75,0.6,29.41,20.97,148.28,27196,1334,0.429,0.522,0.774,0.469,0.574
2010,13,BENJAMIN CONSTANT,21.89,3.76,70.78,23.2,4.07,28.08,52.87,0.56,19.88,13.4,211.1,33060,1361,0.378,0.471,0.763,0.526,0.574
2010,13,BERURI,25.46,2.32,68.85,29.0,4.1,43.29,64.14,0.65,45.24,30.91,193.4,15472,635,0.237,0.346,0.731,0.512,0.506
2010,13,BOA VISTA DO RAMOS,7.97,3.24,69.99,25.5,4.06,40.05,61.77,0.59,27.8,19.72,175.55,14887,608,0.381,0.484,0.75,0.496,0.565
2010,13,BOCA DO ACRE,27.04,6.27,71.59,21.1,4.89,27.28,49.75,0.63,30.34,19.7,288.42,30445,1497,0.346,0.455,0.777,0.576,0.588
2010,13,BORBA,15.8,3.08,71.53,21.3,4.58,36.98,56.26,0.64,39.66,26.95,219.83,34896,1602,0.33,0.425,0.776,0.532,0.56
2010,13,CAAPIRANGA,15.07,4.19,71.49,21.4,3.69,29.67,50.44,0.58,26.46,18.97,235.49,10918,405,0.335,0.436,0.775,0.544,0.569
2010,13,CANUTAMA,29.53,2.77,70.1,25.2,4.35,34.1,57.35,0.61,30.83,22.66,206.44,12738,554,0.3,0.379,0.752,0.522,0.53
2010,13,CARAUARI,28.03,5.04,69.68,26.4,3.9,23.92,48.31,0.54,16.71,11.63,222.32,25697,1005,0.339,0.416,0.745,0.534,0.549
2010,13,CAREIRO,13.72,2.55,71.76,20.7,4.31,41.27,60.88,0.66,66.84,46.24,197.06,32634,1410,0.37,0.431,0.779,0.515,0.557
2010,13,CAREIRO DA VÁRZEA,16.46,3.17,71.76,20.7,5.6,30.36,54.97,0.57,22.44,16.56,207.18,23916,1340,0.341,0.45,0.779,0.523,0.568
2010,13,COARI,17.02,5.17,71.79,19.58,3.65,21.98,40.38,0.64,31.8,20.36,347.2,75372,2772,0.372,0.425,0.78,0.606,0.586
2010,13,CODAJÁS,18.71,3.62,71.49,21.4,3.98,29.32,54.32,0.61,26.24,17.22,239.64,23117,923,0.349,0.421,0.775,0.546,0.563
2010,13,EIRUNEPÉ,32.99,5.51,70.37,24.4,3.87,32.2,55.41,0.62,29.68,19.98,241.86,30513,1186,0.323,0.431,0.756,0.548,0.563
2010,13,ENVIRA,32.75,4.92,68.63,29.6,3.57,35.87,57.67,0.64,37.89,24.99,204.98,16319,583,0.267,0.349,0.727,0.521,0.509
2010,13,FONTE BOA,24.69,3.1,68.13,31.3,3.99,37.8,59.94,0.62,34.65,23.52,200.4,22803,910,0.294,0.4,0.719,0.518,0.53
2010,13,GUAJARÁ,31.5,3.9,70.7,23.5,3.18,51.48,67.87,0.74,121.45,76.97,191.04,13850,445,0.281,0.387,0.762,0.51,0.532
2010,13,HUMAITÁ,16.95,6.53,72.47,18.9,4.28,25.86,41.89,0.66,41.37,26.49,382.13,43974,1894,0.409,0.451,0.791,0.621,0.605
2010,13,IPIXUNA,38.41,2.29,71.32,21.8,2.91,39.53,68.07,0.58,23.0,15.61,154.54,22179,647,0.262,0.302,0.772,0.476,0.481
2010,13,IRANDUBA,13.24,3.88,72.94,17.8,4.83,16.69,34.86,0.56,19.24,13.15,349.23,40642,1970,0.4,0.476,0.799,0.607,0.613
2010,13,ITACOATIARA,9.12,5.88,73.66,15.31,5.03,17.45,36.6,0.59,22.58,15.0,373.71,86395,4369,0.463,0.534,0.811,0.618,0.644
2010,13,ITAMARATI,37.73,3.75,71.32,21.8,2.64,55.51,74.2,0.8,129.09,74.65,214.95,7981,212,0.148,0.266,0.772,0.529,0.477
2010,13,ITAPIRANGA,8.45,5.21,72.54,18.7,5.24,27.79,49.37,0.67,43.29,27.69,321.94,8067,430,0.504,0.594,0.792,0.594,0.654
2010,13,JAPURÁ,27.92,3.79,69.85,25.9,2.62,22.55,52.07,0.59,20.83,13.02,248.6,7272,192,0.246,0.345,0.748,0.552,0.522
2010,13,JURUÁ,33.72,2.54,67.24,34.3,3.43,32.23,56.2,0.6,25.57,17.28,227.39,10802,370,0.261,0.376,0.704,0.538,0.522
2010,13,JUTAÍ,28.06,3.83,70.93,22.8,3.4,40.95,62.09,0.69,54.5,33.66,214.36,17911,611,0.279,0.34,0.766,0.528,0.516
2010,13,LÁBREA,28.55,3.68,69.62,26.6,4.22,33.28,52.41,0.59,27.4,19.24,227.62,37386,1592,0.275,0.374,0.744,0.538,0.531
2010,13,MANACAPURU,15.55,3.59,72.69,17.23,4.88,16.16,35.47,0.56,18.56,12.53,342.58,84870,4156,0.408,0.481,0.795,0.604,0.614
2010,13,MANAQUIRI,10.63,2.3,69.88,25.8,4.49,21.99,50.5,0.57,19.31,13.05,254.15,22706,1024,0.383,0.51,0.748,0.556,0.596
2010,13,MANAUS,3.78,10.97,74.54,14.24,3.88,3.75,12.9,0.61,22.86,14.55,790.27,1793443,69905,0.679,0.658,0.826,0.738,0.737
2010,13,MANICORÉ,16.75,4.35,69.83,26.0,4.38,26.72,47.59,0.6,25.81,17.7,295.23,46596,2061,0.348,0.456,0.747,0.58,0.582
2010,13,MARAÃ,18.01,1.96,70.78,23.2,2.55,52.14,70.9,0.69,94.24,63.91,144.99,17455,447,0.299,0.348,0.763,0.466,0.498
2010,13,MAUÉS,10.28,5.56,72.97,17.7,4.7,34.31,54.17,0.64,35.1,22.48,244.3,52064,2454,0.381,0.464,0.8,0.549,0.588
2010,13,NHAMUNDÁ,8.94,3.88,71.73,20.7,5.56,43.78,62.76,0.65,44.07,29.8,195.12,18233,1016,0.383,0.503,0.779,0.513,0.586
2010,13,NOVA OLINDA DO NORTE,12.82,4.05,71.81,20.5,4.45,33.18,58.68,0.63,31.94,21.29,232.07,29858,1365,0.321,0.412,0.78,0.541,0.558
2010,13,NOVO AIRÃO,15.52,5.95,71.55,21.2,4.56,30.88,47.65,0.59,30.96,20.98,246.44,14604,672,0.35,0.434,0.776,0.551,0.57
2010,13,NOVO ARIPUANÃ,19.73,3.49,70.52,24.0,4.71,31.0,51.32,0.57,23.85,17.19,219.69,21360,1011,0.34,0.421,0.759,0.532,0.554
2010,13,PARINTINS,6.03,7.24,72.97,17.7,4.9,22.81,42.12,0.59,23.7,15.88,313.07,101218,4995,0.531,0.605,0.8,0.589,0.658
2010,13,PAUINI,29.44,3.75,68.45,30.2,2.95,47.23,65.4,0.72,72.12,45.2,218.21,18081,536,0.278,0.317,0.724,0.531,0.496
2010,13,PRESIDENTE FIGUEIREDO,7.25,4.86,73.1,17.4,3.15,12.83,25.21,0.52,14.71,10.06,396.51,26933,855,0.5,0.538,0.802,0.627,0.647
2010,13,RIO PRETO DA EVA,11.25,2.58,72.12,19.8,3.51,18.28,35.59,0.55,18.11,12.67,315.24,25421,904,0.452,0.493,0.785,0.59,0.611
2010,13,SANTA ISABEL DO RIO NEGRO,33.11,3.61,69.2,27.9,3.98,55.11,70.85,0.72,109.55,73.42,141.04,17876,723,0.322,0.323,0.737,0.461,0.479
2010,13,SANTO ANTÔNIO DO IÇÁ,21.31,2.45,70.52,24.0,3.1,55.83,73.16,0.67,63.44,44.21,122.21,24361,760,0.269,0.353,0.759,0.438,0.49
2010,13,SÃO GABRIEL DA CACHOEIRA,14.66,4.38,71.59,19.32,4.58,42.56,56.81,0.8,201.96,117.92,355.51,37663,1735,0.431,0.476,0.777,0.61,0.609
2010,13,SÃO PAULO DE OLIVENÇA,22.91,2.12,71.77,20.6,3.9,47.99,66.11,0.64,48.93,34.26,150.28,31312,1227,0.341,0.386,0.78,0.471,0.521
2010,13,SÃO SEBASTIÃO DO UATUMÃ,10.16,2.39,69.34,27.4,3.32,20.35,46.65,0.58,19.39,12.6,262.79,10680,355,0.397,0.464,0.739,0.561,0.577
2010,13,SILVES,7.81,6.61,72.47,18.9,4.45,25.98,51.94,0.56,19.54,13.75,238.53,8366,376,0.493,0.584,0.791,0.546,0.632
2010,13,TABATINGA,14.38,5.96,71.12,22.3,3.49,25.83,46.19,0.65,34.78,22.62,338.4,51838,1826,0.481,0.505,0.769,0.602,0.616
2010,13,TAPAUÁ,30.86,3.59,66.61,36.6,3.33,39.66,58.07,0.6,33.11,23.81,193.97,19011,635,0.266,0.355,0.694,0.512,0.502
2010,13,TEFÉ,14.21,7.99,73.04,17.5,3.88,15.15,34.38,0.62,25.33,16.43,421.41,61198,2387,0.445,0.511,0.801,0.637,0.639
2010,13,TONANTINS,19.82,4.56,71.74,20.7,3.27,30.93,49.59,0.54,20.24,15.18,189.15,17054,558,0.325,0.416,0.779,0.508,0.548
2010,13,UARINI,18.81,2.79,68.43,30.3,2.95,26.51,55.68,0.61,25.27,16.37,223.11,11693,351,0.281,0.378,0.724,0.535,0.527
2010,13,URUCARÁ,8.04,3.58,70.26,24.7,4.93,31.33,49.07,0.6,24.94,16.66,246.99,16960,842,0.493,0.575,0.754,0.551,0.62
2010,13,URUCURITUBA,9.18,2.86,71.53,21.3,4.88,32.03,49.82,0.58,24.24,17.06,227.55,17597,870,0.389,0.487,0.776,0.538,0.588
2010,14,AMAJARI,38.64,1.3,73.9,15.3,3.88,59.89,75.51,0.75,,,121.32,9217,362,0.239,0.319,0.815,0.437,0.484
2010,14,ALTO ALEGRE,40.06,3.54,73.78,15.6,4.0,51.42,61.63,0.73,144.13,100.34,201.32,16351,658,0.311,0.379,0.813,0.518,0.542
2010,14,BOA VISTA,5.83,12.99,73.95,15.39,3.29,5.03,13.61,0.58,20.58,14.13,786.55,281538,9351,0.687,0.708,0.816,0.737,0.752
2010,14,BONFIM,13.26,4.95,73.52,16.1,4.19,34.94,54.19,0.72,72.0,44.91,329.22,10801,459,0.391,0.509,0.809,0.597,0.626
2010,14,CANTÁ,17.22,4.63,73.19,16.8,4.24,33.95,47.29,0.66,50.76,33.84,297.59,13775,590,0.377,0.509,0.803,0.581,0.619
2010,14,CARACARAÍ,13.21,4.61,71.77,20.3,3.77,17.05,35.46,0.56,18.01,12.75,336.05,18200,693,0.424,0.518,0.78,0.601,0.624
2010,14,CAROEBE,12.18,5.13,72.48,18.5,3.93,14.79,36.44,0.55,17.06,11.75,334.97,7977,319,0.414,0.549,0.791,0.6,0.639
2010,14,IRACEMA,30.23,3.37,73.61,15.9,3.68,36.27,47.85,0.62,48.23,34.93,261.18,8631,320,0.333,0.434,0.81,0.56,0.582
2010,14,MUCAJAÍ,17.2,5.29,73.79,15.5,4.54,22.23,37.16,0.71,48.77,29.13,487.66,14644,672,0.397,0.547,0.813,0.661,0.665
2010,14,NORMANDIA,12.28,3.91,73.06,17.2,3.3,47.59,64.43,0.7,94.22,62.53,203.43,8891,295,0.425,0.502,0.801,0.52,0.594
2010,14,PACARAIMA,9.79,4.56,72.29,19.0,3.0,39.16,51.71,0.74,132.52,82.02,388.35,10394,313,0.497,0.558,0.788,0.624,0.65
2010,14,RORAINÓPOLIS,14.57,5.59,72.86,17.6,3.16,26.59,42.66,0.57,23.17,16.75,284.22,23895,768,0.41,0.519,0.798,0.574,0.619
2010,14,SÃO JOÃO DA BALIZA,11.49,6.63,71.81,20.2,3.78,13.96,31.23,0.53,16.12,11.26,365.67,6635,256,0.47,0.587,0.78,0.614,0.655
2010,14,SÃO LUIZ,12.2,6.17,72.29,19.0,3.76,18.06,33.52,0.55,18.58,12.79,344.73,6660,254,0.47,0.574,0.788,0.605,0.649
2010,14,UIRAMUTÃ,28.34,1.36,70.95,22.4,2.88,69.67,78.59,0.78,119.06,77.9,123.16,8372,241,0.218,0.276,0.766,0.439,0.453
2010,15,ABAETETUBA,13.71,4.53,72.89,19.0,4.91,18.98,38.95,0.53,16.19,11.19,293.01,140055,6927,0.432,0.537,0.798,0.579,0.628
2010,15,ABEL FIGUEIREDO,17.76,3.43,73.0,18.35,5.31,9.38,31.19,0.57,18.0,11.67,390.12,6754,360,0.356,0.481,0.8,0.625,0.622
2010,15,ACARÁ,21.31,1.88,70.44,25.6,4.75,27.51,53.47,0.53,16.27,11.9,199.34,53304,2546,0.215,0.332,0.757,0.517,0.506
2010,15,AFUÁ,28.88,2.3,71.43,22.8,3.81,45.65,64.88,0.66,64.64,43.94,163.98,34943,1335,0.203,0.311,0.774,0.485,0.489
2010,15,ÁGUA AZUL DO NORTE,11.77,0.7,72.83,19.1,2.77,22.36,33.99,0.49,14.23,10.38,266.02,24653,695,0.25,0.399,0.797,0.563,0.564
2010,15,ALENQUER,15.6,3.01,71.72,22.0,5.76,34.14,52.34,0.58,25.25,17.55,215.33,52393,3030,0.315,0.436,0.779,0.529,0.564
2010,15,ALMEIRIM,13.73,7.56,73.55,17.4,3.72,20.47,38.3,0.65,36.92,23.99,484.16,33374,1250,0.462,0.497,0.809,0.659,0.642
2010,15,ALTAMIRA,12.45,5.9,73.64,17.27,4.39,11.25,22.38,0.56,18.36,12.61,492.05,98183,4354,0.461,0.548,0.811,0.662,0.665
2010,15,ANAJÁS,32.98,1.6,71.43,22.8,3.49,38.53,62.02,0.62,28.98,19.31,186.88,24658,864,0.178,0.29,0.774,0.506,0.484
2010,15,ANANINDEUA,3.44,7.27,74.24,17.17,4.06,4.16,13.94,0.52,14.01,9.61,564.76,470444,19161,0.669,0.658,0.821,0.684,0.718
2010,15,ANAPU,19.24,2.53,72.25,20.6,3.18,26.31,44.8,0.58,25.16,17.2,266.28,20382,653,0.278,0.371,0.788,0.563,0.548
2010,15,AUGUSTO CORRÊA,26.26,1.61,71.3,23.1,4.89,40.76,62.59,0.56,21.1,15.68,159.05,40442,1980,0.253,0.38,0.772,0.48,0.52
