UF,CÓDIGO MUNICÍPIO,NOME-UF,"2016
(TCU)","2017
(DOU)",TCG 2016-17,"SOFREU REMANEJAMENTO POPULACIONAL DEVIDO A ALTERAÇÃO DE LIMITES ENTRE MUNICÍPIOS, ENTRE 2016 E 2017?"
RN,2407104,Macaíba-RN,"79,211","80,031",1.04%,SIM
RN,2407203,Macau-RN,"31,592","31,859",0.85%,NÃO
RN,2407252,Major Sales-RN,"3,955","4,002",1.19%,NÃO
RN,2407302,Marcelino Vieira-RN,"8,495","8,492",-0.04%,NÃO
RN,2407401,Martins-RN,"8,750","8,793",0.49%,NÃO
RN,2407500,Maxaranguape-RN,"12,030","12,223",1.60%,NÃO
RN,2407609,Messias Targino-RN,"4,569","4,608",0.85%,NÃO
RN,2407708,Montanhas-RN,"11,537","11,503",-0.29%,NÃO
RN,2407807,Monte Alegre-RN,"22,311","22,462",0.68%,NÃO
RN,2407906,Monte das Gameleiras-RN,"2,198","2,178",-0.91%,NÃO
RN,2408003,Mossoró-RN,"291,937","295,619",1.26%,NÃO
RN,2408102,Natal-RN,"877,662","885,180",0.86%,NÃO
RN,2408201,Nísia Floresta-RN,"26,994","27,372",1.40%,NÃO
RN,2408300,Nova Cruz-RN,"37,547","37,695",0.39%,NÃO
RN,2408409,Olho-d'Água do Borges-RN,"4,359","4,349",-0.23%,NÃO
RN,2408508,Ouro Branco-RN,"4,877","4,882",0.10%,NÃO
RN,2408607,Paraná-RN,"4,249","4,276",0.64%,NÃO
RN,2408706,Paraú-RN,"3,875","3,859",-0.41%,NÃO
RN,2408805,Parazinho-RN,"5,215","5,258",0.82%,NÃO
RN,2408904,Parelhas-RN,"21,577","21,669",0.43%,NÃO
RN,2408953,Rio do Fogo-RN,"10,830","10,901",0.66%,NÃO
RN,2409100,Passa e Fica-RN,"12,880","13,099",1.70%,NÃO
RN,2409209,Passagem-RN,"3,092","3,109",0.55%,NÃO
RN,2409308,Patu-RN,"12,776","12,844",0.53%,NÃO
RN,2409332,Santa Maria-RN,"5,422","5,500",1.44%,NÃO
RN,2409407,Pau dos Ferros-RN,"30,206","30,452",0.81%,NÃO
RN,2409506,Pedra Grande-RN,"3,392","3,356",-1.06%,NÃO
RN,2409605,Pedra Preta-RN,"2,550","2,532",-0.71%,NÃO
RN,2409704,Pedro Avelino-RN,"6,998","6,938",-0.86%,NÃO
RN,2409803,Pedro Velho-RN,"14,900","14,954",0.36%,NÃO
RN,2409902,Pendências-RN,"14,919","15,083",1.10%,NÃO
RN,2410009,Pilões-RN,"3,799","3,836",0.97%,NÃO
RN,2410108,Poço Branco-RN,"15,280","15,418",0.90%,NÃO
RN,2410207,Portalegre-RN,"7,861","7,909",0.61%,NÃO
RN,2410256,Porto do Mangue-RN,"6,691","6,789",1.46%,NÃO
RN,2410306,Serra Caiada-RN,"9,958","10,099",1.42%,NÃO
RN,2410405,Pureza-RN,"9,451","9,568",1.24%,NÃO
RN,2410504,Rafael Fernandes-RN,"5,078","5,115",0.73%,NÃO
RN,2410603,Rafael Godeiro-RN,"3,224","3,234",0.31%,NÃO
RN,2410702,Riacho da Cruz-RN,"3,526","3,566",1.13%,NÃO
RN,2410801,Riacho de Santana-RN,"4,278","4,277",-0.02%,NÃO
RN,2410900,Riachuelo-RN,"7,970","8,075",1.32%,NÃO
RN,2411007,Rodolfo Fernandes-RN,"4,546","4,545",-0.02%,NÃO
RN,2411056,Tibau-RN,"4,060","4,100",0.99%,NÃO
RN,2411106,Ruy Barbosa-RN,"3,673","3,669",-0.11%,NÃO
RN,2411205,Santa Cruz-RN,"39,300","39,667",0.93%,NÃO
RN,2411403,Santana do Matos-RN,"13,445","13,289",-1.16%,NÃO
RN,2411429,Santana do Seridó-RN,"2,688","2,701",0.48%,NÃO
RN,2411502,Santo Antônio-RN,"24,045","24,220",0.73%,NÃO
RN,2411601,São Bento do Norte-RN,"2,875","2,846",-1.01%,NÃO
RN,2411700,São Bento do Trairí-RN,"4,372","4,425",1.21%,NÃO
RN,2411809,São Fernando-RN,"3,603","3,617",0.39%,NÃO
RN,2411908,São Francisco do Oeste-RN,"4,206","4,238",0.76%,NÃO
RN,2412005,São Gonçalo do Amarante-RN,"99,724","101,492",1.77%,SIM
RN,2412104,São João do Sabugi-RN,"6,240","6,260",0.32%,NÃO
RN,2412203,São José de Mipibu-RN,"43,598","43,995",0.91%,NÃO
RN,2412302,São José do Campestre-RN,"12,971","13,007",0.28%,NÃO
RN,2412401,São José do Seridó-RN,"4,605","4,643",0.83%,NÃO
RN,2412500,São Miguel-RN,"23,444","23,610",0.71%,NÃO
RN,2412559,São Miguel do Gostoso-RN,"9,518","9,606",0.92%,NÃO
RN,2412609,São Paulo do Potengi-RN,"17,407","17,572",0.95%,NÃO
RN,2412708,São Pedro-RN,"6,177","6,139",-0.62%,NÃO
RN,2412807,São Rafael-RN,"8,345","8,343",-0.02%,NÃO
RN,2412906,São Tomé-RN,"11,214","11,223",0.08%,NÃO
RN,2413003,São Vicente-RN,"6,435","6,469",0.53%,NÃO
RN,2413102,Senador Elói de Souza-RN,"6,138","6,188",0.81%,NÃO
RN,2413201,Senador Georgino Avelino-RN,"4,373","4,423",1.14%,NÃO
RN,2413300,Serra de São Bento-RN,"5,877","5,870",-0.12%,NÃO
RN,2413359,Serra do Mel-RN,"11,675","11,838",1.40%,NÃO
RN,2413409,Serra Negra do Norte-RN,"8,152","8,175",0.28%,NÃO
RN,2413508,Serrinha-RN,"6,470","6,422",-0.74%,NÃO
RN,2413557,Serrinha dos Pintos-RN,"4,819","4,841",0.46%,NÃO
RN,2413607,Severiano Melo-RN,"3,517","3,150",-10.44%,NÃO
RN,2413706,Sítio Novo-RN,"5,481","5,528",0.86%,NÃO
RN,2413805,Taboleiro Grande-RN,"2,542","2,566",0.94%,NÃO
RN,2413904,Taipu-RN,"12,398","12,428",0.24%,NÃO
RN,2414001,Tangará-RN,"15,700","15,866",1.06%,NÃO
RN,2414100,Tenente Ananias-RN,"10,731","10,814",0.77%,NÃO
RN,2414159,Tenente Laurentino Cruz-RN,"5,835","5,912",1.32%,NÃO
RN,2414209,Tibau do Sul-RN,"13,609","13,895",2.10%,NÃO
RN,2414308,Timbaúba dos Batistas-RN,"2,428","2,437",0.37%,NÃO
RN,2414407,Touros-RN,"33,778","34,043",0.78%,NÃO
RN,2414456,Triunfo Potiguar-RN,"3,346","3,327",-0.57%,NÃO
RN,2414506,Umarizal-RN,"10,808","10,781",-0.25%,NÃO
RN,2414605,Upanema-RN,"14,448","14,609",1.11%,NÃO
RN,2414704,Várzea-RN,"5,534","5,554",0.36%,NÃO
RN,2414753,Venha-Ver-RN,"4,154","4,187",0.79%,NÃO
RN,2414803,Vera Cruz-RN,"12,196","12,371",1.43%,NÃO
RN,2414902,Viçosa-RN,"1,722","1,731",0.52%,NÃO
RN,2415008,Vila Flor-RN,"3,145","3,173",0.89%,NÃO
PB,2500106,Água Branca-PB,"10,172","10,258",0.85%,NÃO
PB,2500205,Aguiar-PB,"5,567","5,562",-0.09%,NÃO
PB,2500304,Alagoa Grande-PB,"28,604","28,565",-0.14%,NÃO
PB,2500403,Alagoa Nova-PB,"20,596","20,689",0.45%,NÃO
PB,2500502,Alagoinha-PB,"14,376","14,464",0.61%,NÃO
PB,2500536,Alcantil-PB,"5,475","5,499",0.44%,NÃO
PB,2500577,Algodão de Jandaíra-PB,"2,488","2,501",0.52%,NÃO
PB,2500601,Alhandra-PB,"19,412","19,579",0.86%,NÃO
PB,2500700,São João do Rio do Peixe-PB,"17,934","17,940",0.03%,NÃO
PB,2500734,Amparo-PB,"2,229","2,246",0.76%,NÃO
PB,2500775,Aparecida-PB,"8,348","8,430",0.98%,NÃO
PB,2500809,Araçagi-PB,"17,061","17,003",-0.34%,NÃO
PB,2500908,Arara-PB,"13,448","13,538",0.67%,NÃO
PB,2501005,Araruna-PB,"20,237","20,418",0.89%,NÃO
PB,2501104,Areia-PB,"22,940","22,776",-0.71%,NÃO
PB,2501153,Areia de Baraúnas-PB,"2,137","2,126",-0.51%,NÃO
PB,2501203,Areial-PB,"6,938","6,975",0.53%,NÃO
PB,2501302,Aroeiras-PB,"19,178","19,154",-0.13%,NÃO
PB,2501351,Assunção-PB,"3,876","3,921",1.16%,NÃO
PB,2501401,Baía da Traição-PB,"8,951","9,070",1.33%,NÃO
PB,2501500,Bananeiras-PB,"21,195","21,156",-0.18%,NÃO
PB,2501534,Baraúna-PB,"4,843","4,925",1.69%,NÃO
PB,2501575,Barra de Santana-PB,"8,245","8,241",-0.05%,NÃO
PB,2501609,Barra de Santa Rosa-PB,"15,286","15,421",0.88%,NÃO
PB,2501708,Barra de São Miguel-PB,"5,943","5,979",0.61%,NÃO
PB,2501807,Bayeux-PB,"96,583","97,010",0.44%,NÃO
PB,2501906,Belém-PB,"17,640","17,685",0.26%,NÃO
PB,2502003,Belém do Brejo do Cruz-PB,"7,334","7,347",0.18%,NÃO
PB,2502052,Bernardino Batista-PB,"3,398","3,438",1.18%,NÃO
PB,2502102,Boa Ventura-PB,"5,410","5,349",-1.13%,NÃO
PB,2502151,Boa Vista-PB,"6,986","7,083",1.39%,NÃO
PB,2502201,Bom Jesus-PB,"2,550","2,567",0.67%,NÃO
PB,2502300,Bom Sucesso-PB,"4,989","4,972",-0.34%,NÃO
PB,2502409,Bonito de Santa Fé-PB,"11,814","11,938",1.05%,NÃO
PB,2502508,Boqueirão-PB,"17,757","17,842",0.48%,NÃO
PB,2502607,Igaracy-PB,"6,182","6,173",-0.15%,NÃO
PB,2502706,Borborema-PB,"5,399","5,430",0.57%,NÃO
PB,2502805,Brejo do Cruz-PB,"14,006","14,107",0.72%,NÃO
PB,2502904,Brejo dos Santos-PB,"6,435","6,457",0.34%,NÃO
PB,2503001,Caaporã-PB,"21,717","21,872",0.71%,NÃO
PB,2503100,Cabaceiras-PB,"5,511","5,570",1.07%,NÃO
PB,2503209,Cabedelo-PB,"66,858","68,033",1.76%,NÃO
PB,2503308,Cachoeira dos Índios-PB,"10,191","10,265",0.73%,NÃO
PB,2503407,Cacimba de Areia-PB,"3,731","3,749",0.48%,NÃO
PB,2503506,Cacimba de Dentro-PB,"17,153","17,156",0.02%,NÃO
PB,2503555,Cacimbas-PB,"7,148","7,183",0.49%,NÃO
PB,2503605,Caiçara-PB,"7,288","7,283",-0.07%,NÃO
PB,2503704,Cajazeiras-PB,"61,816","62,187",0.60%,NÃO
PB,2503753,Cajazeirinhas-PB,"3,181","3,197",0.50%,NÃO
PB,2503803,Caldas Brandão-PB,"5,986","6,025",0.65%,NÃO
PB,2503902,Camalaú-PB,"5,996","6,020",0.40%,NÃO
PB,2504009,Campina Grande-PB,"407,754","410,332",0.63%,NÃO
PB,2504033,Capim-PB,"6,441","6,552",1.72%,NÃO
PB,2504074,Caraúbas-PB,"4,143","4,171",0.68%,NÃO
PB,2504108,Carrapateira-PB,"2,635","2,667",1.21%,NÃO
PB,2504157,Casserengue-PB,"7,436","7,476",0.54%,NÃO
PB,2504207,Catingueira-PB,"4,927","4,934",0.14%,NÃO
PB,2504306,Catolé do Rocha-PB,"30,360","30,534",0.57%,NÃO
PB,2504355,Caturité-PB,"4,810","4,839",0.60%,NÃO
PB,2504405,Conceição-PB,"18,903","18,944",0.22%,NÃO
PB,2504504,Condado-PB,"6,743","6,753",0.15%,NÃO
PB,2504603,Conde-PB,"24,380","24,769",1.60%,NÃO
PB,2504702,Congo-PB,"4,785","4,789",0.08%,NÃO
PB,2504801,Coremas-PB,"15,418","15,426",0.05%,NÃO
PB,2504850,Coxixola-PB,"1,909","1,925",0.84%,NÃO
PB,2504900,Cruz do Espírito Santo-PB,"17,389","17,559",0.98%,NÃO
PB,2505006,Cubati-PB,"7,234","7,274",0.55%,NÃO
PB,2505105,Cuité-PB,"20,337","20,348",0.05%,NÃO
PB,2505204,Cuitegi-PB,"6,815","6,790",-0.37%,NÃO
PB,2505238,Cuité de Mamanguape-PB,"6,349","6,358",0.14%,NÃO
PB,2505279,Curral de Cima-PB,"5,238","5,232",-0.11%,NÃO
PB,2505303,Curral Velho-PB,"2,520","2,517",-0.12%,NÃO
PB,2505352,Damião-PB,"5,296","5,343",0.89%,NÃO
PB,2505402,Desterro-PB,"8,280","8,306",0.31%,NÃO
PB,2505501,Vista Serrana-PB,"3,777","3,808",0.82%,NÃO
PB,2505600,Diamante-PB,"6,570","6,550",-0.30%,NÃO
PB,2505709,Dona Inês-PB,"10,419","10,383",-0.35%,NÃO
PB,2505808,Duas Estradas-PB,"3,606","3,594",-0.33%,NÃO
PB,2505907,Emas-PB,"3,507","3,528",0.60%,NÃO
PB,2506004,Esperança-PB,"33,031","33,266",0.71%,NÃO
PB,2506103,Fagundes-PB,"11,345","11,313",-0.28%,NÃO
PB,2506202,Frei Martinho-PB,"2,988","2,990",0.07%,NÃO
PB,2506251,Gado Bravo-PB,"8,443","8,435",-0.09%,NÃO
PB,2506301,Guarabira-PB,"58,529","58,881",0.60%,NÃO
PB,2506400,Gurinhém-PB,"14,126","14,134",0.06%,NÃO
PB,2506509,Gurjão-PB,"3,407","3,436",0.85%,NÃO
PB,2506608,Ibiara-PB,"5,949","5,925",-0.40%,NÃO
PB,2506707,Imaculada-PB,"11,792","11,833",0.35%,NÃO
PB,2506806,Ingá-PB,"18,105","18,163",0.32%,NÃO
PB,2506905,Itabaiana-PB,"24,519","24,475",-0.18%,NÃO
PB,2507002,Itaporanga-PB,"24,674","24,842",0.68%,NÃO
PB,2507101,Itapororoca-PB,"18,527","18,715",1.01%,NÃO
PB,2507200,Itatuba-PB,"10,809","10,876",0.62%,NÃO
PB,2507309,Jacaraú-PB,"14,348","14,378",0.21%,NÃO
PB,2507408,Jericó-PB,"7,730","7,742",0.16%,NÃO
PB,2507507,João Pessoa-PB,"801,718","811,598",1.23%,NÃO
PB,2507606,Juarez Távora-PB,"7,901","7,950",0.62%,NÃO
PB,2507705,Juazeirinho-PB,"18,061","18,213",0.84%,NÃO
PB,2507804,Junco do Seridó-PB,"7,111","7,165",0.76%,NÃO
PB,2507903,Juripiranga-PB,"10,721","10,770",0.46%,NÃO
PB,2508000,Juru-PB,"9,880","9,868",-0.12%,NÃO
PB,2508109,Lagoa-PB,"4,676","4,666",-0.21%,NÃO
PB,2508208,Lagoa de Dentro-PB,"7,645","7,670",0.33%,NÃO
PB,2508307,Lagoa Seca-PB,"27,398","27,543",0.53%,NÃO
PB,2508406,Lastro-PB,"2,745","2,725",-0.73%,NÃO
PB,2508505,Livramento-PB,"7,371","7,386",0.20%,NÃO
PB,2508554,Logradouro-PB,"4,299","4,343",1.02%,NÃO
PB,2508604,Lucena-PB,"12,965","13,121",1.20%,NÃO
PB,2508703,Mãe d'Água-PB,"4,017","4,009",-0.20%,NÃO
PB,2508802,Malta-PB,"5,668","5,665",-0.05%,NÃO
PB,2508901,Mamanguape-PB,"44,694","45,005",0.70%,NÃO
PB,2509008,Manaíra-PB,"11,094","11,120",0.23%,NÃO
PB,2509057,Marcação-PB,"8,475","8,586",1.31%,NÃO
PB,2509107,Mari-PB,"21,806","21,854",0.22%,NÃO
PB,2509156,Marizópolis-PB,"6,569","6,614",0.69%,NÃO
PB,2509206,Massaranduba-PB,"13,755","13,853",0.71%,NÃO
PB,2509305,Mataraca-PB,"8,345","8,466",1.45%,NÃO
PB,2509339,Matinhas-PB,"4,517","4,537",0.44%,NÃO
PB,2509370,Mato Grosso-PB,"2,892","2,915",0.80%,NÃO
PB,2509396,Maturéia-PB,"6,516","6,587",1.09%,NÃO
PB,2509404,Mogeiro-PB,"13,300","13,286",-0.11%,NÃO
PB,2509503,Montadas-PB,"5,611","5,691",1.43%,NÃO
PB,2509602,Monte Horebe-PB,"4,793","4,825",0.67%,NÃO
PB,2509701,Monteiro-PB,"33,039","33,294",0.77%,NÃO
PB,2509800,Mulungu-PB,"9,882","9,922",0.40%,NÃO
PB,2509909,Natuba-PB,"10,455","10,460",0.05%,NÃO
PB,2510006,Nazarezinho-PB,"7,307","7,296",-0.15%,NÃO
PB,2510105,Nova Floresta-PB,"10,644","10,639",-0.05%,NÃO
PB,2510204,Nova Olinda-PB,"5,971","5,944",-0.45%,NÃO
PB,2510303,Nova Palmeira-PB,"4,849","4,910",1.26%,NÃO
PB,2510402,Olho d'Água-PB,"6,578","6,512",-1.00%,NÃO
PB,2510501,Olivedos-PB,"3,916","3,951",0.89%,NÃO
PB,2510600,Ouro Velho-PB,"3,033","3,042",0.30%,NÃO
PB,2510659,Parari-PB,"1,782","1,769",-0.73%,NÃO
PB,2510709,Passagem-PB,"2,404","2,424",0.83%,NÃO
PB,2510808,Patos-PB,"107,067","107,790",0.68%,NÃO
PB,2510907,Paulista-PB,"12,263","12,308",0.37%,NÃO
PB,2511004,Pedra Branca-PB,"3,800","3,803",0.08%,NÃO
PB,2511103,Pedra Lavrada-PB,"8,053","8,122",0.86%,NÃO
PB,2511202,Pedras de Fogo-PB,"28,395","28,499",0.37%,NÃO
PB,2511301,Piancó-PB,"16,039","16,091",0.32%,NÃO
PB,2511400,Picuí-PB,"18,704","18,737",0.18%,NÃO
PB,2511509,Pilar-PB,"11,863","11,938",0.63%,NÃO
PB,2511608,Pilões-PB,"6,667","6,607",-0.90%,NÃO
PB,2511707,Pilõezinhos-PB,"5,099","5,080",-0.37%,NÃO
PB,2511806,Pirpirituba-PB,"10,570","10,585",0.14%,NÃO
PB,2511905,Pitimbu-PB,"18,938","19,182",1.29%,NÃO
PB,2512002,Pocinhos-PB,"18,451","18,622",0.93%,NÃO
PB,2512036,Poço Dantas-PB,"3,774","3,770",-0.11%,NÃO
PB,2512077,Poço de José de Moura-PB,"4,282","4,318",0.84%,NÃO
PB,2512101,Pombal-PB,"32,739","32,766",0.08%,NÃO
PB,2512200,Prata-PB,"4,145","4,179",0.82%,NÃO
PB,2512309,Princesa Isabel-PB,"23,247","23,489",1.04%,NÃO
PB,2512408,Puxinanã-PB,"13,638","13,715",0.56%,NÃO
PB,2512507,Queimadas-PB,"43,945","44,214",0.61%,NÃO
PB,2512606,Quixaba-PB,"1,933","1,964",1.60%,NÃO
PB,2512705,Remígio-PB,"19,368","19,579",1.09%,NÃO
PB,2512721,Pedro Régis-PB,"6,067","6,099",0.53%,NÃO
PB,2512747,Riachão-PB,"3,570","3,607",1.04%,NÃO
PB,2512754,Riachão do Bacamarte-PB,"4,503","4,529",0.58%,NÃO
PB,2512762,Riachão do Poço-PB,"4,481","4,519",0.85%,NÃO
PB,2512788,Riacho de Santo Antônio-PB,"1,955","1,985",1.53%,NÃO
PB,2512804,Riacho dos Cavalos-PB,"8,587","8,609",0.26%,NÃO
PB,2512903,Rio Tinto-PB,"24,090","24,154",0.27%,NÃO
PB,2513000,Salgadinho-PB,"3,927","3,980",1.35%,NÃO
PB,2513109,Salgado de São Félix-PB,"12,145","12,145",0.00%,NÃO
PB,2513158,Santa Cecília-PB,"6,570","6,557",-0.20%,NÃO
PB,2513208,Santa Cruz-PB,"6,582","6,585",0.05%,NÃO
PB,2513307,Santa Helena-PB,"5,902","5,887",-0.25%,NÃO
PB,2513356,Santa Inês-PB,"3,595","3,596",0.03%,NÃO
PB,2513406,Santa Luzia-PB,"15,341","15,401",0.39%,NÃO
PB,2513505,Santana de Mangueira-PB,"5,191","5,159",-0.62%,NÃO
PB,2513604,Santana dos Garrotes-PB,"7,067","7,024",-0.61%,NÃO
PB,2513653,Joca Claudino-PB,"2,685","2,690",0.19%,NÃO
PB,2513703,Santa Rita-PB,"135,915","136,851",0.69%,NÃO
PB,2513802,Santa Teresinha-PB,"4,582","4,573",-0.20%,NÃO
PB,2513851,Santo André-PB,"2,529","2,519",-0.40%,NÃO
PB,2513901,São Bento-PB,"33,847","34,215",1.09%,NÃO
PB,2513927,São Bentinho-PB,"4,497","4,540",0.96%,NÃO
PB,2513943,São Domingos do Cariri-PB,"2,582","2,601",0.74%,NÃO
PB,2513968,São Domingos-PB,"3,091","3,120",0.94%,NÃO
PB,2513984,São Francisco-PB,"3,369","3,363",-0.18%,NÃO
PB,2514008,São João do Cariri-PB,"4,309","4,296",-0.30%,NÃO
PB,2514107,São João do Tigre-PB,"4,427","4,423",-0.09%,NÃO
PB,2514206,São José da Lagoa Tapada-PB,"7,678","7,679",0.01%,NÃO
PB,2514305,São José de Caiana-PB,"6,256","6,279",0.37%,NÃO
PB,2514404,São José de Espinharas-PB,"4,659","4,635",-0.52%,NÃO
PB,2514453,São José dos Ramos-PB,"5,920","5,969",0.83%,NÃO
PB,2514503,São José de Piranhas-PB,"20,062","20,163",0.50%,NÃO
PB,2514552,São José de Princesa-PB,"3,897","3,842",-1.41%,NÃO
PB,2514602,São José do Bonfim-PB,"3,530","3,566",1.02%,NÃO
PB,2514651,São José do Brejo do Cruz-PB,"1,793","1,806",0.73%,NÃO
PB,2514701,São José do Sabugi-PB,"4,135","4,145",0.24%,NÃO
PB,2514800,São José dos Cordeiros-PB,"3,720","3,711",-0.24%,NÃO
PB,2514909,São Mamede-PB,"7,738","7,721",-0.22%,NÃO
PB,2515005,São Miguel de Taipu-PB,"7,131","7,180",0.69%,NÃO
PB,2515104,São Sebastião de Lagoa de Roça-PB,"11,762","11,845",0.71%,NÃO
PB,2515203,São Sebastião do Umbuzeiro-PB,"3,469","3,496",0.78%,NÃO
PB,2515302,Sapé-PB,"52,463","52,697",0.45%,NÃO
PB,2515401,São Vicente do Seridó-PB,"10,994","11,084",0.82%,NÃO
PB,2515500,Serra Branca-PB,"13,637","13,707",0.51%,NÃO
PB,2515609,Serra da Raiz-PB,"3,137","3,121",-0.51%,NÃO
PB,2515708,Serra Grande-PB,"3,089","3,100",0.36%,NÃO
PB,2515807,Serra Redonda-PB,"7,036","7,020",-0.23%,NÃO
PB,2515906,Serraria-PB,"6,123","6,093",-0.49%,NÃO
PB,2515930,Sertãozinho-PB,"4,969","5,044",1.51%,NÃO
PB,2515971,Sobrado-PB,"7,754","7,795",0.53%,NÃO
PB,2516003,Solânea-PB,"26,551","26,376",-0.66%,NÃO
PB,2516102,Soledade-PB,"14,853","14,987",0.90%,NÃO
PB,2516151,Sossêgo-PB,"3,522","3,567",1.28%,NÃO
PB,2516201,Sousa-PB,"69,196","69,554",0.52%,NÃO
PB,2516300,Sumé-PB,"16,872","16,957",0.50%,NÃO
PB,2516409,Tacima-PB,"10,896","10,967",0.65%,NÃO
PB,2516508,Taperoá-PB,"15,193","15,276",0.55%,NÃO
PB,2516607,Tavares-PB,"14,615","14,661",0.31%,NÃO
PB,2516706,Teixeira-PB,"15,085","15,191",0.70%,NÃO
PB,2516755,Tenório-PB,"3,039","3,066",0.89%,NÃO
PB,2516805,Triunfo-PB,"9,465","9,482",0.18%,NÃO
PB,2516904,Uiraúna-PB,"15,307","15,382",0.49%,NÃO
PB,2517001,Umbuzeiro-PB,"9,901","9,913",0.12%,NÃO
PB,2517100,Várzea-PB,"2,784","2,820",1.29%,NÃO
PB,2517209,Vieirópolis-PB,"5,327","5,358",0.58%,NÃO
PB,2517407,Zabelê-PB,"2,227","2,245",0.81%,NÃO
PE,2600054,Abreu e Lima-PE,"98,990","99,364",0.38%,NÃO
PE,2600104,Afogados da Ingazeira-PE,"36,866","37,017",0.41%,NÃO
PE,2600203,Afrânio-PE,"19,225","19,411",0.97%,NÃO
PE,2600302,Agrestina-PE,"24,454","24,644",0.78%,NÃO
PE,2600401,Água Preta-PE,"36,040","36,371",0.92%,NÃO
PE,2600500,Águas Belas-PE,"42,831","43,087",0.60%,NÃO
PE,2600609,Alagoinha-PE,"14,431","14,517",0.60%,NÃO
PE,2600708,Aliança-PE,"38,261","38,267",0.02%,NÃO
PE,2600807,Altinho-PE,"22,886","22,896",0.04%,NÃO
PE,2600906,Amaraji-PE,"22,685","22,726",0.18%,NÃO
PE,2601003,Angelim-PE,"10,965","11,045",0.73%,NÃO
PE,2601052,Araçoiaba-PE,"20,046","20,268",1.11%,NÃO
PE,2601102,Araripina-PE,"83,287","83,757",0.56%,NÃO
PE,2601201,Arcoverde-PE,"73,154","73,667",0.70%,NÃO
PE,2601300,Barra de Guabiraba-PE,"14,091","14,224",0.94%,NÃO
PE,2601409,Barreiros-PE,"42,331","42,438",0.25%,NÃO
PE,2601508,Belém de Maria-PE,"11,941","11,992",0.43%,NÃO
PE,2601607,Belém do São Francisco-PE,"20,672","20,670",-0.01%,NÃO
PE,2601706,Belo Jardim-PE,"75,729","75,986",0.34%,NÃO
PE,2601805,Betânia-PE,"12,589","12,637",0.38%,NÃO
PE,2601904,Bezerros-PE,"60,469","60,549",0.13%,NÃO
PE,2602001,Bodocó-PE,"37,571","37,816",0.65%,NÃO
PE,2602100,Bom Conselho-PE,"47,991","48,214",0.46%,NÃO
PE,2602209,Bom Jardim-PE,"38,976","39,025",0.13%,NÃO
PE,2602308,Bonito-PE,"38,069","38,044",-0.07%,NÃO
PE,2602407,Brejão-PE,"8,980","8,973",-0.08%,NÃO
PE,2602506,Brejinho-PE,"7,464","7,465",0.01%,NÃO
PE,2602605,Brejo da Madre de Deus-PE,"49,624","50,138",1.04%,NÃO
PE,2602704,Buenos Aires-PE,"13,050","13,085",0.27%,NÃO
PE,2602803,Buíque-PE,"57,120","57,696",1.01%,NÃO
PE,2602902,Cabo de Santo Agostinho-PE,"202,636","204,653",1.00%,NÃO
PE,2603009,Cabrobó-PE,"33,557","33,856",0.89%,NÃO
PE,2603108,Cachoeirinha-PE,"20,082","20,209",0.63%,NÃO
PE,2603207,Caetés-PE,"28,326","28,500",0.61%,NÃO
PE,2603306,Calçado-PE,"11,094","11,055",-0.35%,NÃO
PE,2603405,Calumbi-PE,"5,741","5,736",-0.09%,NÃO
PE,2603454,Camaragibe-PE,"155,228","156,361",0.73%,NÃO
PE,2603504,Camocim de São Félix-PE,"18,440","18,583",0.78%,NÃO
PE,2603603,Camutanga-PE,"8,472","8,493",0.25%,NÃO
PE,2603702,Canhotinho-PE,"24,799","24,762",-0.15%,NÃO
PE,2603801,Capoeiras-PE,"19,994","19,991",-0.02%,NÃO
PE,2603900,Carnaíba-PE,"19,380","19,440",0.31%,NÃO
PE,2603926,Carnaubeira da Penha-PE,"12,706","12,805",0.78%,NÃO
PE,2604007,Carpina-PE,"81,884","82,685",0.98%,NÃO
PE,2604106,Caruaru-PE,"351,686","356,128",1.26%,NÃO
PE,2604155,Casinhas-PE,"14,247","14,274",0.19%,NÃO
PE,2604205,Catende-PE,"41,865","42,343",1.14%,NÃO
PE,2604304,Cedro-PE,"11,607","11,695",0.76%,NÃO
PE,2604403,Chã de Alegria-PE,"13,302","13,396",0.71%,NÃO
PE,2604502,Chã Grande-PE,"21,402","21,525",0.57%,NÃO
PE,2604601,Condado-PE,"26,008","26,186",0.68%,NÃO
PE,2604700,Correntes-PE,"18,033","18,098",0.36%,NÃO
PE,2604809,Cortês-PE,"12,581","12,560",-0.17%,NÃO
PE,2604908,Cumaru-PE,"12,332","11,559",-6.27%,NÃO
PE,2605004,Cupira-PE,"23,909","23,977",0.28%,NÃO
PE,2605103,Custódia-PE,"36,474","36,753",0.76%,NÃO
PE,2605152,Dormentes-PE,"18,510","18,692",0.98%,NÃO
PE,2605202,Escada-PE,"67,839","68,281",0.65%,NÃO
PE,2605301,Exu-PE,"31,858","31,790",-0.21%,NÃO
PE,2605400,Feira Nova-PE,"21,836","21,958",0.56%,NÃO
PE,2605459,Fernando de Noronha-PE,"2,974","3,016",1.41%,NÃO
PE,2605509,Ferreiros-PE,"12,008","12,057",0.41%,NÃO
PE,2605608,Flores-PE,"22,577","22,567",-0.04%,NÃO
PE,2605707,Floresta-PE,"32,152","32,483",1.03%,NÃO
PE,2605806,Frei Miguelinho-PE,"15,234","15,328",0.62%,NÃO
PE,2605905,Gameleira-PE,"30,426","30,709",0.93%,NÃO
