UF,CÓDIGO MUNICÍPIO,NOME-UF,"2016
(TCU)","2017
(DOU)",TCG 2016-17,"SOFREU REMANEJAMENTO POPULACIONAL DEVIDO A ALTERAÇÃO DE LIMITES ENTRE MUNICÍPIOS, ENTRE 2016 E 2017?"
SC,4207700,Ipumirim-SC,"7,530","7,561",0.41%,NÃO
SC,4207759,Iraceminha-SC,"4,103","4,067",-0.88%,NÃO
SC,4207809,Irani-SC,"10,202","10,285",0.81%,NÃO
SC,4207858,Irati-SC,"2,004","1,984",-1.00%,NÃO
SC,4207908,Irineópolis-SC,"11,061","11,133",0.65%,NÃO
SC,4208005,Itá-SC,"6,311","6,275",-0.57%,NÃO
SC,4208104,Itaiópolis-SC,"21,385","21,506",0.57%,NÃO
SC,4208203,Itajaí-SC,"208,958","212,615",1.75%,NÃO
SC,4208302,Itapema-SC,"59,147","61,187",3.45%,NÃO
SC,4208401,Itapiranga-SC,"16,541","16,683",0.86%,NÃO
SC,4208450,Itapoá-SC,"18,749","19,355",3.23%,NÃO
SC,4208500,Ituporanga-SC,"24,343","24,622",1.15%,NÃO
SC,4208609,Jaborá-SC,"4,006","3,990",-0.40%,NÃO
SC,4208708,Jacinto Machado-SC,"10,573","10,539",-0.32%,NÃO
SC,4208807,Jaguaruna-SC,"19,254","19,527",1.42%,NÃO
SC,4208906,Jaraguá do Sul-SC,"167,300","170,835",2.11%,NÃO
SC,4208955,Jardinópolis-SC,"1,649","1,625",-1.46%,NÃO
SC,4209003,Joaçaba-SC,"29,310","29,608",1.02%,NÃO
SC,4209102,Joinville-SC,"569,645","577,077",1.30%,NÃO
SC,4209151,José Boiteux-SC,"4,874","4,887",0.27%,NÃO
SC,4209177,Jupiá-SC,"2,134","2,127",-0.33%,NÃO
SC,4209201,Lacerdópolis-SC,"2,249","2,251",0.09%,NÃO
SC,4209300,Lages-SC,"158,620","158,508",-0.07%,NÃO
SC,4209409,Laguna-SC,"44,982","45,311",0.73%,NÃO
SC,4209458,Lajeado Grande-SC,"1,461","1,453",-0.55%,NÃO
SC,4209508,Laurentino-SC,"6,694","6,790",1.43%,NÃO
SC,4209607,Lauro Muller-SC,"15,073","15,149",0.50%,NÃO
SC,4209706,Lebon Régis-SC,"12,119","12,133",0.12%,NÃO
SC,4209805,Leoberto Leal-SC,"3,179","3,140",-1.23%,NÃO
SC,4209854,Lindóia do Sul-SC,"4,630","4,615",-0.32%,NÃO
SC,4209904,Lontras-SC,"11,584","11,774",1.64%,NÃO
SC,4210001,Luiz Alves-SC,"12,162","12,413",2.06%,NÃO
SC,4210035,Luzerna-SC,"5,703","5,705",0.04%,NÃO
SC,4210050,Macieira-SC,"1,807","1,799",-0.44%,NÃO
SC,4210100,Mafra-SC,"55,611","55,907",0.53%,NÃO
SC,4210209,Major Gercino-SC,"3,416","3,429",0.38%,NÃO
SC,4210308,Major Vieira-SC,"7,957","8,015",0.73%,NÃO
SC,4210407,Maracajá-SC,"7,051","7,139",1.25%,NÃO
SC,4210506,Maravilha-SC,"24,712","25,076",1.47%,NÃO
SC,4210555,Marema-SC,"1,952","1,906",-2.36%,NÃO
SC,4210605,Massaranduba-SC,"16,240","16,455",1.32%,NÃO
SC,4210704,Matos Costa-SC,"2,652","2,614",-1.43%,NÃO
SC,4210803,Meleiro-SC,"7,056","7,047",-0.13%,NÃO
SC,4210852,Mirim Doce-SC,"2,399","2,374",-1.04%,NÃO
SC,4210902,Modelo-SC,"4,181","4,192",0.26%,NÃO
SC,4211009,Mondaí-SC,"11,343","11,496",1.35%,NÃO
SC,4211058,Monte Carlo-SC,"9,740","9,785",0.46%,NÃO
SC,4211108,Monte Castelo-SC,"8,473","8,471",-0.02%,NÃO
SC,4211207,Morro da Fumaça-SC,"17,373","17,532",0.92%,NÃO
SC,4211256,Morro Grande-SC,"2,918","2,915",-0.10%,NÃO
SC,4211306,Navegantes-SC,"74,964","77,137",2.90%,NÃO
SC,4211405,Nova Erechim-SC,"4,804","4,879",1.56%,NÃO
SC,4211454,Nova Itaberaba-SC,"4,339","4,339",0.00%,NÃO
SC,4211504,Nova Trento-SC,"13,861","14,099",1.72%,NÃO
SC,4211603,Nova Veneza-SC,"14,654","14,837",1.25%,NÃO
SC,4211652,Novo Horizonte-SC,"2,569","2,532",-1.44%,NÃO
SC,4211702,Orleans-SC,"22,587","22,723",0.60%,NÃO
SC,4211751,Otacílio Costa-SC,"18,075","18,313",1.32%,NÃO
SC,4211801,Ouro-SC,"7,381","7,363",-0.24%,NÃO
SC,4211850,Ouro Verde-SC,"2,254","2,245",-0.40%,NÃO
SC,4211876,Paial-SC,"1,607","1,577",-1.87%,NÃO
SC,4211892,Painel-SC,"2,378","2,376",-0.08%,NÃO
SC,4211900,Palhoça-SC,"161,395","164,926",2.19%,NÃO
SC,4212007,Palma Sola-SC,"7,604","7,558",-0.60%,NÃO
SC,4212056,Palmeira-SC,"2,562","2,586",0.94%,NÃO
SC,4212106,Palmitos-SC,"16,257","16,253",-0.02%,NÃO
SC,4212205,Papanduva-SC,"18,905","19,015",0.58%,NÃO
SC,4212239,Paraíso-SC,"3,688","3,613",-2.03%,NÃO
SC,4212254,Passo de Torres-SC,"8,142","8,370",2.80%,NÃO
SC,4212270,Passos Maia-SC,"4,279","4,243",-0.84%,NÃO
SC,4212304,Paulo Lopes-SC,"7,282","7,360",1.07%,NÃO
SC,4212403,Pedras Grandes-SC,"4,047","4,026",-0.52%,NÃO
SC,4212502,Penha-SC,"30,262","31,025",2.52%,NÃO
SC,4212601,Peritiba-SC,"2,880","2,855",-0.87%,NÃO
SC,4212650,Pescaria Brava-SC,"9,908","9,980",0.73%,NÃO
SC,4212700,Petrolândia-SC,"6,051","6,021",-0.50%,NÃO
SC,4212809,Balneário Piçarras-SC,"21,253","21,884",2.97%,NÃO
SC,4212908,Pinhalzinho-SC,"19,105","19,511",2.13%,NÃO
SC,4213005,Pinheiro Preto-SC,"3,438","3,480",1.22%,NÃO
SC,4213104,Piratuba-SC,"4,209","4,102",-2.54%,NÃO
SC,4213153,Planalto Alegre-SC,"2,823","2,844",0.74%,NÃO
SC,4213203,Pomerode-SC,"31,760","32,334",1.81%,NÃO
SC,4213302,Ponte Alta-SC,"4,796","4,767",-0.60%,NÃO
SC,4213351,Ponte Alta do Norte-SC,"3,405","3,413",0.23%,NÃO
SC,4213401,Ponte Serrada-SC,"11,499","11,545",0.40%,NÃO
SC,4213500,Porto Belo-SC,"19,744","20,294",2.79%,NÃO
SC,4213609,Porto União-SC,"35,045","35,207",0.46%,NÃO
SC,4213708,Pouso Redondo-SC,"16,692","16,957",1.59%,NÃO
SC,4213807,Praia Grande-SC,"7,367","7,364",-0.04%,NÃO
SC,4213906,Presidente Castello Branco-SC,"1,630","1,610",-1.23%,NÃO
SC,4214003,Presidente Getúlio-SC,"16,736","16,996",1.55%,NÃO
SC,4214102,Presidente Nereu-SC,"2,306","2,304",-0.09%,NÃO
SC,4214151,Princesa-SC,"2,891","2,906",0.52%,NÃO
SC,4214201,Quilombo-SC,"10,096","10,044",-0.52%,NÃO
SC,4214300,Rancho Queimado-SC,"2,860","2,871",0.38%,NÃO
SC,4214409,Rio das Antas-SC,"6,246","6,246",0.00%,NÃO
SC,4214508,Rio do Campo-SC,"6,078","6,043",-0.58%,NÃO
SC,4214607,Rio do Oeste-SC,"7,428","7,463",0.47%,NÃO
SC,4214706,Rio dos Cedros-SC,"11,295","11,431",1.20%,NÃO
SC,4214805,Rio do Sul-SC,"68,217","69,188",1.42%,NÃO
SC,4214904,Rio Fortuna-SC,"4,594","4,606",0.26%,NÃO
SC,4215000,Rio Negrinho-SC,"41,817","42,029",0.51%,NÃO
SC,4215059,Rio Rufino-SC,"2,487","2,489",0.08%,NÃO
SC,4215075,Riqueza-SC,"4,705","4,670",-0.74%,NÃO
SC,4215109,Rodeio-SC,"11,434","11,488",0.47%,NÃO
SC,4215208,Romelândia-SC,"5,120","5,022",-1.91%,NÃO
SC,4215307,Salete-SC,"7,614","7,634",0.26%,NÃO
SC,4215356,Saltinho-SC,"3,872","3,847",-0.65%,NÃO
SC,4215406,Salto Veloso-SC,"4,616","4,655",0.84%,NÃO
SC,4215455,Sangão-SC,"12,001","12,233",1.93%,NÃO
SC,4215505,Santa Cecília-SC,"16,606","16,701",0.57%,NÃO
SC,4215554,Santa Helena-SC,"2,288","2,266",-0.96%,NÃO
SC,4215604,Santa Rosa de Lima-SC,"2,133","2,139",0.28%,NÃO
SC,4215653,Santa Rosa do Sul-SC,"8,333","8,356",0.28%,NÃO
SC,4215679,Santa Terezinha-SC,"8,855","8,846",-0.10%,NÃO
SC,4215687,Santa Terezinha do Progresso-SC,"2,611","2,557",-2.07%,NÃO
SC,4215695,Santiago do Sul-SC,"1,341","1,317",-1.79%,NÃO
SC,4215703,Santo Amaro da Imperatriz-SC,"22,266","22,609",1.54%,NÃO
SC,4215752,São Bernardino-SC,"2,496","2,449",-1.88%,NÃO
SC,4215802,São Bento do Sul-SC,"81,893","82,842",1.16%,NÃO
SC,4215901,São Bonifácio-SC,"2,922","2,899",-0.79%,NÃO
SC,4216008,São Carlos-SC,"11,038","11,132",0.85%,NÃO
SC,4216057,São Cristovão do Sul-SC,"5,412","5,464",0.96%,NÃO
SC,4216107,São Domingos-SC,"9,509","9,502",-0.07%,NÃO
SC,4216206,São Francisco do Sul-SC,"49,658","50,701",2.10%,NÃO
SC,4216255,São João do Oeste-SC,"6,285","6,309",0.38%,NÃO
SC,4216305,São João Batista-SC,"33,897","35,065",3.45%,NÃO
SC,4216354,São João do Itaperiú-SC,"3,662","3,690",0.76%,NÃO
SC,4216404,São João do Sul-SC,"7,247","7,268",0.29%,NÃO
SC,4216503,São Joaquim-SC,"26,447","26,646",0.75%,NÃO
SC,4216602,São José-SC,"236,029","239,718",1.56%,NÃO
SC,4216701,São José do Cedro-SC,"13,899","13,897",-0.01%,NÃO
SC,4216800,São José do Cerrito-SC,"8,705","8,588",-1.34%,NÃO
SC,4216909,São Lourenço do Oeste-SC,"23,473","23,698",0.96%,NÃO
SC,4217006,São Ludgero-SC,"12,688","12,934",1.94%,NÃO
SC,4217105,São Martinho-SC,"3,217","3,210",-0.22%,NÃO
SC,4217154,São Miguel da Boa Vista-SC,"1,860","1,848",-0.65%,NÃO
SC,4217204,São Miguel do Oeste-SC,"39,390","39,793",1.02%,NÃO
SC,4217253,São Pedro de Alcântara-SC,"5,488","5,602",2.08%,NÃO
SC,4217303,Saudades-SC,"9,594","9,664",0.73%,NÃO
SC,4217402,Schroeder-SC,"19,463","20,095",3.25%,NÃO
SC,4217501,Seara-SC,"17,483","17,526",0.25%,NÃO
SC,4217550,Serra Alta-SC,"3,307","3,301",-0.18%,NÃO
SC,4217600,Siderópolis-SC,"13,778","13,870",0.67%,NÃO
SC,4217709,Sombrio-SC,"29,340","29,710",1.26%,NÃO
SC,4217758,Sul Brasil-SC,"2,587","2,551",-1.39%,NÃO
SC,4217808,Taió-SC,"18,161","18,261",0.55%,NÃO
SC,4217907,Tangará-SC,"8,748","8,738",-0.11%,NÃO
SC,4217956,Tigrinhos-SC,"1,707","1,695",-0.70%,NÃO
SC,4218004,Tijucas-SC,"36,170","36,931",2.10%,NÃO
SC,4218103,Timbé do Sul-SC,"5,379","5,377",-0.04%,NÃO
SC,4218202,Timbó-SC,"42,045","42,801",1.80%,NÃO
SC,4218251,Timbó Grande-SC,"7,699","7,767",0.88%,NÃO
SC,4218301,Três Barras-SC,"19,046","19,146",0.53%,NÃO
SC,4218350,Treviso-SC,"3,824","3,863",1.02%,NÃO
SC,4218400,Treze de Maio-SC,"7,082","7,098",0.23%,NÃO
SC,4218509,Treze Tílias-SC,"7,392","7,545",2.07%,NÃO
SC,4218608,Trombudo Central-SC,"7,135","7,211",1.07%,NÃO
SC,4218707,Tubarão-SC,"103,674","104,457",0.76%,NÃO
SC,4218756,Tunápolis-SC,"4,612","4,597",-0.33%,NÃO
SC,4218806,Turvo-SC,"12,649","12,746",0.77%,NÃO
SC,4218855,União do Oeste-SC,"2,650","2,600",-1.89%,NÃO
SC,4218905,Urubici-SC,"11,147","11,191",0.39%,NÃO
SC,4218954,Urupema-SC,"2,492","2,487",-0.20%,NÃO
SC,4219002,Urussanga-SC,"21,090","21,177",0.41%,NÃO
SC,4219101,Vargeão-SC,"3,590","3,590",0.00%,NÃO
SC,4219150,Vargem-SC,"2,586","2,543",-1.66%,NÃO
SC,4219176,Vargem Bonita-SC,"4,635","4,597",-0.82%,NÃO
SC,4219200,Vidal Ramos-SC,"6,361","6,356",-0.08%,NÃO
SC,4219309,Videira-SC,"51,499","52,066",1.10%,NÃO
SC,4219358,Vitor Meireles-SC,"5,089","5,056",-0.65%,NÃO
SC,4219408,Witmarsum-SC,"3,876","3,912",0.93%,NÃO
SC,4219507,Xanxerê-SC,"49,057","49,738",1.39%,NÃO
SC,4219606,Xavantina-SC,"4,039","4,012",-0.67%,NÃO
SC,4219705,Xaxim-SC,"27,921","28,210",1.04%,NÃO
SC,4219853,Zortéa-SC,"3,264","3,300",1.10%,NÃO
SC,4220000,Balneário Rincão-SC,"12,212","12,403",1.56%,NÃO
RS,4300034,Aceguá-RS,"4,731","4,759",0.59%,NÃO
RS,4300059,Água Santa-RS,"3,841","3,841",0.00%,NÃO
RS,4300109,Agudo-RS,"17,102","17,085",-0.10%,NÃO
RS,4300208,Ajuricaba-RS,"7,372","7,358",-0.19%,NÃO
RS,4300307,Alecrim-RS,"6,799","6,736",-0.93%,NÃO
RS,4300406,Alegrete-RS,"78,244","78,003",-0.31%,NÃO
RS,4300455,Alegria-RS,"4,085","4,037",-1.18%,NÃO
RS,4300471,Almirante Tamandaré do Sul-RS,"2,085","2,079",-0.29%,NÃO
RS,4300505,Alpestre-RS,"7,533","7,433",-1.33%,NÃO
RS,4300554,Alto Alegre-RS,"1,815","1,803",-0.66%,NÃO
RS,4300570,Alto Feliz-RS,"3,032","3,040",0.26%,NÃO
RS,4300604,Alvorada-RS,"207,392","208,177",0.38%,NÃO
RS,4300638,Amaral Ferrador-RS,"6,817","6,854",0.54%,NÃO
RS,4300646,Ametista do Sul-RS,"7,573","7,576",0.04%,NÃO
RS,4300661,André da Rocha-RS,"1,300","1,306",0.46%,NÃO
RS,4300703,Anta Gorda-RS,"6,216","6,210",-0.10%,NÃO
RS,4300802,Antônio Prado-RS,"13,296","13,306",0.08%,NÃO
RS,4300851,Arambaré-RS,"3,755","3,748",-0.19%,NÃO
RS,4300877,Araricá-RS,"5,349","5,395",0.86%,NÃO
RS,4300901,Aratiba-RS,"6,621","6,601",-0.30%,NÃO
RS,4301008,Arroio do Meio-RS,"20,162","20,272",0.55%,NÃO
RS,4301057,Arroio do Sal-RS,"8,921","9,050",1.45%,NÃO
RS,4301073,Arroio do Padre-RS,"2,895","2,906",0.38%,NÃO
RS,4301107,Arroio dos Ratos-RS,"14,227","14,255",0.20%,NÃO
RS,4301206,Arroio do Tigre-RS,"13,353","13,388",0.26%,NÃO
RS,4301305,Arroio Grande-RS,"18,935","18,922",-0.07%,NÃO
RS,4301404,Arvorezinha-RS,"10,605","10,614",0.08%,NÃO
RS,4301503,Augusto Pestana-RS,"7,117","7,091",-0.37%,NÃO
RS,4301552,Áurea-RS,"3,725","3,718",-0.19%,NÃO
RS,4301602,Bagé-RS,"121,986","122,209",0.18%,NÃO
RS,4301636,Balneário Pinhal-RS,"12,493","12,671",1.42%,NÃO
RS,4301651,Barão-RS,"6,086","6,109",0.38%,NÃO
RS,4301701,Barão de Cotegipe-RS,"6,759","6,763",0.06%,NÃO
RS,4301750,Barão do Triunfo-RS,"7,415","7,440",0.34%,NÃO
RS,4301800,Barracão-RS,"5,479","5,474",-0.09%,NÃO
RS,4301859,Barra do Guarita-RS,"3,245","3,253",0.25%,NÃO
RS,4301875,Barra do Quaraí-RS,"4,212","4,223",0.26%,NÃO
RS,4301909,Barra do Ribeiro-RS,"13,316","13,365",0.37%,NÃO
RS,4301925,Barra do Rio Azul-RS,"1,933","1,915",-0.93%,NÃO
RS,4301958,Barra Funda-RS,"2,507","2,516",0.36%,NÃO
RS,4302006,Barros Cassal-RS,"11,484","11,486",0.02%,NÃO
RS,4302055,Benjamin Constant do Sul-RS,"2,245","2,227",-0.80%,NÃO
RS,4302105,Bento Gonçalves-RS,"114,203","115,069",0.76%,NÃO
RS,4302154,Boa Vista das Missões-RS,"2,168","2,167",-0.05%,NÃO
RS,4302204,Boa Vista do Buricá-RS,"6,822","6,829",0.10%,NÃO
RS,4302220,Boa Vista do Cadeado-RS,"2,524","2,526",0.08%,NÃO
RS,4302238,Boa Vista do Incra-RS,"2,569","2,579",0.39%,NÃO
RS,4302253,Boa Vista do Sul-RS,"2,859","2,859",0.00%,NÃO
RS,4302303,Bom Jesus-RS,"11,784","11,773",-0.09%,NÃO
RS,4302352,Bom Princípio-RS,"13,064","13,189",0.96%,NÃO
RS,4302378,Bom Progresso-RS,"2,238","2,216",-0.98%,NÃO
RS,4302402,Bom Retiro do Sul-RS,"12,158","12,204",0.38%,NÃO
RS,4302451,Boqueirão do Leão-RS,"7,913","7,914",0.01%,NÃO
RS,4302501,Bossoroca-RS,"6,836","6,801",-0.51%,NÃO
RS,4302584,Bozano-RS,"2,233","2,228",-0.22%,NÃO
RS,4302600,Braga-RS,"3,667","3,647",-0.55%,NÃO
RS,4302659,Brochier-RS,"4,975","4,996",0.42%,NÃO
RS,4302709,Butiá-RS,"21,220","21,247",0.13%,NÃO
RS,4302808,Caçapava do Sul-RS,"34,644","34,634",-0.03%,NÃO
RS,4302907,Cacequi-RS,"13,616","13,552",-0.47%,NÃO
RS,4303004,Cachoeira do Sul-RS,"85,600","85,495",-0.12%,NÃO
RS,4303103,Cachoeirinha-RS,"126,666","127,318",0.51%,NÃO
RS,4303202,Cacique Doble-RS,"5,090","5,100",0.20%,NÃO
RS,4303301,Caibaté-RS,"5,050","5,042",-0.16%,NÃO
RS,4303400,Caiçara-RS,"5,083","5,064",-0.37%,NÃO
RS,4303509,Camaquã-RS,"66,031","66,215",0.28%,NÃO
RS,4303558,Camargo-RS,"2,726","2,733",0.26%,NÃO
RS,4303608,Cambará do Sul-RS,"6,687","6,680",-0.10%,NÃO
RS,4303673,Campestre da Serra-RS,"3,400","3,407",0.21%,NÃO
RS,4303707,Campina das Missões-RS,"6,031","5,994",-0.61%,NÃO
RS,4303806,Campinas do Sul-RS,"5,645","5,641",-0.07%,NÃO
RS,4303905,Campo Bom-RS,"64,553","64,914",0.56%,NÃO
RS,4304002,Campo Novo-RS,"5,217","5,161",-1.07%,NÃO
RS,4304101,Campos Borges-RS,"3,524","3,514",-0.28%,NÃO
RS,4304200,Candelária-RS,"31,541","31,603",0.20%,NÃO
RS,4304309,Cândido Godói-RS,"6,587","6,567",-0.30%,NÃO
RS,4304358,Candiota-RS,"9,362","9,406",0.47%,NÃO
RS,4304408,Canela-RS,"42,746","43,062",0.74%,NÃO
RS,4304507,Canguçu-RS,"55,956","56,103",0.26%,NÃO
RS,4304606,Canoas-RS,"342,634","343,853",0.36%,NÃO
RS,4304614,Canudos do Vale-RS,"1,823","1,817",-0.33%,NÃO
RS,4304622,Capão Bonito do Sul-RS,"1,764","1,758",-0.34%,NÃO
RS,4304630,Capão da Canoa-RS,"47,792","48,401",1.27%,NÃO
RS,4304655,Capão do Cipó-RS,"3,419","3,449",0.88%,NÃO
RS,4304663,Capão do Leão-RS,"25,441","25,495",0.21%,NÃO
RS,4304671,Capivari do Sul-RS,"4,320","4,362",0.97%,NÃO
RS,4304689,Capela de Santana-RS,"11,375","11,455",0.70%,NÃO
RS,4304697,Capitão-RS,"2,763","2,769",0.22%,NÃO
RS,4304705,Carazinho-RS,"62,193","62,339",0.23%,NÃO
RS,4304713,Caraá-RS,"7,918","7,971",0.67%,NÃO
RS,4304804,Carlos Barbosa-RS,"27,835","28,091",0.92%,NÃO
RS,4304853,Carlos Gomes-RS,"1,560","1,547",-0.83%,NÃO
RS,4304903,Casca-RS,"9,059","9,079",0.22%,NÃO
RS,4304952,Caseiros-RS,"3,174","3,185",0.35%,NÃO
RS,4305009,Catuípe-RS,"9,367","9,335",-0.34%,NÃO
RS,4305108,Caxias do Sul-RS,"479,236","483,377",0.86%,NÃO
RS,4305116,Centenário-RS,"3,021","3,016",-0.17%,NÃO
RS,4305124,Cerrito-RS,"6,461","6,443",-0.28%,NÃO
RS,4305132,Cerro Branco-RS,"4,681","4,694",0.28%,NÃO
RS,4305157,Cerro Grande-RS,"2,443","2,437",-0.25%,NÃO
RS,4305173,Cerro Grande do Sul-RS,"11,377","11,486",0.96%,NÃO
RS,4305207,Cerro Largo-RS,"14,024","14,069",0.32%,NÃO
RS,4305306,Chapada-RS,"9,605","9,597",-0.08%,NÃO
RS,4305355,Charqueadas-RS,"38,599","38,899",0.78%,NÃO
RS,4305371,Charrua-RS,"3,493","3,482",-0.31%,NÃO
RS,4305405,Chiapetta-RS,"4,043","4,026",-0.42%,NÃO
RS,4305439,Chuí-RS,"6,413","6,456",0.67%,NÃO
RS,4305447,Chuvisca-RS,"5,292","5,319",0.51%,NÃO
RS,4305454,Cidreira-RS,"14,511","14,710",1.37%,NÃO
RS,4305504,Ciríaco-RS,"4,993","4,983",-0.20%,NÃO
RS,4305587,Colinas-RS,"2,499","2,499",0.00%,NÃO
RS,4305603,Colorado-RS,"3,499","3,478",-0.60%,NÃO
RS,4305702,Condor-RS,"6,826","6,836",0.15%,NÃO
RS,4305801,Constantina-RS,"10,101","10,109",0.08%,NÃO
RS,4305835,Coqueiro Baixo-RS,"1,560","1,559",-0.06%,NÃO
RS,4305850,Coqueiros do Sul-RS,"2,467","2,458",-0.36%,NÃO
RS,4305871,Coronel Barros-RS,"2,556","2,559",0.12%,NÃO
RS,4305900,Coronel Bicaco-RS,"7,801","7,776",-0.32%,NÃO
RS,4305934,Coronel Pilar-RS,"1,734","1,728",-0.35%,NÃO
RS,4305959,Cotiporã-RS,"4,004","4,000",-0.10%,NÃO
RS,4305975,Coxilha-RS,"2,880","2,876",-0.14%,NÃO
RS,4306007,Crissiumal-RS,"14,233","14,195",-0.27%,NÃO
RS,4306056,Cristal-RS,"7,792","7,831",0.50%,NÃO
RS,4306072,Cristal do Sul-RS,"2,918","2,918",0.00%,NÃO
RS,4306106,Cruz Alta-RS,"63,615","63,463",-0.24%,NÃO
RS,4306130,Cruzaltense-RS,"2,077","2,059",-0.87%,NÃO
RS,4306205,Cruzeiro do Sul-RS,"12,215","12,258",0.35%,NÃO
RS,4306304,David Canabarro-RS,"4,842","4,844",0.04%,NÃO
RS,4306320,Derrubadas-RS,"3,125","3,102",-0.74%,NÃO
RS,4306353,Dezesseis de Novembro-RS,"2,769","2,744",-0.90%,NÃO
RS,4306379,Dilermando de Aguiar-RS,"3,133","3,130",-0.10%,NÃO
RS,4306403,Dois Irmãos-RS,"30,472","30,753",0.92%,NÃO
RS,4306429,Dois Irmãos das Missões-RS,"2,166","2,158",-0.37%,NÃO
RS,4306452,Dois Lajeados-RS,"3,424","3,430",0.18%,NÃO
RS,4306502,Dom Feliciano-RS,"15,224","15,279",0.36%,NÃO
RS,4306551,Dom Pedro de Alcântara-RS,"2,618","2,617",-0.04%,NÃO
RS,4306601,Dom Pedrito-RS,"39,853","39,822",-0.08%,NÃO
RS,4306700,Dona Francisca-RS,"3,352","3,331",-0.63%,NÃO
RS,4306734,Doutor Maurício Cardoso-RS,"5,154","5,110",-0.85%,NÃO
RS,4306759,Doutor Ricardo-RS,"2,074","2,071",-0.14%,NÃO
RS,4306767,Eldorado do Sul-RS,"38,199","38,581",1.00%,NÃO
RS,4306809,Encantado-RS,"22,009","22,128",0.54%,NÃO
RS,4306908,Encruzilhada do Sul-RS,"25,801","25,872",0.28%,NÃO
RS,4306924,Engenho Velho-RS,"1,367","1,340",-1.98%,NÃO
RS,4306932,Entre-Ijuís-RS,"9,008","8,981",-0.30%,NÃO
RS,4306957,Entre Rios do Sul-RS,"3,052","3,035",-0.56%,NÃO
RS,4306973,Erebango-RS,"3,065","3,066",0.03%,NÃO
RS,4307005,Erechim-RS,"102,906","103,437",0.52%,NÃO
RS,4307054,Ernestina-RS,"3,211","3,215",0.12%,NÃO
RS,4307104,Herval-RS,"6,978","6,980",0.03%,NÃO
RS,4307203,Erval Grande-RS,"5,188","5,170",-0.35%,NÃO
RS,4307302,Erval Seco-RS,"7,715","7,660",-0.71%,NÃO
RS,4307401,Esmeralda-RS,"3,307","3,313",0.18%,NÃO
RS,4307450,Esperança do Sul-RS,"3,224","3,204",-0.62%,NÃO
RS,4307500,Espumoso-RS,"15,826","15,843",0.11%,NÃO
RS,4307559,Estação-RS,"6,165","6,161",-0.06%,NÃO
RS,4307609,Estância Velha-RS,"46,877","47,287",0.87%,NÃO
RS,4307708,Esteio-RS,"84,114","84,237",0.15%,NÃO
RS,4307807,Estrela-RS,"32,950","33,140",0.58%,NÃO
RS,4307815,Estrela Velha-RS,"3,744","3,745",0.03%,NÃO
RS,4307831,Eugênio de Castro-RS,"2,721","2,699",-0.81%,NÃO
RS,4307864,Fagundes Varela-RS,"2,716","2,724",0.29%,NÃO
RS,4307906,Farroupilha-RS,"69,066","69,542",0.69%,NÃO
RS,4308003,Faxinal do Soturno-RS,"6,868","6,867",-0.01%,NÃO
RS,4308052,Faxinalzinho-RS,"2,538","2,523",-0.59%,NÃO
RS,4308078,Fazenda Vilanova-RS,"4,148","4,194",1.11%,NÃO
RS,4308102,Feliz-RS,"13,208","13,273",0.49%,NÃO
RS,4308201,Flores da Cunha-RS,"29,405","29,603",0.67%,NÃO
RS,4308250,Floriano Peixoto-RS,"1,972","1,958",-0.71%,NÃO
RS,4308300,Fontoura Xavier-RS,"10,861","10,836",-0.23%,NÃO
RS,4308409,Formigueiro-RS,"7,074","7,053",-0.30%,NÃO
RS,4308433,Forquetinha-RS,"2,523","2,519",-0.16%,NÃO
RS,4308458,Fortaleza dos Valos-RS,"4,603","4,588",-0.33%,NÃO
RS,4308508,Frederico Westphalen-RS,"30,699","30,832",0.43%,NÃO
RS,4308607,Garibaldi-RS,"33,384","33,624",0.72%,NÃO
RS,4308656,Garruchos-RS,"3,200","3,182",-0.56%,NÃO
RS,4308706,Gaurama-RS,"5,897","5,878",-0.32%,NÃO
RS,4308805,General Câmara-RS,"8,668","8,663",-0.06%,NÃO
RS,4308854,Gentil-RS,"1,708","1,705",-0.18%,NÃO
RS,4308904,Getúlio Vargas-RS,"16,648","16,648",0.00%,NÃO
RS,4309001,Giruá-RS,"17,132","17,069",-0.37%,NÃO
RS,4309050,Glorinha-RS,"7,588","7,654",0.87%,NÃO
RS,4309100,Gramado-RS,"34,832","35,047",0.62%,NÃO
RS,4309126,Gramado dos Loureiros-RS,"2,258","2,247",-0.49%,NÃO
RS,4309159,Gramado Xavier-RS,"4,232","4,251",0.45%,NÃO
RS,4309209,Gravataí-RS,"273,742","275,146",0.51%,NÃO
RS,4309258,Guabiju-RS,"1,606","1,600",-0.37%,NÃO
RS,4309308,Guaíba-RS,"99,186","99,334",0.15%,NÃO
RS,4309407,Guaporé-RS,"24,677","24,836",0.64%,NÃO
RS,4309506,Guarani das Missões-RS,"8,114","8,080",-0.42%,NÃO
RS,4309555,Harmonia-RS,"4,630","4,664",0.73%,NÃO
RS,4309571,Herveiras-RS,"3,067","3,070",0.10%,NÃO
RS,4309605,Horizontina-RS,"19,286","19,338",0.27%,NÃO
RS,4309654,Hulha Negra-RS,"6,521","6,561",0.61%,NÃO
RS,4309704,Humaitá-RS,"4,998","4,988",-0.20%,NÃO
RS,4309753,Ibarama-RS,"4,518","4,519",0.02%,NÃO
RS,4309803,Ibiaçá-RS,"4,847","4,846",-0.02%,NÃO
