id,meio,nome,cidade,regiao_metropolitana,uf,estado,regiao,pais,fonte
id382,Jornal,CORREIO DE SANTA MARIA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id383,Jornal,BRASILIA AGORA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id384,Jornal,REGIONAL,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id385,Jornal,A VOZ,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id386,Jornal,A FOLHA (SAMAMBAIA),BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id387,Jornal,JORNAL DAS CIDADES,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id388,Jornal,TRIBUNA RURAL,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id389,Jornal,CLASSIFICADAO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id390,Jornal,GAZETA DE TAGUATINGA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id391,Jornal,ESTAÇÃO NEWS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id392,Jornal,FOLHA NACIONAL DE CULTURA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id393,Jornal,PASSANDO A LIMPO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id394,Jornal,DESTAK BRASÍLIA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id395,Jornal,CIDADE EM FOCO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id396,Jornal,MUNDIAL NOTICIAS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id397,Jornal,JORNAL DA COMUNIDADE,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id398,Jornal,O REGIONAL,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id399,Jornal,JORNAL MUNDIAL NOTÍCIAS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id400,Jornal,SINDICOS DF,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id401,Jornal,JORNAL SATELITE,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id402,Jornal,JORNAL DE BRASÍLIA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id403,Jornal,JORNAL DF BRASIL,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id404,Jornal,FALA BRASIL,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id405,Jornal,FATORAMA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id406,Jornal,LAGO NOTICIAS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id407,Jornal,CORREIO DO PLANALTO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id408,Jornal,JORNAL DE ÁGUAS CLARAS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id409,Jornal,FRENTE NACIONAL DE PREFEITOS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id410,Jornal,JORNAL DE EMPREGOS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id411,Jornal,JORNAL DO LAGO NORTE,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id412,Jornal,ANJ,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id413,Jornal,CENTRAL BRASIL,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id414,Jornal,JORNAL DO GUARA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id415,Jornal,FOLHA EVANGELICA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id416,Jornal,CORREIO DO ÔNIBUS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id417,Jornal,JORNAL DO PLANALTO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR
id4912,Online,CONGRESSO EM FOCO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Atlas da Notícia
id5026,Online,MARCO ZERO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Atlas da Notícia
id5073,Online,PODER360,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Atlas da Notícia
id5768,Jornal,JORNAL DO GUARÁ,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,GPI/PROJOR
id1329,Jornal,FOLHA DA CIDADE,BRASNORTE,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id4893,Online,BLOG DO FARIAS JÚNIOR,BREJO SANTO,n/d,CE,Ceará,Nordeste,Brasil,Atlas da Notícia
id4040,Jornal,A VOZ DE BRODOWISK,BRODOWSKI,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4041,Jornal,A CIDADE DE BRODOWISK,BRODOWSKI,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4042,Jornal,O PROGRESSO,BROTAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4043,Jornal,TRIBUNA COMUNITARIA,BROTAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id873,Jornal,CIRCUITO NOTICIAS,BRUMADINHO,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id874,Jornal,JORNAL DE FATO,BRUMADINHO,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id118,Jornal,TRIBUNA DO SERTAO,BRUMADO,n/d,BA,Bahia,Nordeste,Brasil,Secom/PR
id2768,Online,MUNICIPIO MAIS,BRUSQUE,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2924,Jornal,TRIBUNA REGIONAL DE BRUSQUE,BRUSQUE,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2925,Jornal,A VOZ DE BRUSQUE,BRUSQUE,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2926,Jornal,ROTA CATARINENSE,BRUSQUE,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2927,Jornal,MUNICIPIO DIA A DIA,BRUSQUE,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id5385,Jornal,JORNAL A VOZ DE BRUSQUE E CANAL X,BRUSQUE,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc
id5386,Jornal,EM FOCO,BRUSQUE,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc
id4044,Jornal,A COMARCA,BURITAMA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4045,Jornal,MANCHETE DA REGIAO,BURITAMA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id2477,Jornal,BUTIA NOTICIAS,BUTIÁ,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id511,Online,INTERATIVA FM,CABECEIRAS,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id1814,Online,PORTAL RC24H,CABO FRIO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id1815,Online,JORNAL FOLHA DOS LAGOS,CABO FRIO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2022,Jornal,FOLHA DOS LAGOS,CABO FRIO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2023,Jornal,EXATO (EX INTERPRESS),CABO FRIO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2024,Jornal,JORNAL DE SABADO,CABO FRIO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2025,Jornal,O REGIONAL,CABO FRIO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2026,Jornal,JORNAL COMPLETO,CABO FRIO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2027,Jornal,NOTICIARIO DOS LAGOS,CABO FRIO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id5105,Online,RC 24H,CABO FRIO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Atlas da Notícia
id4046,Jornal,A VOZ DO JACARE,CABREÚVA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4047,Jornal,O CALEDOSCOPIO,CABREÚVA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id2769,Online,VIDEIRA ONLINE,CAÇADOR,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2770,Online,PORTAL CAÇADOR ONLINE,CAÇADOR,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2929,Jornal,FOLHA DA CIDADE,CAÇADOR,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2930,Jornal,INFORME DIARIO,CAÇADOR,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id5387,Jornal,JORNAL EXTRA,CAÇADOR,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc
id5388,Jornal,JORNAL INFORME,CAÇADOR,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc
id4048,Jornal,JORNAL DE CAÇAPAVA,CAÇAPAVA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4049,Jornal,VIA VALE,CAÇAPAVA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4050,Jornal,A GAZETA REGIONAL,CAÇAPAVA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4051,Jornal,DIARIO DA REGIAO,CAÇAPAVA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4052,Jornal,JORNAL SIMPATIA,CAÇAPAVA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4053,Jornal,CORREIO DO VALE,CAÇAPAVA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id2478,Jornal,CAMPANHA,CAÇAPAVA DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2479,Jornal,FOLHA DA CAMPANHA,CAÇAPAVA DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2480,Jornal,GAZETA DE CAÇAPAVA,CAÇAPAVA DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id5171,Jornal,JORNAL DA CAMPANHA,CAÇAPAVA DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id5172,Jornal,FOLHA TRÊS RIOS,CACEQUI,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id5173,Jornal,GAZETA DOS PAMPAS,CACEQUI,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id1278,Online,JORNAL OESTE,CÁCERES,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id1279,Online,BR INFORME,CÁCERES,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id1330,Jornal,PANTANAL NOTICIAS,CÁCERES,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id1331,Jornal,CORREIO CACERENSE,CÁCERES,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id1332,Jornal,EXPRESSAO,CÁCERES,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id2346,Online,JORNAL DO POVO,CACHOEIRA DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2481,Jornal,JORNAL DO POVO,CACHOEIRA DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id4990,Jornal,JORNAL DO POV,CACHOEIRA DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Atlas da Notícia
id5174,Jornal,O CORREIO,CACHOEIRA DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id4054,Jornal,O MOMENTO,CACHOEIRA PAULISTA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id2028,Jornal,CACHOEIRAS,CACHOEIRAS DE MACACU,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2029,Jornal,ESTADO EM NOTICIAS,CACHOEIRAS DE MACACU,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2347,Online,O REPÓRTER,CACHOEIRINHA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2348,Online,ACIONISTA,CACHOEIRINHA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2486,Jornal,GAZETA METROPOLITANA,CACHOEIRINHA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2487,Jornal,FOLHA REGIONAL,CACHOEIRINHA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2489,Jornal,DIARIO DE CACHOEIRINHA,CACHOEIRINHA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id5175,Jornal,JORNAL DA CIDADE,CACHOEIRINHA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id5176,Jornal,JORNAL FOLHA REGIONAL,CACHOEIRINHA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id5177,Jornal,JORNAL DE CACHOEIRINHA,CACHOEIRINHA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id5178,Jornal,MOMENTO REGIONAL,CACHOEIRINHA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id5720,Jornal,CORREIO DE CACHOEIRINHA,CACHOEIRINHA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Central de Diários
id5721,Jornal,DIÁRIO DE CACHOEIRINHA,CACHOEIRINHA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Central de Diários
id1459,Online,TV REPLAY,CACHOEIRINHA,n/d,PE,Pernambuco,Nordeste,Brasil,Secom/PR
id419,Online,FOLHA DO ESPIRITO SANTO,CACHOEIRO DE ITAPEMIRIM,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR
id420,Online,AQUI NOTÍCIAS.COM,CACHOEIRO DE ITAPEMIRIM,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR
id421,Online,ESPIRITO SANTO DE FATO,CACHOEIRO DE ITAPEMIRIM,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR
id443,Jornal,AQUI NOTICIAS,CACHOEIRO DE ITAPEMIRIM,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR
id444,Jornal,FOLHA DO ESPIRITO SANTO,CACHOEIRO DE ITAPEMIRIM,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR
id445,Jornal,ESPIRITO SANTO DE FATO,CACHOEIRO DE ITAPEMIRIM,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR
id446,Jornal,O BRADO,CACHOEIRO DE ITAPEMIRIM,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR
id2318,Jornal,A GAZETA DE RONDONIA,CACOAL,n/d,RO,Rondônia,Norte,Brasil,Secom/PR
id2319,Jornal,TRIBUNA POPULAR,CACOAL,n/d,RO,Rondônia,Norte,Brasil,Secom/PR
id5785,Jornal,A GAZETA DE RONDÔNIA,CACOAL,n/d,RO,Rondônia,Norte,Brasil,ANJ
id4055,Jornal,NOTICIAS DE CACONDE,CACONDE,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4056,Jornal,FOLHA CACONDENSE,CACONDE,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id758,Online,VCNANET,CAETÉ,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id875,Jornal,VOCE NA NET,CAETÉ,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id876,Jornal,OPINIAO,CAETÉ,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id877,Jornal,ACONTECE,CAETÉ,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id5058,Online,O NOVO OESTE,CAFELÂNDIA,n/d,PR,Paraná,Sul,Brasil,Atlas da Notícia
id5528,Jornal,JORNAL CORREIO DE CAFELÂNDIA,CAFELÂNDIA,n/d,PR,Paraná,Sul,Brasil,Adjori-Pr
id4057,Jornal,FOLHA DE CAFELANDIA,CAFELÂNDIA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4058,Jornal,A CIDADE,CAFELÂNDIA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id578,Jornal,FOLHA DE CAIAPONIA,CAIAPÔNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id4894,Online,BLOG DO MARCOS DANTAS,CAICÓ,n/d,RN,Rio Grande do Norte,Nordeste,Brasil,Atlas da Notícia
id4059,Jornal,EXPRESSAO,CAIEIRAS,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4060,Jornal,CIDADE AGORA,CAIEIRAS,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4061,Jornal,REGIONAL NEWS,CAIEIRAS,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3257,Online,CYCLE WORLD,CAJAMAR,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4062,Jornal,HORA NEWS,CAJATI,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id1427,Online,DIARIO DO SERTAO,CAJAZEIRAS,n/d,PB,Paraíba,Nordeste,Brasil,Secom/PR
id1450,Jornal,GAZETA DO ALTO PIRANHAS,CAJAZEIRAS,n/d,PB,Paraíba,Nordeste,Brasil,Secom/PR
id4063,Jornal,JORNAL DE CAJURU,CAJURU,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4064,Jornal,O JORNALZAO,CAJURU,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id512,Online,PORTAL CALDAS NET,CALDAS NOVAS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id5631,Jornal,É MAIS NOTÍCIAS E CLASSIFICADOS,CALDAS NOVAS,n/d,GO,Goiás,Centro-Oeste,Brasil,Central de Diários
id579,Jornal,JORNAL LOCAL,CALDAS NOVAS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id580,Jornal,TRIBUNA POPULAR,CALDAS NOVAS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id581,Jornal,CIDADAO,CALDAS NOVAS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id582,Jornal,É MAIS NOTÍCIAS E CLASSIFICADOS ( EX - DIÁRIO É MAIS NOTÍCIAS E CLASSIFICADOS),CALDAS NOVAS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id119,Jornal,FOLHA DO CACAU,CAMACAN,n/d,BA,Bahia,Nordeste,Brasil,Secom/PR
id120,Jornal,CAMAÇARI NOTICIAS,CAMAÇARI,RM Salvador,BA,Bahia,Nordeste,Brasil,Secom/PR
id66,Online,CAMAÇARI FATOS E FOTOS,CAMAÇARI,RM Salvador,BA,Bahia,Nordeste,Brasil,Secom/PR
id67,Online,CAMAÇARI NOTICIAS,CAMAÇARI,RM Salvador,BA,Bahia,Nordeste,Brasil,Secom/PR
id5179,Jornal,GAZETA REGIONAL,CAMAQUÃ,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id5180,Jornal,TRIBUNA CENTRO SUL,CAMAQUÃ,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id1648,Jornal,CAMBE NOTICIAS,CAMBÉ,n/d,PR,Paraná,Sul,Brasil,Secom/PR
id1649,Jornal,NOSSA CIDADE,CAMBÉ,n/d,PR,Paraná,Sul,Brasil,Secom/PR
id5389,Jornal,LINHA POPULAR,CAMBORIÚ,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc
id878,Jornal,FOLHA CAMPANHENSE,CAMPANHA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id1428,Online,ALGO SOBRE VESTIBULAR,CAMPINA GRANDE,n/d,PB,Paraíba,Nordeste,Brasil,Secom/PR
id1429,Online,PARAIBAONLINE,CAMPINA GRANDE,n/d,PB,Paraíba,Nordeste,Brasil,Secom/PR
id1451,Jornal,DIARIO DA BORBOREMA,CAMPINA GRANDE,n/d,PB,Paraíba,Nordeste,Brasil,Secom/PR
id1650,Jornal,UNIAO,CAMPINA GRANDE DO SUL,RM Curitiba,PR,Paraná,Sul,Brasil,Secom/PR
id5547,Jornal,JORNAL UNIÃO,CAMPINA GRANDE DO SUL,RM Curitiba,PR,Paraná,Sul,Brasil,Adjori-Pr
id3258,Online,PORTAL DA RMC,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3259,Online,CORREIO POPULAR,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3260,Online,PORTAL TODO DIA,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3261,Online,DIARIO DO POVO,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3262,Online,EMPREENDEMIA,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3263,Online,SAIA DO LUGAR,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3264,Online,FUTEBOL INTERIOR,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3265,Online,RAC,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3266,Online,NOTICIAS AGRICOLAS,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3267,Online,CAMPINAS.COM.BR,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3268,Online,BLOG ALEM DE ECONOMIA,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3269,Online,JORNAL LOCAL,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3270,Online,TERRA DA GENTE,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4065,Jornal,TODODIA,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4066,Jornal,DIARIO DO INTERIOR CAMPINAS,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4067,Jornal,JORNAL LOCAL,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4068,Jornal,DESTAK CAMPINAS,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4069,Jornal,METRO,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4070,Jornal,NOTICIA JA,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4071,Jornal,CORREIO POPULAR,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4072,Jornal,PRIMEIRAMÃO CLASSIFICADOS,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4073,Jornal,JORNALZEN,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4074,Jornal,FOLHA DE SÃO PAULO (CAMPINAS / VALE),CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4075,Jornal,DIARIO DO POVO,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4076,Jornal,FOLHA DO TAQUARAL,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4077,Jornal,ALTO TAQUARAL,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id5775,Jornal,REVISTA CHECK IT,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,GPI/PROJOR
id5821,Jornal,NOTÍCIA JÁ,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,ANJ
id4864,Jornal,QUÍMICOS UNIFICADOS,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id4905,Online,CARTA CAMPINAS,CAMPINAS,n/d,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id879,Jornal,EM DIA,CAMPO BELO,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id880,Jornal,OCASIAO,CAMPO BELO,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id2492,Jornal,TODA HORA,CAMPO BOM,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id5181,Jornal,O FATO DO VALE,CAMPO BOM,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id5182,Jornal,A GAZETA,CAMPO BOM,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id1168,Online,MSPONTOCOM,CAMPO GRANDE,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1169,Online,CORREIO DO ESTADO,CAMPO GRANDE,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1170,Online,MIDIAMAX,CAMPO GRANDE,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1171,Online,FOLHA DO POVO,CAMPO GRANDE,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1172,Online,RURAL CENTRO,CAMPO GRANDE,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1173,Online,O ESTADO MS,CAMPO GRANDE,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1174,Online,MULHER EM DIA,CAMPO GRANDE,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1175,Online,DIÁRIO DIGITAL,CAMPO GRANDE,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1176,Online,CAPITAL NEWS,CAMPO GRANDE,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1177,Online,CAMPO GRANDE NEWS,CAMPO GRANDE,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1178,Online,TRUCADÃO,CAMPO GRANDE,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
