meio,cidade,Codmun6,Codmun7,veiculos_mapeados,regiao_metropolitana,uf,estado,regiao,pais,POP,RDPC,I_ESCOLARIDADE,IDHM,IDHM_E,IDHM_L,IDHM_R
Jornal,PARAGUAÇU PAULISTA,353550.0,3535507.0,3,n/d,SP,São Paulo,Sudeste,Brasil,40879.0,694.42,0.577,0.762,0.739,0.836,0.717
Jornal,PEDREIRA,353710.0,3537107.0,3,n/d,SP,São Paulo,Sudeste,Brasil,41401.0,853.76,0.574,0.769,0.701,0.864,0.75
Jornal,PERUÍBE,353760.0,3537602.0,3,n/d,SP,São Paulo,Sudeste,Brasil,59434.0,753.85,0.576,0.749,0.675,0.854,0.73
Jornal,PINDAMONHANGABA,353800.0,3538006.0,3,n/d,SP,São Paulo,Sudeste,Brasil,146392.0,826.02,0.663,0.773,0.736,0.843,0.745
Jornal,PRAIA GRANDE,354100.0,3541000.0,3,n/d,SP,São Paulo,Sudeste,Brasil,261424.0,820.97,0.633,0.754,0.692,0.834,0.744
Jornal,RIO DAS PEDRAS,354400.0,3544004.0,3,n/d,SP,São Paulo,Sudeste,Brasil,29409.0,804.0,0.602,0.759,0.7,0.842,0.741
Jornal,SANTA CRUZ DO RIO PARDO,354640.0,3546405.0,3,n/d,SP,São Paulo,Sudeste,Brasil,43593.0,818.3,0.544,0.762,0.686,0.867,0.744
Jornal,SANTO ANTÔNIO DE POSSE,354800.0,3548005.0,3,n/d,SP,São Paulo,Sudeste,Brasil,20591.0,695.67,0.426,0.702,0.576,0.838,0.718
Jornal,SÃO CARLOS,354890.0,3548906.0,3,n/d,SP,São Paulo,Sudeste,Brasil,220666.0,1079.45,0.693,0.805,0.766,0.863,0.788
Jornal,SÃO PEDRO,355040.0,3550407.0,3,n/d,SP,São Paulo,Sudeste,Brasil,31561.0,803.02,0.539,0.755,0.674,0.863,0.741
Jornal,SÃO VICENTE,355100.0,3551009.0,3,n/d,SP,São Paulo,Sudeste,Brasil,330341.0,789.32,0.65,0.768,0.716,0.857,0.738
Jornal,SUZANO,355250.0,3552502.0,3,RM São Paulo,SP,São Paulo,Sudeste,Brasil,261357.0,654.61,0.62,0.765,0.723,0.873,0.708
Jornal,TREMEMBÉ,355480.0,3554805.0,3,n/d,SP,São Paulo,Sudeste,Brasil,37302.0,959.88,0.637,0.785,0.72,0.873,0.769
Jornal,TUPÃ,355500.0,3555000.0,3,n/d,SP,São Paulo,Sudeste,Brasil,62563.0,926.96,0.587,0.771,0.704,0.852,0.764
Jornal,VARGEM GRANDE DO SUL,355640.0,3556404.0,3,n/d,SP,São Paulo,Sudeste,Brasil,39159.0,711.6,0.469,0.737,0.643,0.863,0.721
Jornal,VINHEDO,355670.0,3556701.0,3,n/d,SP,São Paulo,Sudeste,Brasil,63120.0,1493.32,0.666,0.817,0.739,0.878,0.84
Jornal,CAMPO MOURÃO,410430.0,4104303.0,3,n/d,PR,Paraná,Sul,Brasil,86898.0,843.42,0.575,0.757,0.689,0.841,0.749
Jornal,GUAÍRA,410880.0,4108809.0,3,n/d,PR,Paraná,Sul,Brasil,30447.0,795.84,0.482,0.724,0.615,0.836,0.739
Jornal,LAPA,411320.0,4113205.0,3,RM Curitiba,PR,Paraná,Sul,Brasil,44798.0,608.6,0.448,0.706,0.595,0.848,0.696
Jornal,MEDIANEIRA,411580.0,4115804.0,3,n/d,PR,Paraná,Sul,Brasil,41568.0,914.67,0.546,0.763,0.686,0.849,0.762
Jornal,PALOTINA,411790.0,4117909.0,3,n/d,PR,Paraná,Sul,Brasil,28550.0,904.85,0.569,0.768,0.689,0.864,0.76
Jornal,PARANAGUÁ,411820.0,4118204.0,3,n/d,PR,Paraná,Sul,Brasil,139894.0,765.85,0.592,0.75,0.676,0.852,0.733
Jornal,PONTA GROSSA,411990.0,4119905.0,3,n/d,PR,Paraná,Sul,Brasil,309810.0,877.1,0.614,0.763,0.703,0.837,0.755
Jornal,SÃO MIGUEL DO IGUAÇU,412570.0,4125704.0,3,n/d,PR,Paraná,Sul,Brasil,25649.0,734.88,0.414,0.704,0.588,0.818,0.726
Jornal,TELÊMACO BORBA,412710.0,4127106.0,3,n/d,PR,Paraná,Sul,Brasil,69602.0,732.78,0.54,0.734,0.657,0.828,0.726
Jornal,UNIÃO DA VITÓRIA,412820.0,4128203.0,3,n/d,PR,Paraná,Sul,Brasil,52491.0,674.29,0.562,0.74,0.68,0.837,0.713
Jornal,CAMPOS NOVOS,420360.0,4203600.0,3,n/d,SC,Santa Catarina,Sul,Brasil,32596.0,708.77,0.522,0.742,0.658,0.861,0.721
Jornal,CAPINZAL,420390.0,4203907.0,3,n/d,SC,Santa Catarina,Sul,Brasil,20648.0,811.66,0.518,0.752,0.659,0.869,0.742
Jornal,ITUPORANGA,420850.0,4208500.0,3,n/d,SC,Santa Catarina,Sul,Brasil,22157.0,844.05,0.458,0.748,0.638,0.876,0.749
Jornal,JAGUARUNA,420880.0,4208807.0,3,n/d,SC,Santa Catarina,Sul,Brasil,17280.0,701.05,0.446,0.721,0.628,0.83,0.719
Jornal,MARAVILHA,421050.0,4210506.0,3,n/d,SC,Santa Catarina,Sul,Brasil,21897.0,896.02,0.562,0.781,0.708,0.886,0.758
Jornal,PAPANDUVA,421220.0,4212205.0,3,n/d,SC,Santa Catarina,Sul,Brasil,17882.0,589.35,0.394,0.704,0.603,0.836,0.691
Jornal,POMERODE,421320.0,4213203.0,3,n/d,SC,Santa Catarina,Sul,Brasil,27548.0,1022.91,0.558,0.78,0.687,0.886,0.78
Jornal,SÃO JOAQUIM,421650.0,4216503.0,3,n/d,SC,Santa Catarina,Sul,Brasil,24778.0,641.75,0.457,0.687,0.562,0.817,0.705
Jornal,SEARA,421750.0,4217501.0,3,n/d,SC,Santa Catarina,Sul,Brasil,16884.0,1188.18,0.505,0.779,0.674,0.872,0.804
Jornal,SOMBRIO,421770.0,4217709.0,3,n/d,SC,Santa Catarina,Sul,Brasil,26590.0,746.69,0.475,0.728,0.617,0.858,0.729
Jornal,TAIÓ,421780.0,4217808.0,3,n/d,SC,Santa Catarina,Sul,Brasil,17065.0,848.34,0.491,0.761,0.67,0.879,0.749
Jornal,TRÊS BARRAS,421830.0,4218301.0,3,n/d,SC,Santa Catarina,Sul,Brasil,18091.0,539.69,0.514,0.706,0.639,0.814,0.677
Jornal,XAXIM,421970.0,4219705.0,3,n/d,SC,Santa Catarina,Sul,Brasil,25674.0,783.29,0.494,0.752,0.662,0.871,0.737
Jornal,CACHOEIRA DO SUL,430300.0,4303004.0,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,83072.0,793.67,0.539,0.742,0.648,0.854,0.739
Jornal,CAMPO BOM,430390.0,4303905.0,3,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,59572.0,879.65,0.52,0.745,0.643,0.852,0.755
Jornal,CANDELÁRIA,430420.0,4304200.0,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,29867.0,620.92,0.377,0.674,0.521,0.842,0.699
Jornal,ERECHIM,430700.0,4307005.0,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,95232.0,1038.39,0.629,0.776,0.716,0.833,0.782
Jornal,ESTRELA,430780.0,4307807.0,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,30512.0,1002.78,0.578,0.767,0.684,0.85,0.776
Jornal,GARIBALDI,430860.0,4308607.0,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,30501.0,1355.37,0.58,0.786,0.688,0.856,0.825
Jornal,GRAMADO,430910.0,4309100.0,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,31974.0,1045.52,0.575,0.764,0.662,0.861,0.783
Jornal,IGREJINHA,431010.0,4310108.0,3,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,31455.0,848.23,0.444,0.721,0.571,0.876,0.749
Jornal,IVOTI,431080.0,4310801.0,3,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,19764.0,1025.02,0.606,0.784,0.729,0.848,0.78
Jornal,MARAU,431180.0,4311809.0,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,36196.0,980.92,0.61,0.774,0.699,0.857,0.773
Jornal,PALMEIRA DAS MISSÕES,431370.0,4313706.0,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,33927.0,715.29,0.526,0.737,0.667,0.831,0.722
Jornal,QUARAÍ,431530.0,4315305.0,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,22926.0,528.64,0.505,0.704,0.609,0.852,0.673
Jornal,SANTIAGO,431740.0,4317400.0,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,48579.0,828.78,0.578,0.766,0.682,0.882,0.746
Jornal,SÃO BORJA,431800.0,4318002.0,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,61136.0,705.72,0.527,0.736,0.643,0.86,0.72
Jornal,SÃO JERÔNIMO,431840.0,4318408.0,3,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,21841.0,768.93,0.465,0.696,0.56,0.822,0.734
Jornal,SÃO LUIZ GONZAGA,431890.0,4318903.0,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,34268.0,698.77,0.528,0.741,0.664,0.855,0.718
Jornal,SAPUCAIA DO SUL,432000.0,4320008.0,3,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,130595.0,733.28,0.589,0.726,0.624,0.844,0.726
Jornal,TAPEJARA,432090.0,4320909.0,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,19141.0,922.28,0.527,0.76,0.688,0.837,0.763
Jornal,TAQUARI,432130.0,4321303.0,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,25869.0,786.91,0.533,0.733,0.629,0.849,0.737
Jornal,TEUTÔNIA,432145.0,4321451.0,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,27165.0,854.63,0.527,0.747,0.65,0.855,0.751
Jornal,TUPANCIRETÃ,432220.0,4322202.0,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,22161.0,708.79,0.468,0.709,0.596,0.828,0.721
Jornal,VACARIA,432250.0,4322509.0,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,60849.0,797.86,0.527,0.721,0.605,0.838,0.74
Jornal,COXIM,500330.0,5003306.0,3,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,32041.0,703.01,0.45,0.703,0.579,0.836,0.719
Jornal,TRÊS LAGOAS,500830.0,5008305.0,3,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,101171.0,863.66,0.579,0.744,0.645,0.849,0.752
Jornal,CÁCERES,510250.0,5102504.0,3,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,87269.0,590.43,0.525,0.708,0.633,0.813,0.691
Jornal,COLÍDER,510320.0,5103205.0,3,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,30525.0,758.67,0.423,0.713,0.604,0.819,0.732
Jornal,SINOP,510790.0,5107909.0,3,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,112124.0,877.68,0.571,0.754,0.682,0.832,0.755
Jornal,SORRISO,510792.0,5107925.0,3,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,66131.0,988.74,0.516,0.744,0.635,0.839,0.774
Jornal,LUZIÂNIA,521250.0,5212501.0,3,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,173474.0,580.88,0.51,0.701,0.602,0.831,0.689
Jornal,PIRES DO RIO,521740.0,5217401.0,3,n/d,GO,Goiás,Centro-Oeste,Brasil,28628.0,702.46,0.515,0.744,0.65,0.88,0.719
Jornal,VALPARAÍSO DE GOIÁS,522185.0,5221858.0,3,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,132705.0,764.73,0.663,0.746,0.695,0.815,0.733
Jornal,COLORADO DO OESTE,110006.0,1100064.0,2,n/d,RO,Rondônia,Norte,Brasil,18540.0,535.41,0.426,0.685,0.584,0.814,0.676
Jornal,VILHENA,110030.0,1100304.0,2,n/d,RO,Rondônia,Norte,Brasil,75614.0,768.98,0.554,0.731,0.659,0.808,0.734
Jornal,SÃO MIGUEL DO GUAPORÉ,110032.0,1100320.0,2,n/d,RO,Rondônia,Norte,Brasil,21700.0,440.6,0.346,0.646,0.537,0.781,0.644
Jornal,CASTANHAL,150240.0,1502400.0,2,RM Belém,PA,Pará,Norte,Brasil,172265.0,467.32,0.536,0.673,0.582,0.8,0.654
Jornal,IMPERATRIZ,210530.0,2105302.0,2,n/d,MA,Maranhão,Nordeste,Brasil,246317.0,613.87,0.617,0.731,0.698,0.803,0.697
Jornal,NOVA RUSSAS,230930.0,2309300.0,2,n/d,CE,Ceará,Nordeste,Brasil,30864.0,304.52,0.353,0.614,0.524,0.754,0.585
Jornal,CURRAIS NOVOS,240310.0,2403103.0,2,n/d,RN,Rio Grande do Norte,Nordeste,Brasil,42240.0,526.96,0.493,0.691,0.617,0.794,0.673
Jornal,PARNAMIRIM,240325.0,2403251.0,2,n/d,RN,Rio Grande do Norte,Nordeste,Brasil,200906.0,850.44,0.682,0.766,0.726,0.825,0.75
Jornal,ARARIPINA,260110.0,2601102.0,2,n/d,PE,Pernambuco,Nordeste,Brasil,77085.0,324.01,0.321,0.602,0.467,0.785,0.595
Jornal,CARUARU,260410.0,2604106.0,2,n/d,PE,Pernambuco,Nordeste,Brasil,313111.0,553.99,0.468,0.677,0.569,0.799,0.681
Jornal,ALAGOINHAS,290070.0,2900702.0,2,n/d,BA,Bahia,Nordeste,Brasil,141312.0,553.17,0.575,0.683,0.592,0.79,0.681
Jornal,CANDEIAS,290650.0,2906501.0,2,RM Salvador,BA,Bahia,Nordeste,Brasil,82844.0,462.57,0.563,0.691,0.616,0.823,0.652
Jornal,ILHÉUS,291360.0,2913606.0,2,n/d,BA,Bahia,Nordeste,Brasil,183184.0,579.46,0.528,0.69,0.59,0.808,0.688
Jornal,VITÓRIA DA CONQUISTA,293330.0,2933307.0,2,n/d,BA,Bahia,Nordeste,Brasil,304599.0,555.66,0.493,0.678,0.581,0.788,0.681
Jornal,ANDRADAS,310260.0,3102605.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,37150.0,754.39,0.425,0.734,0.617,0.878,0.731
Jornal,BAEPENDI,310490.0,3104908.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,18097.0,497.21,0.408,0.681,0.57,0.833,0.664
Jornal,BARBACENA,310560.0,3105608.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,124847.0,854.27,0.569,0.769,0.687,0.881,0.751
Jornal,BOM DESPACHO,310740.0,3107406.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,45489.0,809.9,0.522,0.75,0.661,0.861,0.742
Jornal,BORDA DA MATA,310830.0,3108305.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,17033.0,635.37,0.448,0.73,0.64,0.865,0.703
Jornal,BRUMADINHO,310900.0,3109006.0,2,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,33754.0,910.31,0.503,0.747,0.639,0.857,0.761
Jornal,CAMPO BELO,311120.0,3111200.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,51235.0,646.71,0.44,0.711,0.586,0.868,0.706
Jornal,CAPELINHA,311230.0,3112307.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,34552.0,432.55,0.364,0.653,0.527,0.824,0.641
Jornal,CARMO DO PARANAÍBA,311430.0,3114303.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,29357.0,678.13,0.383,0.705,0.571,0.861,0.713
Jornal,CARMO DO RIO CLARO,311440.0,3114402.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,20308.0,685.17,0.469,0.733,0.649,0.85,0.715
Jornal,CAXAMBU,311550.0,3115508.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,21489.0,963.25,0.535,0.743,0.629,0.848,0.77
Jornal,DIAMANTINA,312160.0,3121605.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,45453.0,597.41,0.513,0.716,0.632,0.839,0.693
Jornal,DIVINO,312200.0,3122009.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,18917.0,426.94,0.278,0.605,0.421,0.823,0.639
Jornal,EXTREMA,312510.0,3125101.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,28466.0,745.21,0.508,0.732,0.633,0.849,0.729
Jornal,GUANHÃES,312800.0,3128006.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,31146.0,560.99,0.404,0.686,0.576,0.82,0.683
Jornal,ITABIRITO,313190.0,3131901.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,45260.0,784.55,0.561,0.73,0.638,0.828,0.737
Jornal,ITAJUBÁ,313240.0,3132404.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,89914.0,948.2,0.645,0.787,0.718,0.884,0.767
Jornal,ITUIUTABA,313420.0,3134202.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,96689.0,824.46,0.513,0.739,0.644,0.84,0.745
Jornal,ITURAMA,313440.0,3134400.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,34074.0,753.23,0.521,0.747,0.674,0.848,0.73
Jornal,JANUÁRIA,313520.0,3135209.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,65174.0,359.19,0.445,0.658,0.568,0.82,0.611
Jornal,LAVRAS,313820.0,3138203.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,91582.0,889.65,0.618,0.782,0.719,0.88,0.757
Jornal,LEOPOLDINA,313840.0,3138401.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,50929.0,609.5,0.506,0.726,0.635,0.867,0.696
Jornal,NOVA LIMA,314480.0,3144805.0,2,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,80327.0,1731.84,0.66,0.813,0.704,0.885,0.864
Jornal,NOVA SERRANA,314520.0,3145208.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,73372.0,659.74,0.475,0.715,0.597,0.864,0.709
Jornal,OURO BRANCO,314590.0,3145901.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,35143.0,866.02,0.622,0.764,0.68,0.872,0.753
Jornal,OURO FINO,314600.0,3146008.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,31352.0,635.38,0.455,0.722,0.622,0.861,0.703
Jornal,PARÁ DE MINAS,314710.0,3147105.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,83588.0,686.42,0.505,0.725,0.628,0.848,0.715
Jornal,RIBEIRÃO DAS NEVES,315460.0,3154606.0,2,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,291880.0,479.77,0.462,0.684,0.591,0.822,0.658
Jornal,SACRAMENTO,315690.0,3156908.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,23718.0,732.35,0.465,0.732,0.619,0.871,0.726
Jornal,SANTA LUZIA,315780.0,3157807.0,2,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,202170.0,557.62,0.53,0.715,0.625,0.859,0.682
Jornal,SÃO JOÃO NEPOMUCENO,316290.0,3162906.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,24912.0,608.32,0.459,0.708,0.6,0.85,0.696
Jornal,TAIOBEIRAS,316800.0,3168002.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,30730.0,426.91,0.391,0.67,0.578,0.815,0.639
Jornal,TRÊS MARIAS,316935.0,3169356.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,28231.0,645.33,0.568,0.752,0.695,0.866,0.706
Jornal,VESPASIANO,317120.0,3171204.0,2,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,104081.0,539.05,0.477,0.688,0.592,0.811,0.677
Jornal,BARRA DE SÃO FRANCISCO,320090.0,3200904.0,2,n/d,ES,Espírito Santo,Sudeste,Brasil,40014.0,527.84,0.43,0.683,0.58,0.815,0.673
Jornal,MONTANHA,320350.0,3203502.0,2,n/d,ES,Espírito Santo,Sudeste,Brasil,17637.0,547.46,0.376,0.667,0.535,0.816,0.679
Jornal,PIÚMA,320420.0,3204203.0,2,n/d,ES,Espírito Santo,Sudeste,Brasil,18011.0,629.9,0.541,0.727,0.643,0.852,0.702
Jornal,SERRA,320500.0,3205002.0,2,n/d,ES,Espírito Santo,Sudeste,Brasil,407614.0,705.89,0.614,0.739,0.664,0.844,0.72
Jornal,BARRA DO PIRAÍ,330030.0,3300308.0,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,94474.0,719.16,0.606,0.733,0.665,0.819,0.723
Jornal,CACHOEIRAS DE MACACU,330080.0,3300803.0,2,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,54233.0,604.45,0.515,0.7,0.603,0.817,0.695
Jornal,CARMO,330120.0,3301207.0,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,17172.0,559.66,0.5,0.696,0.608,0.813,0.683
Jornal,IGUABA GRANDE,330187.0,3301876.0,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,22831.0,818.01,0.66,0.761,0.704,0.841,0.744
Jornal,ITABORAÍ,330190.0,3301900.0,2,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,217364.0,584.35,0.528,0.693,0.593,0.813,0.69
Jornal,MIRACEMA,330300.0,3303005.0,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,26684.0,608.62,0.569,0.713,0.646,0.805,0.696
Jornal,PATY DO ALFERES,330385.0,3303856.0,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,26248.0,562.52,0.389,0.671,0.549,0.806,0.683
Jornal,PORTO REAL,330411.0,3304110.0,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,16563.0,577.07,0.53,0.713,0.645,0.817,0.688
Jornal,QUEIMADOS,330414.0,3304144.0,2,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,137712.0,484.4,0.536,0.68,0.589,0.81,0.659
Jornal,SÃO FIDÉLIS,330480.0,3304805.0,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,37429.0,567.23,0.488,0.691,0.611,0.787,0.685
Jornal,SÃO PEDRO DA ALDEIA,330520.0,3305208.0,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,87646.0,710.04,0.578,0.712,0.626,0.801,0.721
Jornal,SAPUCAIA,330540.0,3305406.0,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,17497.0,558.94,0.432,0.675,0.561,0.804,0.682
Jornal,SEROPÉDICA,330555.0,3305554.0,2,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,77485.0,604.82,0.572,0.713,0.648,0.805,0.695
Jornal,ALUMÍNIO,350115.0,3501152.0,2,n/d,SP,São Paulo,Sudeste,Brasil,16753.0,747.27,0.639,0.766,0.732,0.841,0.729
Jornal,AMERICANA,350160.0,3501608.0,2,n/d,SP,São Paulo,Sudeste,Brasil,209811.0,1161.68,0.651,0.811,0.76,0.876,0.8
Jornal,AMPARO,350190.0,3501905.0,2,n/d,SP,São Paulo,Sudeste,Brasil,65521.0,1027.6,0.592,0.785,0.711,0.871,0.78
Jornal,ARUJÁ,350390.0,3503901.0,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,74649.0,910.67,0.624,0.784,0.73,0.866,0.761
Jornal,BAURU,350600.0,3506003.0,2,n/d,SP,São Paulo,Sudeste,Brasil,339422.0,1163.86,0.672,0.801,0.752,0.854,0.8
Jornal,BOITUVA,350700.0,3507001.0,2,n/d,SP,São Paulo,Sudeste,Brasil,48145.0,889.51,0.587,0.78,0.728,0.861,0.757
Jornal,BRODOWSKI,350780.0,3507803.0,2,n/d,SP,São Paulo,Sudeste,Brasil,21023.0,787.91,0.529,0.755,0.675,0.864,0.738
Jornal,BROTAS,350790.0,3507902.0,2,n/d,SP,São Paulo,Sudeste,Brasil,21515.0,722.76,0.509,0.74,0.688,0.815,0.724
Jornal,BURITAMA,350810.0,3508108.0,2,n/d,SP,São Paulo,Sudeste,Brasil,15350.0,779.78,0.537,0.763,0.72,0.839,0.736
Jornal,CABREÚVA,350840.0,3508405.0,2,n/d,SP,São Paulo,Sudeste,Brasil,41489.0,694.03,0.535,0.738,0.678,0.828,0.717
Jornal,CACONDE,350870.0,3508702.0,2,n/d,SP,São Paulo,Sudeste,Brasil,18434.0,627.0,0.438,0.72,0.62,0.858,0.701
Jornal,CAFELÂNDIA,350880.0,3508801.0,2,n/d,SP,São Paulo,Sudeste,Brasil,16509.0,680.71,0.499,0.742,0.661,0.867,0.714
Jornal,CAJURU,350940.0,3509403.0,2,n/d,SP,São Paulo,Sudeste,Brasil,23277.0,597.11,0.482,0.713,0.633,0.825,0.693
Jornal,CAPÃO BONITO,351020.0,3510203.0,2,n/d,SP,São Paulo,Sudeste,Brasil,46014.0,534.75,0.477,0.721,0.671,0.826,0.675
Jornal,CARAGUATATUBA,351050.0,3510500.0,2,n/d,SP,São Paulo,Sudeste,Brasil,99908.0,773.99,0.609,0.759,0.705,0.845,0.735
Jornal,CATANDUVA,351110.0,3511102.0,2,n/d,SP,São Paulo,Sudeste,Brasil,112210.0,945.05,0.611,0.785,0.74,0.853,0.767
Jornal,CERQUEIRA CÉSAR,351140.0,3511409.0,2,n/d,SP,São Paulo,Sudeste,Brasil,17288.0,665.36,0.518,0.729,0.666,0.821,0.71
Jornal,COLINA,351200.0,3512001.0,2,n/d,SP,São Paulo,Sudeste,Brasil,17279.0,706.69,0.545,0.757,0.712,0.845,0.72
Jornal,DESCALVADO,351370.0,3513702.0,2,n/d,SP,São Paulo,Sudeste,Brasil,30629.0,798.74,0.55,0.76,0.687,0.865,0.74
Jornal,DOIS CÓRREGOS,351410.0,3514106.0,2,n/d,SP,São Paulo,Sudeste,Brasil,24650.0,727.28,0.478,0.725,0.616,0.853,0.725
Jornal,DRACENA,351440.0,3514403.0,2,n/d,SP,São Paulo,Sudeste,Brasil,41992.0,862.86,0.58,0.776,0.737,0.842,0.752
Jornal,FARTURA,351540.0,3515400.0,2,n/d,SP,São Paulo,Sudeste,Brasil,15194.0,618.77,0.513,0.732,0.648,0.867,0.699
Jornal,FERRAZ DE VASCONCELOS,351570.0,3515707.0,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,168022.0,587.83,0.585,0.738,0.703,0.828,0.691
Jornal,FRANCISCO MORATO,351630.0,3516309.0,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,154059.0,483.98,0.508,0.703,0.647,0.815,0.659
Jornal,FRANCO DA ROCHA,351640.0,3516408.0,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,123427.0,632.42,0.527,0.731,0.654,0.852,0.702
Jornal,GARÇA,351670.0,3516705.0,2,n/d,SP,São Paulo,Sudeste,Brasil,42771.0,786.83,0.559,0.769,0.728,0.849,0.737
Jornal,GUARARAPES,351820.0,3518206.0,2,n/d,SP,São Paulo,Sudeste,Brasil,30494.0,739.89,0.548,0.763,0.726,0.84,0.727
Jornal,IGARAÇU DO TIETÊ,352000.0,3520004.0,2,n/d,SP,São Paulo,Sudeste,Brasil,23255.0,590.77,0.461,0.727,0.664,0.838,0.691
Jornal,ILHA SOLTEIRA,352044.0,3520442.0,2,n/d,SP,São Paulo,Sudeste,Brasil,24998.0,1063.04,0.669,0.812,0.782,0.871,0.786
Jornal,IRACEMÁPOLIS,352140.0,3521408.0,2,n/d,SP,São Paulo,Sudeste,Brasil,19969.0,808.74,0.603,0.776,0.729,0.863,0.742
Jornal,ITIRAPINA,352360.0,3523602.0,2,n/d,SP,São Paulo,Sudeste,Brasil,12742.0,772.14,0.496,0.724,0.636,0.813,0.734
Jornal,ITUPEVA,352400.0,3524006.0,2,n/d,SP,São Paulo,Sudeste,Brasil,44744.0,848.65,0.593,0.762,0.699,0.844,0.75
