meio,cidade,Codmun6,Codmun7,veiculos_mapeados,regiao_metropolitana,uf,estado,regiao,pais,POP,RDPC,I_ESCOLARIDADE,IDHM,IDHM_E,IDHM_L,IDHM_R
Jornal,RIO GRANDE,431560.0,4315602.0,5,n/d,RS,Rio Grande do Sul,Sul,Brasil,195482.0,859.2,0.584,0.744,0.637,0.861,0.752
Jornal,ROSÁRIO DO SUL,431640.0,4316402.0,5,n/d,RS,Rio Grande do Sul,Sul,Brasil,39469.0,643.97,0.483,0.699,0.576,0.841,0.705
Jornal,SÃO GABRIEL,431830.0,4318309.0,5,n/d,RS,Rio Grande do Sul,Sul,Brasil,59422.0,667.06,0.475,0.699,0.585,0.822,0.711
Jornal,SAPIRANGA,431990.0,4319901.0,5,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,74784.0,713.99,0.46,0.711,0.598,0.832,0.722
Jornal,URUGUAIANA,432240.0,4322400.0,5,n/d,RS,Rio Grande do Sul,Sul,Brasil,124283.0,714.26,0.606,0.744,0.661,0.863,0.722
Jornal,ALTA FLORESTA,510025.0,5100250.0,5,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,48593.0,660.84,0.496,0.714,0.629,0.817,0.709
Jornal,CALDAS NOVAS,520450.0,5204508.0,5,n/d,GO,Goiás,Centro-Oeste,Brasil,69852.0,794.78,0.573,0.733,0.64,0.832,0.739
Jornal,GOIANÉSIA,520860.0,5208608.0,5,n/d,GO,Goiás,Centro-Oeste,Brasil,59125.0,701.38,0.472,0.727,0.636,0.84,0.719
Jornal,ITUMBIARA,521150.0,5211503.0,5,n/d,GO,Goiás,Centro-Oeste,Brasil,92229.0,821.43,0.556,0.752,0.682,0.838,0.744
Jornal,SENADOR CANEDO,522045.0,5220454.0,5,n/d,GO,Goiás,Centro-Oeste,Brasil,84279.0,537.58,0.538,0.701,0.617,0.827,0.676
Jornal,BOA VISTA,140010.0,1400100.0,4,n/d,RR,Roraima,Norte,Brasil,281538.0,786.55,0.687,0.752,0.708,0.816,0.737
Jornal,PARAUAPEBAS,150553.0,1505536.0,4,n/d,PA,Pará,Norte,Brasil,153443.0,627.61,0.603,0.715,0.644,0.809,0.701
Jornal,SANTARÉM,150680.0,1506807.0,4,n/d,PA,Pará,Norte,Brasil,293064.0,409.07,0.569,0.691,0.648,0.807,0.632
Jornal,TERESINA,221100.0,2211001.0,4,n/d,PI,Piauí,Nordeste,Brasil,806168.0,757.57,0.642,0.751,0.707,0.82,0.731
Jornal,MOSSORÓ,240800.0,2408003.0,4,n/d,RN,Rio Grande do Norte,Nordeste,Brasil,258460.0,600.28,0.565,0.72,0.663,0.811,0.694
Jornal,FEIRA DE SANTANA,291080.0,2910800.0,4,n/d,BA,Bahia,Nordeste,Brasil,552741.0,662.24,0.576,0.712,0.619,0.82,0.71
Jornal,ITABUNA,291480.0,2914802.0,4,n/d,BA,Bahia,Nordeste,Brasil,203181.0,605.12,0.576,0.712,0.643,0.807,0.695
Jornal,JEQUIÉ,291800.0,2918001.0,4,n/d,BA,Bahia,Nordeste,Brasil,150577.0,473.92,0.49,0.665,0.568,0.79,0.656
Jornal,TEIXEIRA DE FREITAS,293135.0,2931350.0,4,n/d,BA,Bahia,Nordeste,Brasil,136656.0,560.73,0.503,0.685,0.588,0.8,0.683
Jornal,ARAXÁ,310400.0,3104007.0,4,n/d,MG,Minas Gerais,Sudeste,Brasil,93153.0,883.88,0.628,0.772,0.709,0.858,0.756
Jornal,FRUTAL,312710.0,3127107.0,4,n/d,MG,Minas Gerais,Sudeste,Brasil,53170.0,752.01,0.487,0.73,0.615,0.865,0.73
Jornal,MONTES CLAROS,314330.0,3143302.0,4,n/d,MG,Minas Gerais,Sudeste,Brasil,359278.0,650.62,0.646,0.77,0.744,0.868,0.707
Jornal,OURO PRETO,314610.0,3146107.0,4,n/d,MG,Minas Gerais,Sudeste,Brasil,69836.0,710.55,0.584,0.741,0.677,0.834,0.721
Jornal,SÃO JOÃO DEL REI,316250.0,3162500.0,4,n/d,MG,Minas Gerais,Sudeste,Brasil,83977.0,764.74,0.574,0.758,0.69,0.86,0.733
Jornal,VARGINHA,317070.0,3170701.0,4,n/d,MG,Minas Gerais,Sudeste,Brasil,122584.0,904.57,0.629,0.778,0.707,0.875,0.76
Jornal,CACHOEIRO DE ITAPEMIRIM,320120.0,3201209.0,4,n/d,ES,Espírito Santo,Sudeste,Brasil,188790.0,763.71,0.561,0.746,0.677,0.837,0.733
Jornal,COLATINA,320150.0,3201506.0,4,n/d,ES,Espírito Santo,Sudeste,Brasil,110795.0,788.29,0.528,0.746,0.668,0.841,0.738
Jornal,CASIMIRO DE ABREU,330130.0,3301306.0,4,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,35180.0,768.45,0.568,0.726,0.642,0.811,0.734
Jornal,ITAGUAÍ,330200.0,3302007.0,4,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,108802.0,635.5,0.575,0.715,0.638,0.814,0.703
Jornal,MACAÉ,330240.0,3302403.0,4,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,206005.0,1103.42,0.678,0.764,0.681,0.828,0.792
Jornal,MIGUEL PEREIRA,330290.0,3302908.0,4,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,24530.0,801.63,0.561,0.745,0.675,0.828,0.74
Jornal,NOVA IGUAÇU,330350.0,3303500.0,4,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,795259.0,591.0,0.604,0.713,0.641,0.818,0.691
Jornal,PARAÍBA DO SUL,330370.0,3303708.0,4,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,40927.0,613.56,0.527,0.702,0.61,0.812,0.697
Jornal,RIO DAS OSTRAS,330452.0,3304524.0,4,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,104951.0,1051.19,0.665,0.773,0.689,0.854,0.784
Jornal,SÃO JOÃO DE MERITI,330510.0,3305109.0,4,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,458238.0,597.57,0.614,0.719,0.646,0.831,0.693
Jornal,SAQUAREMA,330550.0,3305505.0,4,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,73920.0,681.62,0.566,0.709,0.621,0.804,0.714
Jornal,ADAMANTINA,350010.0,3500105.0,4,n/d,SP,São Paulo,Sudeste,Brasil,33490.0,975.43,0.608,0.79,0.75,0.852,0.772
Jornal,AGUAÍ,350030.0,3500303.0,4,n/d,SP,São Paulo,Sudeste,Brasil,32089.0,636.07,0.467,0.715,0.606,0.858,0.703
Jornal,ATIBAIA,350410.0,3504107.0,4,n/d,SP,São Paulo,Sudeste,Brasil,125501.0,1063.52,0.58,0.765,0.67,0.851,0.786
Jornal,AVARÉ,350450.0,3504503.0,4,n/d,SP,São Paulo,Sudeste,Brasil,80833.0,854.42,0.582,0.767,0.695,0.866,0.751
Jornal,BEBEDOURO,350610.0,3506102.0,4,n/d,SP,São Paulo,Sudeste,Brasil,74728.0,881.64,0.594,0.78,0.735,0.853,0.756
Jornal,CÂNDIDO MOTA,351000.0,3510005.0,4,n/d,SP,São Paulo,Sudeste,Brasil,29731.0,627.55,0.532,0.747,0.704,0.845,0.701
Jornal,CAPIVARI,351040.0,3510401.0,4,n/d,SP,São Paulo,Sudeste,Brasil,47858.0,820.46,0.547,0.75,0.669,0.848,0.744
Jornal,DIADEMA,351380.0,3513801.0,4,RM São Paulo,SP,São Paulo,Sudeste,Brasil,385473.0,694.55,0.627,0.757,0.716,0.844,0.717
Jornal,ITU,352390.0,3523909.0,4,n/d,SP,São Paulo,Sudeste,Brasil,153310.0,1038.14,0.621,0.773,0.692,0.854,0.782
Jornal,ITUVERAVA,352410.0,3524105.0,4,n/d,SP,São Paulo,Sudeste,Brasil,38583.0,950.39,0.573,0.765,0.694,0.841,0.768
Jornal,JABOTICABAL,352430.0,3524303.0,4,n/d,SP,São Paulo,Sudeste,Brasil,70863.0,1015.51,0.597,0.778,0.71,0.851,0.778
Jornal,MAUÁ,352940.0,3529401.0,4,RM São Paulo,SP,São Paulo,Sudeste,Brasil,415015.0,709.25,0.641,0.766,0.733,0.852,0.721
Jornal,PRESIDENTE PRUDENTE,354140.0,3541406.0,4,n/d,SP,São Paulo,Sudeste,Brasil,205558.0,1080.22,0.674,0.806,0.774,0.858,0.788
Jornal,REGISTRO,354260.0,3542602.0,4,n/d,SP,São Paulo,Sudeste,Brasil,54129.0,699.41,0.572,0.754,0.702,0.851,0.718
Jornal,RIBEIRÃO PIRES,354330.0,3543303.0,4,RM São Paulo,SP,São Paulo,Sudeste,Brasil,112775.0,847.11,0.684,0.784,0.76,0.847,0.749
Jornal,SALTO,354520.0,3545209.0,4,n/d,SP,São Paulo,Sudeste,Brasil,105198.0,876.67,0.632,0.78,0.751,0.837,0.755
Jornal,SÃO JOÃO DA BOA VISTA,354910.0,3549102.0,4,n/d,SP,São Paulo,Sudeste,Brasil,83244.0,998.31,0.624,0.797,0.749,0.871,0.776
Jornal,TATUÍ,355400.0,3554003.0,4,n/d,SP,São Paulo,Sudeste,Brasil,106912.0,771.05,0.57,0.752,0.688,0.842,0.734
Jornal,VALINHOS,355620.0,3556206.0,4,n/d,SP,São Paulo,Sudeste,Brasil,106411.0,1570.91,0.673,0.819,0.763,0.85,0.848
Jornal,CIANORTE,410550.0,4105508.0,4,n/d,PR,Paraná,Sul,Brasil,69698.0,837.13,0.549,0.755,0.685,0.841,0.747
Jornal,FRANCISCO BELTRÃO,410840.0,4108403.0,4,n/d,PR,Paraná,Sul,Brasil,77938.0,895.36,0.609,0.774,0.726,0.844,0.758
Jornal,GUARAPUAVA,410940.0,4109401.0,4,n/d,PR,Paraná,Sul,Brasil,165849.0,750.09,0.519,0.731,0.628,0.853,0.73
Jornal,PATO BRANCO,411850.0,4118501.0,4,n/d,PR,Paraná,Sul,Brasil,71860.0,1013.22,0.627,0.782,0.728,0.845,0.778
Jornal,PINHAIS,411915.0,4119152.0,4,RM Curitiba,PR,Paraná,Sul,Brasil,116153.0,911.51,0.604,0.751,0.666,0.836,0.761
Jornal,RIO BRANCO DO SUL,412220.0,4122206.0,4,RM Curitiba,PR,Paraná,Sul,Brasil,30647.0,548.8,0.414,0.679,0.545,0.847,0.679
Jornal,CAÇADOR,420300.0,4203006.0,4,n/d,SC,Santa Catarina,Sul,Brasil,70361.0,744.28,0.516,0.735,0.62,0.878,0.728
Jornal,CAPIVARI DE BAIXO,420395.0,4203956.0,4,n/d,SC,Santa Catarina,Sul,Brasil,21618.0,723.04,0.615,0.767,0.716,0.87,0.724
Jornal,IÇARA,420700.0,4207007.0,4,n/d,SC,Santa Catarina,Sul,Brasil,58666.0,759.54,0.511,0.741,0.645,0.861,0.732
Jornal,PORTO UNIÃO,421360.0,4213609.0,4,n/d,SC,Santa Catarina,Sul,Brasil,33342.0,864.41,0.593,0.786,0.724,0.891,0.752
Jornal,SÃO FRANCISCO DO SUL,421620.0,4216206.0,4,n/d,SC,Santa Catarina,Sul,Brasil,42245.0,801.49,0.634,0.762,0.699,0.856,0.74
Jornal,ALEGRETE,430040.0,4300406.0,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,76994.0,705.29,0.567,0.74,0.664,0.849,0.72
Jornal,CAÇAPAVA DO SUL,430280.0,4302808.0,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,33339.0,618.98,0.456,0.704,0.585,0.855,0.699
Jornal,CANELA,430440.0,4304408.0,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,38874.0,787.78,0.562,0.748,0.667,0.849,0.738
Jornal,CAPÃO DA CANOA,430463.0,4304630.0,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,41830.0,884.47,0.585,0.743,0.637,0.852,0.756
Jornal,ENCANTADO,430680.0,4306809.0,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,20415.0,931.47,0.542,0.767,0.687,0.858,0.764
Jornal,ESTÂNCIA VELHA,430760.0,4307609.0,4,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,42455.0,848.45,0.543,0.757,0.652,0.887,0.749
Jornal,FREDERICO WESTPHALEN,430850.0,4308508.0,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,28568.0,875.03,0.55,0.76,0.688,0.846,0.754
Jornal,HORIZONTINA,430960.0,4309605.0,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,18290.0,1037.04,0.587,0.783,0.716,0.858,0.782
Jornal,IBIRUBÁ,431000.0,4310009.0,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,19187.0,1062.3,0.511,0.765,0.671,0.848,0.786
Jornal,NOVA PETRÓPOLIS,431320.0,4313201.0,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,18852.0,994.67,0.522,0.78,0.688,0.89,0.775
Jornal,OSÓRIO,431350.0,4313508.0,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,40807.0,957.94,0.567,0.751,0.646,0.853,0.769
Jornal,PANAMBI,431390.0,4313904.0,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,37837.0,864.44,0.574,0.761,0.691,0.848,0.752
Jornal,RESTINGA SECA,431550.0,4315503.0,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,15743.0,660.14,0.419,0.683,0.542,0.828,0.709
Jornal,SANTA MARIA,431690.0,4316907.0,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,258667.0,1127.25,0.683,0.784,0.715,0.848,0.795
Jornal,SANTO ÂNGELO,431750.0,4317509.0,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,75626.0,936.27,0.58,0.772,0.696,0.863,0.765
Jornal,SÃO PEDRO DO SUL,431940.0,4319406.0,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,16314.0,614.89,0.447,0.709,0.619,0.824,0.698
Jornal,SÃO SEPÉ,431960.0,4319604.0,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,23625.0,656.77,0.43,0.708,0.576,0.871,0.708
Jornal,TRAMANDAÍ,432160.0,4321600.0,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,41406.0,737.84,0.534,0.719,0.606,0.842,0.727
Jornal,TRÊS PASSOS,432190.0,4321907.0,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,23429.0,823.33,0.555,0.768,0.71,0.858,0.745
Jornal,TRIUNFO,432200.0,4322004.0,4,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,25715.0,695.08,0.494,0.733,0.629,0.873,0.717
Jornal,CORUMBÁ,500320.0,5003207.0,4,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,102596.0,627.1,0.546,0.7,0.586,0.834,0.701
Jornal,DOURADOS,500370.0,5003702.0,4,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,194084.0,866.4,0.587,0.747,0.657,0.843,0.753
Jornal,NOVA ANDRADINA,500620.0,5006200.0,4,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,44985.0,688.15,0.496,0.721,0.616,0.85,0.716
Jornal,BARRA DO GARÇAS,510180.0,5101803.0,4,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,56419.0,789.99,0.604,0.748,0.693,0.817,0.738
Jornal,RONDONÓPOLIS,510760.0,5107602.0,4,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,193435.0,843.62,0.598,0.755,0.698,0.823,0.749
Jornal,TANGARÁ DA SERRA,510795.0,5107958.0,4,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,82699.0,846.59,0.522,0.729,0.626,0.825,0.749
Jornal,FORMOSA,520800.0,5208004.0,4,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,98932.0,732.24,0.561,0.744,0.666,0.852,0.726
Jornal,ARIQUEMES,110002.0,1100023.0,3,n/d,RO,Rondônia,Norte,Brasil,89766.0,689.95,0.514,0.702,0.6,0.806,0.716
Jornal,CACOAL,110004.0,1100049.0,3,n/d,RO,Rondônia,Norte,Brasil,78141.0,738.06,0.488,0.718,0.62,0.821,0.727
Jornal,ROLIM DE MOURA,110028.0,1100288.0,3,n/d,RO,Rondônia,Norte,Brasil,50379.0,657.65,0.474,0.7,0.598,0.808,0.709
Jornal,MARABÁ,150420.0,1504208.0,3,n/d,PA,Pará,Norte,Brasil,232030.0,527.86,0.508,0.668,0.564,0.785,0.673
Jornal,MACAPÁ,160030.0,1600303.0,3,n/d,AP,Amapá,Norte,Brasil,395465.0,717.88,0.679,0.733,0.663,0.82,0.723
Jornal,GURUPI,170950.0,1709500.0,3,n/d,TO,Tocantins,Norte,Brasil,76292.0,778.9,0.655,0.759,0.706,0.843,0.736
Jornal,JUAZEIRO DO NORTE,230730.0,2307304.0,3,n/d,CE,Ceará,Nordeste,Brasil,248222.0,439.53,0.528,0.694,0.642,0.81,0.644
Jornal,GARANHUNS,260600.0,2606002.0,3,n/d,PE,Pernambuco,Nordeste,Brasil,128786.0,492.44,0.466,0.664,0.556,0.795,0.662
Jornal,BARREIRAS,290320.0,2903201.0,3,n/d,BA,Bahia,Nordeste,Brasil,136670.0,602.82,0.596,0.721,0.668,0.807,0.695
Jornal,GUANAMBI,291170.0,2911709.0,3,n/d,BA,Bahia,Nordeste,Brasil,78399.0,496.05,0.455,0.673,0.584,0.789,0.663
Jornal,IRECÊ,291460.0,2914604.0,3,n/d,BA,Bahia,Nordeste,Brasil,65844.0,488.15,0.514,0.691,0.643,0.776,0.661
Jornal,JUAZEIRO,291840.0,2918407.0,3,n/d,BA,Bahia,Nordeste,Brasil,197031.0,476.58,0.511,0.677,0.594,0.796,0.657
Jornal,PORTO SEGURO,292530.0,2925303.0,3,n/d,BA,Bahia,Nordeste,Brasil,125914.0,527.04,0.499,0.676,0.572,0.801,0.673
Jornal,ALÉM PARAÍBA,310150.0,3101508.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,34233.0,674.5,0.517,0.726,0.626,0.857,0.713
Jornal,ALMENARA,310170.0,3101706.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,38452.0,419.98,0.37,0.642,0.518,0.803,0.636
Jornal,ARCOS,310420.0,3104205.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,36383.0,691.16,0.536,0.749,0.671,0.874,0.717
Jornal,BAMBUÍ,310510.0,3105103.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,22555.0,777.46,0.481,0.741,0.636,0.87,0.735
Jornal,CAETÉ,311000.0,3110004.0,3,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,40470.0,586.16,0.538,0.728,0.663,0.844,0.69
Jornal,CARANGOLA,311330.0,3113305.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,32065.0,618.24,0.436,0.695,0.573,0.837,0.699
Jornal,CARATINGA,311340.0,3113404.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,84526.0,610.29,0.451,0.706,0.603,0.836,0.697
Jornal,FORMIGA,312610.0,3126109.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,64484.0,746.8,0.507,0.755,0.676,0.874,0.729
Jornal,GUAXUPÉ,312870.0,3128709.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,49148.0,746.7,0.524,0.751,0.659,0.88,0.729
Jornal,JANAÚBA,313510.0,3135100.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,66381.0,468.29,0.475,0.696,0.649,0.796,0.654
Jornal,JOÃO MONLEVADE,313620.0,3136207.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,73350.0,724.4,0.592,0.758,0.708,0.849,0.724
Jornal,LAGOA DA PRATA,313720.0,3137205.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,45628.0,707.01,0.471,0.732,0.655,0.832,0.72
Jornal,LUZ,313880.0,3138807.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,17356.0,720.88,0.461,0.724,0.63,0.833,0.723
Jornal,MARIANA,314000.0,3140001.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,53910.0,641.84,0.595,0.742,0.664,0.874,0.705
Jornal,NOVA ERA,314470.0,3144706.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,17450.0,532.58,0.497,0.709,0.639,0.825,0.675
Jornal,PARACATU,314700.0,3147006.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,84327.0,637.8,0.556,0.744,0.685,0.854,0.704
Jornal,PEDRO LEOPOLDO,314930.0,3149309.0,3,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,58479.0,721.11,0.583,0.757,0.7,0.856,0.723
Jornal,SANTA BÁRBARA,315720.0,3157203.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,27796.0,535.84,0.542,0.707,0.642,0.816,0.676
Jornal,SANTOS DUMONT,316070.0,3160702.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,46132.0,578.64,0.553,0.741,0.697,0.847,0.688
Jornal,UBÁ,316990.0,3169901.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,101130.0,739.56,0.503,0.724,0.62,0.841,0.727
Jornal,UNAÍ,317040.0,3170404.0,3,RIDE DF,MG,Minas Gerais,Sudeste,Brasil,76546.0,720.51,0.488,0.736,0.651,0.847,0.723
Jornal,ANCHIETA,320040.0,3200409.0,3,n/d,ES,Espírito Santo,Sudeste,Brasil,23799.0,608.42,0.526,0.73,0.654,0.856,0.696
Jornal,LINHARES,320320.0,3203205.0,3,n/d,ES,Espírito Santo,Sudeste,Brasil,139823.0,711.38,0.531,0.724,0.63,0.834,0.721
Jornal,PINHEIROS,320410.0,3204104.0,3,n/d,ES,Espírito Santo,Sudeste,Brasil,23809.0,509.45,0.377,0.673,0.558,0.816,0.668
Jornal,SÃO GABRIEL DA PALHA,320470.0,3204708.0,3,n/d,ES,Espírito Santo,Sudeste,Brasil,31623.0,792.54,0.445,0.709,0.578,0.835,0.739
Jornal,SÃO MATEUS,320490.0,3204906.0,3,n/d,ES,Espírito Santo,Sudeste,Brasil,108223.0,699.99,0.557,0.735,0.655,0.843,0.719
Jornal,ARMAÇÃO DOS BÚZIOS,330023.0,3300233.0,3,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,27276.0,851.39,0.58,0.728,0.624,0.824,0.75
Jornal,ARRAIAL DO CABO,330025.0,3300258.0,3,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,27627.0,714.47,0.627,0.733,0.677,0.805,0.722
Jornal,CAMPOS DOS GOYTACAZES,330100.0,3301009.0,3,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,460592.0,682.59,0.555,0.716,0.619,0.83,0.715
Jornal,CORDEIRO,330150.0,3301504.0,3,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,20407.0,724.29,0.581,0.729,0.649,0.826,0.724
Jornal,MAGÉ,330250.0,3302502.0,3,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,226225.0,567.59,0.545,0.709,0.626,0.832,0.685
Jornal,MESQUITA,330285.0,3302858.0,3,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,168234.0,640.37,0.662,0.737,0.678,0.839,0.704
Jornal,NOVA FRIBURGO,330340.0,3303401.0,3,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,181153.0,894.75,0.55,0.745,0.645,0.846,0.758
Jornal,PORCIÚNCULA,330410.0,3304102.0,3,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,17686.0,615.63,0.472,0.697,0.606,0.802,0.698
Jornal,RIO BONITO,330430.0,3304300.0,3,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,54869.0,643.54,0.525,0.71,0.62,0.819,0.705
Jornal,TRÊS RIOS,330600.0,3306008.0,3,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,77133.0,726.83,0.597,0.725,0.656,0.801,0.725
Jornal,VALENÇA,330610.0,3306107.0,3,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,71332.0,675.62,0.581,0.738,0.666,0.848,0.713
Jornal,ARAÇATUBA,350280.0,3502804.0,3,n/d,SP,São Paulo,Sudeste,Brasil,180537.0,1036.09,0.643,0.788,0.744,0.841,0.782
Jornal,ARARAS,350330.0,3503307.0,3,n/d,SP,São Paulo,Sudeste,Brasil,117824.0,921.76,0.617,0.781,0.728,0.859,0.763
Jornal,BERTIOGA,350635.0,3506359.0,3,n/d,SP,São Paulo,Sudeste,Brasil,47239.0,736.03,0.542,0.73,0.654,0.817,0.727
Jornal,CAIEIRAS,350900.0,3509007.0,3,RM São Paulo,SP,São Paulo,Sudeste,Brasil,86294.0,800.15,0.644,0.781,0.749,0.861,0.74
Jornal,CAMPO LIMPO PAULISTA,350960.0,3509601.0,3,n/d,SP,São Paulo,Sudeste,Brasil,73614.0,767.85,0.637,0.769,0.739,0.84,0.733
Jornal,CERQUILHO,351150.0,3511508.0,3,n/d,SP,São Paulo,Sudeste,Brasil,39409.0,894.52,0.606,0.782,0.739,0.854,0.758
Jornal,CONCHAS,351230.0,3512308.0,3,n/d,SP,São Paulo,Sudeste,Brasil,16191.0,730.42,0.491,0.736,0.658,0.837,0.725
Jornal,ESPÍRITO SANTO DO PINHAL,351518.0,3515186.0,3,n/d,SP,São Paulo,Sudeste,Brasil,41568.0,1048.6,0.575,0.787,0.712,0.872,0.784
Jornal,FRANCA,351620.0,3516200.0,3,n/d,SP,São Paulo,Sudeste,Brasil,317558.0,846.57,0.631,0.78,0.753,0.842,0.749
Jornal,GUARAREMA,351830.0,3518305.0,3,RM São Paulo,SP,São Paulo,Sudeste,Brasil,25691.0,748.79,0.551,0.731,0.656,0.817,0.729
Jornal,IBIÚNA,351970.0,3519709.0,3,n/d,SP,São Paulo,Sudeste,Brasil,70850.0,624.55,0.433,0.71,0.614,0.832,0.7
Jornal,ITAPEVA,352240.0,3522406.0,3,n/d,SP,São Paulo,Sudeste,Brasil,87462.0,630.48,0.546,0.732,0.697,0.803,0.702
Jornal,ITAPEVI,352250.0,3522505.0,3,RM São Paulo,SP,São Paulo,Sudeste,Brasil,200590.0,575.72,0.554,0.735,0.677,0.855,0.687
Jornal,ITAPIRA,352260.0,3522604.0,3,n/d,SP,São Paulo,Sudeste,Brasil,67517.0,849.81,0.558,0.762,0.692,0.852,0.75
Jornal,ITAQUAQUECETUBA,352310.0,3523107.0,3,RM São Paulo,SP,São Paulo,Sudeste,Brasil,321198.0,502.85,0.542,0.714,0.648,0.844,0.665
Jornal,ITATIBA,352340.0,3523404.0,3,n/d,SP,São Paulo,Sudeste,Brasil,101022.0,1080.74,0.599,0.778,0.708,0.844,0.788
Jornal,JALES,352480.0,3524808.0,3,n/d,SP,São Paulo,Sudeste,Brasil,46877.0,850.11,0.567,0.776,0.73,0.855,0.75
Jornal,JANDIRA,352500.0,3525003.0,3,RM São Paulo,SP,São Paulo,Sudeste,Brasil,108193.0,792.33,0.609,0.76,0.706,0.841,0.738
Jornal,JARDINÓPOLIS,352510.0,3525102.0,3,n/d,SP,São Paulo,Sudeste,Brasil,37596.0,742.74,0.537,0.735,0.64,0.853,0.728
Jornal,JARINU,352520.0,3525201.0,3,n/d,SP,São Paulo,Sudeste,Brasil,23797.0,718.61,0.508,0.733,0.659,0.826,0.723
Jornal,JOSÉ BONIFÁCIO,352570.0,3525706.0,3,n/d,SP,São Paulo,Sudeste,Brasil,32661.0,863.34,0.542,0.777,0.717,0.869,0.752
Jornal,LIMEIRA,352690.0,3526902.0,3,n/d,SP,São Paulo,Sudeste,Brasil,275032.0,910.85,0.61,0.775,0.719,0.852,0.761
Jornal,MIRASSOL,353030.0,3530300.0,3,n/d,SP,São Paulo,Sudeste,Brasil,53576.0,841.27,0.577,0.762,0.698,0.846,0.748
Jornal,MONTE ALTO,353130.0,3531308.0,3,n/d,SP,São Paulo,Sudeste,Brasil,46499.0,832.6,0.546,0.768,0.707,0.859,0.746
