meio,cidade,Codmun6,Codmun7,veiculos_mapeados,regiao_metropolitana,uf,estado,regiao,pais,POP,RDPC,I_ESCOLARIDADE,IDHM,IDHM_E,IDHM_L,IDHM_R
Online,IRANDUBA,130185.0,1301852.0,1,n/d,AM,Amazonas,Norte,Brasil,40642.0,349.23,0.4,0.613,0.476,0.799,0.607
Online,ALTAMIRA,150060.0,1500602.0,1,n/d,PA,Pará,Norte,Brasil,98183.0,492.05,0.461,0.665,0.548,0.811,0.662
Online,MONTE ALEGRE,150480.0,1504802.0,1,n/d,PA,Pará,Norte,Brasil,55260.0,231.65,0.364,0.589,0.495,0.764,0.541
Online,PARAUAPEBAS,150553.0,1505536.0,1,n/d,PA,Pará,Norte,Brasil,153443.0,627.61,0.603,0.715,0.644,0.809,0.701
Online,SANTARÉM,150680.0,1506807.0,1,n/d,PA,Pará,Norte,Brasil,293064.0,409.07,0.569,0.691,0.648,0.807,0.632
Online,TAILÂNDIA,150795.0,1507953.0,1,n/d,PA,Pará,Norte,Brasil,78878.0,300.85,0.379,0.588,0.45,0.776,0.583
Online,ARAGUATINS,170220.0,1702208.0,1,n/d,TO,Tocantins,Norte,Brasil,31268.0,342.07,0.409,0.631,0.525,0.793,0.604
Online,GURUPI,170950.0,1709500.0,1,n/d,TO,Tocantins,Norte,Brasil,76292.0,778.9,0.655,0.759,0.706,0.843,0.736
Online,RAPOSA,210945.0,2109452.0,1,n/d,MA,Maranhão,Nordeste,Brasil,26308.0,274.0,0.457,0.626,0.587,0.735,0.568
Online,ÁGUA BRANCA,220020.0,2200202.0,1,n/d,PI,Piauí,Nordeste,Brasil,16436.0,335.63,0.424,0.639,0.569,0.763,0.6
Online,CAMPO MAIOR,220220.0,2202208.0,1,n/d,PI,Piauí,Nordeste,Brasil,45093.0,401.74,0.423,0.656,0.566,0.793,0.629
Online,FLORIANO,220390.0,2203909.0,1,n/d,PI,Piauí,Nordeste,Brasil,57242.0,536.3,0.562,0.7,0.633,0.802,0.676
Online,BARBALHA,230190.0,2301901.0,1,n/d,CE,Ceará,Nordeste,Brasil,55259.0,362.9,0.514,0.683,0.637,0.817,0.613
Online,BREJO SANTO,230250.0,2302503.0,1,n/d,CE,Ceará,Nordeste,Brasil,44890.0,325.64,0.464,0.647,0.592,0.768,0.596
Online,CRATO,230420.0,2304202.0,1,n/d,CE,Ceará,Nordeste,Brasil,120655.0,470.46,0.568,0.713,0.673,0.822,0.655
Online,CAICÓ,240200.0,2402006.0,1,n/d,RN,Rio Grande do Norte,Nordeste,Brasil,62116.0,637.13,0.499,0.71,0.619,0.824,0.703
Online,ARARUNA,250100.0,2501005.0,1,n/d,PB,Paraíba,Nordeste,Brasil,18813.0,244.02,0.267,0.567,0.439,0.758,0.549
Online,CAJAZEIRAS,250370.0,2503704.0,1,n/d,PB,Paraíba,Nordeste,Brasil,58122.0,511.56,0.442,0.679,0.574,0.815,0.668
Online,CONCEIÇÃO,250440.0,2504405.0,1,n/d,PB,Paraíba,Nordeste,Brasil,18258.0,290.63,0.319,0.592,0.476,0.754,0.577
Online,SÃO BENTO,251390.0,2513901.0,1,n/d,PB,Paraíba,Nordeste,Brasil,30798.0,328.99,0.243,0.58,0.424,0.769,0.597
Online,SÃO JOSÉ DE PIRANHAS,251450.0,2514503.0,1,n/d,PB,Paraíba,Nordeste,Brasil,19025.0,321.53,0.281,0.591,0.461,0.755,0.594
Online,CACHOEIRINHA,260310.0,2603108.0,1,n/d,PE,Pernambuco,Nordeste,Brasil,18774.0,308.18,0.269,0.579,0.439,0.753,0.587
Online,GARANHUNS,260600.0,2606002.0,1,n/d,PE,Pernambuco,Nordeste,Brasil,128786.0,492.44,0.466,0.664,0.556,0.795,0.662
Online,JABOATÃO DOS GUARARAPES,260790.0,2607901.0,1,RM Recife,PE,Pernambuco,Nordeste,Brasil,642986.0,593.9,0.585,0.717,0.642,0.83,0.692
Online,OLINDA,260960.0,2609600.0,1,RM Recife,PE,Pernambuco,Nordeste,Brasil,376158.0,640.13,0.64,0.735,0.675,0.836,0.704
Online,PALMARES,261000.0,2610004.0,1,n/d,PE,Pernambuco,Nordeste,Brasil,58392.0,311.09,0.434,0.622,0.55,0.744,0.588
Online,PETROLINA,261110.0,2611101.0,1,n/d,PE,Pernambuco,Nordeste,Brasil,291908.0,605.06,0.536,0.697,0.611,0.799,0.695
Online,SANTA CRUZ DO CAPIBARIBE,261250.0,2612505.0,1,n/d,PE,Pernambuco,Nordeste,Brasil,86786.0,507.05,0.353,0.648,0.506,0.806,0.667
Online,PENEDO,270670.0,2706703.0,1,n/d,AL,Alagoas,Nordeste,Brasil,60049.0,339.15,0.407,0.63,0.536,0.774,0.602
Online,ITABAIANA,280290.0,2802908.0,1,n/d,SE,Sergipe,Nordeste,Brasil,86586.0,443.39,0.369,0.642,0.513,0.801,0.645
Online,LAGARTO,280350.0,2803500.0,1,n/d,SE,Sergipe,Nordeste,Brasil,94431.0,362.8,0.36,0.625,0.515,0.775,0.613
Online,ALAGOINHAS,290070.0,2900702.0,1,n/d,BA,Bahia,Nordeste,Brasil,141312.0,553.17,0.575,0.683,0.592,0.79,0.681
Online,BAIXA GRANDE,290260.0,2902609.0,1,n/d,BA,Bahia,Nordeste,Brasil,19995.0,243.98,0.28,0.585,0.471,0.775,0.549
Online,BARREIRAS,290320.0,2903201.0,1,n/d,BA,Bahia,Nordeste,Brasil,136670.0,602.82,0.596,0.721,0.668,0.807,0.695
Online,CARINHANHA,290710.0,2907103.0,1,n/d,BA,Bahia,Nordeste,Brasil,28311.0,209.51,0.356,0.576,0.477,0.763,0.525
Online,CONCEIÇÃO DO COITÉ,290840.0,2908408.0,1,n/d,BA,Bahia,Nordeste,Brasil,61858.0,309.61,0.359,0.611,0.517,0.752,0.587
Online,EUCLIDES DA CUNHA,291070.0,2910701.0,1,n/d,BA,Bahia,Nordeste,Brasil,56047.0,269.58,0.277,0.567,0.43,0.749,0.565
Online,EUNÁPOLIS,291072.0,2910727.0,1,n/d,BA,Bahia,Nordeste,Brasil,99686.0,575.44,0.499,0.677,0.572,0.791,0.687
Online,IPIAÚ,291390.0,2913903.0,1,n/d,BA,Bahia,Nordeste,Brasil,44041.0,573.36,0.434,0.67,0.551,0.796,0.687
Online,ITAMBÉ,291580.0,2915809.0,1,n/d,BA,Bahia,Nordeste,Brasil,22939.0,312.32,0.296,0.578,0.436,0.75,0.589
Online,JEQUIÉ,291800.0,2918001.0,1,n/d,BA,Bahia,Nordeste,Brasil,150577.0,473.92,0.49,0.665,0.568,0.79,0.656
Online,JUAZEIRO,291840.0,2918407.0,1,n/d,BA,Bahia,Nordeste,Brasil,197031.0,476.58,0.511,0.677,0.594,0.796,0.657
Online,PAULO AFONSO,292400.0,2924009.0,1,n/d,BA,Bahia,Nordeste,Brasil,107558.0,544.73,0.486,0.674,0.572,0.789,0.678
Online,SÃO DESIDÉRIO,292890.0,2928901.0,1,n/d,BA,Bahia,Nordeste,Brasil,27073.0,302.2,0.307,0.579,0.449,0.742,0.584
Online,ARAGUARI,310350.0,3103504.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,109297.0,798.63,0.585,0.773,0.716,0.871,0.74
Online,ARAXÁ,310400.0,3104007.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,93153.0,883.88,0.628,0.772,0.709,0.858,0.756
Online,CAETÉ,311000.0,3110004.0,1,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,40470.0,586.16,0.538,0.728,0.663,0.844,0.69
Online,CONSELHEIRO LAFAIETE,311830.0,3118304.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,116043.0,781.59,0.603,0.761,0.697,0.86,0.736
Online,FORMIGA,312610.0,3126109.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,64484.0,746.8,0.507,0.755,0.676,0.874,0.729
Online,GOVERNADOR VALADARES,312770.0,3127701.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,261663.0,678.74,0.549,0.727,0.644,0.834,0.714
Online,GUAXUPÉ,312870.0,3128709.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,49148.0,746.7,0.524,0.751,0.659,0.88,0.729
Online,ITAJUBÁ,313240.0,3132404.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,89914.0,948.2,0.645,0.787,0.718,0.884,0.767
Online,ITAÚNA,313380.0,3133808.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,84936.0,847.74,0.548,0.758,0.685,0.85,0.749
Online,JOÃO MONLEVADE,313620.0,3136207.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,73350.0,724.4,0.592,0.758,0.708,0.849,0.724
Online,LAVRAS,313820.0,3138203.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,91582.0,889.65,0.618,0.782,0.719,0.88,0.757
Online,MUZAMBINHO,314410.0,3144102.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,20324.0,719.94,0.51,0.74,0.652,0.859,0.723
Online,NOVA LIMA,314480.0,3144805.0,1,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,80327.0,1731.84,0.66,0.813,0.704,0.885,0.864
Online,PARÁ DE MINAS,314710.0,3147105.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,83588.0,686.42,0.505,0.725,0.628,0.848,0.715
Online,PATROCÍNIO,314810.0,3148103.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,81685.0,720.59,0.485,0.729,0.628,0.852,0.723
Online,POUSO ALEGRE,315250.0,3152501.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,129577.0,878.26,0.619,0.774,0.704,0.872,0.755
Online,SETE LAGOAS,316720.0,3167202.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,213087.0,809.26,0.59,0.76,0.705,0.84,0.742
Online,TEÓFILO OTONI,316860.0,3168606.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,133143.0,615.34,0.492,0.701,0.598,0.824,0.698
Online,VARGINHA,317070.0,3170701.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,122584.0,904.57,0.629,0.778,0.707,0.875,0.76
Online,DOMINGOS MARTINS,320190.0,3201902.0,1,n/d,ES,Espírito Santo,Sudeste,Brasil,31784.0,551.74,0.327,0.669,0.528,0.833,0.68
Online,SERRA,320500.0,3205002.0,1,n/d,ES,Espírito Santo,Sudeste,Brasil,407614.0,705.89,0.614,0.739,0.664,0.844,0.72
Online,ITAPERUNA,330220.0,3302205.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,94954.0,688.83,0.536,0.73,0.649,0.837,0.716
Online,ITATIAIA,330225.0,3302254.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,28639.0,773.48,0.593,0.737,0.652,0.836,0.735
Online,MACAÉ,330240.0,3302403.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,206005.0,1103.42,0.678,0.764,0.681,0.828,0.792
Online,MAGÉ,330250.0,3302502.0,1,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,226225.0,567.59,0.545,0.709,0.626,0.832,0.685
Online,MARICÁ,330270.0,3302700.0,1,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,127228.0,910.41,0.655,0.765,0.692,0.85,0.761
Online,MIGUEL PEREIRA,330290.0,3302908.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,24530.0,801.63,0.561,0.745,0.675,0.828,0.74
Online,NOVA FRIBURGO,330340.0,3303401.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,181153.0,894.75,0.55,0.745,0.645,0.846,0.758
Online,PETRÓPOLIS,330390.0,3303906.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,294326.0,922.49,0.566,0.745,0.639,0.847,0.763
Online,TERESÓPOLIS,330580.0,3305802.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,162971.0,859.79,0.531,0.73,0.605,0.855,0.752
Online,ANDRADINA,350210.0,3502101.0,1,n/d,SP,São Paulo,Sudeste,Brasil,54242.0,919.36,0.58,0.779,0.702,0.885,0.762
Online,ARTUR NOGUEIRA,350380.0,3503802.0,1,n/d,SP,São Paulo,Sudeste,Brasil,44074.0,823.24,0.554,0.749,0.681,0.827,0.745
Online,ATIBAIA,350410.0,3504107.0,1,n/d,SP,São Paulo,Sudeste,Brasil,125501.0,1063.52,0.58,0.765,0.67,0.851,0.786
Online,BOTUCATU,350750.0,3507506.0,1,n/d,SP,São Paulo,Sudeste,Brasil,126813.0,1089.1,0.653,0.8,0.746,0.869,0.79
Online,CAJAMAR,350920.0,3509205.0,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,64040.0,676.5,0.554,0.728,0.668,0.81,0.713
Online,CARAPICUÍBA,351060.0,3510609.0,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,368909.0,712.78,0.6,0.749,0.693,0.842,0.721
Online,CARDOSO,351070.0,3510708.0,1,n/d,SP,São Paulo,Sudeste,Brasil,11762.0,605.99,0.468,0.722,0.636,0.853,0.695
Online,COLÔMBIA,351210.0,3512100.0,1,n/d,SP,São Paulo,Sudeste,Brasil,5982.0,582.53,0.47,0.71,0.647,0.802,0.689
Online,ENGENHEIRO COELHO,351515.0,3515152.0,1,n/d,SP,São Paulo,Sudeste,Brasil,15658.0,707.37,0.516,0.732,0.668,0.815,0.72
Online,FERNANDÓPOLIS,351550.0,3515509.0,1,n/d,SP,São Paulo,Sudeste,Brasil,64444.0,944.0,0.595,0.797,0.758,0.872,0.767
Online,HOLAMBRA,351905.0,3519055.0,1,n/d,SP,São Paulo,Sudeste,Brasil,11254.0,1274.53,0.583,0.793,0.698,0.878,0.815
Online,ITAPORANGA,352280.0,3522802.0,1,n/d,SP,São Paulo,Sudeste,Brasil,14423.0,552.76,0.413,0.719,0.653,0.835,0.681
Online,JAÚ,352530.0,3525300.0,1,n/d,SP,São Paulo,Sudeste,Brasil,130260.0,951.17,0.572,0.778,0.693,0.886,0.768
Online,LEME,352670.0,3526704.0,1,n/d,SP,São Paulo,Sudeste,Brasil,91255.0,746.15,0.511,0.744,0.665,0.851,0.729
Online,LIMEIRA,352690.0,3526902.0,1,n/d,SP,São Paulo,Sudeste,Brasil,275032.0,910.85,0.61,0.775,0.719,0.852,0.761
Online,OURINHOS,353470.0,3534708.0,1,n/d,SP,São Paulo,Sudeste,Brasil,102702.0,868.91,0.601,0.778,0.727,0.859,0.753
Online,PARAGUAÇU PAULISTA,353550.0,3535507.0,1,n/d,SP,São Paulo,Sudeste,Brasil,40879.0,694.42,0.577,0.762,0.739,0.836,0.717
Online,PENÁPOLIS,353730.0,3537305.0,1,n/d,SP,São Paulo,Sudeste,Brasil,58257.0,840.16,0.581,0.759,0.68,0.859,0.748
Online,PERUÍBE,353760.0,3537602.0,1,n/d,SP,São Paulo,Sudeste,Brasil,59434.0,753.85,0.576,0.749,0.675,0.854,0.73
Online,REGISTRO,354260.0,3542602.0,1,n/d,SP,São Paulo,Sudeste,Brasil,54129.0,699.41,0.572,0.754,0.702,0.851,0.718
Online,SÃO JOSÉ DO RIO PARDO,354970.0,3549706.0,1,n/d,SP,São Paulo,Sudeste,Brasil,51528.0,818.61,0.563,0.774,0.717,0.868,0.744
Online,SOCORRO,355210.0,3552106.0,1,n/d,SP,São Paulo,Sudeste,Brasil,36547.0,785.71,0.462,0.729,0.634,0.828,0.737
Online,TANABI,355340.0,3553401.0,1,n/d,SP,São Paulo,Sudeste,Brasil,23991.0,775.79,0.507,0.748,0.687,0.829,0.735
Online,TAUBATÉ,355410.0,3554102.0,1,n/d,SP,São Paulo,Sudeste,Brasil,276215.0,1011.95,0.682,0.8,0.746,0.883,0.778
Online,TUPÃ,355500.0,3555000.0,1,n/d,SP,São Paulo,Sudeste,Brasil,62563.0,926.96,0.587,0.771,0.704,0.852,0.764
Online,APUCARANA,410140.0,4101408.0,1,n/d,PR,Paraná,Sul,Brasil,120486.0,804.81,0.548,0.748,0.668,0.845,0.741
Online,ASSIS CHATEAUBRIAND,410200.0,4102000.0,1,n/d,PR,Paraná,Sul,Brasil,32901.0,676.1,0.467,0.729,0.633,0.857,0.713
Online,CAFELÂNDIA,410345.0,4103453.0,1,n/d,PR,Paraná,Sul,Brasil,14625.0,721.38,0.557,0.748,0.692,0.835,0.723
Online,CIANORTE,410550.0,4105508.0,1,n/d,PR,Paraná,Sul,Brasil,69698.0,837.13,0.549,0.755,0.685,0.841,0.747
Online,GENERAL CARNEIRO,410850.0,4108502.0,1,n/d,PR,Paraná,Sul,Brasil,13658.0,423.27,0.374,0.652,0.532,0.816,0.638
Online,GUAÍRA,410880.0,4108809.0,1,n/d,PR,Paraná,Sul,Brasil,30447.0,795.84,0.482,0.724,0.615,0.836,0.739
Online,JACAREZINHO,411180.0,4111803.0,1,n/d,PR,Paraná,Sul,Brasil,38787.0,770.55,0.576,0.743,0.663,0.844,0.734
Online,LAPA,411320.0,4113205.0,1,RM Curitiba,PR,Paraná,Sul,Brasil,44798.0,608.6,0.448,0.706,0.595,0.848,0.696
Online,MANGUEIRINHA,411440.0,4114401.0,1,n/d,PR,Paraná,Sul,Brasil,16989.0,605.97,0.435,0.688,0.579,0.811,0.695
Online,MEDIANEIRA,411580.0,4115804.0,1,n/d,PR,Paraná,Sul,Brasil,41568.0,914.67,0.546,0.763,0.686,0.849,0.762
Online,PALOTINA,411790.0,4117909.0,1,n/d,PR,Paraná,Sul,Brasil,28550.0,904.85,0.569,0.768,0.689,0.864,0.76
Online,PARANAVAÍ,411840.0,4118402.0,1,n/d,PR,Paraná,Sul,Brasil,81023.0,852.66,0.575,0.763,0.703,0.844,0.75
Online,PATO BRANCO,411850.0,4118501.0,1,n/d,PR,Paraná,Sul,Brasil,71860.0,1013.22,0.627,0.782,0.728,0.845,0.778
Online,SANTO ANTÔNIO DA PLATINA,412410.0,4124103.0,1,n/d,PR,Paraná,Sul,Brasil,42461.0,765.04,0.515,0.718,0.617,0.817,0.733
Online,UNIÃO DA VITÓRIA,412820.0,4128203.0,1,n/d,PR,Paraná,Sul,Brasil,52491.0,674.29,0.562,0.74,0.68,0.837,0.713
Online,WENCESLAU BRAZ,412850.0,4128500.0,1,n/d,PR,Paraná,Sul,Brasil,19117.0,594.42,0.436,0.687,0.594,0.79,0.692
Online,BIGUAÇU,420230.0,4202305.0,1,n/d,SC,Santa Catarina,Sul,Brasil,58014.0,764.37,0.58,0.739,0.659,0.836,0.733
Online,BLUMENAU,420240.0,4202404.0,1,n/d,SC,Santa Catarina,Sul,Brasil,306393.0,1253.17,0.659,0.806,0.722,0.894,0.812
Online,BRAÇO DO NORTE,420280.0,4202800.0,1,n/d,SC,Santa Catarina,Sul,Brasil,28879.0,831.77,0.59,0.778,0.716,0.881,0.746
Online,BRUSQUE,420290.0,4202909.0,1,n/d,SC,Santa Catarina,Sul,Brasil,104887.0,1116.93,0.591,0.795,0.707,0.894,0.794
Online,CONCÓRDIA,420430.0,4204301.0,1,n/d,SC,Santa Catarina,Sul,Brasil,68285.0,1009.49,0.599,0.8,0.756,0.872,0.777
Online,CURITIBANOS,420480.0,4204806.0,1,n/d,SC,Santa Catarina,Sul,Brasil,37460.0,687.47,0.493,0.721,0.62,0.846,0.716
Online,DIONÍSIO CERQUEIRA,420500.0,4205001.0,1,n/d,SC,Santa Catarina,Sul,Brasil,14753.0,636.41,0.41,0.706,0.61,0.82,0.703
Online,GASPAR,420590.0,4205902.0,1,n/d,SC,Santa Catarina,Sul,Brasil,57615.0,964.36,0.558,0.765,0.655,0.889,0.77
Online,IMBITUBA,420730.0,4207304.0,1,n/d,SC,Santa Catarina,Sul,Brasil,39714.0,768.81,0.592,0.765,0.703,0.868,0.734
Online,ITAPEMA,420830.0,4208302.0,1,n/d,SC,Santa Catarina,Sul,Brasil,45573.0,1078.48,0.656,0.796,0.727,0.881,0.788
Online,ITUPORANGA,420850.0,4208500.0,1,n/d,SC,Santa Catarina,Sul,Brasil,22157.0,844.05,0.458,0.748,0.638,0.876,0.749
Online,JAGUARUNA,420880.0,4208807.0,1,n/d,SC,Santa Catarina,Sul,Brasil,17280.0,701.05,0.446,0.721,0.628,0.83,0.719
Online,JOAÇABA,420900.0,4209003.0,1,n/d,SC,Santa Catarina,Sul,Brasil,26807.0,1338.5,0.674,0.827,0.771,0.891,0.823
Online,LAURO MULLER,420960.0,4209607.0,1,n/d,SC,Santa Catarina,Sul,Brasil,14319.0,678.67,0.532,0.735,0.677,0.822,0.714
Online,MAFRA,421010.0,4210100.0,1,n/d,SC,Santa Catarina,Sul,Brasil,52665.0,789.53,0.562,0.777,0.723,0.88,0.738
Online,NOVA VENEZA,421160.0,4211603.0,1,n/d,SC,Santa Catarina,Sul,Brasil,13188.0,805.79,0.513,0.768,0.703,0.869,0.741
Online,OTACÍLIO COSTA,421175.0,4211751.0,1,n/d,SC,Santa Catarina,Sul,Brasil,16311.0,677.67,0.531,0.74,0.681,0.835,0.713
Online,PALMITOS,421210.0,4212106.0,1,n/d,SC,Santa Catarina,Sul,Brasil,15987.0,887.5,0.435,0.737,0.632,0.836,0.757
Online,PAPANDUVA,421220.0,4212205.0,1,n/d,SC,Santa Catarina,Sul,Brasil,17882.0,589.35,0.394,0.704,0.603,0.836,0.691
Online,PIRATUBA,421310.0,4213104.0,1,n/d,SC,Santa Catarina,Sul,Brasil,4773.0,779.57,0.485,0.758,0.714,0.829,0.736
Online,PRESIDENTE GETÚLIO,421400.0,4214003.0,1,n/d,SC,Santa Catarina,Sul,Brasil,14808.0,928.86,0.474,0.759,0.654,0.874,0.764
Online,RIO DO CAMPO,421450.0,4214508.0,1,n/d,SC,Santa Catarina,Sul,Brasil,6186.0,803.46,0.441,0.729,0.65,0.803,0.741
Online,RIO DO SUL,421480.0,4214805.0,1,n/d,SC,Santa Catarina,Sul,Brasil,60758.0,1114.31,0.612,0.802,0.727,0.894,0.793
Online,RIO NEGRINHO,421500.0,4215000.0,1,n/d,SC,Santa Catarina,Sul,Brasil,39723.0,664.58,0.537,0.738,0.668,0.848,0.71
Online,RODEIO,421510.0,4215109.0,1,n/d,SC,Santa Catarina,Sul,Brasil,10871.0,958.15,0.447,0.754,0.626,0.889,0.769
Online,SÃO BENTO DO SUL,421580.0,4215802.0,1,n/d,SC,Santa Catarina,Sul,Brasil,74503.0,923.29,0.634,0.782,0.719,0.871,0.763
Online,SÃO JOÃO DO OESTE,421625.0,4216255.0,1,n/d,SC,Santa Catarina,Sul,Brasil,6027.0,881.09,0.465,0.761,0.668,0.873,0.756
Online,SÃO JOAQUIM,421650.0,4216503.0,1,n/d,SC,Santa Catarina,Sul,Brasil,24778.0,641.75,0.457,0.687,0.562,0.817,0.705
Online,TIJUCAS,421800.0,4218004.0,1,n/d,SC,Santa Catarina,Sul,Brasil,30700.0,835.48,0.551,0.76,0.672,0.873,0.747
Online,BAGÉ,430160.0,4301602.0,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,116108.0,795.56,0.585,0.74,0.647,0.848,0.739
Online,CACHOEIRA DO SUL,430300.0,4303004.0,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,83072.0,793.67,0.539,0.742,0.648,0.854,0.739
Online,GRAVATAÍ,430920.0,4309209.0,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,254991.0,737.29,0.611,0.736,0.636,0.862,0.727
Online,IVOTI,431080.0,4310801.0,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,19764.0,1025.02,0.606,0.784,0.729,0.848,0.78
Online,MONTENEGRO,431240.0,4312401.0,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,58537.0,914.23,0.575,0.755,0.654,0.866,0.761
Online,SANTA ROSA,431720.0,4317202.0,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,68021.0,863.61,0.597,0.769,0.693,0.871,0.752
Online,SÃO LEOPOLDO,431870.0,4318705.0,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,213161.0,939.93,0.599,0.739,0.612,0.861,0.766
Online,SOLEDADE,432080.0,4320800.0,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,29754.0,737.92,0.509,0.731,0.625,0.861,0.727
Online,VERANÓPOLIS,432280.0,4322806.0,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,22683.0,1141.67,0.556,0.773,0.692,0.838,0.797
Online,AQUIDAUANA,500110.0,5001102.0,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,45168.0,585.62,0.469,0.688,0.562,0.84,0.69
Online,ARAL MOREIRA,500124.0,5001243.0,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,10182.0,398.5,0.353,0.633,0.507,0.798,0.628
Online,BATAGUASSU,500190.0,5001904.0,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,19684.0,614.34,0.467,0.71,0.606,0.847,0.698
Online,CASSILÂNDIA,500290.0,5002902.0,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,20708.0,885.1,0.462,0.727,0.627,0.811,0.756
Online,RIBAS DO RIO PARDO,500710.0,5007109.0,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,20451.0,552.58,0.39,0.664,0.519,0.83,0.681
Online,RIO VERDE DE MATO GROSSO,500740.0,5007406.0,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,18706.0,570.74,0.373,0.673,0.521,0.852,0.686
Online,SÃO GABRIEL DO OESTE,500769.0,5007695.0,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,22010.0,855.21,0.511,0.729,0.608,0.85,0.751
Online,ALTA FLORESTA,510025.0,5100250.0,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,48593.0,660.84,0.496,0.714,0.629,0.817,0.709
Online,JACIARA,510480.0,5104807.0,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,25453.0,742.81,0.511,0.735,0.655,0.833,0.728
Online,NOVA XAVANTINA,510625.0,5106257.0,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,19508.0,674.44,0.468,0.704,0.613,0.8,0.713
Online,POCONÉ,510650.0,5106505.0,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,31559.0,436.83,0.405,0.652,0.534,0.806,0.643
Online,TANGARÁ DA SERRA,510795.0,5107958.0,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,82699.0,846.59,0.522,0.729,0.626,0.825,0.749
Online,ÁGUAS LINDAS DE GOIÁS,520025.0,5200258.0,1,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,158508.0,449.38,0.488,0.686,0.588,0.848,0.647
Online,ALTO PARAÍSO DE GOIÁS,520060.0,5200605.0,1,n/d,GO,Goiás,Centro-Oeste,Brasil,6782.0,719.11,0.533,0.713,0.611,0.819,0.723
Online,CABECEIRAS,520400.0,5204003.0,1,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,7334.0,420.47,0.414,0.668,0.571,0.819,0.637
Online,CALDAS NOVAS,520450.0,5204508.0,1,n/d,GO,Goiás,Centro-Oeste,Brasil,69852.0,794.78,0.573,0.733,0.64,0.832,0.739
Online,CERES,520540.0,5205406.0,1,n/d,GO,Goiás,Centro-Oeste,Brasil,20620.0,865.23,0.585,0.775,0.733,0.842,0.753
Online,FORMOSA,520800.0,5208004.0,1,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,98932.0,732.24,0.561,0.744,0.666,0.852,0.726
Online,FORMOSO,520810.0,5208103.0,1,n/d,GO,Goiás,Centro-Oeste,Brasil,4848.0,569.96,0.478,0.715,0.639,0.834,0.686
Online,JATAÍ,521190.0,5211909.0,1,n/d,GO,Goiás,Centro-Oeste,Brasil,87041.0,987.04,0.542,0.757,0.656,0.856,0.774
