meio,cidade,Codmun6,Codmun7,veiculos_mapeados,regiao_metropolitana,uf,estado,regiao,pais,POP,RDPC,I_ESCOLARIDADE,IDHM,IDHM_E,IDHM_L,IDHM_R
Online,VILHENA,110030.0,1100304.0,3,n/d,RO,Rondônia,Norte,Brasil,75614.0,768.98,0.554,0.731,0.659,0.808,0.734
Online,JUAZEIRO DO NORTE,230730.0,2307304.0,3,n/d,CE,Ceará,Nordeste,Brasil,248222.0,439.53,0.528,0.694,0.642,0.81,0.644
Online,QUIXERAMOBIM,231140.0,2311405.0,3,n/d,CE,Ceará,Nordeste,Brasil,71409.0,317.45,0.405,0.642,0.567,0.789,0.592
Online,MOSSORÓ,240800.0,2408003.0,3,n/d,RN,Rio Grande do Norte,Nordeste,Brasil,258460.0,600.28,0.565,0.72,0.663,0.811,0.694
Online,ITABUNA,291480.0,2914802.0,3,n/d,BA,Bahia,Nordeste,Brasil,203181.0,605.12,0.576,0.712,0.643,0.807,0.695
Online,DIVINÓPOLIS,312230.0,3122306.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,211866.0,868.57,0.593,0.764,0.702,0.844,0.753
Online,ITABIRA,313170.0,3131703.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,109507.0,744.61,0.576,0.756,0.678,0.873,0.729
Online,UBERABA,317010.0,3170107.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,292644.0,978.01,0.63,0.772,0.705,0.845,0.772
Online,UBERLÂNDIA,317020.0,3170206.0,3,n/d,MG,Minas Gerais,Sudeste,Brasil,600747.0,1001.45,0.646,0.789,0.716,0.885,0.776
Online,CACHOEIRO DE ITAPEMIRIM,320120.0,3201209.0,3,n/d,ES,Espírito Santo,Sudeste,Brasil,188790.0,763.71,0.561,0.746,0.677,0.837,0.733
Online,CABO FRIO,330070.0,3300704.0,3,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,185301.0,815.75,0.606,0.735,0.64,0.836,0.743
Online,BARRETOS,350550.0,3505500.0,3,n/d,SP,São Paulo,Sudeste,Brasil,111603.0,917.0,0.628,0.789,0.738,0.875,0.762
Online,FRANCA,351620.0,3516200.0,3,n/d,SP,São Paulo,Sudeste,Brasil,317558.0,846.57,0.631,0.78,0.753,0.842,0.749
Online,JUNDIAÍ,352590.0,3525904.0,3,n/d,SP,São Paulo,Sudeste,Brasil,368777.0,1431.55,0.674,0.822,0.768,0.866,0.834
Online,MARÍLIA,352900.0,3529005.0,3,n/d,SP,São Paulo,Sudeste,Brasil,213999.0,953.2,0.673,0.798,0.776,0.854,0.768
Online,PRESIDENTE PRUDENTE,354140.0,3541406.0,3,n/d,SP,São Paulo,Sudeste,Brasil,205558.0,1080.22,0.674,0.806,0.774,0.858,0.788
Online,RIO CLARO,354390.0,3543907.0,3,n/d,SP,São Paulo,Sudeste,Brasil,185172.0,1049.16,0.671,0.803,0.766,0.862,0.784
Online,SÃO JOSÉ DO RIO PRETO,354980.0,3549805.0,3,n/d,SP,São Paulo,Sudeste,Brasil,405342.0,1169.16,0.661,0.797,0.748,0.846,0.801
Online,SOROCABA,355220.0,3552205.0,3,n/d,SP,São Paulo,Sudeste,Brasil,581667.0,1107.19,0.677,0.798,0.762,0.843,0.792
Online,SUZANO,355250.0,3552502.0,3,RM São Paulo,SP,São Paulo,Sudeste,Brasil,261357.0,654.61,0.62,0.765,0.723,0.873,0.708
Online,TABOÃO DA SERRA,355280.0,3552809.0,3,RM São Paulo,SP,São Paulo,Sudeste,Brasil,243983.0,812.19,0.653,0.769,0.71,0.863,0.742
Online,MARINGÁ,411520.0,4115200.0,3,n/d,PR,Paraná,Sul,Brasil,354512.0,1202.63,0.691,0.808,0.768,0.852,0.806
Online,UMUARAMA,412810.0,4128104.0,3,n/d,PR,Paraná,Sul,Brasil,99898.0,880.6,0.567,0.761,0.698,0.836,0.755
Online,PALHOÇA,421190.0,4211900.0,3,n/d,SC,Santa Catarina,Sul,Brasil,136699.0,862.74,0.609,0.757,0.672,0.859,0.752
Online,NOVO HAMBURGO,431340.0,4313409.0,3,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,237941.0,1011.62,0.552,0.747,0.629,0.852,0.778
Online,CORUMBÁ,500320.0,5003207.0,3,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,102596.0,627.1,0.546,0.7,0.586,0.834,0.701
Online,TRÊS LAGOAS,500830.0,5008305.0,3,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,101171.0,863.66,0.579,0.744,0.645,0.849,0.752
Online,LUCAS DO RIO VERDE,510525.0,5105259.0,3,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,45306.0,938.65,0.624,0.768,0.71,0.833,0.766
Online,ROLIM DE MOURA,110028.0,1100288.0,2,n/d,RO,Rondônia,Norte,Brasil,50379.0,657.65,0.474,0.7,0.598,0.808,0.709
Online,BOA VISTA,140010.0,1400100.0,2,n/d,RR,Roraima,Norte,Brasil,281538.0,786.55,0.687,0.752,0.708,0.816,0.737
Online,EUSÉBIO,230428.0,2304285.0,2,RM Fortaleza,CE,Ceará,Nordeste,Brasil,45707.0,623.01,0.525,0.701,0.621,0.794,0.7
Online,CAMPINA GRANDE,250400.0,2504009.0,2,n/d,PB,Paraíba,Nordeste,Brasil,382571.0,630.03,0.574,0.72,0.654,0.812,0.702
Online,ARAPIRACA,270030.0,2700300.0,2,n/d,AL,Alagoas,Nordeste,Brasil,212874.0,423.28,0.42,0.649,0.549,0.78,0.638
Online,CAMAÇARI,290570.0,2905701.0,2,RM Salvador,BA,Bahia,Nordeste,Brasil,242015.0,553.18,0.578,0.694,0.616,0.798,0.681
Online,CANDEIAS,290650.0,2906501.0,2,RM Salvador,BA,Bahia,Nordeste,Brasil,82844.0,462.57,0.563,0.691,0.616,0.823,0.652
Online,SÃO GONÇALO DOS CAMPOS,292930.0,2929305.0,2,n/d,BA,Bahia,Nordeste,Brasil,33208.0,419.27,0.419,0.627,0.516,0.752,0.636
Online,VITÓRIA DA CONQUISTA,293330.0,2933307.0,2,n/d,BA,Bahia,Nordeste,Brasil,304599.0,555.66,0.493,0.678,0.581,0.788,0.681
Online,ITUIUTABA,313420.0,3134202.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,96689.0,824.46,0.513,0.739,0.644,0.84,0.745
Online,MONTES CLAROS,314330.0,3143302.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,359278.0,650.62,0.646,0.77,0.744,0.868,0.707
Online,PASSOS,314790.0,3147907.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,105700.0,802.97,0.525,0.756,0.658,0.886,0.741
Online,PATOS DE MINAS,314800.0,3148004.0,2,n/d,MG,Minas Gerais,Sudeste,Brasil,138003.0,843.57,0.576,0.765,0.698,0.855,0.749
Online,CAMPOS DOS GOYTACAZES,330100.0,3301009.0,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,460592.0,682.59,0.555,0.716,0.619,0.83,0.715
Online,MANGARATIBA,330260.0,3302601.0,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,36300.0,832.15,0.63,0.753,0.676,0.845,0.746
Online,NOVA IGUAÇU,330350.0,3303500.0,2,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,795259.0,591.0,0.604,0.713,0.641,0.818,0.691
Online,SÃO GONÇALO,330490.0,3304904.0,2,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,996948.0,669.3,0.645,0.739,0.681,0.833,0.711
Online,SÃO JOÃO DA BARRA,330500.0,3305000.0,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,32518.0,570.38,0.426,0.671,0.551,0.8,0.686
Online,VOLTA REDONDA,330630.0,3306305.0,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,257116.0,920.51,0.672,0.771,0.72,0.833,0.763
Online,AMERICANA,350160.0,3501608.0,2,n/d,SP,São Paulo,Sudeste,Brasil,209811.0,1161.68,0.651,0.811,0.76,0.876,0.8
Online,ARAÇATUBA,350280.0,3502804.0,2,n/d,SP,São Paulo,Sudeste,Brasil,180537.0,1036.09,0.643,0.788,0.744,0.841,0.782
Online,ASSIS,350400.0,3504008.0,2,n/d,SP,São Paulo,Sudeste,Brasil,93038.0,967.39,0.689,0.805,0.781,0.865,0.771
Online,CARAGUATATUBA,351050.0,3510500.0,2,n/d,SP,São Paulo,Sudeste,Brasil,99908.0,773.99,0.609,0.759,0.705,0.845,0.735
Online,CATANDUVA,351110.0,3511102.0,2,n/d,SP,São Paulo,Sudeste,Brasil,112210.0,945.05,0.611,0.785,0.74,0.853,0.767
Online,COTIA,351300.0,3513009.0,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,199437.0,1085.66,0.639,0.78,0.707,0.851,0.789
Online,INDAIATUBA,352050.0,3520509.0,2,n/d,SP,São Paulo,Sudeste,Brasil,201009.0,1098.31,0.657,0.788,0.738,0.837,0.791
Online,ITAPIRA,352260.0,3522604.0,2,n/d,SP,São Paulo,Sudeste,Brasil,67517.0,849.81,0.558,0.762,0.692,0.852,0.75
Online,MOGI GUAÇU,353070.0,3530706.0,2,n/d,SP,São Paulo,Sudeste,Brasil,136821.0,802.19,0.598,0.774,0.736,0.852,0.74
Online,PINDAMONHANGABA,353800.0,3538006.0,2,n/d,SP,São Paulo,Sudeste,Brasil,146392.0,826.02,0.663,0.773,0.736,0.843,0.745
Online,ALMIRANTE TAMANDARÉ,410040.0,4100400.0,2,RM Curitiba,PR,Paraná,Sul,Brasil,103008.0,646.02,0.496,0.699,0.575,0.84,0.706
Online,ALTÔNIA,410050.0,4100509.0,2,n/d,PR,Paraná,Sul,Brasil,20376.0,585.49,0.428,0.721,0.641,0.848,0.69
Online,CAMPO LARGO,410420.0,4104204.0,2,RM Curitiba,PR,Paraná,Sul,Brasil,111827.0,749.21,0.528,0.745,0.664,0.854,0.73
Online,CAMPO MOURÃO,410430.0,4104303.0,2,n/d,PR,Paraná,Sul,Brasil,86898.0,843.42,0.575,0.757,0.689,0.841,0.749
Online,FRANCISCO BELTRÃO,410840.0,4108403.0,2,n/d,PR,Paraná,Sul,Brasil,77938.0,895.36,0.609,0.774,0.726,0.844,0.758
Online,GOIOERÊ,410860.0,4108601.0,2,n/d,PR,Paraná,Sul,Brasil,28869.0,707.58,0.49,0.731,0.639,0.85,0.72
Online,IRATI,411070.0,4110706.0,2,n/d,PR,Paraná,Sul,Brasil,55969.0,685.81,0.476,0.726,0.64,0.835,0.715
Online,LARANJEIRAS DO SUL,411330.0,4113304.0,2,n/d,PR,Paraná,Sul,Brasil,30561.0,659.33,0.43,0.706,0.594,0.835,0.709
Online,MARECHAL CÂNDIDO RONDON,411460.0,4114609.0,2,n/d,PR,Paraná,Sul,Brasil,46592.0,1036.38,0.563,0.774,0.704,0.842,0.782
Online,SÃO JOSÉ DOS PINHAIS,412550.0,4125506.0,2,RM Curitiba,PR,Paraná,Sul,Brasil,263194.0,846.93,0.617,0.758,0.678,0.859,0.749
Online,TOLEDO,412770.0,4127700.0,2,n/d,PR,Paraná,Sul,Brasil,118908.0,876.72,0.586,0.768,0.702,0.855,0.755
Online,CAÇADOR,420300.0,4203006.0,2,n/d,SC,Santa Catarina,Sul,Brasil,70361.0,744.28,0.516,0.735,0.62,0.878,0.728
Online,CANOINHAS,420380.0,4203808.0,2,n/d,SC,Santa Catarina,Sul,Brasil,52405.0,692.87,0.567,0.757,0.692,0.874,0.717
Online,CAPINZAL,420390.0,4203907.0,2,n/d,SC,Santa Catarina,Sul,Brasil,20648.0,811.66,0.518,0.752,0.659,0.869,0.742
Online,CHAPECÓ,420420.0,4204202.0,2,n/d,SC,Santa Catarina,Sul,Brasil,181705.0,1017.34,0.63,0.79,0.727,0.871,0.779
Online,LAGES,420930.0,4209300.0,2,n/d,SC,Santa Catarina,Sul,Brasil,156106.0,878.34,0.608,0.77,0.697,0.867,0.755
Online,POMERODE,421320.0,4213203.0,2,n/d,SC,Santa Catarina,Sul,Brasil,27548.0,1022.91,0.558,0.78,0.687,0.886,0.78
Online,SEARA,421750.0,4217501.0,2,n/d,SC,Santa Catarina,Sul,Brasil,16884.0,1188.18,0.505,0.779,0.674,0.872,0.804
Online,SOMBRIO,421770.0,4217709.0,2,n/d,SC,Santa Catarina,Sul,Brasil,26590.0,746.69,0.475,0.728,0.617,0.858,0.729
Online,TAIÓ,421780.0,4217808.0,2,n/d,SC,Santa Catarina,Sul,Brasil,17065.0,848.34,0.491,0.761,0.67,0.879,0.749
Online,TIMBÓ,421820.0,4218202.0,2,n/d,SC,Santa Catarina,Sul,Brasil,36602.0,1214.03,0.601,0.784,0.697,0.856,0.807
Online,TUBARÃO,421870.0,4218707.0,2,n/d,SC,Santa Catarina,Sul,Brasil,96823.0,1077.62,0.648,0.796,0.74,0.866,0.788
Online,CACHOEIRINHA,430310.0,4303103.0,2,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,117991.0,844.04,0.66,0.757,0.675,0.857,0.749
Online,CANOAS,430460.0,4304606.0,2,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,322949.0,952.13,0.646,0.75,0.636,0.864,0.768
Online,CAXIAS DO SUL,430510.0,4305108.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,433304.0,1253.93,0.668,0.782,0.686,0.86,0.812
Online,ERECHIM,430700.0,4307005.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,95232.0,1038.39,0.629,0.776,0.716,0.833,0.782
Online,FLORES DA CUNHA,430820.0,4308201.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,27005.0,1062.06,0.519,0.754,0.642,0.849,0.786
Online,PASSO FUNDO,431410.0,4314100.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,183407.0,1068.95,0.663,0.776,0.699,0.849,0.787
Online,PELOTAS,431440.0,4314407.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,326650.0,894.35,0.58,0.739,0.632,0.844,0.758
Online,RIO GRANDE,431560.0,4315602.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,195482.0,859.2,0.584,0.744,0.637,0.861,0.752
Online,VIAMÃO,432300.0,4323002.0,2,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,237679.0,707.05,0.576,0.717,0.591,0.866,0.72
Online,COXIM,500330.0,5003306.0,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,32041.0,703.01,0.45,0.703,0.579,0.836,0.719
Online,NOVA ANDRADINA,500620.0,5006200.0,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,44985.0,688.15,0.496,0.721,0.616,0.85,0.716
Online,CÁCERES,510250.0,5102504.0,2,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,87269.0,590.43,0.525,0.708,0.633,0.813,0.691
Online,SINOP,510790.0,5107909.0,2,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,112124.0,877.68,0.571,0.754,0.682,0.832,0.755
Online,ANÁPOLIS,520110.0,5201108.0,2,n/d,GO,Goiás,Centro-Oeste,Brasil,333067.0,785.17,0.609,0.737,0.66,0.822,0.737
Online,RIO VERDE,521880.0,5218805.0,2,n/d,GO,Goiás,Centro-Oeste,Brasil,175474.0,936.75,0.556,0.754,0.656,0.853,0.765
Online,JARU,110011.0,1100114.0,1,n/d,RO,Rondônia,Norte,Brasil,51715.0,575.14,0.43,0.689,0.577,0.825,0.687
Online,JI-PARANÁ,110012.0,1100122.0,1,n/d,RO,Rondônia,Norte,Brasil,115896.0,743.35,0.532,0.714,0.617,0.81,0.728
Online,PIMENTA BUENO,110018.0,1100189.0,1,n/d,RO,Rondônia,Norte,Brasil,33611.0,734.76,0.496,0.71,0.613,0.803,0.726
Online,PRESIDENTE MÉDICI,110025.0,1100254.0,1,n/d,RO,Rondônia,Norte,Brasil,22262.0,520.2,0.38,0.664,0.55,0.792,0.671
Online,CANDEIAS DO JAMARI,110080.0,1100809.0,1,n/d,RO,Rondônia,Norte,Brasil,19681.0,463.63,0.433,0.649,0.512,0.819,0.652
Online,ATALAIA DO NORTE,130020.0,1300201.0,1,n/d,AM,Amazonas,Norte,Brasil,15078.0,159.21,0.229,0.45,0.259,0.733,0.481
