ANO,UF,UFN,ESPVIDA,FECTOT,MORT1,MORT5,RAZDEP,SOBRE40,SOBRE60,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,T_ATRASO_0_BASICO,T_ATRASO_0_FUND,T_ATRASO_0_MED,T_ATRASO_1_BASICO,T_ATRASO_1_FUND,T_ATRASO_1_MED,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_ATRASO_2_MED,T_FBBAS,T_FBFUND,T_FBMED,T_FBPRE,T_FBSUPER,T_FLBAS,T_FLFUND,T_FLMED,T_FLPRE,T_FLSUPER,T_FREQ0A3,T_FREQ11A14,T_FREQ15A17,T_FREQ18A24,T_FREQ25A29,T_FREQ4A5,T_FREQ4A6,T_FREQ5A6,T_FREQ6,T_FREQ6A14,T_FREQ6A17,T_FREQFUND1517,T_FREQFUND1824,T_FREQFUND45,T_FREQMED1824,T_FREQMED614,T_FREQSUPER1517,T_FUND11A13,T_FUND12A14,T_FUND15A17,T_FUND16A18,T_FUND18A24,T_FUND18M,T_FUND25M,T_MED18A20,T_MED18A24,T_MED18M,T_MED19A21,T_MED25M,T_SUPER25M,CORTE1,CORTE2,CORTE3,CORTE4,CORTE9,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,PREN10RICOS,PREN20,PREN20RICOS,PREN40,PREN60,PREN80,PRENTRAB,R1040,R2040,RDPC,RDPC1,RDPC10,RDPC2,RDPC3,RDPC4,RDPC5,RDPCT,RIND,RMPOB,RPOB,THEIL,CPR,EMP,P_AGRO,P_COM,P_CONSTR,P_EXTR,P_FORMAL,P_FUND,P_MED,P_SERV,P_SIUP,P_SUPER,P_TRANSF,REN0,REN1,REN2,REN3,REN5,RENOCUP,T_ATIV,T_ATIV1014,T_ATIV1517,T_ATIV1824,T_ATIV18M,T_ATIV2529,T_DES,T_DES1014,T_DES1517,T_DES1824,T_DES18M,T_DES2529,THEILtrab,TRABCC,TRABPUB,TRABSC,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,AGUA_ESGOTO,PAREDE,T_CRIFUNDIN_TODOS,T_FORA4A5,T_FORA6A14,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_M10A14CF,T_M15A17CF,T_MULCHEFEFIF014,T_NESTUDA_NTRAB_MMEIO,T_OCUPDESLOC_1,T_RMAXIDOSO,T_SLUZ,HOMEM0A4,HOMEM10A14,HOMEM15A19,HOMEM20A24,HOMEM25A29,HOMEM30A34,HOMEM35A39,HOMEM40A44,HOMEM45A49,HOMEM50A54,HOMEM55A59,HOMEM5A9,HOMEM60A64,HOMEM65A69,HOMEM70A74,HOMEM75A79,HOMEMTOT,HOMENS80,MULH0A4,MULH10A14,MULH15A19,MULH20A24,MULH25A29,MULH30A34,MULH35A39,MULH40A44,MULH45A49,MULH50A54,MULH55A59,MULH5A9,MULH60A64,MULH65A69,MULH70A74,MULH75A79,MULHER80,MULHERTOT,PEA,PEA1014,PEA1517,PEA18M,peso1,PESO1114,PESO1113,PESO1214,peso13,PESO15,peso1517,PESO1524,PESO1618,PESO18,Peso1820,PESO1824,Peso1921,PESO25,peso4,peso5,peso6,PESO610,Peso617,PESO65,PESOM1014,PESOM1517,PESOM15M,PESOM25M,pesoRUR,pesotot,pesourb,PIA,PIA1014,PIA1517,PIA18M,POP,POPT,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R
1991,24,Rio Grande do Norte,60.48,3.41,67.93,89.1,76.21,82.39,65.25,5.92,7.51,28.65,23.92,36.32,24.07,37.8,26.62,42.12,32.51,37.13,48.85,20.32,22.41,32.44,47.17,40.46,18.7,80.6,94.71,33.53,34.2,4.96,69.86,74.55,11.05,34.2,2.7,,77.43,55.46,23.05,5.99,,,46.28,53.06,74.95,70.46,42.43,9.57,,9.0,0.22,0.11,27.52,35.72,13.44,18.45,31.7,24.07,21.66,9.39,14.43,14.62,12.78,14.68,3.81,47.01,82.89,139.38,268.33,492.85,0.63,33.08,42.84,60.09,69.44,78.92,84.66,52.65,2.32,67.55,7.63,16.61,32.45,80.6,27.6,17.71,240.33,27.84,1265.38,63.85,107.9,190.33,811.74,243.42,39.52,66.64,95.23,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.05,46.16,51.54,77.21,82.59,28.88,,,,25.05,29.28,26.23,,0.25,6.95,12.46,,,6.08,17.41,151970,145944,128398,110190,96455,75830,59017,53775,42119,36544,27018,155944,25919,24707,18415,13517,1178033,12276,148592,145905,131118,115142,105080,82397,66892,61315,47658,42041,33025,152833,30111,27050,18782,14265,13940,1236143,,,,,54980,230007,174944,169590,181914,1512988,161101,485155,159427,1352815,142344,324054,137444,1028141,63831,63629,61815,307290,698398,142950,145905,77386,788813,542553,746300,2415567,1669267,,,,,2387905,2357515,0.241,0.242,0.428,0.242,0.591,0.547
1991,25,Paraíba,58.88,3.78,74.47,96.98,79.92,80.99,62.25,6.51,6.21,37.95,30.93,41.72,29.99,43.13,31.59,47.14,24.22,27.76,50.77,18.87,21.24,32.06,56.91,51.0,17.17,70.37,85.1,22.92,24.58,6.51,61.26,64.94,8.1,24.58,3.38,,69.01,50.19,21.61,6.53,,,37.78,45.28,65.22,61.66,40.84,10.41,,6.77,0.14,0.12,18.41,25.21,9.87,13.86,26.14,20.56,18.85,7.64,12.57,12.98,10.86,13.11,4.42,37.61,67.16,110.79,203.71,370.2,0.64,41.18,52.29,68.29,77.31,84.68,89.28,54.57,2.33,68.27,7.61,16.5,31.73,79.43,28.69,17.94,196.59,22.86,1072.88,51.93,87.44,149.69,671.02,199.34,38.28,62.53,86.26,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.47,46.94,53.4,66.8,72.53,29.8,,,,34.78,33.55,31.11,,0.25,5.09,14.74,,,7.49,27.47,198544,204036,178628,132848,112955,88549,75691,68611,55226,50028,38273,208605,36450,35254,27124,20006,1547243,16420,195193,204022,182519,146710,125373,99942,88756,79558,65937,60566,48274,203769,45102,39884,29099,21022,19541,1655264,,,,,75502,322702,245630,238730,235382,1988338,229652,640397,221319,1757758,188767,410745,177187,1347634,82689,83201,82377,414228,966582,208348,204022,110319,1052280,723051,1149048,3201114,2052066,,,,,3168772,3124960,0.206,0.184,0.382,0.191,0.565,0.515
1991,26,Pernambuco,62.04,3.31,62.55,81.37,73.25,81.6,66.34,5.39,7.67,29.94,23.69,34.34,23.8,35.68,26.06,39.42,32.91,37.67,53.1,20.6,22.85,31.09,46.48,39.48,15.81,76.62,91.39,29.32,28.81,6.37,66.5,70.64,11.19,28.81,3.55,,73.48,53.72,22.2,6.03,,,42.84,50.01,71.06,66.94,41.22,9.95,,7.76,0.25,0.19,28.5,36.24,13.55,18.81,30.5,25.08,23.38,9.88,14.39,15.36,13.16,15.66,4.79,47.95,86.5,147.3,293.81,555.2,0.65,31.6,42.45,57.99,68.63,76.85,83.73,55.42,2.2,69.81,7.04,15.27,30.19,81.43,31.47,19.82,275.49,30.31,1526.77,66.71,113.32,205.5,961.6,278.21,40.73,67.59,96.97,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.94,52.61,54.47,68.34,80.22,23.19,,,,28.94,30.91,27.33,,0.23,5.97,16.14,,,5.75,19.78,428380,444663,397935,313727,266450,217513,181045,161050,128074,113544,85380,450036,79007,67984,49025,32641,3442785,26332,421123,443417,407358,339496,296583,244072,213768,184679,148703,134500,105746,441697,95576,77716,55966,37982,36884,3685265,,,,,163517,703244,530689,523380,509305,4498735,501097,1458492,489044,3997493,438855,957395,416016,3040219,176692,177637,175234,898870,2103211,384529,443417,244739,2379029,1632175,2076201,7127855,5051654,,,,,7062416,6993230,0.251,0.237,0.44,0.242,0.617,0.569
1991,27,Alagoas,58.1,4.12,74.5,94.68,80.75,80.36,60.74,4.41,6.62,43.8,35.09,45.32,34.98,46.75,37.38,50.89,26.74,31.02,46.65,19.27,21.57,35.68,53.98,47.41,17.67,62.91,75.47,21.62,20.6,3.13,54.64,57.56,7.57,20.6,1.91,,62.36,46.09,18.28,4.61,,,30.76,35.45,57.89,55.14,37.03,8.89,,6.35,0.12,0.08,17.97,24.73,9.52,14.1,24.93,19.82,18.03,6.88,10.91,11.78,9.6,12.08,3.22,44.0,75.22,121.29,225.65,406.17,0.63,36.62,46.84,65.15,74.54,82.6,87.96,53.14,2.61,67.24,8.2,17.28,32.76,82.83,25.92,16.4,211.98,27.71,1126.49,59.21,96.19,164.16,712.62,214.75,40.75,66.45,91.63,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.51,42.3,59.73,69.99,75.74,29.29,,,,42.11,31.23,28.16,,0.29,7.06,17.25,,,5.16,24.26,168119,164661,143249,113294,92186,74042,63531,55322,43393,34997,26098,173738,22942,19361,14387,10463,1228434,8652,166683,166836,148743,121908,99577,80309,70443,57635,46026,38101,31618,172179,27381,21076,15434,10925,10598,1285471,,,,,64578,261825,197426,194854,200253,1501690,184937,527218,178065,1316898,155948,342281,148514,974496,69959,69350,69735,346300,793062,110896,166836,90170,779774,509123,1032067,2514100,1482033,,,,,2480960,2448816,0.198,0.163,0.37,0.174,0.552,0.527
1991,28,Sergipe,59.83,3.64,65.76,85.11,78.5,81.33,62.13,4.8,6.45,32.76,25.2,36.0,24.52,37.42,26.69,41.93,24.91,28.75,48.82,19.82,22.31,33.39,55.28,48.94,17.79,76.57,92.09,24.73,34.22,4.54,66.24,69.99,8.24,34.22,2.4,,73.62,54.73,22.02,5.84,,,45.08,49.75,70.24,66.67,45.11,11.25,,7.06,0.12,0.07,18.54,26.1,10.16,14.65,26.56,22.76,21.42,7.26,11.46,13.23,9.93,13.85,3.1,50.14,86.31,141.03,272.66,498.31,0.63,31.04,40.99,59.34,69.54,78.73,84.67,52.81,2.62,67.43,8.08,17.01,32.57,83.52,26.15,16.69,247.78,32.51,1308.61,67.59,110.7,192.74,835.37,250.0,42.13,69.47,98.24,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.76,53.68,56.05,72.76,79.77,16.19,,,,29.76,30.28,26.6,,0.27,7.09,19.8,,,5.08,20.23,97432,96815,83582,70537,57882,46187,38012,32357,25403,20052,15665,100487,13149,11632,8599,6422,730505,6292,94799,96418,85838,73541,62512,49464,41436,34450,27470,22418,19441,98496,16412,13631,9760,7196,8089,761371,,,,,36651,151965,115702,111584,115414,907429,105673,313498,103032,801756,93806,207825,90403,593931,40166,40160,39502,200091,457729,71621,96418,51065,471658,312279,488999,1491876,1002877,,,,,1475207,1462007,0.228,0.203,0.408,0.211,0.581,0.552
1991,29,Bahia,59.94,3.66,70.87,90.74,80.06,82.58,62.8,4.78,5.75,32.05,24.32,35.3,24.13,36.77,25.73,40.96,22.86,26.57,44.42,18.32,20.62,35.49,58.82,52.81,20.09,70.58,84.45,22.7,22.91,2.92,61.0,63.68,7.39,22.91,1.67,,69.77,52.46,20.98,4.84,,,34.7,41.21,63.93,61.36,43.97,11.5,,7.04,0.11,0.06,17.38,24.31,9.02,13.49,25.24,20.58,19.05,7.26,11.84,12.83,10.43,13.16,2.5,40.29,70.52,117.95,235.05,451.3,0.67,38.96,49.97,65.26,75.02,81.62,87.5,57.45,2.16,71.07,6.87,14.76,28.93,83.98,33.45,20.69,234.57,25.37,1347.73,55.21,92.51,166.16,833.61,238.46,39.49,63.39,87.97,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.06,40.71,58.4,64.03,68.73,25.71,,,,36.07,32.7,29.47,,0.21,4.94,17.45,,,5.58,31.27,734184,813873,669378,526994,436538,370419,302534,268061,211435,177116,134494,831166,117424,98175,71031,50627,5857907,44458,716440,804257,672464,547050,462705,391102,326236,277438,223752,188224,154940,810301,132736,105716,78365,57446,60912,6010084,,,,,269613,1274402,979657,934703,862465,7157770,846962,2415886,818721,6310808,721442,1568924,679270,4741884,318546,324556,326027,1660639,3782003,566730,804257,403968,3679086,2459572,4851221,11867991,7016770,,,,,11714218,11522513,0.206,0.171,0.386,0.182,0.582,0.543
1991,31,Minas Gerais,66.36,2.69,35.39,46.23,63.57,87.86,73.12,4.97,8.36,9.06,7.55,18.19,7.63,19.29,9.28,22.59,36.44,40.08,52.11,26.25,27.93,33.15,37.31,31.98,14.74,78.21,92.96,29.03,22.67,6.1,71.48,78.84,13.77,22.67,3.7,,78.4,47.72,16.53,3.99,,,37.31,50.36,79.1,71.86,32.82,5.3,,6.3,0.1,0.08,36.35,45.07,17.27,23.42,33.84,26.16,23.99,11.17,15.89,15.79,14.84,15.76,4.92,75.22,134.92,225.65,440.28,783.5,0.61,17.84,26.76,41.01,53.01,64.54,74.1,50.47,2.49,65.9,8.01,17.44,34.1,83.64,25.19,16.45,373.85,46.62,1886.75,103.19,176.12,311.55,1231.77,375.45,43.54,76.44,117.82,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.57,73.87,44.98,71.34,85.35,4.23,,,,20.9,32.45,24.98,,0.14,4.29,13.19,,,3.3,14.65,868578,921868,799816,729225,671333,599064,504915,413854,326592,277298,230598,916052,191486,144460,95153,63806,7803384,49286,840833,899989,798986,731929,694943,613399,524057,422031,339940,289058,251580,888222,214886,162803,113231,79590,74291,7939768,,,,,332411,1437879,1096467,1059115,1027410,10407610,980554,3059956,958524,9427056,915355,2079402,893597,7347654,349590,350502,346474,1837750,4256183,782620,899989,473910,5310724,3779809,3956259,15743152,11786893,,,,,15533274,15466860,0.262,0.255,0.478,0.257,0.689,0.618
1991,32,Espírito Santo,66.17,2.78,34.98,40.6,64.51,88.58,73.04,4.34,9.3,6.84,6.3,17.98,7.64,19.21,9.81,22.62,48.02,52.57,61.78,22.21,23.19,28.38,29.77,24.23,9.84,81.08,94.21,35.99,23.87,5.2,73.24,79.35,18.38,23.87,3.3,,79.42,52.69,17.52,4.12,,,37.12,48.41,79.92,73.78,32.56,6.38,,6.54,0.39,0.17,46.59,53.79,23.72,29.04,38.52,30.17,27.71,14.6,18.76,18.04,18.3,17.83,4.59,78.35,141.03,235.05,470.1,835.21,0.6,16.4,23.36,39.34,49.85,62.81,71.73,47.98,2.62,64.36,8.36,18.11,35.64,85.01,22.95,15.39,377.38,49.51,1810.72,108.31,184.0,330.74,1214.36,378.82,44.22,77.86,119.77,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.52,77.26,44.07,70.34,93.27,4.09,,,,20.08,28.65,22.32,,0.26,5.81,12.81,,,2.86,6.73,147993,155068,131694,122440,114915,103457,87862,66736,50047,41336,35264,157614,30187,21625,13763,9564,1297557,7992,142493,151748,132702,123483,117850,104737,88441,66402,50560,43124,37794,151857,31842,22657,15206,11038,11127,1303061,,,,,55557,242110,184024,178667,174221,1693845,161584,510319,158400,1532261,152536,348735,148121,1183526,60708,61500,59629,312677,716371,112972,151748,79226,856963,600778,676030,2600618,1924588,,,,,2572186,2562363,0.302,0.305,0.505,0.304,0.686,0.619
1991,33,Rio de Janeiro,66.42,2.1,29.94,34.36,52.26,88.81,72.73,5.95,8.65,6.06,4.64,9.72,4.87,10.14,5.28,11.37,39.58,43.3,57.11,23.94,25.34,30.28,36.48,31.36,12.61,87.97,100.94,46.33,39.49,11.93,78.67,83.91,22.11,39.49,6.96,,87.19,63.35,21.99,5.92,,,53.64,62.55,84.79,79.7,37.89,4.9,,8.36,0.58,0.43,43.87,55.43,29.36,39.02,53.3,44.57,42.53,20.45,26.64,27.28,25.49,27.44,9.23,125.36,221.89,376.08,728.66,1310.01,0.61,7.24,12.12,22.94,33.21,45.76,58.26,49.47,2.59,65.34,8.24,17.72,34.66,76.45,24.02,15.87,608.8,78.98,3011.63,171.74,288.75,515.66,1988.88,610.31,46.46,85.78,139.52,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.87,89.54,45.44,77.99,98.26,1.25,,,,15.21,21.99,14.01,,0.25,5.23,11.03,,,2.25,1.74,585128,637208,574492,561926,558371,521480,457455,388720,296046,260671,217317,617982,188443,133897,84669,52932,6177601,40864,565808,626835,587479,581590,600629,568189,513828,425776,331415,290233,255402,601132,232501,170725,117022,81849,79692,6630105,,,,,225199,998367,757659,735207,699215,9173613,696579,2305487,694164,8477034,699028,1608908,692708,6868126,226522,234178,234019,1250612,2945558,761650,626835,346987,4836330,3667261,608065,12807706,12199641,,,,,12646304,12614622,0.446,0.368,0.573,0.392,0.69,0.696
1991,35,São Paulo,68.82,2.28,27.31,30.86,55.52,90.96,77.63,4.97,9.68,2.89,2.87,10.16,3.99,10.8,4.88,12.57,51.71,57.12,59.64,22.62,23.18,28.75,25.67,19.71,11.61,87.63,99.36,48.22,23.83,10.36,78.44,83.88,24.46,23.83,6.54,,86.74,61.21,21.85,5.98,,,37.79,50.59,84.5,79.15,34.41,5.29,,8.09,0.38,0.29,56.94,66.22,31.73,39.5,48.31,36.54,33.49,18.38,23.54,21.96,22.56,21.54,8.27,193.92,329.07,513.35,940.2,1527.83,0.55,2.7,4.19,11.05,16.2,29.57,39.37,44.47,3.38,60.19,10.35,21.43,39.81,85.54,17.18,11.63,746.22,126.15,3318.28,260.04,413.33,686.01,2245.57,747.78,45.64,91.65,158.1,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.59,92.81,49.33,95.72,99.02,0.55,,,,15.5,25.09,10.15,,0.19,5.25,10.11,,,1.46,0.98,1579905,1643282,1460447,1490125,1448641,1325381,1148191,940985,711878,594775,479344,1695402,406883,292274,187391,117728,15613989,91357,1532943,1613628,1482628,1475811,1488228,1371897,1187823,954528,738625,616988,526842,1643157,461819,342567,232514,159829,145109,15974936,,,,,597831,2560720,1950804,1877381,1871711,21880608,1764548,5909011,1759734,20116060,1772214,4144463,1773386,15971597,643306,655310,642102,3379439,7704707,1568769,1613628,868824,11185208,8226769,2274064,31588925,29314861,,,,,31145226,31053557,0.365,0.362,0.578,0.363,0.73,0.729
1991,41,Paraná,65.71,2.62,38.69,44.49,60.43,89.55,72.65,4.36,9.68,4.23,4.14,14.85,5.2,15.98,7.13,19.16,51.16,55.98,61.53,21.53,22.16,27.03,27.31,21.87,11.44,77.56,91.53,33.42,15.48,7.17,71.04,78.35,18.29,15.48,4.67,,78.03,48.54,15.89,4.17,,,31.06,44.45,79.01,71.68,28.29,4.47,,5.61,0.43,0.25,49.2,55.35,24.94,31.37,40.4,29.11,25.8,15.54,19.88,17.33,18.83,16.57,5.53,94.02,169.24,282.06,534.25,940.2,0.6,12.57,17.88,32.57,41.56,56.86,65.6,48.3,2.63,64.15,8.51,18.43,35.85,87.39,22.69,15.07,439.09,57.84,2120.7,129.07,217.73,382.5,1408.29,441.15,43.82,79.9,127.53,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.93,74.81,41.05,86.4,90.98,0.91,,,,20.99,30.04,21.4,,0.23,6.34,10.19,,,2.65,9.02,469547,479408,437820,405458,371851,318405,274189,228701,183691,153084,124966,480234,103600,74698,48352,30770,4207814,23040,453760,467030,439870,413356,389322,335183,288791,230340,184549,149531,127974,464230,105635,77109,51444,34213,28562,4240899,,,,,187178,749690,566658,555720,552217,5634504,535686,1696504,527674,5098818,508929,1160818,501479,3938000,183912,186957,180697,954255,2239631,368188,467030,261579,2855879,2002653,2250760,8448713,6197953,,,,,8337119,8297806,0.291,0.302,0.507,0.298,0.679,0.644
1991,42,Santa Catarina,70.16,2.58,24.84,28.56,59.91,92.82,81.14,4.36,9.93,3.16,3.56,9.91,4.15,10.52,4.79,12.33,55.47,58.94,63.79,22.95,23.25,26.02,21.58,17.81,10.19,77.06,88.88,37.54,17.84,7.48,72.1,80.03,21.88,17.84,4.62,,79.44,45.22,13.16,3.5,,,31.76,43.67,80.83,72.63,21.66,2.3,,5.31,0.61,0.44,53.61,59.72,31.38,37.58,45.29,31.79,27.96,17.01,20.17,16.77,19.81,15.81,4.76,115.17,204.49,329.07,575.87,940.2,0.55,9.26,12.87,25.32,32.08,49.34,57.54,42.95,3.09,58.88,10.17,21.85,41.12,87.41,16.89,11.58,449.78,69.53,1931.61,159.19,262.65,433.3,1324.21,451.59,42.99,81.48,136.25,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.41,79.97,31.42,84.09,94.62,0.71,,,,19.17,27.03,16.87,,0.21,5.89,8.47,,,2.41,5.38,256011,249138,223951,219151,216397,188928,156328,128302,94661,77414,62315,260852,51953,38199,25489,15335,2275714,11290,246021,241106,223000,215541,217399,187290,156780,125038,95411,77553,66147,250454,56788,42713,29420,19193,16426,2266280,,,,,101127,384727,293783,281824,301574,3038412,268747,881643,267715,2769665,264530,612896,262066,2156769,99331,100798,99200,516025,1169499,198065,241106,129675,1528699,1090158,1333457,4541994,3208537,,,,,4477846,4459705,0.318,0.334,0.543,0.329,0.753,0.648
1991,43,Rio Grande do Sul,68.76,2.38,22.53,26.37,56.0,91.73,77.1,5.84,10.25,3.19,3.38,10.12,3.68,10.67,4.06,12.28,56.25,60.56,61.94,21.06,21.2,27.64,22.69,18.24,10.42,80.95,92.61,40.89,14.71,11.64,75.05,82.13,22.63,14.71,6.56,,83.05,50.53,17.16,5.51,,,31.41,44.96,83.04,75.71,25.72,3.19,,5.94,0.69,0.44,56.87,62.52,29.66,35.81,41.99,31.24,28.76,16.97,20.58,18.16,20.32,17.6,6.14,109.06,197.85,337.11,639.34,1096.9,0.59,9.89,14.71,26.84,35.43,49.62,59.07,46.5,2.63,62.84,8.65,18.95,37.16,82.91,21.5,14.52,507.61,66.67,2360.47,152.92,261.46,462.19,1594.79,509.39,43.66,81.12,132.41,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.68,77.58,32.14,87.82,92.06,1.7,,,,16.96,31.01,19.55,,0.19,6.19,9.29,,,2.99,7.94,455659,460999,403599,392953,405167,376713,329311,280102,218636,183412,153606,482426,129976,92332,63035,38946,4496045,29173,438893,445412,400123,396400,420291,387982,343488,288038,229485,194979,171934,463760,151833,114285,83959,58256,53507,4642625,,,,,180056,711352,542963,521642,537768,6391521,487536,1593075,482098,5903985,472537,1105539,470428,4798446,176728,183319,182218,957926,2156814,533493,445412,235270,3294560,2498037,2142128,9138670,6996542,,,,,9010621,8978872,0.312,0.337,0.542,0.328,0.729,0.667
1991,50,Mato Grosso do Sul,66.93,2.95,34.73,40.72,65.36,89.7,75.0,3.81,8.56,7.28,6.5,16.83,7.99,17.98,10.13,21.03,42.53,47.64,56.83,21.78,23.12,30.0,35.7,29.24,13.17,80.12,94.52,32.3,14.13,6.05,71.28,76.92,14.84,14.13,3.33,,80.1,53.66,18.97,5.27,,,29.89,43.11,77.35,71.87,36.85,7.81,,6.61,0.25,0.34,41.92,49.81,18.81,23.92,33.54,27.27,25.38,10.75,14.62,15.52,13.51,15.79,5.46,94.02,161.54,260.91,486.55,877.52,0.6,10.92,15.91,33.39,43.08,59.24,68.18,50.39,2.89,65.32,8.79,18.35,34.68,89.82,22.92,14.86,433.21,62.68,2182.84,127.76,206.99,353.68,1414.91,435.36,46.24,84.35,130.86,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.26,72.25,46.47,84.16,88.11,1.17,,,,22.65,31.22,21.93,,0.32,8.36,12.72,,,2.36,11.89,106879,106061,92703,84419,79779,68704,57384,46815,36952,30735,24031,110184,19416,14329,9429,6336,899035,4879,103396,103383,93139,84993,82472,69862,57613,44405,35264,27658,22650,106040,17640,12921,8641,6075,5186,881338,,,,,42069,165139,125497,121432,126217,1144430,114189,355254,112008,1030241,106192,241065,104010,789176,41989,43066,41787,217463,496791,67796,103383,55716,568519,390387,365926,1780373,1414447,,,,,1747851,1739157,0.273,0.253,0.488,0.259,0.699,0.641
1991,51,Mato Grosso,64.24,3.14,33.64,37.41,67.78,87.8,68.95,2.68,8.16,9.51,7.87,19.52,9.66,20.95,12.62,24.88,37.17,41.88,52.69,22.23,24.06,31.3,40.6,34.07,16.01,75.83,89.78,29.42,11.84,4.09,66.88,72.26,11.76,11.84,2.19,,76.56,50.41,17.58,4.67,,,25.77,36.55,72.72,67.56,36.53,7.47,,6.7,0.21,0.14,33.96,42.34,15.68,21.11,30.21,24.76,22.85,8.36,12.02,13.18,10.87,13.58,3.97,88.14,155.8,250.72,470.1,783.5,0.6,13.72,18.58,35.48,44.59,60.87,69.56,49.27,2.69,64.18,8.74,18.73,35.82,92.73,22.54,14.68,395.34,53.12,1947.85,119.7,197.44,337.72,1268.74,400.94,41.75,78.78,125.23,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,55.5,53.55,65.11,74.19,3.4,,,,27.28,31.23,21.62,,0.5,9.4,13.09,,,1.95,25.81,129231,126720,113443,104068,96124,81550,66185,52808,40671,32699,24442,132511,18880,12788,8200,5238,1049228,3670,125132,124228,111409,99127,90930,75239,60547,45016,34305,26213,19844,126709,14798,9954,6454,4313,3785,978003,,,,,50859,198391,150457,146562,151673,1262700,138251,428047,135433,1124449,127924,289796,124874,834653,51831,52253,50984,259524,596166,54402,124228,65752,601934,391398,542121,2027231,1485110,,,,,1979013,1951176,0.248,0.209,0.449,0.221,0.654,0.627
1991,52,Goiás,65.1,2.58,29.53,34.75,61.47,89.19,70.03,3.65,8.3,9.02,6.75,18.39,7.71,19.73,9.57,23.6,34.89,39.55,53.3,22.02,23.95,32.27,43.09,36.5,14.42,84.07,100.81,32.04,15.49,5.79,74.12,79.51,13.89,15.49,3.36,,82.76,57.79,18.87,4.33,,,39.79,53.96,80.03,74.62,42.41,7.72,,6.96,0.35,0.22,36.13,46.56,18.02,24.91,36.55,28.97,26.53,12.0,16.55,16.61,15.63,16.63,4.04,95.9,164.54,260.12,470.1,822.68,0.59,10.86,15.91,32.32,41.96,59.3,68.29,48.42,3.05,63.39,9.41,19.56,36.61,87.98,20.59,13.48,410.55,62.59,1987.9,130.52,208.45,350.05,1301.14,412.88,44.95,83.49,132.39,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.8,65.06,44.17,64.82,87.13,2.04,,,,19.97,33.48,24.09,,0.25,7.4,12.96,,,2.32,12.87,225939,239657,219107,200429,180533,153351,129688,106553,84738,68912,53846,237332,42121,30998,19663,12739,2015505,9899,216576,235007,222656,204716,187942,159024,132497,102673,81332,64211,53127,228622,41550,30048,19225,12989,11203,2003398,,,,,87311,376654,284163,278560,264783,2635770,271358,846908,266010,2364412,251158,575550,246394,1788862,90421,91852,89789,472112,1120124,146764,235007,130833,1323193,895821,771227,4018903,3247676,,,,,3953923,3931460,0.29,0.265,0.487,0.273,0.668,0.633
