id,cidade,meio,cod_municipal,veiculos_mapeados,regiao_metropolitana,uf,estado,regiao,pais,POP,RDPC,I_ESCOLARIDADE,IDHM,IDHM_E,IDHM_L,IDHM_R
id1493,ÁGUA BRANCA,Online,220020.0,1,n/d,PI,Piauí,Nordeste,Brasil,16436.0,335.63,0.424,0.639,0.569,0.763,0.6
id1494,CAMPO MAIOR,Online,220220.0,1,n/d,PI,Piauí,Nordeste,Brasil,45093.0,401.74,0.423,0.656,0.566,0.793,0.629
id1495,FLORIANO,Online,220390.0,1,n/d,PI,Piauí,Nordeste,Brasil,57242.0,536.3,0.562,0.7,0.633,0.802,0.676
id180,BARBALHA,Online,230190.0,1,n/d,CE,Ceará,Nordeste,Brasil,55259.0,362.9,0.514,0.683,0.637,0.817,0.613
id4893,BREJO SANTO,Online,230250.0,1,n/d,CE,Ceará,Nordeste,Brasil,44890.0,325.64,0.464,0.647,0.592,0.768,0.596
id4872,CRATO,Online,230420.0,1,n/d,CE,Ceará,Nordeste,Brasil,120655.0,470.46,0.568,0.713,0.673,0.822,0.655
id4894,CAICÓ,Online,240200.0,1,n/d,RN,Rio Grande do Norte,Nordeste,Brasil,62116.0,637.13,0.499,0.71,0.619,0.824,0.703
id1426,ARARUNA,Online,250100.0,1,n/d,PB,Paraíba,Nordeste,Brasil,18813.0,244.02,0.267,0.567,0.439,0.758,0.549
id1427,CAJAZEIRAS,Online,250370.0,1,n/d,PB,Paraíba,Nordeste,Brasil,58122.0,511.56,0.442,0.679,0.574,0.815,0.668
id1430,CONCEIÇÃO,Online,250440.0,1,n/d,PB,Paraíba,Nordeste,Brasil,18258.0,290.63,0.319,0.592,0.476,0.754,0.577
id5120,SÃO BENTO,Online,251390.0,1,n/d,PB,Paraíba,Nordeste,Brasil,30798.0,328.99,0.243,0.58,0.424,0.769,0.597
id1449,SÃO JOSÉ DE PIRANHAS,Online,251450.0,1,n/d,PB,Paraíba,Nordeste,Brasil,19025.0,321.53,0.281,0.591,0.461,0.755,0.594
id1459,CACHOEIRINHA,Online,260310.0,1,n/d,PE,Pernambuco,Nordeste,Brasil,18774.0,308.18,0.269,0.579,0.439,0.753,0.587
id1460,GARANHUNS,Online,260600.0,1,n/d,PE,Pernambuco,Nordeste,Brasil,128786.0,492.44,0.466,0.664,0.556,0.795,0.662
id1461,JABOATÃO DOS GUARARAPES,Online,260790.0,1,RM Recife,PE,Pernambuco,Nordeste,Brasil,642986.0,593.9,0.585,0.717,0.642,0.83,0.692
id8481,OLINDA,Online,260960.0,1,RM Recife,PE,Pernambuco,Nordeste,Brasil,376158.0,640.13,0.64,0.735,0.675,0.836,0.704
id1462,PALMARES,Online,261000.0,1,n/d,PE,Pernambuco,Nordeste,Brasil,58392.0,311.09,0.434,0.622,0.55,0.744,0.588
id1463,PETROLINA,Online,261110.0,1,n/d,PE,Pernambuco,Nordeste,Brasil,291908.0,605.06,0.536,0.697,0.611,0.799,0.695
id4890,SANTA CRUZ DO CAPIBARIBE,Online,261250.0,1,n/d,PE,Pernambuco,Nordeste,Brasil,86786.0,507.05,0.353,0.648,0.506,0.806,0.667
id22,PENEDO,Online,270670.0,1,n/d,AL,Alagoas,Nordeste,Brasil,60049.0,339.15,0.407,0.63,0.536,0.774,0.602
id3216,ITABAIANA,Online,280290.0,1,n/d,SE,Sergipe,Nordeste,Brasil,86586.0,443.39,0.369,0.642,0.513,0.801,0.645
id3217,LAGARTO,Online,280350.0,1,n/d,SE,Sergipe,Nordeste,Brasil,94431.0,362.8,0.36,0.625,0.515,0.775,0.613
id63,ALAGOINHAS,Online,290070.0,1,n/d,BA,Bahia,Nordeste,Brasil,141312.0,553.17,0.575,0.683,0.592,0.79,0.681
id64,BAIXA GRANDE,Online,290260.0,1,n/d,BA,Bahia,Nordeste,Brasil,19995.0,243.98,0.28,0.585,0.471,0.775,0.549
id65,BARREIRAS,Online,290320.0,1,n/d,BA,Bahia,Nordeste,Brasil,136670.0,602.82,0.596,0.721,0.668,0.807,0.695
id70,CARINHANHA,Online,290710.0,1,n/d,BA,Bahia,Nordeste,Brasil,28311.0,209.51,0.356,0.576,0.477,0.763,0.525
id71,CONCEIÇÃO DO COITÉ,Online,290840.0,1,n/d,BA,Bahia,Nordeste,Brasil,61858.0,309.61,0.359,0.611,0.517,0.752,0.587
id72,EUCLIDES DA CUNHA,Online,291070.0,1,n/d,BA,Bahia,Nordeste,Brasil,56047.0,269.58,0.277,0.567,0.43,0.749,0.565
id73,EUNÁPOLIS,Online,291072.0,1,n/d,BA,Bahia,Nordeste,Brasil,99686.0,575.44,0.499,0.677,0.572,0.791,0.687
id77,IPIAÚ,Online,291390.0,1,n/d,BA,Bahia,Nordeste,Brasil,44041.0,573.36,0.434,0.67,0.551,0.796,0.687
id4969,ITAMBÉ,Online,291580.0,1,n/d,BA,Bahia,Nordeste,Brasil,22939.0,312.32,0.296,0.578,0.436,0.75,0.589
id81,JEQUIÉ,Online,291800.0,1,n/d,BA,Bahia,Nordeste,Brasil,150577.0,473.92,0.49,0.665,0.568,0.79,0.656
id82,JUAZEIRO,Online,291840.0,1,n/d,BA,Bahia,Nordeste,Brasil,197031.0,476.58,0.511,0.677,0.594,0.796,0.657
id83,PAULO AFONSO,Online,292400.0,1,n/d,BA,Bahia,Nordeste,Brasil,107558.0,544.73,0.486,0.674,0.572,0.789,0.678
id4966,SÃO DESIDÉRIO,Online,292890.0,1,n/d,BA,Bahia,Nordeste,Brasil,27073.0,302.2,0.307,0.579,0.449,0.742,0.584
id5077,ARAGUARI,Online,310350.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,109297.0,798.63,0.585,0.773,0.716,0.871,0.74
id759,CONSELHEIRO LAFAIETE,Online,311830.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,116043.0,781.59,0.603,0.761,0.697,0.86,0.736
id766,FORMIGA,Online,312610.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,64484.0,746.8,0.507,0.755,0.676,0.874,0.729
id767,GOVERNADOR VALADARES,Online,312770.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,261663.0,678.74,0.549,0.727,0.644,0.834,0.714
id785,LAVRAS,Online,313820.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,91582.0,889.65,0.618,0.782,0.719,0.88,0.757
id789,MUZAMBINHO,Online,314410.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,20324.0,719.94,0.51,0.74,0.652,0.859,0.723
id790,NOVA LIMA,Online,314480.0,1,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,80327.0,1731.84,0.66,0.813,0.704,0.885,0.864
id798,POUSO ALEGRE,Online,315250.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,129577.0,878.26,0.619,0.774,0.704,0.872,0.755
id799,SETE LAGOAS,Online,316720.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,213087.0,809.26,0.59,0.76,0.705,0.84,0.742
id806,VARGINHA,Online,317070.0,1,n/d,MG,Minas Gerais,Sudeste,Brasil,122584.0,904.57,0.629,0.778,0.707,0.875,0.76
id422,DOMINGOS MARTINS,Online,320190.0,1,n/d,ES,Espírito Santo,Sudeste,Brasil,31784.0,551.74,0.327,0.669,0.528,0.833,0.68
id423,SERRA,Online,320500.0,1,n/d,ES,Espírito Santo,Sudeste,Brasil,407614.0,705.89,0.614,0.739,0.664,0.844,0.72
id1822,ITAPERUNA,Online,330220.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,94954.0,688.83,0.536,0.73,0.649,0.837,0.716
id1823,ITATIAIA,Online,330225.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,28639.0,773.48,0.593,0.737,0.652,0.836,0.735
id1824,MACAÉ,Online,330240.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,206005.0,1103.42,0.678,0.764,0.681,0.828,0.792
id5024,MAGÉ,Online,330250.0,1,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,226225.0,567.59,0.545,0.709,0.626,0.832,0.685
id1826,MARICÁ,Online,330270.0,1,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,127228.0,910.41,0.655,0.765,0.692,0.85,0.761
id1827,MIGUEL PEREIRA,Online,330290.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,24530.0,801.63,0.561,0.745,0.675,0.828,0.74
id1832,NOVA FRIBURGO,Online,330340.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,181153.0,894.75,0.55,0.745,0.645,0.846,0.758
id1833,PETRÓPOLIS,Online,330390.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,294326.0,922.49,0.566,0.745,0.639,0.847,0.763
id1988,TERESÓPOLIS,Online,330580.0,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,162971.0,859.79,0.531,0.73,0.605,0.855,0.752
id3226,ANDRADINA,Online,350210.0,1,n/d,SP,São Paulo,Sudeste,Brasil,54242.0,919.36,0.58,0.779,0.702,0.885,0.762
id5083,ARTUR NOGUEIRA,Online,350380.0,1,n/d,SP,São Paulo,Sudeste,Brasil,44074.0,823.24,0.554,0.749,0.681,0.827,0.745
id3237,ATIBAIA,Online,350410.0,1,n/d,SP,São Paulo,Sudeste,Brasil,125501.0,1063.52,0.58,0.765,0.67,0.851,0.786
id3256,BOTUCATU,Online,350750.0,1,n/d,SP,São Paulo,Sudeste,Brasil,126813.0,1089.1,0.653,0.8,0.746,0.869,0.79
id3257,CAJAMAR,Online,350920.0,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,64040.0,676.5,0.554,0.728,0.668,0.81,0.713
id3273,CARAPICUÍBA,Online,351060.0,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,368909.0,712.78,0.6,0.749,0.693,0.842,0.721
id3274,CARDOSO,Online,351070.0,1,n/d,SP,São Paulo,Sudeste,Brasil,11762.0,605.99,0.468,0.722,0.636,0.853,0.695
id5040,COLÔMBIA,Online,351210.0,1,n/d,SP,São Paulo,Sudeste,Brasil,5982.0,582.53,0.47,0.71,0.647,0.802,0.689
id5075,ENGENHEIRO COELHO,Online,351515.0,1,n/d,SP,São Paulo,Sudeste,Brasil,15658.0,707.37,0.516,0.732,0.668,0.815,0.72
id3279,FERNANDÓPOLIS,Online,351550.0,1,n/d,SP,São Paulo,Sudeste,Brasil,64444.0,944.0,0.595,0.797,0.758,0.872,0.767
id5080,HOLAMBRA,Online,351905.0,1,n/d,SP,São Paulo,Sudeste,Brasil,11254.0,1274.53,0.583,0.793,0.698,0.878,0.815
id3290,ITAPORANGA,Online,352280.0,1,n/d,SP,São Paulo,Sudeste,Brasil,14423.0,552.76,0.413,0.719,0.653,0.835,0.681
id3295,JAÚ,Online,352530.0,1,n/d,SP,São Paulo,Sudeste,Brasil,130260.0,951.17,0.572,0.778,0.693,0.886,0.768
id4936,LEME,Online,352670.0,1,n/d,SP,São Paulo,Sudeste,Brasil,91255.0,746.15,0.511,0.744,0.665,0.851,0.729
id3299,LIMEIRA,Online,352690.0,1,n/d,SP,São Paulo,Sudeste,Brasil,275032.0,910.85,0.61,0.775,0.719,0.852,0.761
id3316,OURINHOS,Online,353470.0,1,n/d,SP,São Paulo,Sudeste,Brasil,102702.0,868.91,0.601,0.778,0.727,0.859,0.753
id3317,PARAGUAÇU PAULISTA,Online,353550.0,1,n/d,SP,São Paulo,Sudeste,Brasil,40879.0,694.42,0.577,0.762,0.739,0.836,0.717
id4892,PENÁPOLIS,Online,353730.0,1,n/d,SP,São Paulo,Sudeste,Brasil,58257.0,840.16,0.581,0.759,0.68,0.859,0.748
id4896,PERUÍBE,Online,353760.0,1,n/d,SP,São Paulo,Sudeste,Brasil,59434.0,753.85,0.576,0.749,0.675,0.854,0.73
id3326,REGISTRO,Online,354260.0,1,n/d,SP,São Paulo,Sudeste,Brasil,54129.0,699.41,0.572,0.754,0.702,0.851,0.718
id3374,SÃO JOSÉ DO RIO PARDO,Online,354970.0,1,n/d,SP,São Paulo,Sudeste,Brasil,51528.0,818.61,0.563,0.774,0.717,0.868,0.744
id3939,SOCORRO,Online,355210.0,1,n/d,SP,São Paulo,Sudeste,Brasil,36547.0,785.71,0.462,0.729,0.634,0.828,0.737
id4895,TANABI,Online,355340.0,1,n/d,SP,São Paulo,Sudeste,Brasil,23991.0,775.79,0.507,0.748,0.687,0.829,0.735
id3949,TAUBATÉ,Online,355410.0,1,n/d,SP,São Paulo,Sudeste,Brasil,276215.0,1011.95,0.682,0.8,0.746,0.883,0.778
id3950,TUPÃ,Online,355500.0,1,n/d,SP,São Paulo,Sudeste,Brasil,62563.0,926.96,0.587,0.771,0.704,0.852,0.764
id1520,APUCARANA,Online,410140.0,1,n/d,PR,Paraná,Sul,Brasil,120486.0,804.81,0.548,0.748,0.668,0.845,0.741
id1521,ASSIS CHATEAUBRIAND,Online,410200.0,1,n/d,PR,Paraná,Sul,Brasil,32901.0,676.1,0.467,0.729,0.633,0.857,0.713
id5058,CAFELÂNDIA,Online,410345.0,1,n/d,PR,Paraná,Sul,Brasil,14625.0,721.38,0.557,0.748,0.692,0.835,0.723
id1532,CIANORTE,Online,410550.0,1,n/d,PR,Paraná,Sul,Brasil,69698.0,837.13,0.549,0.755,0.685,0.841,0.747
id1590,GENERAL CARNEIRO,Online,410850.0,1,n/d,PR,Paraná,Sul,Brasil,13658.0,423.27,0.374,0.652,0.532,0.816,0.638
id1593,GUAÍRA,Online,410880.0,1,n/d,PR,Paraná,Sul,Brasil,30447.0,795.84,0.482,0.724,0.615,0.836,0.739
id1600,JACAREZINHO,Online,411180.0,1,n/d,PR,Paraná,Sul,Brasil,38787.0,770.55,0.576,0.743,0.663,0.844,0.734
id1601,LAPA,Online,411320.0,1,RM Curitiba,PR,Paraná,Sul,Brasil,44798.0,608.6,0.448,0.706,0.595,0.848,0.696
id5025,MANGUEIRINHA,Online,411440.0,1,n/d,PR,Paraná,Sul,Brasil,16989.0,605.97,0.435,0.688,0.579,0.811,0.695
id1613,MEDIANEIRA,Online,411580.0,1,n/d,PR,Paraná,Sul,Brasil,41568.0,914.67,0.546,0.763,0.686,0.849,0.762
id1614,PALOTINA,Online,411790.0,1,n/d,PR,Paraná,Sul,Brasil,28550.0,904.85,0.569,0.768,0.689,0.864,0.76
id1615,PARANAVAÍ,Online,411840.0,1,n/d,PR,Paraná,Sul,Brasil,81023.0,852.66,0.575,0.763,0.703,0.844,0.75
id1616,PATO BRANCO,Online,411850.0,1,n/d,PR,Paraná,Sul,Brasil,71860.0,1013.22,0.627,0.782,0.728,0.845,0.778
id1622,SANTO ANTÔNIO DA PLATINA,Online,412410.0,1,n/d,PR,Paraná,Sul,Brasil,42461.0,765.04,0.515,0.718,0.617,0.817,0.733
id1630,UNIÃO DA VITÓRIA,Online,412820.0,1,n/d,PR,Paraná,Sul,Brasil,52491.0,674.29,0.562,0.74,0.68,0.837,0.713
id1631,WENCESLAU BRAZ,Online,412850.0,1,n/d,PR,Paraná,Sul,Brasil,19117.0,594.42,0.436,0.687,0.594,0.79,0.692
id2765,BIGUAÇU,Online,420230.0,1,n/d,SC,Santa Catarina,Sul,Brasil,58014.0,764.37,0.58,0.739,0.659,0.836,0.733
id2766,BLUMENAU,Online,420240.0,1,n/d,SC,Santa Catarina,Sul,Brasil,306393.0,1253.17,0.659,0.806,0.722,0.894,0.812
id2767,BRAÇO DO NORTE,Online,420280.0,1,n/d,SC,Santa Catarina,Sul,Brasil,28879.0,831.77,0.59,0.778,0.716,0.881,0.746
id2768,BRUSQUE,Online,420290.0,1,n/d,SC,Santa Catarina,Sul,Brasil,104887.0,1116.93,0.591,0.795,0.707,0.894,0.794
id2777,CONCÓRDIA,Online,420430.0,1,n/d,SC,Santa Catarina,Sul,Brasil,68285.0,1009.49,0.599,0.8,0.756,0.872,0.777
id2784,CURITIBANOS,Online,420480.0,1,n/d,SC,Santa Catarina,Sul,Brasil,37460.0,687.47,0.493,0.721,0.62,0.846,0.716
id2785,DIONÍSIO CERQUEIRA,Online,420500.0,1,n/d,SC,Santa Catarina,Sul,Brasil,14753.0,636.41,0.41,0.706,0.61,0.82,0.703
id2822,GASPAR,Online,420590.0,1,n/d,SC,Santa Catarina,Sul,Brasil,57615.0,964.36,0.558,0.765,0.655,0.889,0.77
id2825,IMBITUBA,Online,420730.0,1,n/d,SC,Santa Catarina,Sul,Brasil,39714.0,768.81,0.592,0.765,0.703,0.868,0.734
id2831,ITAPEMA,Online,420830.0,1,n/d,SC,Santa Catarina,Sul,Brasil,45573.0,1078.48,0.656,0.796,0.727,0.881,0.788
id2832,ITUPORANGA,Online,420850.0,1,n/d,SC,Santa Catarina,Sul,Brasil,22157.0,844.05,0.458,0.748,0.638,0.876,0.749
id2833,JAGUARUNA,Online,420880.0,1,n/d,SC,Santa Catarina,Sul,Brasil,17280.0,701.05,0.446,0.721,0.628,0.83,0.719
id2839,JOAÇABA,Online,420900.0,1,n/d,SC,Santa Catarina,Sul,Brasil,26807.0,1338.5,0.674,0.827,0.771,0.891,0.823
id2845,LAURO MULLER,Online,420960.0,1,n/d,SC,Santa Catarina,Sul,Brasil,14319.0,678.67,0.532,0.735,0.677,0.822,0.714
id2846,MAFRA,Online,421010.0,1,n/d,SC,Santa Catarina,Sul,Brasil,52665.0,789.53,0.562,0.777,0.723,0.88,0.738
id5124,NOVA VENEZA,Online,421160.0,1,n/d,SC,Santa Catarina,Sul,Brasil,13188.0,805.79,0.513,0.768,0.703,0.869,0.741
id2847,OTACÍLIO COSTA,Online,421175.0,1,n/d,SC,Santa Catarina,Sul,Brasil,16311.0,677.67,0.531,0.74,0.681,0.835,0.713
id2851,PALMITOS,Online,421210.0,1,n/d,SC,Santa Catarina,Sul,Brasil,15987.0,887.5,0.435,0.737,0.632,0.836,0.757
id2852,PAPANDUVA,Online,421220.0,1,n/d,SC,Santa Catarina,Sul,Brasil,17882.0,589.35,0.394,0.704,0.603,0.836,0.691
id2854,PIRATUBA,Online,421310.0,1,n/d,SC,Santa Catarina,Sul,Brasil,4773.0,779.57,0.485,0.758,0.714,0.829,0.736
id2857,PRESIDENTE GETÚLIO,Online,421400.0,1,n/d,SC,Santa Catarina,Sul,Brasil,14808.0,928.86,0.474,0.759,0.654,0.874,0.764
id2858,RIO DO CAMPO,Online,421450.0,1,n/d,SC,Santa Catarina,Sul,Brasil,6186.0,803.46,0.441,0.729,0.65,0.803,0.741
id2859,RIO DO SUL,Online,421480.0,1,n/d,SC,Santa Catarina,Sul,Brasil,60758.0,1114.31,0.612,0.802,0.727,0.894,0.793
id2860,RIO NEGRINHO,Online,421500.0,1,n/d,SC,Santa Catarina,Sul,Brasil,39723.0,664.58,0.537,0.738,0.668,0.848,0.71
id2861,RODEIO,Online,421510.0,1,n/d,SC,Santa Catarina,Sul,Brasil,10871.0,958.15,0.447,0.754,0.626,0.889,0.769
id2862,SÃO BENTO DO SUL,Online,421580.0,1,n/d,SC,Santa Catarina,Sul,Brasil,74503.0,923.29,0.634,0.782,0.719,0.871,0.763
id2863,SÃO JOÃO DO OESTE,Online,421625.0,1,n/d,SC,Santa Catarina,Sul,Brasil,6027.0,881.09,0.465,0.761,0.668,0.873,0.756
id2864,SÃO JOAQUIM,Online,421650.0,1,n/d,SC,Santa Catarina,Sul,Brasil,24778.0,641.75,0.457,0.687,0.562,0.817,0.705
id2875,TIJUCAS,Online,421800.0,1,n/d,SC,Santa Catarina,Sul,Brasil,30700.0,835.48,0.551,0.76,0.672,0.873,0.747
id2345,BAGÉ,Online,430160.0,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,116108.0,795.56,0.585,0.74,0.647,0.848,0.739
id2346,CACHOEIRA DO SUL,Online,430300.0,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,83072.0,793.67,0.539,0.742,0.648,0.854,0.739
id5122,GRAVATAÍ,Online,430920.0,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,254991.0,737.29,0.611,0.736,0.636,0.862,0.727
id2357,IVOTI,Online,431080.0,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,19764.0,1025.02,0.606,0.784,0.729,0.848,0.78
id2358,MONTENEGRO,Online,431240.0,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,58537.0,914.23,0.575,0.755,0.654,0.866,0.761
id2450,SANTA ROSA,Online,431720.0,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,68021.0,863.61,0.597,0.769,0.693,0.871,0.752
id2451,SÃO LEOPOLDO,Online,431870.0,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,213161.0,939.93,0.599,0.739,0.612,0.861,0.766
id2452,SOLEDADE,Online,432080.0,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,29754.0,737.92,0.509,0.731,0.625,0.861,0.727
id5088,VERANÓPOLIS,Online,432280.0,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,22683.0,1141.67,0.556,0.773,0.692,0.838,0.797
id1165,AQUIDAUANA,Online,500110.0,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,45168.0,585.62,0.469,0.688,0.562,0.84,0.69
id1166,ARAL MOREIRA,Online,500124.0,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,10182.0,398.5,0.353,0.633,0.507,0.798,0.628
id1167,BATAGUASSU,Online,500190.0,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,19684.0,614.34,0.467,0.71,0.606,0.847,0.698
id1186,CASSILÂNDIA,Online,500290.0,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,20708.0,885.1,0.462,0.727,0.627,0.811,0.756
id1202,RIBAS DO RIO PARDO,Online,500710.0,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,20451.0,552.58,0.39,0.664,0.519,0.83,0.681
id1203,RIO VERDE DE MATO GROSSO,Online,500740.0,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,18706.0,570.74,0.373,0.673,0.521,0.852,0.686
id1204,SÃO GABRIEL DO OESTE,Online,500769.0,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,22010.0,855.21,0.511,0.729,0.608,0.85,0.751
id1277,ALTA FLORESTA,Online,510025.0,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,48593.0,660.84,0.496,0.714,0.629,0.817,0.709
id1303,JACIARA,Online,510480.0,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,25453.0,742.81,0.511,0.735,0.655,0.833,0.728
id1306,NOVA XAVANTINA,Online,510625.0,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,19508.0,674.44,0.468,0.704,0.613,0.8,0.713
id1307,POCONÉ,Online,510650.0,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,31559.0,436.83,0.405,0.652,0.534,0.806,0.643
id1314,TANGARÁ DA SERRA,Online,510795.0,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,82699.0,846.59,0.522,0.729,0.626,0.825,0.749
id503,ÁGUAS LINDAS DE GOIÁS,Online,520025.0,1,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,158508.0,449.38,0.488,0.686,0.588,0.848,0.647
id504,ALTO PARAÍSO DE GOIÁS,Online,520060.0,1,n/d,GO,Goiás,Centro-Oeste,Brasil,6782.0,719.11,0.533,0.713,0.611,0.819,0.723
id511,CABECEIRAS,Online,520400.0,1,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,7334.0,420.47,0.414,0.668,0.571,0.819,0.637
id512,CALDAS NOVAS,Online,520450.0,1,n/d,GO,Goiás,Centro-Oeste,Brasil,69852.0,794.78,0.573,0.733,0.64,0.832,0.739
id513,CERES,Online,520540.0,1,n/d,GO,Goiás,Centro-Oeste,Brasil,20620.0,865.23,0.585,0.775,0.733,0.842,0.753
id514,FORMOSA,Online,520800.0,1,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,98932.0,732.24,0.561,0.744,0.666,0.852,0.726
id515,FORMOSO,Online,520810.0,1,n/d,GO,Goiás,Centro-Oeste,Brasil,4848.0,569.96,0.478,0.715,0.639,0.834,0.686
id550,JATAÍ,Online,521190.0,1,n/d,GO,Goiás,Centro-Oeste,Brasil,87041.0,987.04,0.542,0.757,0.656,0.856,0.774
id551,NOVA GLÓRIA,Online,521486.0,1,n/d,GO,Goiás,Centro-Oeste,Brasil,8467.0,476.52,0.374,0.681,0.589,0.816,0.657
id554,SENADOR CANEDO,Online,522045.0,1,n/d,GO,Goiás,Centro-Oeste,Brasil,84279.0,537.58,0.538,0.701,0.617,0.827,0.676
