cidade,meio,cod_municipal,veiculos_mapeados,regiao_metropolitana,uf,estado,regiao,pais,POP,RDPC,I_ESCOLARIDADE,IDHM,IDHM_E,IDHM_L,IDHM_R
SÃO SIMÃO,Jornal,522040,2,n/d,GO,Goiás,Centro-Oeste,Brasil,16837,883.78,0.47,0.72,0.599,0.825,0.756
URUAÇU,Jornal,522160,2,n/d,GO,Goiás,Centro-Oeste,Brasil,36540,797.52,0.498,0.737,0.628,0.86,0.74
GUAJARÁ-MIRIM,Jornal,110010,1,n/d,RO,Rondônia,Norte,Brasil,39928,494.69,0.486,0.657,0.519,0.823,0.663
JARU,Jornal,110011,1,n/d,RO,Rondônia,Norte,Brasil,51715,575.14,0.43,0.689,0.577,0.825,0.687
PRESIDENTE MÉDICI,Jornal,110025,1,n/d,RO,Rondônia,Norte,Brasil,22262,520.2,0.38,0.664,0.55,0.792,0.671
CANDEIAS DO JAMARI,Jornal,110080,1,n/d,RO,Rondônia,Norte,Brasil,19681,463.63,0.433,0.649,0.512,0.819,0.652
BRAGANÇA,Jornal,150170,1,n/d,PA,Pará,Norte,Brasil,112709,311.97,0.399,0.6,0.486,0.755,0.589
CANAÃ DOS CARAJÁS,Jornal,150215,1,n/d,PA,Pará,Norte,Brasil,26526,517.33,0.501,0.673,0.569,0.801,0.67
MONTE ALEGRE,Jornal,150480,1,n/d,PA,Pará,Norte,Brasil,55260,231.65,0.364,0.589,0.495,0.764,0.541
REDENÇÃO,Jornal,150613,1,n/d,PA,Pará,Norte,Brasil,73579,529.54,0.457,0.672,0.561,0.804,0.674
ARAGUAÍNA,Jornal,170210,1,n/d,TO,Tocantins,Norte,Brasil,149300,737.63,0.639,0.752,0.712,0.821,0.727
AUGUSTINÓPOLIS,Jornal,170255,1,n/d,TO,Tocantins,Norte,Brasil,15880,364.32,0.456,0.67,0.619,0.793,0.614
MIRACEMA DO TOCANTINS,Jornal,171320,1,n/d,TO,Tocantins,Norte,Brasil,20590,533.46,0.496,0.684,0.579,0.82,0.675
PARAÍSO DO TOCANTINS,Jornal,171610,1,n/d,TO,Tocantins,Norte,Brasil,44257,899.57,0.617,0.764,0.706,0.831,0.759
PORTO NACIONAL,Jornal,171820,1,n/d,TO,Tocantins,Norte,Brasil,48750,621.1,0.604,0.74,0.701,0.826,0.699
AÇAILÂNDIA,Jornal,210005,1,n/d,MA,Maranhão,Nordeste,Brasil,103752,438.56,0.464,0.672,0.602,0.785,0.643
BACABAL,Jornal,210120,1,n/d,MA,Maranhão,Nordeste,Brasil,99781,375.57,0.454,0.651,0.591,0.753,0.619
BALSAS,Jornal,210140,1,n/d,MA,Maranhão,Nordeste,Brasil,83302,531.6,0.514,0.687,0.597,0.807,0.674
CAROLINA,Jornal,210280,1,n/d,MA,Maranhão,Nordeste,Brasil,23827,334.51,0.401,0.634,0.529,0.802,0.6
JOÃO LISBOA,Jornal,210550,1,n/d,MA,Maranhão,Nordeste,Brasil,20355,303.91,0.435,0.641,0.573,0.785,0.585
PEDREIRAS,Jornal,210820,1,n/d,MA,Maranhão,Nordeste,Brasil,39220,441.42,0.471,0.682,0.621,0.792,0.644
PORTO FRANCO,Jornal,210900,1,n/d,MA,Maranhão,Nordeste,Brasil,21396,497.56,0.477,0.684,0.606,0.796,0.664
RAPOSA,Jornal,210945,1,n/d,MA,Maranhão,Nordeste,Brasil,26308,274.0,0.457,0.626,0.587,0.735,0.568
SANTA INÊS,Jornal,210990,1,n/d,MA,Maranhão,Nordeste,Brasil,77056,411.04,0.488,0.674,0.615,0.788,0.633
PICOS,Jornal,220800,1,n/d,PI,Piauí,Nordeste,Brasil,72941,563.88,0.499,0.698,0.621,0.8,0.684
VALENÇA DO PIAUÍ,Jornal,221130,1,n/d,PI,Piauí,Nordeste,Brasil,20289,380.19,0.417,0.647,0.566,0.773,0.62
ACOPIARA,Jornal,230030,1,n/d,CE,Ceará,Nordeste,Brasil,51083,266.65,0.302,0.595,0.517,0.724,0.563
CHOROZINHO,Jornal,230395,1,RM Fortaleza,CE,Ceará,Nordeste,Brasil,18841,277.4,0.343,0.604,0.522,0.742,0.57
CRATEÚS,Jornal,230410,1,n/d,CE,Ceará,Nordeste,Brasil,72499,373.18,0.388,0.644,0.55,0.787,0.618
IGUATU,Jornal,230550,1,n/d,CE,Ceará,Nordeste,Brasil,96263,434.67,0.45,0.677,0.599,0.808,0.642
IRAUÇUBA,Jornal,230610,1,n/d,CE,Ceará,Nordeste,Brasil,22250,211.75,0.41,0.605,0.557,0.755,0.526
ITAPIPOCA,Jornal,230640,1,n/d,CE,Ceará,Nordeste,Brasil,115450,264.08,0.456,0.64,0.613,0.761,0.562
MOMBAÇA,Jornal,230850,1,n/d,CE,Ceará,Nordeste,Brasil,42562,243.85,0.288,0.582,0.489,0.735,0.549
PARACURU,Jornal,231020,1,RM Fortaleza,CE,Ceará,Nordeste,Brasil,31405,328.2,0.43,0.637,0.581,0.746,0.597
PIQUET CARNEIRO,Jornal,231090,1,n/d,CE,Ceará,Nordeste,Brasil,15429,217.02,0.306,0.6,0.523,0.779,0.53
QUIXADÁ,Jornal,231130,1,n/d,CE,Ceará,Nordeste,Brasil,80117,317.66,0.463,0.659,0.624,0.775,0.592
SANTA QUITÉRIA,Jornal,231220,1,n/d,CE,Ceará,Nordeste,Brasil,42659,238.84,0.364,0.616,0.553,0.775,0.546
SOBRAL,Jornal,231290,1,n/d,CE,Ceará,Nordeste,Brasil,186474,448.89,0.543,0.714,0.675,0.832,0.647
AÇU,Jornal,240020,1,n/d,RN,Rio Grande do Norte,Nordeste,Brasil,53079,432.38,0.427,0.661,0.568,0.795,0.641
CAJAZEIRAS,Jornal,250370,1,n/d,PB,Paraíba,Nordeste,Brasil,58122,511.56,0.442,0.679,0.574,0.815,0.668
CAMPINA GRANDE,Jornal,250400,1,n/d,PB,Paraíba,Nordeste,Brasil,382571,630.03,0.574,0.72,0.654,0.812,0.702
PRINCESA ISABEL,Jornal,251230,1,n/d,PB,Paraíba,Nordeste,Brasil,21201,334.74,0.333,0.606,0.514,0.72,0.6
ARCOVERDE,Jornal,260120,1,n/d,PE,Pernambuco,Nordeste,Brasil,68019,469.53,0.475,0.667,0.567,0.799,0.654
BELO JARDIM,Jornal,260170,1,n/d,PE,Pernambuco,Nordeste,Brasil,72258,372.93,0.37,0.629,0.514,0.783,0.617
PETROLINA,Jornal,261110,1,n/d,PE,Pernambuco,Nordeste,Brasil,291908,605.06,0.536,0.697,0.611,0.799,0.695
SALGUEIRO,Jornal,261220,1,n/d,PE,Pernambuco,Nordeste,Brasil,55966,441.79,0.454,0.669,0.58,0.799,0.645
SERRA TALHADA,Jornal,261390,1,n/d,PE,Pernambuco,Nordeste,Brasil,79008,407.34,0.435,0.661,0.571,0.8,0.632
VITÓRIA DE SANTO ANTÃO,Jornal,261640,1,n/d,PE,Pernambuco,Nordeste,Brasil,129301,401.16,0.401,0.64,0.543,0.768,0.629
ARAPIRACA,Jornal,270030,1,n/d,AL,Alagoas,Nordeste,Brasil,212874,423.28,0.42,0.649,0.549,0.78,0.638
PALMEIRA DOS ÍNDIOS,Jornal,270630,1,n/d,AL,Alagoas,Nordeste,Brasil,70002,391.37,0.379,0.638,0.523,0.794,0.625
ARACI,Jornal,290210,1,n/d,BA,Bahia,Nordeste,Brasil,51507,221.98,0.25,0.534,0.381,0.747,0.534
BAIXA GRANDE,Jornal,290260,1,n/d,BA,Bahia,Nordeste,Brasil,19995,243.98,0.28,0.585,0.471,0.775,0.549
BRUMADO,Jornal,290460,1,n/d,BA,Bahia,Nordeste,Brasil,64383,403.22,0.447,0.656,0.554,0.807,0.63
CAMACAN,Jornal,290560,1,n/d,BA,Bahia,Nordeste,Brasil,31369,351.84,0.328,0.581,0.419,0.768,0.608
CAMAÇARI,Jornal,290570,1,RM Salvador,BA,Bahia,Nordeste,Brasil,242015,553.18,0.578,0.694,0.616,0.798,0.681
CANAVIEIRAS,Jornal,290630,1,n/d,BA,Bahia,Nordeste,Brasil,32156,325.61,0.326,0.59,0.434,0.796,0.596
CONDEÚBA,Jornal,290870,1,n/d,BA,Bahia,Nordeste,Brasil,16888,260.07,0.263,0.582,0.447,0.789,0.559
CRUZ DAS ALMAS,Jornal,290980,1,n/d,BA,Bahia,Nordeste,Brasil,58318,481.8,0.582,0.699,0.65,0.796,0.659
EUNÁPOLIS,Jornal,291072,1,n/d,BA,Bahia,Nordeste,Brasil,99686,575.44,0.499,0.677,0.572,0.791,0.687
ITABERABA,Jornal,291470,1,n/d,BA,Bahia,Nordeste,Brasil,61400,422.79,0.405,0.62,0.485,0.769,0.638
ITANHÉM,Jornal,291600,1,n/d,BA,Bahia,Nordeste,Brasil,20197,388.04,0.363,0.637,0.525,0.79,0.624
JACOBINA,Jornal,291750,1,n/d,BA,Bahia,Nordeste,Brasil,78990,417.88,0.444,0.649,0.558,0.772,0.636
LAURO DE FREITAS,Jornal,291920,1,RM Salvador,BA,Bahia,Nordeste,Brasil,161401,1031.78,0.667,0.754,0.663,0.827,0.781
MORRO DO CHAPÉU,Jornal,292170,1,n/d,BA,Bahia,Nordeste,Brasil,35091,250.88,0.315,0.588,0.478,0.766,0.554
MUCURI,Jornal,292200,1,n/d,BA,Bahia,Nordeste,Brasil,35739,546.41,0.468,0.665,0.541,0.801,0.679
PAULO AFONSO,Jornal,292400,1,n/d,BA,Bahia,Nordeste,Brasil,107558,544.73,0.486,0.674,0.572,0.789,0.678
RIACHÃO DO JACUÍPE,Jornal,292630,1,n/d,BA,Bahia,Nordeste,Brasil,33115,311.47,0.392,0.628,0.559,0.755,0.588
SANTO ANTÔNIO DE JESUS,Jornal,292870,1,n/d,BA,Bahia,Nordeste,Brasil,90326,540.38,0.527,0.7,0.622,0.815,0.677
TAPIRAMUTÁ,Jornal,293130,1,n/d,BA,Bahia,Nordeste,Brasil,16375,312.39,0.302,0.594,0.473,0.752,0.589
UBAITABA,Jornal,293220,1,n/d,BA,Bahia,Nordeste,Brasil,20465,349.68,0.36,0.611,0.49,0.767,0.607
UBATÃ,Jornal,293230,1,n/d,BA,Bahia,Nordeste,Brasil,24850,306.52,0.357,0.593,0.452,0.788,0.586
VALENÇA,Jornal,293290,1,n/d,BA,Bahia,Nordeste,Brasil,88140,376.23,0.423,0.623,0.502,0.778,0.619
AFONSO CLÁUDIO,Jornal,320010,1,n/d,ES,Espírito Santo,Sudeste,Brasil,30918,489.59,0.366,0.667,0.544,0.825,0.661
ARACRUZ,Jornal,320060,1,n/d,ES,Espírito Santo,Sudeste,Brasil,81525,695.25,0.583,0.752,0.707,0.838,0.717
BAIXO GUANDU,Jornal,320080,1,n/d,ES,Espírito Santo,Sudeste,Brasil,28854,516.34,0.463,0.702,0.637,0.811,0.67
CONCEIÇÃO DA BARRA,Jornal,320160,1,n/d,ES,Espírito Santo,Sudeste,Brasil,28407,450.71,0.447,0.681,0.603,0.81,0.648
DOMINGOS MARTINS,Jornal,320190,1,n/d,ES,Espírito Santo,Sudeste,Brasil,31784,551.74,0.327,0.669,0.528,0.833,0.68
ECOPORANGA,Jornal,320210,1,n/d,ES,Espírito Santo,Sudeste,Brasil,22587,406.49,0.368,0.662,0.562,0.819,0.631
GUAÇUÍ,Jornal,320230,1,n/d,ES,Espírito Santo,Sudeste,Brasil,27592,587.91,0.472,0.703,0.595,0.846,0.691
IÚNA,Jornal,320300,1,n/d,ES,Espírito Santo,Sudeste,Brasil,27207,501.21,0.381,0.666,0.537,0.829,0.665
MARATAÍZES,Jornal,320332,1,n/d,ES,Espírito Santo,Sudeste,Brasil,34003,538.07,0.469,0.696,0.588,0.847,0.676
PANCAS,Jornal,320400,1,n/d,ES,Espírito Santo,Sudeste,Brasil,21509,451.21,0.391,0.667,0.562,0.815,0.648
SANTA MARIA DE JETIBÁ,Jornal,320455,1,n/d,ES,Espírito Santo,Sudeste,Brasil,34121,603.33,0.321,0.671,0.521,0.834,0.695
SOORETAMA,Jornal,320501,1,n/d,ES,Espírito Santo,Sudeste,Brasil,23738,457.49,0.399,0.662,0.556,0.802,0.65
VARGEM ALTA,Jornal,320503,1,n/d,ES,Espírito Santo,Sudeste,Brasil,19024,480.01,0.358,0.663,0.544,0.814,0.658
VENDA NOVA DO IMIGRANTE,Jornal,320506,1,n/d,ES,Espírito Santo,Sudeste,Brasil,20425,754.66,0.483,0.728,0.624,0.845,0.731
VIANA,Jornal,320510,1,n/d,ES,Espírito Santo,Sudeste,Brasil,62393,523.61,0.467,0.686,0.589,0.816,0.672
VILA VALÉRIO,Jornal,320517,1,n/d,ES,Espírito Santo,Sudeste,Brasil,13795,569.82,0.345,0.675,0.549,0.816,0.686
BELFORD ROXO,Jornal,330045,1,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,468774,491.51,0.549,0.684,0.598,0.808,0.662
BOM JARDIM,Jornal,330050,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,25181,649.62,0.365,0.66,0.503,0.809,0.707
BOM JESUS DO ITABAPOANA,Jornal,330060,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,35162,717.69,0.538,0.732,0.662,0.819,0.723
CANTAGALO,Jornal,330110,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,19777,641.61,0.498,0.709,0.614,0.822,0.705
CONCEIÇÃO DE MACABU,Jornal,330140,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,20978,614.57,0.538,0.712,0.642,0.806,0.698
ITAOCARA,Jornal,330210,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,22811,607.18,0.472,0.713,0.635,0.82,0.696
MANGARATIBA,Jornal,330260,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,36300,832.15,0.63,0.753,0.676,0.845,0.746
NILÓPOLIS,Jornal,330320,1,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,157151,755.26,0.715,0.753,0.716,0.817,0.731
PINHEIRAL,Jornal,330395,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,22657,657.99,0.571,0.715,0.643,0.801,0.709
PIRAÍ,Jornal,330400,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,25965,678.3,0.541,0.708,0.62,0.803,0.714
SÃO JOÃO DA BARRA,Jornal,330500,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,32518,570.38,0.426,0.671,0.551,0.8,0.686
SILVA JARDIM,Jornal,330560,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,21301,476.99,0.406,0.654,0.536,0.793,0.657
VASSOURAS,Jornal,330620,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,34117,701.06,0.567,0.714,0.624,0.813,0.719
ÁGUAS DE LINDÓIA,Jornal,350050,1,n/d,SP,São Paulo,Sudeste,Brasil,17120,730.13,0.51,0.745,0.675,0.846,0.725
AGUDOS,Jornal,350070,1,n/d,SP,São Paulo,Sudeste,Brasil,34140,642.59,0.566,0.745,0.694,0.845,0.705
ALTINÓPOLIS,Jornal,350100,1,n/d,SP,São Paulo,Sudeste,Brasil,15527,731.49,0.475,0.73,0.635,0.843,0.726
ANGATUBA,Jornal,350220,1,n/d,SP,São Paulo,Sudeste,Brasil,22134,597.99,0.473,0.719,0.648,0.827,0.693
APARECIDA,Jornal,350250,1,n/d,SP,São Paulo,Sudeste,Brasil,34630,775.17,0.635,0.755,0.706,0.828,0.735
APIAÍ,Jornal,350270,1,n/d,SP,São Paulo,Sudeste,Brasil,25062,492.43,0.473,0.71,0.647,0.835,0.662
ARTUR NOGUEIRA,Jornal,350380,1,n/d,SP,São Paulo,Sudeste,Brasil,44074,823.24,0.554,0.749,0.681,0.827,0.745
BARIRI,Jornal,350520,1,n/d,SP,São Paulo,Sudeste,Brasil,31448,781.34,0.516,0.75,0.662,0.867,0.736
BARRA BONITA,Jornal,350530,1,n/d,SP,São Paulo,Sudeste,Brasil,35157,915.28,0.585,0.788,0.739,0.869,0.762
BATATAIS,Jornal,350590,1,n/d,SP,São Paulo,Sudeste,Brasil,56264,941.79,0.563,0.761,0.685,0.84,0.766
BIRITIBA-MIRIM,Jornal,350660,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,28531,662.23,0.484,0.712,0.64,0.795,0.71
CACHOEIRA PAULISTA,Jornal,350860,1,n/d,SP,São Paulo,Sudeste,Brasil,29922,764.6,0.646,0.764,0.728,0.837,0.733
CAJATI,Jornal,350925,1,n/d,SP,São Paulo,Sudeste,Brasil,28207,481.48,0.451,0.694,0.611,0.832,0.658
CAMPOS DO JORDÃO,Jornal,350970,1,n/d,SP,São Paulo,Sudeste,Brasil,47287,911.4,0.518,0.749,0.648,0.852,0.761
CASTILHO,Jornal,351100,1,n/d,SP,São Paulo,Sudeste,Brasil,17531,579.36,0.506,0.731,0.686,0.827,0.688
CESÁRIO LANGE,Jornal,351160,1,n/d,SP,São Paulo,Sudeste,Brasil,14493,684.95,0.494,0.706,0.611,0.804,0.715
CONCHAL,Jornal,351220,1,n/d,SP,São Paulo,Sudeste,Brasil,25103,617.76,0.449,0.708,0.614,0.827,0.699
CORDEIRÓPOLIS,Jornal,351240,1,n/d,SP,São Paulo,Sudeste,Brasil,20946,873.87,0.534,0.758,0.674,0.858,0.754
COSMÓPOLIS,Jornal,351280,1,n/d,SP,São Paulo,Sudeste,Brasil,58542,829.25,0.581,0.769,0.697,0.876,0.746
CRAVINHOS,Jornal,351310,1,n/d,SP,São Paulo,Sudeste,Brasil,31565,784.4,0.545,0.756,0.683,0.857,0.737
CRUZEIRO,Jornal,351340,1,n/d,SP,São Paulo,Sudeste,Brasil,76867,809.24,0.683,0.788,0.758,0.871,0.742
EMBU-GUAÇU,Jornal,351510,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,62320,676.52,0.601,0.749,0.708,0.834,0.713
GUARÁ,Jornal,351770,1,n/d,SP,São Paulo,Sudeste,Brasil,19801,664.56,0.463,0.718,0.63,0.826,0.71
GUARIBA,Jornal,351860,1,n/d,SP,São Paulo,Sudeste,Brasil,35344,671.34,0.521,0.719,0.645,0.811,0.712
HORTOLÂNDIA,Jornal,351907,1,n/d,SP,São Paulo,Sudeste,Brasil,188117,686.96,0.59,0.756,0.703,0.859,0.716
IBATÉ,Jornal,351930,1,n/d,SP,São Paulo,Sudeste,Brasil,30672,552.79,0.483,0.703,0.627,0.814,0.681
IGARATÁ,Jornal,352020,1,n/d,SP,São Paulo,Sudeste,Brasil,8772,561.31,0.447,0.711,0.616,0.855,0.683
IGUAPE,Jornal,352030,1,n/d,SP,São Paulo,Sudeste,Brasil,28708,588.36,0.481,0.726,0.653,0.847,0.691
ILHABELA,Jornal,352040,1,n/d,SP,São Paulo,Sudeste,Brasil,28026,794.57,0.599,0.756,0.693,0.843,0.739
IPERÓ,Jornal,352100,1,n/d,SP,São Paulo,Sudeste,Brasil,26427,551.75,0.522,0.719,0.672,0.814,0.68
ITABERÁ,Jornal,352170,1,n/d,SP,São Paulo,Sudeste,Brasil,17739,462.03,0.429,0.693,0.636,0.803,0.652
ITAÍ,Jornal,352180,1,n/d,SP,São Paulo,Sudeste,Brasil,22559,594.77,0.467,0.713,0.63,0.83,0.692
ITAPECERICA DA SERRA,Jornal,352220,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,148965,619.82,0.58,0.742,0.687,0.852,0.699
ITÁPOLIS,Jornal,352270,1,n/d,SP,São Paulo,Sudeste,Brasil,39827,787.75,0.47,0.744,0.667,0.836,0.738
ITARARÉ,Jornal,352320,1,n/d,SP,São Paulo,Sudeste,Brasil,47767,510.2,0.476,0.703,0.649,0.803,0.668
ITATINGA,Jornal,352350,1,n/d,SP,São Paulo,Sudeste,Brasil,17986,568.58,0.484,0.706,0.61,0.841,0.685
LENÇÓIS PAULISTA,Jornal,352680,1,n/d,SP,São Paulo,Sudeste,Brasil,61212,816.48,0.577,0.764,0.717,0.837,0.743
LOUVEIRA,Jornal,352730,1,n/d,SP,São Paulo,Sudeste,Brasil,37004,1047.17,0.603,0.777,0.697,0.861,0.783
MACATUBA,Jornal,352800,1,n/d,SP,São Paulo,Sudeste,Brasil,16217,920.95,0.513,0.77,0.697,0.859,0.763
MAIRINQUE,Jornal,352840,1,n/d,SP,São Paulo,Sudeste,Brasil,43055,710.18,0.584,0.743,0.684,0.831,0.721
MARTINÓPOLIS,Jornal,352920,1,n/d,SP,São Paulo,Sudeste,Brasil,22950,636.0,0.478,0.721,0.641,0.832,0.703
MONGAGUÁ,Jornal,353110,1,n/d,SP,São Paulo,Sudeste,Brasil,44770,699.73,0.581,0.754,0.699,0.854,0.719
MONTE APRAZÍVEL,Jornal,353140,1,n/d,SP,São Paulo,Sudeste,Brasil,21662,1032.05,0.56,0.785,0.72,0.861,0.781
MONTE MOR,Jornal,353180,1,n/d,SP,São Paulo,Sudeste,Brasil,48724,674.23,0.541,0.733,0.639,0.863,0.713
NAZARÉ PAULISTA,Jornal,353240,1,n/d,SP,São Paulo,Sudeste,Brasil,16371,554.18,0.4,0.678,0.559,0.818,0.681
NOVA GRANADA,Jornal,353300,1,n/d,SP,São Paulo,Sudeste,Brasil,19100,737.29,0.508,0.739,0.68,0.818,0.727
NOVA ODESSA,Jornal,353340,1,n/d,SP,São Paulo,Sudeste,Brasil,50978,878.14,0.643,0.791,0.762,0.861,0.755
ORLÂNDIA,Jornal,353430,1,n/d,SP,São Paulo,Sudeste,Brasil,39610,934.54,0.573,0.78,0.703,0.882,0.765
PALMITAL,Jornal,353530,1,n/d,SP,São Paulo,Sudeste,Brasil,21159,739.37,0.54,0.746,0.702,0.814,0.727
PENÁPOLIS,Jornal,353730,1,n/d,SP,São Paulo,Sudeste,Brasil,58257,840.16,0.581,0.759,0.68,0.859,0.748
PILAR DO SUL,Jornal,353790,1,n/d,SP,São Paulo,Sudeste,Brasil,26226,531.06,0.425,0.69,0.594,0.82,0.674
PINDORAMA,Jornal,353810,1,n/d,SP,São Paulo,Sudeste,Brasil,14894,732.68,0.485,0.737,0.654,0.842,0.726
POMPÉIA,Jornal,354000,1,n/d,SP,São Paulo,Sudeste,Brasil,19896,850.38,0.634,0.786,0.748,0.864,0.75
PORTO FELIZ,Jornal,354060,1,n/d,SP,São Paulo,Sudeste,Brasil,48375,785.76,0.563,0.758,0.706,0.836,0.737
PORTO FERREIRA,Jornal,354070,1,n/d,SP,São Paulo,Sudeste,Brasil,51290,779.0,0.575,0.751,0.696,0.827,0.736
PRESIDENTE EPITÁCIO,Jornal,354130,1,n/d,SP,São Paulo,Sudeste,Brasil,40865,680.56,0.57,0.75,0.7,0.845,0.714
RIO GRANDE DA SERRA,Jornal,354410,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,43744,563.57,0.621,0.749,0.745,0.823,0.684
SALESÓPOLIS,Jornal,354500,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,15565,576.55,0.527,0.732,0.69,0.829,0.687
SANTA CRUZ DAS PALMEIRAS,Jornal,354630,1,n/d,SP,São Paulo,Sudeste,Brasil,29824,829.66,0.48,0.728,0.635,0.815,0.746
SANTA FÉ DO SUL,Jornal,354660,1,n/d,SP,São Paulo,Sudeste,Brasil,29081,924.06,0.579,0.784,0.751,0.84,0.763
SANTANA DE PARNAÍBA,Jornal,354730,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,108248,1858.69,0.657,0.814,0.725,0.849,0.876
SANTA RITA DO PASSA QUATRO,Jornal,354750,1,n/d,SP,São Paulo,Sudeste,Brasil,26068,930.59,0.595,0.775,0.686,0.887,0.764
SERRA NEGRA,Jornal,355160,1,n/d,SP,São Paulo,Sudeste,Brasil,26297,927.39,0.511,0.767,0.676,0.873,0.764
SEVERÍNIA,Jornal,355190,1,n/d,SP,São Paulo,Sudeste,Brasil,15444,657.45,0.477,0.715,0.638,0.807,0.709
SOCORRO,Jornal,355210,1,n/d,SP,São Paulo,Sudeste,Brasil,36547,785.71,0.462,0.729,0.634,0.828,0.737
SUMARÉ,Jornal,355240,1,n/d,SP,São Paulo,Sudeste,Brasil,241007,820.03,0.6,0.762,0.705,0.845,0.744
TAMBAÚ,Jornal,355330,1,n/d,SP,São Paulo,Sudeste,Brasil,22289,747.11,0.485,0.731,0.624,0.858,0.729
TAQUARITINGA,Jornal,355370,1,n/d,SP,São Paulo,Sudeste,Brasil,53797,739.25,0.53,0.748,0.696,0.827,0.727
UBATUBA,Jornal,355540,1,n/d,SP,São Paulo,Sudeste,Brasil,78469,803.5,0.567,0.751,0.679,0.841,0.741
VIRADOURO,Jornal,355680,1,n/d,SP,São Paulo,Sudeste,Brasil,17263,692.01,0.49,0.739,0.683,0.823,0.717
VOTORANTIM,Jornal,355700,1,n/d,SP,São Paulo,Sudeste,Brasil,108590,703.99,0.64,0.767,0.747,0.838,0.72
ALMIRANTE TAMANDARÉ,Jornal,410040,1,RM Curitiba,PR,Paraná,Sul,Brasil,103008,646.02,0.496,0.699,0.575,0.84,0.706
ANTONINA,Jornal,410120,1,n/d,PR,Paraná,Sul,Brasil,18780,572.38,0.441,0.687,0.564,0.838,0.686
ASSAÍ,Jornal,410190,1,n/d,PR,Paraná,Sul,Brasil,16334,723.56,0.52,0.728,0.641,0.833,0.724
BARRACÃO,Jornal,410260,1,n/d,PR,Paraná,Sul,Brasil,9618,688.92,0.45,0.706,0.59,0.833,0.716
BELA VISTA DO PARAÍSO,Jornal,410280,1,n/d,PR,Paraná,Sul,Brasil,15004,710.14,0.44,0.716,0.604,0.844,0.721
BITURUNA,Jornal,410290,1,n/d,PR,Paraná,Sul,Brasil,15817,443.43,0.387,0.667,0.556,0.829,0.645
CAFELÂNDIA,Jornal,410345,1,n/d,PR,Paraná,Sul,Brasil,14625,721.38,0.557,0.748,0.692,0.835,0.723
CAPANEMA,Jornal,410450,1,n/d,PR,Paraná,Sul,Brasil,18423,701.11,0.417,0.706,0.611,0.801,0.719
CERRO AZUL,Jornal,410520,1,RM Curitiba,PR,Paraná,Sul,Brasil,16877,342.88,0.214,0.573,0.391,0.797,0.604
CHOPINZINHO,Jornal,410540,1,n/d,PR,Paraná,Sul,Brasil,19595,802.23,0.46,0.74,0.671,0.817,0.74
CRUZ MACHADO,Jornal,410680,1,n/d,PR,Paraná,Sul,Brasil,17987,414.98,0.338,0.664,0.545,0.845,0.635
DOIS VIZINHOS,Jornal,410720,1,n/d,PR,Paraná,Sul,Brasil,36005,836.1,0.561,0.767,0.711,0.85,0.747
FAXINAL,Jornal,410760,1,n/d,PR,Paraná,Sul,Brasil,16180,612.79,0.44,0.687,0.584,0.796,0.697
FAZENDA RIO GRANDE,Jornal,410765,1,RM Curitiba,PR,Paraná,Sul,Brasil,81515,677.31,0.506,0.72,0.617,0.847,0.713
IBIPORÃ,Jornal,410980,1,n/d,PR,Paraná,Sul,Brasil,47905,706.25,0.526,0.726,0.647,0.821,0.72
IVAIPORÃ,Jornal,411150,1,n/d,PR,Paraná,Sul,Brasil,31573,666.73,0.48,0.73,0.661,0.827,0.711
JAGUARIAÍVA,Jornal,411200,1,n/d,PR,Paraná,Sul,Brasil,32513,616.79,0.521,0.743,0.684,0.859,0.698
MANDAGUARI,Jornal,411420,1,n/d,PR,Paraná,Sul,Brasil,32515,762.54,0.523,0.751,0.689,0.84,0.732
MANGUEIRINHA,Jornal,411440,1,n/d,PR,Paraná,Sul,Brasil,16989,605.97,0.435,0.688,0.579,0.811,0.695
MARECHAL CÂNDIDO RONDON,Jornal,411460,1,n/d,PR,Paraná,Sul,Brasil,46592,1036.38,0.563,0.774,0.704,0.842,0.782
MATELÂNDIA,Jornal,411560,1,n/d,PR,Paraná,Sul,Brasil,15358,683.91,0.487,0.725,0.642,0.831,0.715
PALMEIRA,Jornal,411770,1,n/d,PR,Paraná,Sul,Brasil,31992,729.05,0.473,0.718,0.618,0.826,0.725
