cidade,meio,cod_municipal,veiculos_mapeados,regiao_metropolitana,uf,estado,regiao,pais,POP,RDPC,I_ESCOLARIDADE,IDHM,IDHM_E,IDHM_L,IDHM_R
CAPIVARI,Jornal,351040,4,n/d,SP,São Paulo,Sudeste,Brasil,47858,820.46,0.547,0.75,0.669,0.848,0.744
DIADEMA,Jornal,351380,4,RM São Paulo,SP,São Paulo,Sudeste,Brasil,385473,694.55,0.627,0.757,0.716,0.844,0.717
ITU,Jornal,352390,4,n/d,SP,São Paulo,Sudeste,Brasil,153310,1038.14,0.621,0.773,0.692,0.854,0.782
ITUVERAVA,Jornal,352410,4,n/d,SP,São Paulo,Sudeste,Brasil,38583,950.39,0.573,0.765,0.694,0.841,0.768
JABOTICABAL,Jornal,352430,4,n/d,SP,São Paulo,Sudeste,Brasil,70863,1015.51,0.597,0.778,0.71,0.851,0.778
MAUÁ,Jornal,352940,4,RM São Paulo,SP,São Paulo,Sudeste,Brasil,415015,709.25,0.641,0.766,0.733,0.852,0.721
PRESIDENTE PRUDENTE,Jornal,354140,4,n/d,SP,São Paulo,Sudeste,Brasil,205558,1080.22,0.674,0.806,0.774,0.858,0.788
REGISTRO,Jornal,354260,4,n/d,SP,São Paulo,Sudeste,Brasil,54129,699.41,0.572,0.754,0.702,0.851,0.718
RIBEIRÃO PIRES,Jornal,354330,4,RM São Paulo,SP,São Paulo,Sudeste,Brasil,112775,847.11,0.684,0.784,0.76,0.847,0.749
SALTO,Jornal,354520,4,n/d,SP,São Paulo,Sudeste,Brasil,105198,876.67,0.632,0.78,0.751,0.837,0.755
SÃO JOÃO DA BOA VISTA,Jornal,354910,4,n/d,SP,São Paulo,Sudeste,Brasil,83244,998.31,0.624,0.797,0.749,0.871,0.776
TATUÍ,Jornal,355400,4,n/d,SP,São Paulo,Sudeste,Brasil,106912,771.05,0.57,0.752,0.688,0.842,0.734
VALINHOS,Jornal,355620,4,n/d,SP,São Paulo,Sudeste,Brasil,106411,1570.91,0.673,0.819,0.763,0.85,0.848
CIANORTE,Jornal,410550,4,n/d,PR,Paraná,Sul,Brasil,69698,837.13,0.549,0.755,0.685,0.841,0.747
FRANCISCO BELTRÃO,Jornal,410840,4,n/d,PR,Paraná,Sul,Brasil,77938,895.36,0.609,0.774,0.726,0.844,0.758
GUARAPUAVA,Jornal,410940,4,n/d,PR,Paraná,Sul,Brasil,165849,750.09,0.519,0.731,0.628,0.853,0.73
PATO BRANCO,Jornal,411850,4,n/d,PR,Paraná,Sul,Brasil,71860,1013.22,0.627,0.782,0.728,0.845,0.778
PINHAIS,Jornal,411915,4,RM Curitiba,PR,Paraná,Sul,Brasil,116153,911.51,0.604,0.751,0.666,0.836,0.761
RIO BRANCO DO SUL,Jornal,412220,4,RM Curitiba,PR,Paraná,Sul,Brasil,30647,548.8,0.414,0.679,0.545,0.847,0.679
CAÇADOR,Jornal,420300,4,n/d,SC,Santa Catarina,Sul,Brasil,70361,744.28,0.516,0.735,0.62,0.878,0.728
CAPIVARI DE BAIXO,Jornal,420395,4,n/d,SC,Santa Catarina,Sul,Brasil,21618,723.04,0.615,0.767,0.716,0.87,0.724
IÇARA,Jornal,420700,4,n/d,SC,Santa Catarina,Sul,Brasil,58666,759.54,0.511,0.741,0.645,0.861,0.732
PORTO UNIÃO,Jornal,421360,4,n/d,SC,Santa Catarina,Sul,Brasil,33342,864.41,0.593,0.786,0.724,0.891,0.752
SÃO FRANCISCO DO SUL,Jornal,421620,4,n/d,SC,Santa Catarina,Sul,Brasil,42245,801.49,0.634,0.762,0.699,0.856,0.74
ALEGRETE,Jornal,430040,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,76994,705.29,0.567,0.74,0.664,0.849,0.72
CAÇAPAVA DO SUL,Jornal,430280,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,33339,618.98,0.456,0.704,0.585,0.855,0.699
CANELA,Jornal,430440,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,38874,787.78,0.562,0.748,0.667,0.849,0.738
CAPÃO DA CANOA,Jornal,430463,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,41830,884.47,0.585,0.743,0.637,0.852,0.756
ENCANTADO,Jornal,430680,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,20415,931.47,0.542,0.767,0.687,0.858,0.764
ESTÂNCIA VELHA,Jornal,430760,4,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,42455,848.45,0.543,0.757,0.652,0.887,0.749
FREDERICO WESTPHALEN,Jornal,430850,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,28568,875.03,0.55,0.76,0.688,0.846,0.754
HORIZONTINA,Jornal,430960,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,18290,1037.04,0.587,0.783,0.716,0.858,0.782
IBIRUBÁ,Jornal,431000,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,19187,1062.3,0.511,0.765,0.671,0.848,0.786
NOVA PETRÓPOLIS,Jornal,431320,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,18852,994.67,0.522,0.78,0.688,0.89,0.775
OSÓRIO,Jornal,431350,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,40807,957.94,0.567,0.751,0.646,0.853,0.769
PANAMBI,Jornal,431390,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,37837,864.44,0.574,0.761,0.691,0.848,0.752
RESTINGA SECA,Jornal,431550,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,15743,660.14,0.419,0.683,0.542,0.828,0.709
SANTA MARIA,Jornal,431690,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,258667,1127.25,0.683,0.784,0.715,0.848,0.795
SANTO ÂNGELO,Jornal,431750,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,75626,936.27,0.58,0.772,0.696,0.863,0.765
SÃO PEDRO DO SUL,Jornal,431940,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,16314,614.89,0.447,0.709,0.619,0.824,0.698
SÃO SEPÉ,Jornal,431960,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,23625,656.77,0.43,0.708,0.576,0.871,0.708
TRAMANDAÍ,Jornal,432160,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,41406,737.84,0.534,0.719,0.606,0.842,0.727
TRÊS PASSOS,Jornal,432190,4,n/d,RS,Rio Grande do Sul,Sul,Brasil,23429,823.33,0.555,0.768,0.71,0.858,0.745
TRIUNFO,Jornal,432200,4,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,25715,695.08,0.494,0.733,0.629,0.873,0.717
CORUMBÁ,Jornal,500320,4,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,102596,627.1,0.546,0.7,0.586,0.834,0.701
DOURADOS,Jornal,500370,4,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,194084,866.4,0.587,0.747,0.657,0.843,0.753
NOVA ANDRADINA,Jornal,500620,4,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,44985,688.15,0.496,0.721,0.616,0.85,0.716
BARRA DO GARÇAS,Jornal,510180,4,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,56419,789.99,0.604,0.748,0.693,0.817,0.738
RONDONÓPOLIS,Jornal,510760,4,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,193435,843.62,0.598,0.755,0.698,0.823,0.749
TANGARÁ DA SERRA,Jornal,510795,4,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,82699,846.59,0.522,0.729,0.626,0.825,0.749
FORMOSA,Jornal,520800,4,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,98932,732.24,0.561,0.744,0.666,0.852,0.726
ARIQUEMES,Jornal,110002,3,n/d,RO,Rondônia,Norte,Brasil,89766,689.95,0.514,0.702,0.6,0.806,0.716
CACOAL,Jornal,110004,3,n/d,RO,Rondônia,Norte,Brasil,78141,738.06,0.488,0.718,0.62,0.821,0.727
ROLIM DE MOURA,Jornal,110028,3,n/d,RO,Rondônia,Norte,Brasil,50379,657.65,0.474,0.7,0.598,0.808,0.709
MARABÁ,Jornal,150420,3,n/d,PA,Pará,Norte,Brasil,232030,527.86,0.508,0.668,0.564,0.785,0.673
MACAPÁ,Jornal,160030,3,n/d,AP,Amapá,Norte,Brasil,395465,717.88,0.679,0.733,0.663,0.82,0.723
GURUPI,Jornal,170950,3,n/d,TO,Tocantins,Norte,Brasil,76292,778.9,0.655,0.759,0.706,0.843,0.736
JUAZEIRO DO NORTE,Jornal,230730,3,n/d,CE,Ceará,Nordeste,Brasil,248222,439.53,0.528,0.694,0.642,0.81,0.644
GARANHUNS,Jornal,260600,3,n/d,PE,Pernambuco,Nordeste,Brasil,128786,492.44,0.466,0.664,0.556,0.795,0.662
BARREIRAS,Jornal,290320,3,n/d,BA,Bahia,Nordeste,Brasil,136670,602.82,0.596,0.721,0.668,0.807,0.695
GUANAMBI,Jornal,291170,3,n/d,BA,Bahia,Nordeste,Brasil,78399,496.05,0.455,0.673,0.584,0.789,0.663
IRECÊ,Jornal,291460,3,n/d,BA,Bahia,Nordeste,Brasil,65844,488.15,0.514,0.691,0.643,0.776,0.661
JUAZEIRO,Jornal,291840,3,n/d,BA,Bahia,Nordeste,Brasil,197031,476.58,0.511,0.677,0.594,0.796,0.657
PORTO SEGURO,Jornal,292530,3,n/d,BA,Bahia,Nordeste,Brasil,125914,527.04,0.499,0.676,0.572,0.801,0.673
ANCHIETA,Jornal,320040,3,n/d,ES,Espírito Santo,Sudeste,Brasil,23799,608.42,0.526,0.73,0.654,0.856,0.696
LINHARES,Jornal,320320,3,n/d,ES,Espírito Santo,Sudeste,Brasil,139823,711.38,0.531,0.724,0.63,0.834,0.721
PINHEIROS,Jornal,320410,3,n/d,ES,Espírito Santo,Sudeste,Brasil,23809,509.45,0.377,0.673,0.558,0.816,0.668
SÃO GABRIEL DA PALHA,Jornal,320470,3,n/d,ES,Espírito Santo,Sudeste,Brasil,31623,792.54,0.445,0.709,0.578,0.835,0.739
SÃO MATEUS,Jornal,320490,3,n/d,ES,Espírito Santo,Sudeste,Brasil,108223,699.99,0.557,0.735,0.655,0.843,0.719
ARMAÇÃO DOS BÚZIOS,Jornal,330023,3,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,27276,851.39,0.58,0.728,0.624,0.824,0.75
ARRAIAL DO CABO,Jornal,330025,3,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,27627,714.47,0.627,0.733,0.677,0.805,0.722
CAMPOS DOS GOYTACAZES,Jornal,330100,3,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,460592,682.59,0.555,0.716,0.619,0.83,0.715
CORDEIRO,Jornal,330150,3,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,20407,724.29,0.581,0.729,0.649,0.826,0.724
MAGÉ,Jornal,330250,3,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,226225,567.59,0.545,0.709,0.626,0.832,0.685
MESQUITA,Jornal,330285,3,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,168234,640.37,0.662,0.737,0.678,0.839,0.704
NOVA FRIBURGO,Jornal,330340,3,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,181153,894.75,0.55,0.745,0.645,0.846,0.758
PORCIÚNCULA,Jornal,330410,3,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,17686,615.63,0.472,0.697,0.606,0.802,0.698
RIO BONITO,Jornal,330430,3,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,54869,643.54,0.525,0.71,0.62,0.819,0.705
TRÊS RIOS,Jornal,330600,3,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,77133,726.83,0.597,0.725,0.656,0.801,0.725
VALENÇA,Jornal,330610,3,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,71332,675.62,0.581,0.738,0.666,0.848,0.713
ARAÇATUBA,Jornal,350280,3,n/d,SP,São Paulo,Sudeste,Brasil,180537,1036.09,0.643,0.788,0.744,0.841,0.782
ARARAS,Jornal,350330,3,n/d,SP,São Paulo,Sudeste,Brasil,117824,921.76,0.617,0.781,0.728,0.859,0.763
BERTIOGA,Jornal,350635,3,n/d,SP,São Paulo,Sudeste,Brasil,47239,736.03,0.542,0.73,0.654,0.817,0.727
CAIEIRAS,Jornal,350900,3,RM São Paulo,SP,São Paulo,Sudeste,Brasil,86294,800.15,0.644,0.781,0.749,0.861,0.74
CAMPO LIMPO PAULISTA,Jornal,350960,3,n/d,SP,São Paulo,Sudeste,Brasil,73614,767.85,0.637,0.769,0.739,0.84,0.733
CERQUILHO,Jornal,351150,3,n/d,SP,São Paulo,Sudeste,Brasil,39409,894.52,0.606,0.782,0.739,0.854,0.758
CONCHAS,Jornal,351230,3,n/d,SP,São Paulo,Sudeste,Brasil,16191,730.42,0.491,0.736,0.658,0.837,0.725
ESPÍRITO SANTO DO PINHAL,Jornal,351518,3,n/d,SP,São Paulo,Sudeste,Brasil,41568,1048.6,0.575,0.787,0.712,0.872,0.784
FRANCA,Jornal,351620,3,n/d,SP,São Paulo,Sudeste,Brasil,317558,846.57,0.631,0.78,0.753,0.842,0.749
GUARAREMA,Jornal,351830,3,RM São Paulo,SP,São Paulo,Sudeste,Brasil,25691,748.79,0.551,0.731,0.656,0.817,0.729
IBIÚNA,Jornal,351970,3,n/d,SP,São Paulo,Sudeste,Brasil,70850,624.55,0.433,0.71,0.614,0.832,0.7
ITAPEVA,Jornal,352240,3,n/d,SP,São Paulo,Sudeste,Brasil,87462,630.48,0.546,0.732,0.697,0.803,0.702
ITAPEVI,Jornal,352250,3,RM São Paulo,SP,São Paulo,Sudeste,Brasil,200590,575.72,0.554,0.735,0.677,0.855,0.687
ITAPIRA,Jornal,352260,3,n/d,SP,São Paulo,Sudeste,Brasil,67517,849.81,0.558,0.762,0.692,0.852,0.75
ITAQUAQUECETUBA,Jornal,352310,3,RM São Paulo,SP,São Paulo,Sudeste,Brasil,321198,502.85,0.542,0.714,0.648,0.844,0.665
ITATIBA,Jornal,352340,3,n/d,SP,São Paulo,Sudeste,Brasil,101022,1080.74,0.599,0.778,0.708,0.844,0.788
JALES,Jornal,352480,3,n/d,SP,São Paulo,Sudeste,Brasil,46877,850.11,0.567,0.776,0.73,0.855,0.75
JANDIRA,Jornal,352500,3,RM São Paulo,SP,São Paulo,Sudeste,Brasil,108193,792.33,0.609,0.76,0.706,0.841,0.738
JARDINÓPOLIS,Jornal,352510,3,n/d,SP,São Paulo,Sudeste,Brasil,37596,742.74,0.537,0.735,0.64,0.853,0.728
JARINU,Jornal,352520,3,n/d,SP,São Paulo,Sudeste,Brasil,23797,718.61,0.508,0.733,0.659,0.826,0.723
JOSÉ BONIFÁCIO,Jornal,352570,3,n/d,SP,São Paulo,Sudeste,Brasil,32661,863.34,0.542,0.777,0.717,0.869,0.752
LIMEIRA,Jornal,352690,3,n/d,SP,São Paulo,Sudeste,Brasil,275032,910.85,0.61,0.775,0.719,0.852,0.761
MIRASSOL,Jornal,353030,3,n/d,SP,São Paulo,Sudeste,Brasil,53576,841.27,0.577,0.762,0.698,0.846,0.748
MONTE ALTO,Jornal,353130,3,n/d,SP,São Paulo,Sudeste,Brasil,46499,832.6,0.546,0.768,0.707,0.859,0.746
PARAGUAÇU PAULISTA,Jornal,353550,3,n/d,SP,São Paulo,Sudeste,Brasil,40879,694.42,0.577,0.762,0.739,0.836,0.717
PEDREIRA,Jornal,353710,3,n/d,SP,São Paulo,Sudeste,Brasil,41401,853.76,0.574,0.769,0.701,0.864,0.75
PERUÍBE,Jornal,353760,3,n/d,SP,São Paulo,Sudeste,Brasil,59434,753.85,0.576,0.749,0.675,0.854,0.73
PINDAMONHANGABA,Jornal,353800,3,n/d,SP,São Paulo,Sudeste,Brasil,146392,826.02,0.663,0.773,0.736,0.843,0.745
PRAIA GRANDE,Jornal,354100,3,n/d,SP,São Paulo,Sudeste,Brasil,261424,820.97,0.633,0.754,0.692,0.834,0.744
RIO DAS PEDRAS,Jornal,354400,3,n/d,SP,São Paulo,Sudeste,Brasil,29409,804.0,0.602,0.759,0.7,0.842,0.741
SANTA CRUZ DO RIO PARDO,Jornal,354640,3,n/d,SP,São Paulo,Sudeste,Brasil,43593,818.3,0.544,0.762,0.686,0.867,0.744
SANTO ANTÔNIO DE POSSE,Jornal,354800,3,n/d,SP,São Paulo,Sudeste,Brasil,20591,695.67,0.426,0.702,0.576,0.838,0.718
SÃO CARLOS,Jornal,354890,3,n/d,SP,São Paulo,Sudeste,Brasil,220666,1079.45,0.693,0.805,0.766,0.863,0.788
SÃO PEDRO,Jornal,355040,3,n/d,SP,São Paulo,Sudeste,Brasil,31561,803.02,0.539,0.755,0.674,0.863,0.741
SÃO VICENTE,Jornal,355100,3,n/d,SP,São Paulo,Sudeste,Brasil,330341,789.32,0.65,0.768,0.716,0.857,0.738
SUZANO,Jornal,355250,3,RM São Paulo,SP,São Paulo,Sudeste,Brasil,261357,654.61,0.62,0.765,0.723,0.873,0.708
TREMEMBÉ,Jornal,355480,3,n/d,SP,São Paulo,Sudeste,Brasil,37302,959.88,0.637,0.785,0.72,0.873,0.769
TUPÃ,Jornal,355500,3,n/d,SP,São Paulo,Sudeste,Brasil,62563,926.96,0.587,0.771,0.704,0.852,0.764
VARGEM GRANDE DO SUL,Jornal,355640,3,n/d,SP,São Paulo,Sudeste,Brasil,39159,711.6,0.469,0.737,0.643,0.863,0.721
VINHEDO,Jornal,355670,3,n/d,SP,São Paulo,Sudeste,Brasil,63120,1493.32,0.666,0.817,0.739,0.878,0.84
CAMPO MOURÃO,Jornal,410430,3,n/d,PR,Paraná,Sul,Brasil,86898,843.42,0.575,0.757,0.689,0.841,0.749
GUAÍRA,Jornal,410880,3,n/d,PR,Paraná,Sul,Brasil,30447,795.84,0.482,0.724,0.615,0.836,0.739
LAPA,Jornal,411320,3,RM Curitiba,PR,Paraná,Sul,Brasil,44798,608.6,0.448,0.706,0.595,0.848,0.696
MEDIANEIRA,Jornal,411580,3,n/d,PR,Paraná,Sul,Brasil,41568,914.67,0.546,0.763,0.686,0.849,0.762
PALOTINA,Jornal,411790,3,n/d,PR,Paraná,Sul,Brasil,28550,904.85,0.569,0.768,0.689,0.864,0.76
PARANAGUÁ,Jornal,411820,3,n/d,PR,Paraná,Sul,Brasil,139894,765.85,0.592,0.75,0.676,0.852,0.733
PONTA GROSSA,Jornal,411990,3,n/d,PR,Paraná,Sul,Brasil,309810,877.1,0.614,0.763,0.703,0.837,0.755
SÃO MIGUEL DO IGUAÇU,Jornal,412570,3,n/d,PR,Paraná,Sul,Brasil,25649,734.88,0.414,0.704,0.588,0.818,0.726
TELÊMACO BORBA,Jornal,412710,3,n/d,PR,Paraná,Sul,Brasil,69602,732.78,0.54,0.734,0.657,0.828,0.726
UNIÃO DA VITÓRIA,Jornal,412820,3,n/d,PR,Paraná,Sul,Brasil,52491,674.29,0.562,0.74,0.68,0.837,0.713
CAMPOS NOVOS,Jornal,420360,3,n/d,SC,Santa Catarina,Sul,Brasil,32596,708.77,0.522,0.742,0.658,0.861,0.721
CAPINZAL,Jornal,420390,3,n/d,SC,Santa Catarina,Sul,Brasil,20648,811.66,0.518,0.752,0.659,0.869,0.742
ITUPORANGA,Jornal,420850,3,n/d,SC,Santa Catarina,Sul,Brasil,22157,844.05,0.458,0.748,0.638,0.876,0.749
JAGUARUNA,Jornal,420880,3,n/d,SC,Santa Catarina,Sul,Brasil,17280,701.05,0.446,0.721,0.628,0.83,0.719
MARAVILHA,Jornal,421050,3,n/d,SC,Santa Catarina,Sul,Brasil,21897,896.02,0.562,0.781,0.708,0.886,0.758
PAPANDUVA,Jornal,421220,3,n/d,SC,Santa Catarina,Sul,Brasil,17882,589.35,0.394,0.704,0.603,0.836,0.691
POMERODE,Jornal,421320,3,n/d,SC,Santa Catarina,Sul,Brasil,27548,1022.91,0.558,0.78,0.687,0.886,0.78
SÃO JOAQUIM,Jornal,421650,3,n/d,SC,Santa Catarina,Sul,Brasil,24778,641.75,0.457,0.687,0.562,0.817,0.705
SEARA,Jornal,421750,3,n/d,SC,Santa Catarina,Sul,Brasil,16884,1188.18,0.505,0.779,0.674,0.872,0.804
SOMBRIO,Jornal,421770,3,n/d,SC,Santa Catarina,Sul,Brasil,26590,746.69,0.475,0.728,0.617,0.858,0.729
TAIÓ,Jornal,421780,3,n/d,SC,Santa Catarina,Sul,Brasil,17065,848.34,0.491,0.761,0.67,0.879,0.749
TRÊS BARRAS,Jornal,421830,3,n/d,SC,Santa Catarina,Sul,Brasil,18091,539.69,0.514,0.706,0.639,0.814,0.677
XAXIM,Jornal,421970,3,n/d,SC,Santa Catarina,Sul,Brasil,25674,783.29,0.494,0.752,0.662,0.871,0.737
CACHOEIRA DO SUL,Jornal,430300,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,83072,793.67,0.539,0.742,0.648,0.854,0.739
CAMPO BOM,Jornal,430390,3,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,59572,879.65,0.52,0.745,0.643,0.852,0.755
CANDELÁRIA,Jornal,430420,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,29867,620.92,0.377,0.674,0.521,0.842,0.699
ERECHIM,Jornal,430700,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,95232,1038.39,0.629,0.776,0.716,0.833,0.782
ESTRELA,Jornal,430780,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,30512,1002.78,0.578,0.767,0.684,0.85,0.776
GARIBALDI,Jornal,430860,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,30501,1355.37,0.58,0.786,0.688,0.856,0.825
GRAMADO,Jornal,430910,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,31974,1045.52,0.575,0.764,0.662,0.861,0.783
IGREJINHA,Jornal,431010,3,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,31455,848.23,0.444,0.721,0.571,0.876,0.749
IVOTI,Jornal,431080,3,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,19764,1025.02,0.606,0.784,0.729,0.848,0.78
MARAU,Jornal,431180,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,36196,980.92,0.61,0.774,0.699,0.857,0.773
PALMEIRA DAS MISSÕES,Jornal,431370,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,33927,715.29,0.526,0.737,0.667,0.831,0.722
QUARAÍ,Jornal,431530,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,22926,528.64,0.505,0.704,0.609,0.852,0.673
SANTIAGO,Jornal,431740,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,48579,828.78,0.578,0.766,0.682,0.882,0.746
SÃO BORJA,Jornal,431800,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,61136,705.72,0.527,0.736,0.643,0.86,0.72
SÃO JERÔNIMO,Jornal,431840,3,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,21841,768.93,0.465,0.696,0.56,0.822,0.734
SÃO LUIZ GONZAGA,Jornal,431890,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,34268,698.77,0.528,0.741,0.664,0.855,0.718
SAPUCAIA DO SUL,Jornal,432000,3,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,130595,733.28,0.589,0.726,0.624,0.844,0.726
TAPEJARA,Jornal,432090,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,19141,922.28,0.527,0.76,0.688,0.837,0.763
TAQUARI,Jornal,432130,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,25869,786.91,0.533,0.733,0.629,0.849,0.737
TEUTÔNIA,Jornal,432145,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,27165,854.63,0.527,0.747,0.65,0.855,0.751
TUPANCIRETÃ,Jornal,432220,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,22161,708.79,0.468,0.709,0.596,0.828,0.721
VACARIA,Jornal,432250,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,60849,797.86,0.527,0.721,0.605,0.838,0.74
COXIM,Jornal,500330,3,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,32041,703.01,0.45,0.703,0.579,0.836,0.719
TRÊS LAGOAS,Jornal,500830,3,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,101171,863.66,0.579,0.744,0.645,0.849,0.752
CÁCERES,Jornal,510250,3,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,87269,590.43,0.525,0.708,0.633,0.813,0.691
COLÍDER,Jornal,510320,3,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,30525,758.67,0.423,0.713,0.604,0.819,0.732
SINOP,Jornal,510790,3,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,112124,877.68,0.571,0.754,0.682,0.832,0.755
SORRISO,Jornal,510792,3,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,66131,988.74,0.516,0.744,0.635,0.839,0.774
LUZIÂNIA,Jornal,521250,3,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,173474,580.88,0.51,0.701,0.602,0.831,0.689
PIRES DO RIO,Jornal,521740,3,n/d,GO,Goiás,Centro-Oeste,Brasil,28628,702.46,0.515,0.744,0.65,0.88,0.719
VALPARAÍSO DE GOIÁS,Jornal,522185,3,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,132705,764.73,0.663,0.746,0.695,0.815,0.733
COLORADO DO OESTE,Jornal,110006,2,n/d,RO,Rondônia,Norte,Brasil,18540,535.41,0.426,0.685,0.584,0.814,0.676
VILHENA,Jornal,110030,2,n/d,RO,Rondônia,Norte,Brasil,75614,768.98,0.554,0.731,0.659,0.808,0.734
SÃO MIGUEL DO GUAPORÉ,Jornal,110032,2,n/d,RO,Rondônia,Norte,Brasil,21700,440.6,0.346,0.646,0.537,0.781,0.644
CASTANHAL,Jornal,150240,2,RM Belém,PA,Pará,Norte,Brasil,172265,467.32,0.536,0.673,0.582,0.8,0.654
IMPERATRIZ,Jornal,210530,2,n/d,MA,Maranhão,Nordeste,Brasil,246317,613.87,0.617,0.731,0.698,0.803,0.697
NOVA RUSSAS,Jornal,230930,2,n/d,CE,Ceará,Nordeste,Brasil,30864,304.52,0.353,0.614,0.524,0.754,0.585
CURRAIS NOVOS,Jornal,240310,2,n/d,RN,Rio Grande do Norte,Nordeste,Brasil,42240,526.96,0.493,0.691,0.617,0.794,0.673
PARNAMIRIM,Jornal,240325,2,n/d,RN,Rio Grande do Norte,Nordeste,Brasil,200906,850.44,0.682,0.766,0.726,0.825,0.75
ARARIPINA,Jornal,260110,2,n/d,PE,Pernambuco,Nordeste,Brasil,77085,324.01,0.321,0.602,0.467,0.785,0.595
CARUARU,Jornal,260410,2,n/d,PE,Pernambuco,Nordeste,Brasil,313111,553.99,0.468,0.677,0.569,0.799,0.681
ALAGOINHAS,Jornal,290070,2,n/d,BA,Bahia,Nordeste,Brasil,141312,553.17,0.575,0.683,0.592,0.79,0.681
CANDEIAS,Jornal,290650,2,RM Salvador,BA,Bahia,Nordeste,Brasil,82844,462.57,0.563,0.691,0.616,0.823,0.652
ILHÉUS,Jornal,291360,2,n/d,BA,Bahia,Nordeste,Brasil,183184,579.46,0.528,0.69,0.59,0.808,0.688
VITÓRIA DA CONQUISTA,Jornal,293330,2,n/d,BA,Bahia,Nordeste,Brasil,304599,555.66,0.493,0.678,0.581,0.788,0.681
BARRA DE SÃO FRANCISCO,Jornal,320090,2,n/d,ES,Espírito Santo,Sudeste,Brasil,40014,527.84,0.43,0.683,0.58,0.815,0.673
MONTANHA,Jornal,320350,2,n/d,ES,Espírito Santo,Sudeste,Brasil,17637,547.46,0.376,0.667,0.535,0.816,0.679
