id,meio,nome,cidade,regiao_metropolitana,uf,estado,regiao,pais,fonte
id2036,Jornal,O SOL,CASIMIRO DE ABREU,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2037,Jornal,JORNAL DOS MUNICIPIOS (EX - A FOLHA DOS MUNICIPIOS),CASIMIRO DE ABREU,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2038,Jornal,O JORNAL,CASIMIRO DE ABREU,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2039,Jornal,BOA SEMENTE,CASIMIRO DE ABREU,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id1186,Online,CASSILANDIA NEWS,CASSILÂNDIA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1231,Jornal,O JORNAL (CASSILANDIA O JORNAL),CASSILÂNDIA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1412,Jornal,O INDEPENDENTE,CASTANHAL,RM Belém,PA,Pará,Norte,Brasil,Secom/PR
id1413,Jornal,O EXPRESSO,CASTANHAL,RM Belém,PA,Pará,Norte,Brasil,Secom/PR
id4096,Jornal,AGORA NOTICIAS,CASTILHO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id1665,Jornal,PAGINA UM,CASTRO,n/d,PR,Paraná,Sul,Brasil,Secom/PR
id5676,Jornal,PÁGINA UM,CASTRO,n/d,PR,Paraná,Sul,Brasil,Central de Diários
id893,Jornal,CATAGUASES,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id894,Jornal,JORNAL ATUAL,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id895,Jornal,PRIMEIRO JORNAL,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id896,Jornal,CORREIO DA CIDADE,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id897,Jornal,MERCADO EM NOTICIAS,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id898,Jornal,PANORAMA REGIONAL,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id899,Jornal,PAINEL,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id583,Jornal,JORNAL AUTONEWS,CATALÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id584,Jornal,O ATHENEU,CATALÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id585,Jornal,DIARIO DE CATALAO,CATALÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id586,Jornal,FOLHA DO DIA,CATALÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id587,Jornal,DITO E FEITO,CATALÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id588,Jornal,FOLHA DA REGIAO,CATALÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id589,Jornal,ULTIMOS ACONTECIMENTOS,CATALÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id590,Jornal,SERRA DOURADA NEWS,CATALÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id591,Jornal,O CATALAO,CATALÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id592,Jornal,AGENDA FERROVIARIA,CATALÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id3275,Online,JORNAL ACONTECE,CATANDUVA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3276,Online,BOM DIA CATANDUVA,CATANDUVA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4097,Jornal,ACONTECE,CATANDUVA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id5566,Jornal,O REGIONAL,CATANDUVA,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP
id900,Jornal,NOSSO JORNAL,CAXAMBU,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id901,Jornal,JORNAL DAS ESTANCIAS,CAXAMBU,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id2350,Online,O CAXIENSE,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2351,Online,PIONEIRO,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2511,Jornal,FOLHA DE CAXIAS,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2512,Jornal,GAZETA DE CAXIAS,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2513,Jornal,PIONEIRO,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2515,Jornal,COMERCIO DO POVO,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2516,Jornal,BEM ESTAR,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2517,Jornal,PONTO INICIAL,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2518,Jornal,A SEMANA,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2519,Jornal,TEMPO TODO,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2520,Jornal,JORNAL DOS BAIRROS,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id5014,Jornal,JORNAL PIONEIRO,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Atlas da Notícia
id5198,Jornal,CORREIO RIOGRANDENSE,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id513,Online,JORNAL GOIAS NOTÍCIAS,CERES,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id593,Jornal,FAROL 21,CERES,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id594,Jornal,POPULACIONAL,CERES,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id4099,Jornal,A CIDADE,CERQUEIRA CÉSAR,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4100,Jornal,O DESTAK,CERQUEIRA CÉSAR,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4101,Jornal,NOSSA CIDADE,CERQUILHO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4102,Jornal,CIDADES DAS ROSAS,CERQUILHO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4103,Jornal,FOLHA DE CERQUILHO,CERQUILHO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id1666,Jornal,CORREIO CERROAZULENSE,CERRO AZUL,RM Curitiba,PR,Paraná,Sul,Brasil,Secom/PR
id5199,Jornal,REGIONAL DE NOTICIAS,CERRO GRANDE DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id5200,Jornal,FOLHA DA PRODUÇÃO,CERRO LARGO,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id4104,Jornal,ALIANÇA,CESÁRIO LANGE,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id5201,Jornal,JORNAL DE CHAPADA,CHAPADA,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id1336,Jornal,ECO DA SERRA,CHAPADA DOS GUIMARÃES,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id1337,Jornal,PAGINA 12,CHAPADA DOS GUIMARÃES,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id1232,Jornal,NOVO TEMPO,CHAPADÃO DO SUL,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1233,Jornal,O CORREIO,CHAPADÃO DO SUL,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id2775,Online,REDECOMSC,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2776,Online,JORNAL SUL BRASIL,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2945,Jornal,DIARIO DO IGUAÇU,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2946,Jornal,GAZETA ESPORTIVA,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2947,Jornal,GAZETA DE CHAPECO,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2950,Jornal,FOLHA EXTREMO OESTE,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2951,Jornal,DIVISA OESTE,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2952,Jornal,O ARAUTO,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2953,Jornal,FOLHA NATIVA,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2954,Jornal,FOLHA DE CHAPECO,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2957,Jornal,ALTO URUGUAI,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2958,Jornal,DIARIO DA MANHA,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id5398,Jornal,FOLHA DO BAIRRO,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc
id5697,Jornal,FOLHA DE CHAPECÓ,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários
id5698,Jornal,DIÁRIO DO IGUAÇU,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários
id5699,Jornal,DIÁRIO DA MANHÃ,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários
id5700,Jornal,SUL BRASIL,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários
id5701,Jornal,VOZ DO OESTE,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários
id5702,Jornal,GAZETA DA MANHÃ,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários
id1667,Jornal,TRIBUNA DO POVO DE CHOPINZINHO,CHOPINZINHO,n/d,PR,Paraná,Sul,Brasil,Secom/PR
id200,Jornal,A VOZ DO CEARA,CHOROZINHO,RM Fortaleza,CE,Ceará,Nordeste,Brasil,Secom/PR
id1532,Online,TRIBUNA DE CIANORTE,CIANORTE,n/d,PR,Paraná,Sul,Brasil,Secom/PR
id1668,Jornal,TRIBUNA DE CIANORTE,CIANORTE,n/d,PR,Paraná,Sul,Brasil,Secom/PR
id1669,Jornal,FOLHA REGIONAL  DE CIANORTE,CIANORTE,n/d,PR,Paraná,Sul,Brasil,Secom/PR
id5517,Jornal,CIANORTE AGORA,CIANORTE,n/d,PR,Paraná,Sul,Brasil,Adjori-Pr
id5523,Jornal,FOLHA REGIONAL DE CIANORTE,CIANORTE,n/d,PR,Paraná,Sul,Brasil,Adjori-Pr
id5202,Jornal,JORNAL GAZETA DE CIDREIRA,CIDREIRA,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id2960,Jornal,COCAL NOTICIAS,COCAL DO SUL,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id5399,Jornal,JORNAL ATUAL,COCAL DO SUL,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc
id595,Jornal,TRES DE JULHO,COCALZINHO DE GOIÁS,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id447,Jornal,DIARIO DO NOROESTE,COLATINA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR
id448,Jornal,O COLATINISTA,COLATINA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR
id449,Jornal,RESUMO,COLATINA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR
id5634,Jornal,DIÁRIO DO NOROESTE,COLATINA,n/d,ES,Espírito Santo,Sudeste,Brasil,Central de Diários
id1338,Jornal,FOLHA DO NORTE,COLÍDER,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id1339,Jornal,CORREIO DE COLIDER REGIONAL,COLÍDER,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id1340,Jornal,FOLHA DE COLIDER,COLÍDER,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id5006,Jornal,JORNAL O COLINENSE,COLINA,n/d,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id5567,Jornal,O COLINENSE,COLINA,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP
id5040,Online,NOTÍCIAS COLÔMBIA,COLÔMBIA,n/d,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id1672,Jornal,FOLHA DE COLOMBO,COLOMBO,RM Curitiba,PR,Paraná,Sul,Brasil,Secom/PR
id5678,Jornal,JORNAL DE COLOMBO,COLOMBO,RM Curitiba,PR,Paraná,Sul,Brasil,Central de Diários
id5203,Jornal,GAZETA POPULAR,COLORADO,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id2321,Jornal,RONDÔNIA ATUALIDADES,COLORADO DO OESTE,n/d,RO,Rondônia,Norte,Brasil,Secom/PR
id2322,Jornal,FOLHA DE COLORADO,COLORADO DO OESTE,n/d,RO,Rondônia,Norte,Brasil,Secom/PR
id1341,Jornal,O DIÁRIO,COMODORO,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id1430,Online,PORTAL CONCEIÇÃO VERDADE,CONCEIÇÃO,n/d,PB,Paraíba,Nordeste,Brasil,Secom/PR
id450,Jornal,VALE DE ITAUNAS,CONCEIÇÃO DA BARRA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR
id2040,Jornal,SERRAMAR,CONCEIÇÃO DE MACABU,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id71,Online,CALILA NOTICIAS,CONCEIÇÃO DO COITÉ,n/d,BA,Bahia,Nordeste,Brasil,Secom/PR
id902,Jornal,JORNAL PORDENTRO DE CONCEIÇAO,CONCEIÇÃO DO MATO DENTRO,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id4106,Jornal,JORNAL DE CONCHAL,CONCHAL,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4107,Jornal,O INFORMATIVO,CONCHAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4108,Jornal,COMARCA,CONCHAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4109,Jornal,FOLHA REGIONAL,CONCHAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id2777,Online,CLUBE DOS BLOGUEIROS,CONCÓRDIA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2961,Jornal,DIARIO DO OESTE,CONCÓRDIA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2964,Jornal,O JORNAL,CONCÓRDIA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id5400,Jornal,O IMPARCIAL,CONCÓRDIA,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc
id5401,Jornal,DIÁRIO DO OESTE,CONCÓRDIA,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc
id5703,Jornal,DIÁRIO DO OESTE CATARINENSE,CONCÓRDIA,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários
id5704,Jornal,VOZ REGIONAL,CONCÓRDIA,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários
id124,Jornal,FOLHA DE CANDEUBA,CONDEÚBA,n/d,BA,Bahia,Nordeste,Brasil,Secom/PR
id903,Jornal,BARUC,CONGONHAS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id759,Online,FATO REAL,CONSELHEIRO LAFAIETE,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id904,Jornal,FOLHA LIVRE,CONSELHEIRO LAFAIETE,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id905,Jornal,CORREIO DA CIDADE,CONSELHEIRO LAFAIETE,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id906,Jornal,CORREIO DE MINAS,CONSELHEIRO LAFAIETE,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id907,Jornal,NOVA GAZETA,CONSELHEIRO LAFAIETE,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id908,Jornal,EXPRESSAO REGIONAL,CONSELHEIRO LAFAIETE,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id5204,Jornal,JORNAL INTEGRAÇÃO REGIONAL,CONSTANTINA,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id5147,Online,VALINOR CONTEÚDO,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Atlas da Notícia
id5852,Jornal,O TEMPO,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,ANJ
id760,Online,O TEMPO BETIM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id761,Online,JORNAL PAMPULHA,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id762,Online,FOLHA DE CONTAGEM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id909,Jornal,FOLHA DE CONTAGEM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id910,Jornal,JORNAL REGIONAL CONTAGEM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id911,Jornal,O TEMPO CONTAGEM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id912,Jornal,TRIBUNA DE CONTAGEM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id913,Jornal,PERFIL,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id914,Jornal,MAIS ESMERALDAS,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id915,Jornal,GAZETA DE CONTAGEM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id916,Jornal,JORNAL DE CONTAGEM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id2041,Jornal,GAZETA DE CORDEIRO,CORDEIRO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2042,Jornal,TRIBUNA DA SERRA,CORDEIRO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2043,Jornal,FOLHA DOS MUNICIPIOS,CORDEIRO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id4110,Jornal,A TRIBUNA,CORDEIRÓPOLIS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id1673,Jornal,TRIBUNA HOJE,CORNÉLIO PROCÓPIO,n/d,PR,Paraná,Sul,Brasil,Secom/PR
id1674,Jornal,A CIDADE REGIONAL,CORNÉLIO PROCÓPIO,n/d,PR,Paraná,Sul,Brasil,Secom/PR
id1675,Jornal,JORNAL POPULAR DE CORNÉLIO PROCÓPIO,CORNÉLIO PROCÓPIO,n/d,PR,Paraná,Sul,Brasil,Secom/PR
id1676,Jornal,PAPA LUCRO,CORNÉLIO PROCÓPIO,n/d,PR,Paraná,Sul,Brasil,Secom/PR
id1677,Jornal,GAZETA REGIONAL,CORNÉLIO PROCÓPIO,n/d,PR,Paraná,Sul,Brasil,Secom/PR
id1678,Jornal,A VOZ DO POVO FOLHA DA REGIAO,CORNÉLIO PROCÓPIO,n/d,PR,Paraná,Sul,Brasil,Secom/PR
id5516,Jornal,A VOZ DO POVO FOLHA DA REGIÃO,CORNÉLIO PROCÓPIO,n/d,PR,Paraná,Sul,Brasil,Adjori-Pr
id5542,Jornal,JORNAL POPULAR,CORNÉLIO PROCÓPIO,n/d,PR,Paraná,Sul,Brasil,Adjori-Pr
id917,Jornal,JORNAL DE COROMANDEL,COROMANDEL,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id5402,Jornal,TRIBUNA DA GENTE,CORONEL FREITAS,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc
id5403,Jornal,JORNAL NOSSA TERRA,CORREIA PINTO,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc
id1187,Online,CAPITAL DO PANTANAL,CORUMBÁ,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1188,Online,CORREIO DE CORUMBA,CORUMBÁ,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1189,Online,DIARIO CORUMBAENSE,CORUMBÁ,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1234,Jornal,FOLHA DE CORUMBA,CORUMBÁ,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1235,Jornal,CORREIO DE CORUMBA,CORUMBÁ,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1236,Jornal,DIARIO DA MANHA,CORUMBÁ,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1237,Jornal,DIARIO CORUMBAENSE,CORUMBÁ,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id5404,Jornal,O CORUPAENSE,CORUPÁ,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc
id4111,Jornal,GAZETA DE COSMOPOLIS,COSMÓPOLIS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id1238,Jornal,GAZETA DE COSTA RICA,COSTA RICA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1239,Jornal,TENDENCIA DO BOLSAO,COSTA RICA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id3277,Online,JORNAL BRASIL 247,COTIA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3278,Online,CARGA E TRANSPORTE,COTIA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4112,Jornal,MAIS CONTEUDO,COTIA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4113,Jornal,NOTICIAS REGIONAIS,COTIA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4114,Jornal,DAQUI,COTIA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4115,Jornal,COTIDIANO,COTIA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4116,Jornal,NOTICIAS DE COTIA E REGIAO,COTIA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4117,Jornal,GAZETA DE COTIA,COTIA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id1190,Online,EDIÇÃO MS,COXIM,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1191,Online,COXIM AGORA,COXIM,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1240,Jornal,FOLHA DO PANTANAL,COXIM,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id1241,Jornal,DIARIO DO ESTADO,COXIM,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id5657,Jornal,DIÁRIO DO ESTADO,COXIM,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Central de Diários
id201,Jornal,GAZETA DO CENTRO OESTE,CRATEÚS,n/d,CE,Ceará,Nordeste,Brasil,Secom/PR
id4872,Online,A VOZ DA JUVENTUDE,CRATO,n/d,CE,Ceará,Nordeste,Brasil,Atlas da Notícia
id4118,Jornal,A TRIBUNA REGIONAL,CRAVINHOS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id2778,Online,A TRIBUNA (CLICA TRIBUNA),CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2779,Online,ENGEPLUS,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2780,Online,DNSUL,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2781,Online,JORNAL DA MANHA,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2782,Online,PORTAL RIO MAINA,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2783,Online,HORA DO SUL,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2965,Jornal,DIARIO DE NOTICIAS,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2966,Jornal,FOLHA DE CRICIUMA,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2967,Jornal,JORNAL DA MANHA,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2968,Jornal,JORNAL A VERDADE,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2970,Jornal,A PALAVRA,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2971,Jornal,A TRIBUNA,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2972,Jornal,HORA DO SUL ( EX- DIARIO DE CRICIUMA),CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2973,Jornal,A REALIDADE,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2974,Jornal,FOLHA DOS MUNICIPIOS,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2975,Jornal,SANTA LUZIA,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id5079,Online,PORTAL ENGEPLUS,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Atlas da Notícia
id5405,Jornal,FOLHA REGIONAL,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc
id5406,Jornal,FOLHA DOS MUNICÍPIOS,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc
id5705,Jornal,A HORA DO SUL,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários
id596,Jornal,FOLHA DA SERRA,CRISTALINA,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id597,Jornal,IMPRENSA DO CERRADO,CRIXÁS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id2521,Jornal,O EXPRESSO,CRUZ ALTA,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2522,Jornal,DIARIO  SERRANO,CRUZ ALTA,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2523,Jornal,TRIBUNA DAS CIDADES,CRUZ ALTA,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2524,Jornal,ESTILO,CRUZ ALTA,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
