id,meio,nome,cidade,regiao_metropolitana,uf,estado,regiao,pais,fonte,T_ANALF15M,T_SUPER25M,ESPVIDA,MORT1,T_ENV,PIND,PMPOB,GINI,R1040,R2040,RDPC,POP,PESO65,I_ESCOLARIDADE,IDHM_E,IDHM_L,IDHM_R,IDHM
id4911,Online,CONEXÃO PLANETA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4916,Online,DESENROLA E NÃO ME ENROLA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4931,Online,DIRETO DA CIÊNCIA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4937,Online,ENVOLVERDE,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4938,Online,ESPORTIVIDADE,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4944,Online,FAUNA NEWS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4994,Jornal,JORNAL DOS CONCURSOS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4997,Jornal,JORNAL ESPAÇO DO POVO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4999,Online,JORNAL GGN,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id5021,Online,JORNALISTAS QUE CORREM,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id5032,Online,MIGRAMUNDO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id5035,Online,NBS PLUS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id5036,Online,NEXO JORNAL,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id5070,Online,PERIFERIA EM MOVIMENTO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id5078,Online,PORTAL DIÁRIOZONANORTE,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id5085,Online,PORTAL SETOR3,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id5089,Online,PORVIR,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id5109,Online,REPÓRTER BRASIL,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id5115,Online,REVISTA OPERA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id5131,Online,TRAMP,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id5151,Online,A VIDA NO CENTRO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id5771,Jornal,JORNAL DO SINESP,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,GPI/PROJOR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id5774,Jornal,PORTAL E REVISTA EASYCOOP,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,GPI/PROJOR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id5818,Jornal,DCI – DIÁRIO COMÉRCIO INDÚSTRIA & SERVIÇOS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,ANJ,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id5820,Jornal,FOLHA DE S.PAULO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,ANJ,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id5829,Jornal,GAZETA S.PAULO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,ANJ,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id5835,Jornal,O ESTADO DE S.PAULO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,ANJ,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id5836,Jornal,O REGIONAL,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,ANJ,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id5838,Jornal,VALOR ECONÔMICO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,ANJ,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4995,Jornal,JORNAL E REVISTA NOSSO BAIRRO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4662,Jornal,A TRIBUNA DE SAO PEDRO,SÃO PEDRO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,5.24,11.09,76.78,11.2,10.96,0.49,4.08,0.46,10.22,7.42,803.02,31561.0,3471.0,0.539,0.674,0.863,0.741,0.755
id4663,Jornal,FOLHA DE SAO PEDRO,SÃO PEDRO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,5.24,11.09,76.78,11.2,10.96,0.49,4.08,0.46,10.22,7.42,803.02,31561.0,3471.0,0.539,0.674,0.863,0.741,0.755
id5612,Jornal,TRIBUNA DE SÃO PEDRO,SÃO PEDRO,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP,5.24,11.09,76.78,11.2,10.96,0.49,4.08,0.46,10.22,7.42,803.02,31561.0,3471.0,0.539,0.674,0.863,0.741,0.755
id2216,Jornal,FREE NEWS,SÃO PEDRO DA ALDEIA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,6.16,8.46,73.03,16.9,6.97,2.35,9.11,0.5,13.24,9.36,710.04,87646.0,6123.0,0.578,0.626,0.801,0.721,0.712
id2217,Jornal,O MENSAGEIRO DOS LAGOS,SÃO PEDRO DA ALDEIA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,6.16,8.46,73.03,16.9,6.97,2.35,9.11,0.5,13.24,9.36,710.04,87646.0,6123.0,0.578,0.626,0.801,0.721,0.712
id2705,Jornal,GAZETA REGIONAL,SÃO PEDRO DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,5.85,7.3,74.45,13.5,13.45,5.11,12.07,0.48,12.25,8.76,614.89,16314.0,2201.0,0.447,0.619,0.824,0.698,0.709
id2706,Jornal,CIDADAO,SÃO PEDRO DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,5.85,7.3,74.45,13.5,13.45,5.11,12.07,0.48,12.25,8.76,614.89,16314.0,2201.0,0.447,0.619,0.824,0.698,0.709
id2707,Jornal,REGIONAL AGUAS DA SERRA,SÃO PEDRO DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,5.85,7.3,74.45,13.5,13.45,5.11,12.07,0.48,12.25,8.76,614.89,16314.0,2201.0,0.447,0.619,0.824,0.698,0.709
id5323,Jornal,CIDADÃO,SÃO PEDRO DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,5.85,7.3,74.45,13.5,13.45,5.11,12.07,0.48,12.25,8.76,614.89,16314.0,2201.0,0.447,0.619,0.824,0.698,0.709
id4664,Jornal,JORNAL DA ECONOMIA,SÃO ROQUE,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,4.47,13.39,76.79,12.1,8.4,1.61,4.76,0.5,12.76,9.0,932.62,78372.0,6623.0,0.599,0.687,0.863,0.765,0.768
id5613,Jornal,JORNAL ECONOMIA,SÃO ROQUE,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP,4.47,13.39,76.79,12.1,8.4,1.61,4.76,0.5,12.76,9.0,932.62,78372.0,6623.0,0.599,0.687,0.863,0.765,0.768
id4665,Jornal,IMPRENSA LIVRE,SÃO SEBASTIÃO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,5.84,10.84,77.51,9.24,5.43,0.68,3.47,0.49,12.08,8.43,837.48,73583.0,4013.0,0.591,0.703,0.875,0.747,0.772
id4666,Jornal,EXPRESSAO CAIÇARA,SÃO SEBASTIÃO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,5.84,10.84,77.51,9.24,5.43,0.68,3.47,0.49,12.08,8.43,837.48,73583.0,4013.0,0.591,0.703,0.875,0.747,0.772
id5324,Jornal,PANORAMA CAIENSE,SÃO SEBASTIÃO DO CAÍ,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,3.51,5.99,76.11,12.1,8.62,1.04,4.97,0.44,9.4,6.67,772.04,21820.0,1890.0,0.53,0.646,0.852,0.734,0.739
id5325,Jornal,FATO NOVO,SÃO SEBASTIÃO DO CAÍ,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,3.51,5.99,76.11,12.1,8.62,1.04,4.97,0.44,9.4,6.67,772.04,21820.0,1890.0,0.53,0.646,0.852,0.734,0.739
id2709,Jornal,A PALAVRA (EX - O GUIA),SÃO SEPÉ,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,7.59,8.09,77.23,10.0,11.83,4.18,10.78,0.51,13.14,9.36,656.77,23625.0,2816.0,0.43,0.576,0.871,0.708,0.708
id5326,Jornal,O GUIA,SÃO SEPÉ,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,7.59,8.09,77.23,10.0,11.83,4.18,10.78,0.51,13.14,9.36,656.77,23625.0,2816.0,0.43,0.576,0.871,0.708,0.708
id5327,Jornal,A FONTE,SÃO SEPÉ,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,7.59,8.09,77.23,10.0,11.83,4.18,10.78,0.51,13.14,9.36,656.77,23625.0,2816.0,0.43,0.576,0.871,0.708,0.708
id5328,Jornal,A PALAVRA,SÃO SEPÉ,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,7.59,8.09,77.23,10.0,11.83,4.18,10.78,0.51,13.14,9.36,656.77,23625.0,2816.0,0.43,0.576,0.871,0.708,0.708
id679,Jornal,O CANAL REGIONAL,SÃO SIMÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,11.67,7.66,74.51,13.8,8.02,1.03,4.2,0.55,15.76,9.94,883.78,16837.0,1370.0,0.47,0.599,0.825,0.756,0.72
id680,Jornal,SAIBA MAIS,SÃO SIMÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,11.67,7.66,74.51,13.8,8.02,1.03,4.2,0.55,15.76,9.94,883.78,16837.0,1370.0,0.47,0.599,0.825,0.756,0.72
id4667,Jornal,JORNAL VICENTINO,SÃO VICENTE,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,4.22,9.77,76.39,12.79,7.5,1.48,5.93,0.47,10.89,7.77,789.32,330341.0,24941.0,0.65,0.716,0.857,0.738,0.768
id4668,Jornal,CONTINENTAL NEWS,SÃO VICENTE,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,4.22,9.77,76.39,12.79,7.5,1.48,5.93,0.47,10.89,7.77,789.32,330341.0,24941.0,0.65,0.716,0.857,0.738,0.768
id5614,Jornal,O VICENTINO,SÃO VICENTE,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP,4.22,9.77,76.39,12.79,7.5,1.48,5.93,0.47,10.89,7.77,789.32,330341.0,24941.0,0.65,0.716,0.857,0.738,0.768
id1380,Jornal,DIARIO REGIONAL MT (EX DIARIO DE SAPEZAL),SAPEZAL,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR,5.66,9.7,75.14,15.2,1.46,2.35,4.64,0.47,10.94,7.82,892.71,17672.0,265.0,0.55,0.62,0.836,0.758,0.732
id2712,Jornal,REPERCUSSÃO,SAPIRANGA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,3.91,4.36,74.93,12.8,5.78,0.91,3.73,0.41,7.8,5.67,713.99,74784.0,4336.0,0.46,0.598,0.832,0.722,0.711
id2713,Jornal,A OPINIAO,SAPIRANGA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,3.91,4.36,74.93,12.8,5.78,0.91,3.73,0.41,7.8,5.67,713.99,74784.0,4336.0,0.46,0.598,0.832,0.722,0.711
id2714,Jornal,JORNAL JS,SAPIRANGA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,3.91,4.36,74.93,12.8,5.78,0.91,3.73,0.41,7.8,5.67,713.99,74784.0,4336.0,0.46,0.598,0.832,0.722,0.711
id5016,Jornal,JORNAL REPERCUSSÃO,SAPIRANGA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Atlas,3.91,4.36,74.93,12.8,5.78,0.91,3.73,0.41,7.8,5.67,713.99,74784.0,4336.0,0.46,0.598,0.832,0.722,0.711
id5330,Jornal,JORNAL DE SAPIRANGA,SAPIRANGA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,3.91,4.36,74.93,12.8,5.78,0.91,3.73,0.41,7.8,5.67,713.99,74784.0,4336.0,0.46,0.598,0.832,0.722,0.711
id2218,Jornal,JAMAPARA EM FOCO,SAPUCAIA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,10.13,6.56,73.26,16.6,8.87,5.56,14.99,0.5,12.6,8.73,558.94,17497.0,1555.0,0.432,0.561,0.804,0.682,0.675
id2219,Jornal,FOLHA POPULAR,SAPUCAIA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,10.13,6.56,73.26,16.6,8.87,5.56,14.99,0.5,12.6,8.73,558.94,17497.0,1555.0,0.432,0.561,0.804,0.682,0.675
id2715,Jornal,CORREIO SAPUCAIENSE,SAPUCAIA DO SUL,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,3.33,4.84,75.65,11.9,6.48,1.27,4.94,0.44,9.0,6.55,733.28,130595.0,8488.0,0.589,0.624,0.844,0.726,0.726
id2716,Jornal,LIDER DO VALE,SAPUCAIA DO SUL,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,3.33,4.84,75.65,11.9,6.48,1.27,4.94,0.44,9.0,6.55,733.28,130595.0,8488.0,0.589,0.624,0.844,0.726,0.726
id2717,Jornal,DESTAQUE,SAPUCAIA DO SUL,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,3.33,4.84,75.65,11.9,6.48,1.27,4.94,0.44,9.0,6.55,733.28,130595.0,8488.0,0.589,0.624,0.844,0.726,0.726
id2220,Jornal,IMPRENSA LIVRE,SAQUAREMA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,6.27,8.0,73.26,16.6,8.73,2.54,8.5,0.52,13.97,9.63,681.62,73920.0,6482.0,0.566,0.621,0.804,0.714,0.709
id2221,Jornal,POIESIS,SAQUAREMA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,6.27,8.0,73.26,16.6,8.73,2.54,8.5,0.52,13.97,9.63,681.62,73920.0,6482.0,0.566,0.621,0.804,0.714,0.709
id2222,Jornal,O SAQUÁ,SAQUAREMA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,6.27,8.0,73.26,16.6,8.73,2.54,8.5,0.52,13.97,9.63,681.62,73920.0,6482.0,0.566,0.621,0.804,0.714,0.709
id2223,Jornal,LITORAL DE SAQUAREMA,SAQUAREMA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,6.27,8.0,73.26,16.6,8.73,2.54,8.5,0.52,13.97,9.63,681.62,73920.0,6482.0,0.566,0.621,0.804,0.714,0.709
id2718,Jornal,A REGIAO,SARANDI,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,5.02,7.69,76.5,11.6,8.87,1.08,2.58,0.52,14.15,9.42,1000.86,21077.0,1887.0,0.559,0.705,0.858,0.776,0.777
id5331,Jornal,A REGIÃO,SARANDI,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,5.02,7.69,76.5,11.6,8.87,1.08,2.58,0.52,14.15,9.42,1000.86,21077.0,1887.0,0.559,0.705,0.858,0.776,0.777
id5522,Jornal,FOLHA MARIALVENSE,SARANDI,n/d,PR,Paraná,Sul,Brasil,Adjori-Pr,7.09,2.65,75.98,12.2,6.1,0.95,5.22,0.35,5.63,4.45,554.48,82728.0,5051.0,0.427,0.579,0.85,0.681,0.695
id5498,Jornal,A FONTE,SAUDADES,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,4.42,7.18,75.97,12.2,7.85,0.43,1.98,0.33,5.3,4.08,719.94,8988.0,708.0,0.479,0.7,0.85,0.723,0.755
id3162,Jornal,SCHROEDER,SCHROEDER,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,2.05,7.0,76.27,11.8,5.3,,1.2,0.34,5.58,4.27,852.5,15252.0,812.0,0.625,0.71,0.855,0.75,0.769
id2869,Online,GAZETA OESTE,SEARA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,5.2,8.57,77.32,10.5,7.88,0.67,1.47,0.51,13.22,8.4,1188.18,16884.0,1334.0,0.505,0.674,0.872,0.804,0.779
id2870,Online,FOLHA SETE,SEARA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,5.2,8.57,77.32,10.5,7.88,0.67,1.47,0.51,13.22,8.4,1188.18,16884.0,1334.0,0.505,0.674,0.872,0.804,0.779
id3163,Jornal,FOLHA SETE,SEARA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,5.2,8.57,77.32,10.5,7.88,0.67,1.47,0.51,13.22,8.4,1188.18,16884.0,1334.0,0.505,0.674,0.872,0.804,0.779
id3164,Jornal,GAZETA OESTE,SEARA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,5.2,8.57,77.32,10.5,7.88,0.67,1.47,0.51,13.22,8.4,1188.18,16884.0,1334.0,0.505,0.674,0.872,0.804,0.779
id5499,Jornal,FOLHASETE,SEARA,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,5.2,8.57,77.32,10.5,7.88,0.67,1.47,0.51,13.22,8.4,1188.18,16884.0,1334.0,0.505,0.674,0.872,0.804,0.779
id554,Online,DIÁRIO DO ESTADO,SENADOR CANEDO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,6.54,4.47,74.59,13.7,3.81,1.59,7.63,0.43,8.56,6.25,537.58,84279.0,3221.0,0.538,0.617,0.827,0.676,0.701
id681,Jornal,GAZETA DO ENTORNO,SENADOR CANEDO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,6.54,4.47,74.59,13.7,3.81,1.59,7.63,0.43,8.56,6.25,537.58,84279.0,3221.0,0.538,0.617,0.827,0.676,0.701
id682,Jornal,PRIMEIRA EDIÇAO,SENADOR CANEDO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,6.54,4.47,74.59,13.7,3.81,1.59,7.63,0.43,8.56,6.25,537.58,84279.0,3221.0,0.538,0.617,0.827,0.676,0.701
id683,Jornal,O ESTADO,SENADOR CANEDO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,6.54,4.47,74.59,13.7,3.81,1.59,7.63,0.43,8.56,6.25,537.58,84279.0,3221.0,0.538,0.617,0.827,0.676,0.701
id684,Jornal,CORREIO METROPOLITANO,SENADOR CANEDO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,6.54,4.47,74.59,13.7,3.81,1.59,7.63,0.43,8.56,6.25,537.58,84279.0,3221.0,0.538,0.617,0.827,0.676,0.701
id685,Jornal,IMPACTO,SENADOR CANEDO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,6.54,4.47,74.59,13.7,3.81,1.59,7.63,0.43,8.56,6.25,537.58,84279.0,3221.0,0.538,0.617,0.827,0.676,0.701
id2224,Jornal,O TRIBUNO DO POVO,SEROPÉDICA,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,5.9,7.03,73.3,16.5,6.75,2.99,9.95,0.47,11.06,7.89,604.82,77485.0,5277.0,0.572,0.648,0.805,0.695,0.713
id2225,Jornal,FOCO POPULAR,SEROPÉDICA,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,5.9,7.03,73.3,16.5,6.75,2.99,9.95,0.47,11.06,7.89,604.82,77485.0,5277.0,0.572,0.648,0.805,0.695,0.713
id423,Online,PORTAL CORREIO CAPIXABA,SERRA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,5.55,7.52,75.66,13.2,4.51,1.57,6.1,0.47,10.92,7.84,705.89,407614.0,18441.0,0.614,0.664,0.844,0.72,0.739
id486,Jornal,TEMPO NOVO,SERRA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,5.55,7.52,75.66,13.2,4.51,1.57,6.1,0.47,10.92,7.84,705.89,407614.0,18441.0,0.614,0.664,0.844,0.72,0.739
id487,Jornal,ACONTECE,SERRA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,5.55,7.52,75.66,13.2,4.51,1.57,6.1,0.47,10.92,7.84,705.89,407614.0,18441.0,0.614,0.664,0.844,0.72,0.739
id5615,Jornal,O SERRANO,SERRA NEGRA,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP,6.32,11.82,77.36,11.4,12.06,0.25,3.19,0.48,11.06,7.76,927.39,26297.0,3183.0,0.511,0.676,0.873,0.764,0.767
id1490,Jornal,JORNAL DO SERTAO,SERRA TALHADA,n/d,PE,Pernambuco,Nordeste,Brasil,Secom/PR,21.03,5.32,72.97,18.8,7.94,14.68,30.39,0.56,19.42,13.81,407.34,79008.0,6289.0,0.435,0.571,0.8,0.632,0.661
id1788,Jornal,JORNAL DA CIDADE,SERTANÓPOLIS,n/d,PR,Paraná,Sul,Brasil,Secom/PR,6.78,9.13,73.24,15.2,9.57,0.85,3.18,0.43,8.59,6.18,701.27,15571.0,1496.0,0.462,0.655,0.804,0.719,0.723
id4670,Jornal,NOSSA TERRA,SEVERÍNIA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,10.83,5.06,73.42,17.3,6.88,0.28,2.68,0.41,8.1,5.63,657.45,15444.0,1067.0,0.477,0.638,0.807,0.709,0.715
id1273,Jornal,PLANTAO MS,SIDROLÂNDIA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,8.84,5.36,74.75,18.2,5.16,7.89,17.19,0.57,19.21,12.28,599.76,41906.0,2172.0,0.408,0.561,0.829,0.694,0.686
id2226,Jornal,CORREIO DA BR,SILVA JARDIM,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,13.24,4.0,72.6,17.6,7.75,6.13,17.33,0.49,12.31,8.84,476.99,21301.0,1655.0,0.406,0.536,0.793,0.657,0.654
id686,Jornal,JORNAL A VOZ,SILVÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,8.51,8.23,73.83,14.8,7.63,1.22,7.75,0.51,13.42,8.86,708.82,18943.0,1457.0,0.429,0.606,0.814,0.721,0.709
id5333,Jornal,TRIBUNA POPULAR,SINIMBU,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,8.01,2.74,72.5,16.4,12.38,8.25,14.11,0.48,11.95,8.63,610.76,10009.0,1246.0,0.231,0.456,0.792,0.697,0.631
id1312,Online,BOM DIA MT,SINOP,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR,5.07,11.19,74.93,15.5,3.67,0.82,3.28,0.49,11.94,8.26,877.68,112124.0,4154.0,0.571,0.682,0.832,0.755,0.754
