codmun,cidade,uf,regiao,pop_dou_2017
2202711,COCAL DE TELHA,PI,Nordeste,4812
2202729,COCAL DOS ALVES,PI,Nordeste,6054
2202737,COIVARAS,PI,Nordeste,3953
2202752,COLÔNIA DO GURGUÉIA,PI,Nordeste,6372
2202778,COLÔNIA DO PIAUÍ,PI,Nordeste,7536
2202802,CONCEIÇÃO DO CANINDÉ,PI,Nordeste,4726
2202851,CORONEL JOSÉ DIAS,PI,Nordeste,4608
2203008,CRISTALÂNDIA DO PIAUÍ,PI,Nordeste,8154
2203107,CRISTINO CASTRO,PI,Nordeste,10253
2203230,CURRAIS,PI,Nordeste,4871
2203255,CURRALINHOS,PI,Nordeste,4367
2203271,CURRAL NOVO DO PIAUÍ,PI,Nordeste,5251
2203354,DIRCEU ARCOVERDE,PI,Nordeste,6896
2203404,DOM EXPEDITO LOPES,PI,Nordeste,6790
2203420,DOMINGOS MOURÃO,PI,Nordeste,4287
2203453,DOM INOCÊNCIO,PI,Nordeste,9404
2203602,ELISEU MARTINS,PI,Nordeste,4834
2203750,FARTURA DO PIAUÍ,PI,Nordeste,5220
2203800,FLORES DO PIAUÍ,PI,Nordeste,4393
2203859,FLORESTA DO PIAUÍ,PI,Nordeste,2518
2204006,FRANCINÓPOLIS,PI,Nordeste,5264
2204105,FRANCISCO AYRES,PI,Nordeste,4288
2204154,FRANCISCO MACEDO,PI,Nordeste,3128
2204204,FRANCISCO SANTOS,PI,Nordeste,9154
2204303,FRONTEIRAS,PI,Nordeste,11432
2204352,GEMINIANO,PI,Nordeste,5352
2204402,GILBUÉS,PI,Nordeste,10522
2204550,GUARIBAS,PI,Nordeste,4489
2204600,HUGO NAPOLEÃO,PI,Nordeste,3816
2204659,ILHA GRANDE,PI,Nordeste,9268
2204808,IPIRANGA DO PIAUÍ,PI,Nordeste,9649
2204907,ISAÍAS COELHO,PI,Nordeste,8428
2205003,ITAINÓPOLIS,PI,Nordeste,11343
2205102,ITAUEIRA,PI,Nordeste,10845
2205151,JACOBINA DO PIAUÍ,PI,Nordeste,5656
2205250,JARDIM DO MULATO,PI,Nordeste,4430
2205276,JATOBÁ DO PIAUÍ,PI,Nordeste,4786
2205300,JERUMENHA,PI,Nordeste,4384
2205359,JOÃO COSTA,PI,Nordeste,2961
2205409,JOAQUIM PIRES,PI,Nordeste,14123
2205458,JOCA MARQUES,PI,Nordeste,5350
2205516,JUAZEIRO DO PIAUÍ,PI,Nordeste,5391
2205524,JÚLIO BORGES,PI,Nordeste,5534
2205532,JUREMA,PI,Nordeste,4683
2205540,LAGOINHA DO PIAUÍ,PI,Nordeste,2796
2205557,LAGOA ALEGRE,PI,Nordeste,8395
2205565,LAGOA DO BARRO DO PIAUÍ,PI,Nordeste,4582
2205573,LAGOA DE SÃO FRANCISCO,PI,Nordeste,6646
2205581,LAGOA DO PIAUÍ,PI,Nordeste,3996
2205599,LAGOA DO SÍTIO,PI,Nordeste,5087
2205607,LANDRI SALES,PI,Nordeste,5217
2205854,MADEIRO,PI,Nordeste,8170
2205904,MANOEL EMÍDIO,PI,Nordeste,5266
2205953,MARCOLÂNDIA,PI,Nordeste,8342
2206001,MARCOS PARENTE,PI,Nordeste,4478
2206050,MASSAPÊ DO PIAUÍ,PI,Nordeste,6338
2206100,MATIAS OLÍMPIO,PI,Nordeste,10759
2206308,MIGUEL LEÃO,PI,Nordeste,1228
2206357,MILTON BRANDÃO,PI,Nordeste,6511
2206407,MONSENHOR GIL,PI,Nordeste,10409
2206506,MONSENHOR HIPÓLITO,PI,Nordeste,7621
2206605,MONTE ALEGRE DO PIAUÍ,PI,Nordeste,10448
2206654,MORRO CABEÇA NO TEMPO,PI,Nordeste,4066
2206670,MORRO DO CHAPÉU DO PIAUÍ,PI,Nordeste,6684
2206696,MURICI DOS PORTELAS,PI,Nordeste,8997
2206704,NAZARÉ DO PIAUÍ,PI,Nordeste,7231
2206720,NAZÁRIA,PI,Nordeste,8425
2206753,NOSSA SENHORA DE NAZARÉ,PI,Nordeste,4786
2206803,NOSSA SENHORA DOS REMÉDIOS,PI,Nordeste,8547
2206902,NOVO ORIENTE DO PIAUÍ,PI,Nordeste,6466
2206951,NOVO SANTO ANTÔNIO,PI,Nordeste,2940
2207108,OLHO D'ÁGUA DO PIAUÍ,PI,Nordeste,2417
2207306,PAES LANDIM,PI,Nordeste,4065
2207355,PAJEÚ DO PIAUÍ,PI,Nordeste,3333
2207405,PALMEIRA DO PIAUÍ,PI,Nordeste,4967
2207504,PALMEIRAIS,PI,Nordeste,14295
2207553,PAQUETÁ,PI,Nordeste,3886
2207603,PARNAGUÁ,PI,Nordeste,10613
2207751,PASSAGEM FRANCA DO PIAUÍ,PI,Nordeste,4500
2207777,PATOS DO PIAUÍ,PI,Nordeste,6288
2207793,PAU D'ARCO DO PIAUÍ,PI,Nordeste,3975
2207850,PAVUSSU,PI,Nordeste,3623
2207934,PEDRO LAURENTINO,PI,Nordeste,2495
2207959,NOVA SANTA RITA,PI,Nordeste,4302
2208106,PIMENTEIRAS,PI,Nordeste,11935
2208205,PIO IX,PI,Nordeste,18125
2208502,PORTO,PI,Nordeste,12358
2208551,PORTO ALEGRE DO PIAUÍ,PI,Nordeste,2664
2208601,PRATA DO PIAUÍ,PI,Nordeste,3103
2208650,QUEIMADA NOVA,PI,Nordeste,8842
2208700,REDENÇÃO DO GURGUÉIA,PI,Nordeste,8634
2208858,RIACHO FRIO,PI,Nordeste,4246
2208874,RIBEIRA DO PIAUÍ,PI,Nordeste,4403
2208908,RIBEIRO GONÇALVES,PI,Nordeste,7214
2209005,RIO GRANDE DO PIAUÍ,PI,Nordeste,6331
2209104,SANTA CRUZ DO PIAUÍ,PI,Nordeste,6140
2209153,SANTA CRUZ DOS MILAGRES,PI,Nordeste,3952
2209203,SANTA FILOMENA,PI,Nordeste,6156
2209302,SANTA LUZ,PI,Nordeste,5761
2209351,SANTANA DO PIAUÍ,PI,Nordeste,4559
2209377,SANTA ROSA DO PIAUÍ,PI,Nordeste,5175
2209401,SANTO ANTÔNIO DE LISBOA,PI,Nordeste,6305
2209450,SANTO ANTÔNIO DOS MILAGRES,PI,Nordeste,2125
2209500,SANTO INÁCIO DO PIAUÍ,PI,Nordeste,3731
2209559,SÃO BRAZ DO PIAUÍ,PI,Nordeste,4377
2209609,SÃO FÉLIX DO PIAUÍ,PI,Nordeste,2901
2209658,SÃO FRANCISCO DE ASSIS DO PIAUÍ,PI,Nordeste,5657
2209708,SÃO FRANCISCO DO PIAUÍ,PI,Nordeste,6324
2209757,SÃO GONÇALO DO GURGUÉIA,PI,Nordeste,2988
2209807,SÃO GONÇALO DO PIAUÍ,PI,Nordeste,4931
2209856,SÃO JOÃO DA CANABRAVA,PI,Nordeste,4534
2209872,SÃO JOÃO DA FRONTEIRA,PI,Nordeste,5938
2209906,SÃO JOÃO DA SERRA,PI,Nordeste,6050
2209955,SÃO JOÃO DA VARJOTA,PI,Nordeste,4762
2209971,SÃO JOÃO DO ARRAIAL,PI,Nordeste,7847
2210052,SÃO JOSÉ DO DIVINO,PI,Nordeste,5260
2210102,SÃO JOSÉ DO PEIXE,PI,Nordeste,3689
2210201,SÃO JOSÉ DO PIAUÍ,PI,Nordeste,6602
2210300,SÃO JULIÃO,PI,Nordeste,6261
2210359,SÃO LOURENÇO DO PIAUÍ,PI,Nordeste,4501
2210375,SÃO LUIS DO PIAUÍ,PI,Nordeste,2602
2210383,SÃO MIGUEL DA BAIXA GRANDE,PI,Nordeste,2413
2210391,SÃO MIGUEL DO FIDALGO,PI,Nordeste,2991
2210623,SEBASTIÃO BARROS,PI,Nordeste,3421
2210631,SEBASTIÃO LEAL,PI,Nordeste,4224
2210656,SIGEFREDO PACHECO,PI,Nordeste,9880
2210706,SIMÕES,PI,Nordeste,14398
2210904,SOCORRO DO PIAUÍ,PI,Nordeste,4500
2210938,SUSSUAPARA,PI,Nordeste,6612
2210953,TAMBORIL DO PIAUÍ,PI,Nordeste,2870
2210979,TANQUE DO PIAUÍ,PI,Nordeste,2719
2211357,VÁRZEA BRANCA,PI,Nordeste,4873
2211407,VÁRZEA GRANDE,PI,Nordeste,4325
2211506,VERA MENDES,PI,Nordeste,3029
2211605,VILA NOVA DO PIAUÍ,PI,Nordeste,2931
2211704,WALL FERRAZ,PI,Nordeste,4390
2300101,ABAIARA,CE,Nordeste,11605
2300150,ACARAPE,CE,Nordeste,16543
2300408,AIUABA,CE,Nordeste,17194
2300507,ALCÂNTARAS,CE,Nordeste,11459
2300606,ALTANEIRA,CE,Nordeste,7479
2300705,ALTO SANTO,CE,Nordeste,16976
2300804,ANTONINA DO NORTE,CE,Nordeste,7278
2300903,APUIARÉS,CE,Nordeste,14719
2301208,ARACOIABA,CE,Nordeste,26269
2301257,ARARENDÁ,CE,Nordeste,10823
2301307,ARARIPE,CE,Nordeste,21398
2301406,ARATUBA,CE,Nordeste,11244
2301604,ASSARÉ,CE,Nordeste,23254
2301851,BANABUIÚ,CE,Nordeste,18027
2301950,BARREIRA,CE,Nordeste,20978
2302057,BARROQUINHA,CE,Nordeste,14880
2302206,BEBERIBE,CE,Nordeste,53110
2302305,BELA CRUZ,CE,Nordeste,32378
2303105,CARIRÉ,CE,Nordeste,18660
2303204,CARIRIAÇU,CE,Nordeste,26892
2303659,CATUNDA,CE,Nordeste,10365
2303907,CHAVAL,CE,Nordeste,12952
2304004,COREAÚ,CE,Nordeste,23107
2304251,CRUZ,CE,Nordeste,23983
2304269,DEPUTADO IRAPUAN PINHEIRO,CE,Nordeste,9521
2304277,ERERÊ,CE,Nordeste,7163
2304301,FARIAS BRITO,CE,Nordeste,18720
2304459,FORTIM,CE,Nordeste,16272
2304509,FRECHEIRINHA,CE,Nordeste,13669
2304608,GENERAL SAMPAIO,CE,Nordeste,6922
2304657,GRAÇA,CE,Nordeste,15307
2304806,GRANJEIRO,CE,Nordeste,4425
2304905,GROAÍRAS,CE,Nordeste,11012
2304954,GUAIÚBA,CE,Nordeste,26331
2305100,GUARAMIRANGA,CE,Nordeste,3547
2305233,HORIZONTE,CE,Nordeste,65928
2305266,IBARETAMA,CE,Nordeste,13218
2305308,IBIAPINA,CE,Nordeste,24825
2305605,INDEPENDÊNCIA,CE,Nordeste,25967
2305654,IPAPORANGA,CE,Nordeste,11499
2306009,IRACEMA,CE,Nordeste,14125
2306207,ITAIÇABA,CE,Nordeste,7738
2306256,ITAITINGA,CE,Nordeste,39310
2306603,ITATIRA,CE,Nordeste,20675
2306702,JAGUARETAMA,CE,Nordeste,17958
2306801,JAGUARIBARA,CE,Nordeste,11295
2306900,JAGUARIBE,CE,Nordeste,34448
2307007,JAGUARUANA,CE,Nordeste,33740
2307205,JATI,CE,Nordeste,7847
2307254,JIJOCA DE JERICOACOARA,CE,Nordeste,19510
2307635,MADALENA,CE,Nordeste,19800
2307700,MARANGUAPE,CE,Nordeste,126486
2307809,MARCO,CE,Nordeste,26981
2307908,MARTINÓPOLE,CE,Nordeste,11082
2308104,MAURITI,CE,Nordeste,46548
2308203,MERUOCA,CE,Nordeste,14948
2308302,MILAGRES,CE,Nordeste,28231
2308351,MILHÃ,CE,Nordeste,13136
2308377,MIRAÍMA,CE,Nordeste,13583
2308401,MISSÃO VELHA,CE,Nordeste,35409
2308807,MORAÚJO,CE,Nordeste,8636
2309003,MUCAMBO,CE,Nordeste,14377
2309102,MULUNGU,CE,Nordeste,12831
2309458,OCARA,CE,Nordeste,25394
2309805,PACOTI,CE,Nordeste,11960
2310001,PALHANO,CE,Nordeste,9285
2310100,PALMÁCIA,CE,Nordeste,13145
2310258,PARAIPABA,CE,Nordeste,32515
2310407,PARAMOTI,CE,Nordeste,11578
2310605,PENAFORTE,CE,Nordeste,8956
2310803,PEREIRO,CE,Nordeste,16163
2310852,PINDORETAMA,CE,Nordeste,20644
2310951,PIRES FERREIRA,CE,Nordeste,10784
2311009,PORANGA,CE,Nordeste,12243
2311108,PORTEIRAS,CE,Nordeste,14921
2311207,POTENGI,CE,Nordeste,10918
2311231,POTIRETAMA,CE,Nordeste,6356
2311504,QUIXERÉ,CE,Nordeste,21876
2311900,SABOEIRO,CE,Nordeste,15678
2311959,SALITRE,CE,Nordeste,16331
2312007,SANTANA DO ACARAÚ,CE,Nordeste,32023
2312502,SÃO JOÃO DO JAGUARIBE,CE,Nordeste,7621
2312601,SÃO LUÍS DO CURU,CE,Nordeste,12849
2312809,SENADOR SÁ,CE,Nordeste,7513
2313252,TARRAFAS,CE,Nordeste,8852
2313500,TRAIRI,CE,Nordeste,55207
2313559,TURURU,CE,Nordeste,15935
2313609,UBAJARA,CE,Nordeste,34332
2313708,UMARI,CE,Nordeste,7671
2313757,UMIRIM,CE,Nordeste,19679
2313906,URUOCA,CE,Nordeste,13677
2313955,VARJOTA,CE,Nordeste,18239
2400109,ACARI,RN,Nordeste,11333
2400307,AFONSO BEZERRA,RN,Nordeste,11211
2400406,ÁGUA NOVA,RN,Nordeste,3260
2400703,ALTO DO RODRIGUES,RN,Nordeste,14365
2400901,ANTÔNIO MARTINS,RN,Nordeste,7237
2401453,BARAÚNA,RN,Nordeste,28085
2401503,BARCELONA,RN,Nordeste,4064
2401651,BODÓ,RN,Nordeste,2307
2401701,BOM JESUS,RN,Nordeste,10254
2401800,BREJINHO,RN,Nordeste,12720
2401859,CAIÇARA DO NORTE,RN,Nordeste,6624
2402105,CAMPO REDONDO,RN,Nordeste,11244
2402501,CARNAUBAIS,RN,Nordeste,10715
2402709,CERRO CORÁ,RN,Nordeste,11344
2402808,CORONEL EZEQUIEL,RN,Nordeste,5593
2403004,CRUZETA,RN,Nordeste,8147
2403301,ENCANTO,RN,Nordeste,5666
2403400,EQUADOR,RN,Nordeste,6119
2403509,ESPÍRITO SANTO,RN,Nordeste,10702
2403608,EXTREMOZ,RN,Nordeste,28331
2403707,FELIPE GUERRA,RN,Nordeste,6052
2403756,FERNANDO PEDROZA,RN,Nordeste,3072
2403806,FLORÂNIA,RN,Nordeste,9262
2403905,FRANCISCO DANTAS,RN,Nordeste,2890
2404101,GALINHOS,RN,Nordeste,2715
2404200,GOIANINHA,RN,Nordeste,26068
2404408,GROSSOS,RN,Nordeste,10386
2404507,GUAMARÉ,RN,Nordeste,15309
2404606,IELMO MARINHO,RN,Nordeste,13714
2404705,IPANGUAÇU,RN,Nordeste,15464
2404804,IPUEIRA,RN,Nordeste,2251
2404853,ITAJÁ,RN,Nordeste,7571
2405009,JAÇANÃ,RN,Nordeste,9068
2405108,JANDAÍRA,RN,Nordeste,6942
2405207,JANDUÍS,RN,Nordeste,5386
2405306,JANUÁRIO CICCO,RN,Nordeste,10096
2405405,JAPI,RN,Nordeste,5247
2405504,JARDIM DE ANGICOS,RN,Nordeste,2663
2405603,JARDIM DE PIRANHAS,RN,Nordeste,14858
2405900,JOÃO DIAS,RN,Nordeste,2695
2406007,JOSÉ DA PENHA,RN,Nordeste,6050
2406106,JUCURUTU,RN,Nordeste,18530
2406155,JUNDIÁ,RN,Nordeste,3910
2406205,LAGOA D'ANTA,RN,Nordeste,6793
2406304,LAGOA DE PEDRAS,RN,Nordeste,7579
2406502,LAGOA NOVA,RN,Nordeste,15590
2406601,LAGOA SALGADA,RN,Nordeste,8269
2406700,LAJES,RN,Nordeste,11316
2406809,LAJES PINTADAS,RN,Nordeste,4822
2406908,LUCRÉCIA,RN,Nordeste,4002
2407005,LUÍS GOMES,RN,Nordeste,10211
2407252,MAJOR SALES,RN,Nordeste,4002
2407302,MARCELINO VIEIRA,RN,Nordeste,8492
2407500,MAXARANGUAPE,RN,Nordeste,12223
2407609,MESSIAS TARGINO,RN,Nordeste,4608
2407807,MONTE ALEGRE,RN,Nordeste,22462
2407906,MONTE DAS GAMELEIRAS,RN,Nordeste,2178
2408201,NÍSIA FLORESTA,RN,Nordeste,27372
2408409,OLHO-D'ÁGUA DO BORGES,RN,Nordeste,4349
2408508,OURO BRANCO,RN,Nordeste,4882
2408607,PARANÁ,RN,Nordeste,4276
2408706,PARAÚ,RN,Nordeste,3859
2408805,PARAZINHO,RN,Nordeste,5258
2408953,RIO DO FOGO,RN,Nordeste,10901
2409100,PASSA E FICA,RN,Nordeste,13099
2409209,PASSAGEM,RN,Nordeste,3109
2409308,PATU,RN,Nordeste,12844
2409332,SANTA MARIA,RN,Nordeste,5500
2409506,PEDRA GRANDE,RN,Nordeste,3356
2409902,PENDÊNCIAS,RN,Nordeste,15083
2410009,PILÕES,RN,Nordeste,3836
2410108,POÇO BRANCO,RN,Nordeste,15418
2410256,PORTO DO MANGUE,RN,Nordeste,6789
2410306,SERRA CAIADA,RN,Nordeste,10099
2410405,PUREZA,RN,Nordeste,9568
2410702,RIACHO DA CRUZ,RN,Nordeste,3566
2410801,RIACHO DE SANTANA,RN,Nordeste,4277
2410900,RIACHUELO,RN,Nordeste,8075
2411007,RODOLFO FERNANDES,RN,Nordeste,4545
2411056,TIBAU,RN,Nordeste,4100
2411106,RUY BARBOSA,RN,Nordeste,3669
2411403,SANTANA DO MATOS,RN,Nordeste,13289
2411429,SANTANA DO SERIDÓ,RN,Nordeste,2701
2411601,SÃO BENTO DO NORTE,RN,Nordeste,2846
2411809,SÃO FERNANDO,RN,Nordeste,3617
2411908,SÃO FRANCISCO DO OESTE,RN,Nordeste,4238
2412203,SÃO JOSÉ DE MIPIBU,RN,Nordeste,43995
2412302,SÃO JOSÉ DO CAMPESTRE,RN,Nordeste,13007
2412401,SÃO JOSÉ DO SERIDÓ,RN,Nordeste,4643
2412559,SÃO MIGUEL DO GOSTOSO,RN,Nordeste,9606
2412708,SÃO PEDRO,RN,Nordeste,6139
2412807,SÃO RAFAEL,RN,Nordeste,8343
2412906,SÃO TOMÉ,RN,Nordeste,11223
2413003,SÃO VICENTE,RN,Nordeste,6469
2413102,SENADOR ELÓI DE SOUZA,RN,Nordeste,6188
2413201,SENADOR GEORGINO AVELINO,RN,Nordeste,4423
2413300,SERRA DE SÃO BENTO,RN,Nordeste,5870
2413359,SERRA DO MEL,RN,Nordeste,11838
2413557,SERRINHA DOS PINTOS,RN,Nordeste,4841
2413607,SEVERIANO MELO,RN,Nordeste,3150
2413706,SÍTIO NOVO,RN,Nordeste,5528
2413805,TABOLEIRO GRANDE,RN,Nordeste,2566
2413904,TAIPU,RN,Nordeste,12428
2414001,TANGARÁ,RN,Nordeste,15866
2414159,TENENTE LAURENTINO CRUZ,RN,Nordeste,5912
2414209,TIBAU DO SUL,RN,Nordeste,13895
2414308,TIMBAÚBA DOS BATISTAS,RN,Nordeste,2437
2414456,TRIUNFO POTIGUAR,RN,Nordeste,3327
2414605,UPANEMA,RN,Nordeste,14609
2414704,VÁRZEA,RN,Nordeste,5554
2414753,VENHA-VER,RN,Nordeste,4187
2414803,VERA CRUZ,RN,Nordeste,12371
2500106,ÁGUA BRANCA,PB,Nordeste,10258
2500205,AGUIAR,PB,Nordeste,5562
2500403,ALAGOA NOVA,PB,Nordeste,20689
2500502,ALAGOINHA,PB,Nordeste,14464
2500536,ALCANTIL,PB,Nordeste,5499
2500577,ALGODÃO DE JANDAÍRA,PB,Nordeste,2501
2500601,ALHANDRA,PB,Nordeste,19579
2500700,SÃO JOÃO DO RIO DO PEIXE,PB,Nordeste,17940
2500734,AMPARO,PB,Nordeste,2246
2500775,APARECIDA,PB,Nordeste,8430
2500809,ARAÇAGI,PB,Nordeste,17003
2500908,ARARA,PB,Nordeste,13538
2501153,AREIA DE BARAÚNAS,PB,Nordeste,2126
2501302,AROEIRAS,PB,Nordeste,19154
2501351,ASSUNÇÃO,PB,Nordeste,3921
2501401,BAÍA DA TRAIÇÃO,PB,Nordeste,9070
2501534,BARAÚNA,PB,Nordeste,4925
2501575,BARRA DE SANTANA,PB,Nordeste,8241
2501708,BARRA DE SÃO MIGUEL,PB,Nordeste,5979
2502003,BELÉM DO BREJO DO CRUZ,PB,Nordeste,7347
2502052,BERNARDINO BATISTA,PB,Nordeste,3438
2502102,BOA VENTURA,PB,Nordeste,5349
2502151,BOA VISTA,PB,Nordeste,7083
2502201,BOM JESUS,PB,Nordeste,2567
2502300,BOM SUCESSO,PB,Nordeste,4972
2502508,BOQUEIRÃO,PB,Nordeste,17842
2502607,IGARACY,PB,Nordeste,6173
2502706,BORBOREMA,PB,Nordeste,5430
2502904,BREJO DOS SANTOS,PB,Nordeste,6457
2503001,CAAPORÃ,PB,Nordeste,21872
2503100,CABACEIRAS,PB,Nordeste,5570
2503308,CACHOEIRA DOS ÍNDIOS,PB,Nordeste,10265
2503407,CACIMBA DE AREIA,PB,Nordeste,3749
2503555,CACIMBAS,PB,Nordeste,7183
2503605,CAIÇARA,PB,Nordeste,7283
2503753,CAJAZEIRINHAS,PB,Nordeste,3197
2503803,CALDAS BRANDÃO,PB,Nordeste,6025
2503902,CAMALAÚ,PB,Nordeste,6020
2504033,CAPIM,PB,Nordeste,6552
2504074,CARAÚBAS,PB,Nordeste,4171
2504108,CARRAPATEIRA,PB,Nordeste,2667
2504157,CASSERENGUE,PB,Nordeste,7476
2504207,CATINGUEIRA,PB,Nordeste,4934
2504355,CATURITÉ,PB,Nordeste,4839
2504603,CONDE,PB,Nordeste,24769
2504702,CONGO,PB,Nordeste,4789
2504801,COREMAS,PB,Nordeste,15426
2504850,COXIXOLA,PB,Nordeste,1925
2504900,CRUZ DO ESPÍRITO SANTO,PB,Nordeste,17559
2505204,CUITEGI,PB,Nordeste,6790
2505238,CUITÉ DE MAMANGUAPE,PB,Nordeste,6358
2505279,CURRAL DE CIMA,PB,Nordeste,5232
2505303,CURRAL VELHO,PB,Nordeste,2517
2505352,DAMIÃO,PB,Nordeste,5343
2505402,DESTERRO,PB,Nordeste,8306
2505501,VISTA SERRANA,PB,Nordeste,3808
2505600,DIAMANTE,PB,Nordeste,6550
2505808,DUAS ESTRADAS,PB,Nordeste,3594
2505907,EMAS,PB,Nordeste,3528
2506103,FAGUNDES,PB,Nordeste,11313
2506202,FREI MARTINHO,PB,Nordeste,2990
2506251,GADO BRAVO,PB,Nordeste,8435
2506400,GURINHÉM,PB,Nordeste,14134
2506509,GURJÃO,PB,Nordeste,3436
2506608,IBIARA,PB,Nordeste,5925
2507002,ITAPORANGA,PB,Nordeste,24842
2507101,ITAPOROROCA,PB,Nordeste,18715
2507200,ITATUBA,PB,Nordeste,10876
2507309,JACARAÚ,PB,Nordeste,14378
2507408,JERICÓ,PB,Nordeste,7742
2507606,JUAREZ TÁVORA,PB,Nordeste,7950
2507903,JURIPIRANGA,PB,Nordeste,10770
2508000,JURU,PB,Nordeste,9868
2508109,LAGOA,PB,Nordeste,4666
2508208,LAGOA DE DENTRO,PB,Nordeste,7670
2508307,LAGOA SECA,PB,Nordeste,27543
2508406,LASTRO,PB,Nordeste,2725
2508554,LOGRADOURO,PB,Nordeste,4343
2508604,LUCENA,PB,Nordeste,13121
2508703,MÃE D'ÁGUA,PB,Nordeste,4009
2509008,MANAÍRA,PB,Nordeste,11120
2509057,MARCAÇÃO,PB,Nordeste,8586
2509107,MARI,PB,Nordeste,21854
2509206,MASSARANDUBA,PB,Nordeste,13853
2509339,MATINHAS,PB,Nordeste,4537
2509370,MATO GROSSO,PB,Nordeste,2915
2509396,MATURÉIA,PB,Nordeste,6587
2509404,MOGEIRO,PB,Nordeste,13286
2509503,MONTADAS,PB,Nordeste,5691
2509602,MONTE HOREBE,PB,Nordeste,4825
2509800,MULUNGU,PB,Nordeste,9922
2509909,NATUBA,PB,Nordeste,10460
2510006,NAZAREZINHO,PB,Nordeste,7296
2510105,NOVA FLORESTA,PB,Nordeste,10639
2510204,NOVA OLINDA,PB,Nordeste,5944
2510303,NOVA PALMEIRA,PB,Nordeste,4910
2510402,OLHO D'ÁGUA,PB,Nordeste,6512
2510501,OLIVEDOS,PB,Nordeste,3951
2510600,OURO VELHO,PB,Nordeste,3042
2510659,PARARI,PB,Nordeste,1769
2510709,PASSAGEM,PB,Nordeste,2424
2510907,PAULISTA,PB,Nordeste,12308
2511004,PEDRA BRANCA,PB,Nordeste,3803
2511103,PEDRA LAVRADA,PB,Nordeste,8122
2511202,PEDRAS DE FOGO,PB,Nordeste,28499
2511608,PILÕES,PB,Nordeste,6607
2511707,PILÕEZINHOS,PB,Nordeste,5080
2511806,PIRPIRITUBA,PB,Nordeste,10585
2511905,PITIMBU,PB,Nordeste,19182
2512036,POÇO DANTAS,PB,Nordeste,3770
2512077,POÇO DE JOSÉ DE MOURA,PB,Nordeste,4318
2512200,PRATA,PB,Nordeste,4179
2512408,PUXINANÃ,PB,Nordeste,13715
2512606,QUIXABA,PB,Nordeste,1964
2512721,PEDRO RÉGIS,PB,Nordeste,6099
2512747,RIACHÃO,PB,Nordeste,3607
2512754,RIACHÃO DO BACAMARTE,PB,Nordeste,4529
2512762,RIACHÃO DO POÇO,PB,Nordeste,4519
2512788,RIACHO DE SANTO ANTÔNIO,PB,Nordeste,1985
2512804,RIACHO DOS CAVALOS,PB,Nordeste,8609
2513000,SALGADINHO,PB,Nordeste,3980
2513109,SALGADO DE SÃO FÉLIX,PB,Nordeste,12145
2513158,SANTA CECÍLIA,PB,Nordeste,6557
2513208,SANTA CRUZ,PB,Nordeste,6585
2513307,SANTA HELENA,PB,Nordeste,5887
2513356,SANTA INÊS,PB,Nordeste,3596
2513505,SANTANA DE MANGUEIRA,PB,Nordeste,5159
2513604,SANTANA DOS GARROTES,PB,Nordeste,7024
2513653,JOCA CLAUDINO,PB,Nordeste,2690
2513802,SANTA TERESINHA,PB,Nordeste,4573
2513851,SANTO ANDRÉ,PB,Nordeste,2519
2513927,SÃO BENTINHO,PB,Nordeste,4540
2513943,SÃO DOMINGOS DO CARIRI,PB,Nordeste,2601
2513968,SÃO DOMINGOS,PB,Nordeste,3120
2513984,SÃO FRANCISCO,PB,Nordeste,3363
2514008,SÃO JOÃO DO CARIRI,PB,Nordeste,4296
2514107,SÃO JOÃO DO TIGRE,PB,Nordeste,4423
2514206,SÃO JOSÉ DA LAGOA TAPADA,PB,Nordeste,7679
2514305,SÃO JOSÉ DE CAIANA,PB,Nordeste,6279
2514404,SÃO JOSÉ DE ESPINHARAS,PB,Nordeste,4635
2514453,SÃO JOSÉ DOS RAMOS,PB,Nordeste,5969
2514552,SÃO JOSÉ DE PRINCESA,PB,Nordeste,3842
2514602,SÃO JOSÉ DO BONFIM,PB,Nordeste,3566
2514651,SÃO JOSÉ DO BREJO DO CRUZ,PB,Nordeste,1806
2514701,SÃO JOSÉ DO SABUGI,PB,Nordeste,4145
2514800,SÃO JOSÉ DOS CORDEIROS,PB,Nordeste,3711
2514909,SÃO MAMEDE,PB,Nordeste,7721
2515005,SÃO MIGUEL DE TAIPU,PB,Nordeste,7180
2515104,SÃO SEBASTIÃO DE LAGOA DE ROÇA,PB,Nordeste,11845
2515203,SÃO SEBASTIÃO DO UMBUZEIRO,PB,Nordeste,3496
2515302,SAPÉ,PB,Nordeste,52697
2515401,SÃO VICENTE DO SERIDÓ,PB,Nordeste,11084
2515609,SERRA DA RAIZ,PB,Nordeste,3121
2515807,SERRA REDONDA,PB,Nordeste,7020
2515906,SERRARIA,PB,Nordeste,6093
2515930,SERTÃOZINHO,PB,Nordeste,5044
2515971,SOBRADO,PB,Nordeste,7795
2516151,SOSSÊGO,PB,Nordeste,3567
2516409,TACIMA,PB,Nordeste,10967
2516607,TAVARES,PB,Nordeste,14661
2516755,TENÓRIO,PB,Nordeste,3066
2516904,UIRAÚNA,PB,Nordeste,15382
2517001,UMBUZEIRO,PB,Nordeste,9913
2517100,VÁRZEA,PB,Nordeste,2820
2517209,VIEIRÓPOLIS,PB,Nordeste,5358
2517407,ZABELÊ,PB,Nordeste,2245
2600054,ABREU E LIMA,PE,Nordeste,99364
2600302,AGRESTINA,PE,Nordeste,24644
