codmun,cidade,uf,regiao,pop_dou_2017
3122900,DONA EUSÉBIA,MG,Sudeste,6527
3123403,DORESÓPOLIS,MG,Sudeste,1533
3123528,DURANDÉ,MG,Sudeste,7884
3123858,ENTRE FOLHAS,MG,Sudeste,5443
3124104,ESMERALDAS,MG,Sudeste,69010
3124500,ESTIVA,MG,Sudeste,11449
3124708,ESTRELA DO INDAIÁ,MG,Sudeste,3590
3124906,EUGENÓPOLIS,MG,Sudeste,11285
3125200,FAMA,MG,Sudeste,2426
3125507,SÃO GONÇALO DO RIO PRETO,MG,Sudeste,3205
3125903,FERROS,MG,Sudeste,10432
3125952,FERVEDOURO,MG,Sudeste,11039
3126000,FLORESTAL,MG,Sudeste,7343
3126208,FORMOSO,MG,Sudeste,9294
3126307,FORTALEZA DE MINAS,MG,Sudeste,4407
3126406,FORTUNA DE MINAS,MG,Sudeste,2932
3126604,FRANCISCO DUMONT,MG,Sudeste,5215
3126752,FRANCISCÓPOLIS,MG,Sudeste,5672
3126950,FREI LAGONEGRO,MG,Sudeste,3510
3127057,FRONTEIRA DOS VALES,MG,Sudeste,4733
3127073,FRUTA DE LEITE,MG,Sudeste,5709
3127206,FUNILÂNDIA,MG,Sudeste,4277
3127339,GAMELEIRAS,MG,Sudeste,5246
3127354,GLAUCILÂNDIA,MG,Sudeste,3160
3127370,GOIABEIRA,MG,Sudeste,3328
3127388,GOIANÁ,MG,Sudeste,3952
3127503,GONZAGA,MG,Sudeste,6223
3128253,GUARACIAMA,MG,Sudeste,5001
3128907,GUIMARÂNIA,MG,Sudeste,7956
3129103,GURINHATÃ,MG,Sudeste,5959
3129608,IBIAÍ,MG,Sudeste,8400
3129657,IBIRACATU,MG,Sudeste,6165
3130002,IBITURUNA,MG,Sudeste,3018
3130051,ICARAÍ DE MINAS,MG,Sudeste,11835
3130200,IGARATINGA,MG,Sudeste,10547
3130556,IMBÉ DE MINAS,MG,Sudeste,6899
3130606,INCONFIDENTES,MG,Sudeste,7356
3130655,INDAIABIRA,MG,Sudeste,7524
3130705,INDIANÓPOLIS,MG,Sudeste,6806
3130804,INGAÍ,MG,Sudeste,2785
3131000,INHAÚMA,MG,Sudeste,6240
3131158,IPABA,MG,Sudeste,18375
3132008,ITACAMBIRA,MG,Sudeste,5374
3132909,ITAMOGI,MG,Sudeste,10501
3133600,ITAPEVA,MG,Sudeste,9618
3133709,ITATIAIUÇU,MG,Sudeste,10979
3133758,ITAÚ DE MINAS,MG,Sudeste,16082
3134509,ITUTINGA,MG,Sudeste,3926
3134608,JABOTICATUBAS,MG,Sudeste,19545
3134707,JACINTO,MG,Sudeste,12561
3134806,JACUÍ,MG,Sudeste,7809
3135001,JAGUARAÇU,MG,Sudeste,3158
3135050,JAÍBA,MG,Sudeste,37939
3135076,JAMPRUCA,MG,Sudeste,5414
3135308,JAPARAÍBA,MG,Sudeste,4308
3135357,JAPONVAR,MG,Sudeste,8683
3135407,JECEABA,MG,Sudeste,5209
3135456,JENIPAPO DE MINAS,MG,Sudeste,7672
3135704,JEQUITIBÁ,MG,Sudeste,5319
3136108,JOANÉSIA,MG,Sudeste,4996
3136405,JOAQUIM FELÍCIO,MG,Sudeste,4669
3136504,JORDÂNIA,MG,Sudeste,10901
3136520,JOSÉ GONÇALVES DE MINAS,MG,Sudeste,4631
3136553,JOSÉ RAYDAN,MG,Sudeste,4894
3136579,JOSENÓPOLIS,MG,Sudeste,4877
3136603,NOVA UNIÃO,MG,Sudeste,5804
3136959,JUVENÍLIA,MG,Sudeste,5860
3137304,LAGOA DOS PATOS,MG,Sudeste,4248
3137403,LAGOA DOURADA,MG,Sudeste,13056
3137536,LAGOA GRANDE,MG,Sudeste,9440
3138104,LASSANCE,MG,Sudeste,6664
3138302,LEANDRO FERREIRA,MG,Sudeste,3300
3138351,LEME DO PRADO,MG,Sudeste,4998
3138500,LIBERDADE,MG,Sudeste,5296
3138625,LIMEIRA DO OESTE,MG,Sudeste,7487
3138658,LONTRA,MG,Sudeste,9044
3138674,LUISBURGO,MG,Sudeste,6409
3138682,LUISLÂNDIA,MG,Sudeste,6756
3138708,LUMINÁRIAS,MG,Sudeste,5572
3138906,MACHACALIS,MG,Sudeste,7237
3139250,MAMONAS,MG,Sudeste,6624
3139706,MARAVILHAS,MG,Sudeste,7876
3140159,MÁRIO CAMPOS,MG,Sudeste,14988
3140407,MARMELÓPOLIS,MG,Sudeste,2900
3140530,MARTINS SOARES,MG,Sudeste,8172
3140555,MATA VERDE,MG,Sudeste,8539
3140803,MATIAS BARBOSA,MG,Sudeste,14449
3140852,MATIAS CARDOSO,MG,Sudeste,10999
3142007,MIRABELA,MG,Sudeste,13726
3142254,MIRAVÂNIA,MG,Sudeste,4885
3142502,MONJOLOS,MG,Sudeste,2327
3143153,MONTE FORMOSO,MG,Sudeste,4936
3143450,MONTEZUMA,MG,Sudeste,8168
3143609,MORRO DA GARÇA,MG,Sudeste,2595
3144201,NACIP RAYDAN,MG,Sudeste,3274
3144359,NAQUE,MG,Sudeste,6930
3144375,NATALÂNDIA,MG,Sudeste,3382
3144656,NINHEIRA,MG,Sudeste,10375
3144672,NOVA BELÉM,MG,Sudeste,3465
3145109,NOVA RESENDE,MG,Sudeste,16645
3145356,NOVO ORIENTE DE MINAS,MG,Sudeste,10869
3145372,NOVORIZONTE,MG,Sudeste,5308
3145406,OLARIA,MG,Sudeste,1873
3145455,OLHOS-D'ÁGUA,MG,Sudeste,5943
3145802,ONÇA DE PITANGUI,MG,Sudeste,3192
3145851,ORATÓRIOS,MG,Sudeste,4710
3145877,ORIZÂNIA,MG,Sudeste,7949
3146255,PADRE CARVALHO,MG,Sudeste,6338
3146552,PAI PEDRO,MG,Sudeste,6184
3146750,PALMÓPOLIS,MG,Sudeste,6161
3146909,PAPAGAIOS,MG,Sudeste,15516
3147501,PASSABÉM,MG,Sudeste,1732
3147808,PASSA-VINTE,MG,Sudeste,2104
3147956,PATIS,MG,Sudeste,5976
3148756,PEDRA BONITA,MG,Sudeste,7117
3149101,PEDRALVA,MG,Sudeste,11570
3149150,PEDRAS DE MARIA DA CRUZ,MG,Sudeste,11396
3149408,PEDRO TEIXEIRA,MG,Sudeste,1843
3149606,PEQUI,MG,Sudeste,4395
3149952,PERIQUITO,MG,Sudeste,7060
3150109,PIAU,MG,Sudeste,2850
3150158,PIEDADE DE CARATINGA,MG,Sudeste,8247
3150406,PIEDADE DOS GERAIS,MG,Sudeste,4981
3150505,PIMENTA,MG,Sudeste,8720
3150539,PINGO-D'ÁGUA,MG,Sudeste,4873
3150570,PINTÓPOLIS,MG,Sudeste,7585
3150604,PIRACEMA,MG,Sudeste,6566
3150703,PIRAJUBA,MG,Sudeste,5790
3151008,PIRANGUINHO,MG,Sudeste,8597
3151602,PLANURA,MG,Sudeste,11796
3152131,PONTO CHIQUE,MG,Sudeste,4259
3152170,PONTO DOS VOLANTES,MG,Sudeste,12138
3153103,PRESIDENTE BERNARDES,MG,Sudeste,5562
3153301,PRESIDENTE KUBITSCHEK,MG,Sudeste,3061
3153509,ALTO JEQUITIBÁ,MG,Sudeste,8522
3153608,PRUDENTE DE MORAIS,MG,Sudeste,10577
3153707,QUARTEL GERAL,MG,Sudeste,3557
3153806,QUELUZITO,MG,Sudeste,1958
3154150,REDUTO,MG,Sudeste,7117
3154200,RESENDE COSTA,MG,Sudeste,11569
3154408,RESSAQUINHA,MG,Sudeste,4861
3154457,RIACHINHO,MG,Sudeste,8290
3154507,RIACHO DOS MACHADOS,MG,Sudeste,9672
3154705,RIBEIRÃO VERMELHO,MG,Sudeste,4058
3154804,RIO ACIMA,MG,Sudeste,10123
3155306,RIO MANSO,MG,Sudeste,5774
3156403,ROMARIA,MG,Sudeste,3644
3156452,ROSÁRIO DA LIMEIRA,MG,Sudeste,4580
3157252,SANTA BÁRBARA DO LESTE,MG,Sudeste,8180
3157278,SANTA BÁRBARA DO MONTE VERDE,MG,Sudeste,3096
3157377,SANTA CRUZ DE SALINAS,MG,Sudeste,4337
3157500,SANTA EFIGÊNIA DE MINAS,MG,Sudeste,4587
3157609,SANTA FÉ DE MINAS,MG,Sudeste,3985
3157658,SANTA HELENA DE MINAS,MG,Sudeste,6410
3158300,SANTANA DA VARGEM,MG,Sudeste,7322
3158409,SANTANA DE CATAGUASES,MG,Sudeste,3876
3158508,SANTANA DE PIRAPAMA,MG,Sudeste,7965
3158706,SANTANA DO GARAMBÉU,MG,Sudeste,2436
3159001,SANTANA DO RIACHO,MG,Sudeste,4301
3159308,SANTA RITA DE JACUTINGA,MG,Sudeste,5043
3159357,SANTA RITA DE MINAS,MG,Sudeste,7149
3159407,SANTA RITA DE IBITIPOCA,MG,Sudeste,3566
3159506,SANTA RITA DO ITUETO,MG,Sudeste,5699
3159704,SANTA ROSA DA SERRA,MG,Sudeste,3386
3160207,SANTO ANTÔNIO DO ITAMBÉ,MG,Sudeste,4040
3160454,SANTO ANTÔNIO DO RETIRO,MG,Sudeste,7339
3160504,SANTO ANTÔNIO DO RIO ABAIXO,MG,Sudeste,1813
3160603,SANTO HIPÓLITO,MG,Sudeste,3218
3160801,SÃO BENTO ABADE,MG,Sudeste,5159
3160959,SÃO DOMINGOS DAS DORES,MG,Sudeste,5697
3161056,SÃO FÉLIX DE MINAS,MG,Sudeste,3458
3161205,SÃO FRANCISCO DE PAULA,MG,Sudeste,6673
3161304,SÃO FRANCISCO DE SALES,MG,Sudeste,6224
3161403,SÃO FRANCISCO DO GLÓRIA,MG,Sudeste,5085
3161601,SÃO GERALDO DA PIEDADE,MG,Sudeste,4214
3161650,SÃO GERALDO DO BAIXIO,MG,Sudeste,3920
3162203,SÃO JOÃO BATISTA DO GLÓRIA,MG,Sudeste,7431
3162252,SÃO JOÃO DA LAGOA,MG,Sudeste,4942
3162302,SÃO JOÃO DA MATA,MG,Sudeste,2811
3162450,SÃO JOÃO DAS MISSÕES,MG,Sudeste,12862
3162559,SÃO JOÃO DO MANHUAÇU,MG,Sudeste,11367
3162575,SÃO JOÃO DO MANTENINHA,MG,Sudeste,5759
3162658,SÃO JOÃO DO PACUÍ,MG,Sudeste,4396
3162708,SÃO JOÃO DO PARAÍSO,MG,Sudeste,23729
3162922,SÃO JOAQUIM DE BICAS,MG,Sudeste,30160
3162948,SÃO JOSÉ DA BARRA,MG,Sudeste,7374
3162955,SÃO JOSÉ DA LAPA,MG,Sudeste,22910
3163102,SÃO JOSÉ DA VARGINHA,MG,Sudeste,4834
3163201,SÃO JOSÉ DO ALEGRE,MG,Sudeste,4228
3163409,SÃO JOSÉ DO GOIABAL,MG,Sudeste,5633
3163508,SÃO JOSÉ DO JACURI,MG,Sudeste,6650
3164100,SÃO PEDRO DO SUAÇUÍ,MG,Sudeste,5494
3164209,SÃO ROMÃO,MG,Sudeste,11892
3164407,SÃO SEBASTIÃO DA BELA VISTA,MG,Sudeste,5438
3164431,SÃO SEBASTIÃO DA VARGEM ALEGRE,MG,Sudeste,3006
3164472,SÃO SEBASTIÃO DO ANTA,MG,Sudeste,6419
3164506,SÃO SEBASTIÃO DO MARANHÃO,MG,Sudeste,10511
3164605,SÃO SEBASTIÃO DO OESTE,MG,Sudeste,6589
3164803,SÃO SEBASTIÃO DO RIO PRETO,MG,Sudeste,1582
3164902,SÃO SEBASTIÃO DO RIO VERDE,MG,Sudeste,2249
3165305,SÃO VICENTE DE MINAS,MG,Sudeste,7672
3165404,SAPUCAÍ-MIRIM,MG,Sudeste,6850
3165503,SARDOÁ,MG,Sudeste,6198
3165537,SARZEDO,MG,Sudeste,31037
3165552,SETUBINHA,MG,Sudeste,12060
3165560,SEM-PEIXE,MG,Sudeste,2776
3165909,SENADOR MODESTINO GONÇALVES,MG,Sudeste,4410
3166303,SERICITA,MG,Sudeste,7434
3166402,SERITINGA,MG,Sudeste,1874
3166600,SERRA DA SAUDADE,MG,Sudeste,812
3166808,SERRA DO SALITRE,MG,Sudeste,11491
3166907,SERRANIA,MG,Sudeste,7812
3166956,SERRANÓPOLIS DE MINAS,MG,Sudeste,4769
3167301,SILVEIRÂNIA,MG,Sudeste,2292
3167707,SOBRÁLIA,MG,Sudeste,5791
3167806,SOLEDADE DE MINAS,MG,Sudeste,6131
3168051,TAPARUBA,MG,Sudeste,3196
3168309,TAQUARAÇU DE MINAS,MG,Sudeste,4075
3169059,TOCOS DO MOJI,MG,Sudeste,4147
3169109,TOLEDO,MG,Sudeste,6232
3169505,TUMIRITINGA,MG,Sudeste,6739
3170008,UBAÍ,MG,Sudeste,12531
3170057,UBAPORANGA,MG,Sudeste,12622
3170438,UNIÃO DE MINAS,MG,Sudeste,4452
3170479,URUANA DE MINAS,MG,Sudeste,3338
3170529,URUCUIA,MG,Sudeste,16095
3170578,VARGEM ALEGRE,MG,Sudeste,6632
3170651,VARGEM GRANDE DO RIO PARDO,MG,Sudeste,5032
3170750,VARJÃO DE MINAS,MG,Sudeste,6947
3171030,VERDELÂNDIA,MG,Sudeste,9220
3171071,VEREDINHA,MG,Sudeste,5798
3171105,VERÍSSIMO,MG,Sudeste,3911
3171154,VERMELHO NOVO,MG,Sudeste,4905
3171501,MATHIAS LOBATO,MG,Sudeste,3342
3200136,ÁGUIA BRANCA,ES,Sudeste,10085
3200169,ÁGUA DOCE DO NORTE,ES,Sudeste,11893
3200359,ALTO RIO NOVO,ES,Sudeste,8022
3201159,BREJETUBA,ES,Sudeste,12838
3201803,DIVINO DE SÃO LOURENÇO,ES,Sudeste,4612
3202256,GOVERNADOR LINDENBERG,ES,Sudeste,12600
3202454,IBATIBA,ES,Sudeste,25882
3202553,IBITIRAMA,ES,Sudeste,9373
3202652,IRUPI,ES,Sudeste,13380
3202702,ITAGUAÇU,ES,Sudeste,14815
3203056,JAGUARÉ,ES,Sudeste,29642
3203130,JOÃO NEIVA,ES,Sudeste,17168
3203163,LARANJA DA TERRA,ES,Sudeste,11457
3203304,MANTENÓPOLIS,ES,Sudeste,15419
3203346,MARECHAL FLORIANO,ES,Sudeste,16545
3203353,MARILÂNDIA,ES,Sudeste,12602
3203601,MUCURICI,ES,Sudeste,5861
3204054,PEDRO CANÁRIO,ES,Sudeste,26537
3204252,PONTO BELO,ES,Sudeste,7901
3204351,RIO BANANAL,ES,Sudeste,19457
3204658,SÃO DOMINGOS DO NORTE,ES,Sudeste,8818
3204807,SÃO JOSÉ DO CALÇADO,ES,Sudeste,11036
3205150,VILA PAVÃO,ES,Sudeste,9459
3300159,APERIBÉ,RJ,Sudeste,11292
3300225,AREAL,RJ,Sudeste,12143
3300936,CARAPEBUS,RJ,Sudeste,15568
3300951,COMENDADOR LEVY GASPARIAN,RJ,Sudeste,8336
3301157,CARDOSO MOREIRA,RJ,Sudeste,12519
3301801,ENGENHEIRO PAULO DE FRONTIN,RJ,Sudeste,13576
3301850,GUAPIMIRIM,RJ,Sudeste,57921
3302056,ITALVA,RJ,Sudeste,14723
3302304,LAJE DO MURIAÉ,RJ,Sudeste,7217
3302452,MACUCO,RJ,Sudeste,5434
3304128,QUATIS,RJ,Sudeste,13785
3304755,SÃO FRANCISCO DE ITABAPOANA,RJ,Sudeste,41191
3305133,SÃO JOSÉ DE UBÁ,RJ,Sudeste,6953
3305307,SÃO SEBASTIÃO DO ALTO,RJ,Sudeste,9094
3305752,TANGUÁ,RJ,Sudeste,32970
3306156,VARRE-SAI,RJ,Sudeste,10597
3500204,ADOLFO,SP,Sudeste,3609
3500758,ALAMBARI,SP,Sudeste,5754
3500808,ALFREDO MARCONDES,SP,Sudeste,4135
3500907,ALTAIR,SP,Sudeste,4109
3501103,ALTO ALEGRE,SP,Sudeste,4154
3501202,ÁLVARES FLORENCE,SP,Sudeste,3795
3501301,ÁLVARES MACHADO,SP,Sudeste,24813
3501400,ÁLVARO DE CARVALHO,SP,Sudeste,5119
3501509,ALVINLÂNDIA,SP,Sudeste,3196
3501707,AMÉRICO BRASILIENSE,SP,Sudeste,39189
3502002,ANALÂNDIA,SP,Sudeste,4845
3502309,ANHEMBI,SP,Sudeste,6484
3502408,ANHUMAS,SP,Sudeste,4053
3502606,APARECIDA D'OESTE,SP,Sudeste,4329
3502754,ARAÇARIGUAMA,SP,Sudeste,21038
3502903,ARAÇOIABA DA SERRA,SP,Sudeste,32495
3503000,ARAMINA,SP,Sudeste,5552
3503158,ARAPEÍ,SP,Sudeste,2509
3503356,ARCO-ÍRIS,SP,Sudeste,1856
3503703,ARIRANHA,SP,Sudeste,9451
3503950,ASPÁSIA,SP,Sudeste,1842
3504404,AVANHANDAVA,SP,Sudeste,13112
3504602,BADY BASSITT,SP,Sudeste,16843
3504701,BALBINOS,SP,Sudeste,5188
3504800,BÁLSAMO,SP,Sudeste,8908
3505005,BARÃO DE ANTONINA,SP,Sudeste,3406
3505104,BARBOSA,SP,Sudeste,7251
3505351,BARRA DO CHAPÉU,SP,Sudeste,5653
3506201,BENTO DE ABREU,SP,Sudeste,2925
3506805,BOCAINA,SP,Sudeste,12040
3506904,BOFETE,SP,Sudeste,11236
3507100,BOM JESUS DOS PERDÕES,SP,Sudeste,24023
3507159,BOM SUCESSO DE ITARARÉ,SP,Sudeste,3888
3507209,BORÁ,SP,Sudeste,839
3507308,BORACÉIA,SP,Sudeste,4717
3507456,BOREBI,SP,Sudeste,2577
3507753,BREJO ALEGRE,SP,Sudeste,2812
3508207,BURITIZAL,SP,Sudeste,4408
3508306,CABRÁLIA PAULISTA,SP,Sudeste,4352
3508900,CAIABU,SP,Sudeste,4211
3509106,CAIUÁ,SP,Sudeste,5695
3509452,CAMPINA DO MONTE ALEGRE,SP,Sudeste,5963
3509809,CAMPOS NOVOS PAULISTA,SP,Sudeste,4900
3509908,CANANÉIA,SP,Sudeste,12609
3509957,CANAS,SP,Sudeste,4975
3510104,CÂNDIDO RODRIGUES,SP,Sudeste,2792
3510153,CANITAR,SP,Sudeste,5025
3510302,CAPELA DO ALTO,SP,Sudeste,20005
3510906,CÁSSIA DOS COQUEIROS,SP,Sudeste,2591
3511201,CATIGUÁ,SP,Sudeste,7700
3511300,CEDRAL,SP,Sudeste,8971
3512506,COROADOS,SP,Sudeste,5885
3512605,CORONEL MACEDO,SP,Sudeste,4840
3512704,CORUMBATAÍ,SP,Sudeste,4054
3513207,CRISTAIS PAULISTA,SP,Sudeste,8424
3513306,CRUZÁLIA,SP,Sudeste,2161
3513850,DIRCE REIS,SP,Sudeste,1785
3514007,DOBRADA,SP,Sudeste,8744
3514205,DOLCINÓPOLIS,SP,Sudeste,2136
3514601,DUMONT,SP,Sudeste,9468
3514700,ECHAPORÃ,SP,Sudeste,6247
3514924,ELISIÁRIO,SP,Sudeste,3537
3514957,EMBAÚBA,SP,Sudeste,2476
3515129,EMILIANÓPOLIS,SP,Sudeste,3197
3515194,ESPÍRITO SANTO DO TURVO,SP,Sudeste,4713
3515301,ESTRELA DO NORTE,SP,Sudeste,2769
3515350,EUCLIDES DA CUNHA PAULISTA,SP,Sudeste,9559
3515657,FERNÃO,SP,Sudeste,1691
3515806,FLORA RICA,SP,Sudeste,1571
3515905,FLOREAL,SP,Sudeste,2982
3516002,FLÓRIDA PAULISTA,SP,Sudeste,14282
3516101,FLORÍNIA,SP,Sudeste,2758
3516507,GABRIEL MONTEIRO,SP,Sudeste,2791
3516804,GASTÃO VIDIGAL,SP,Sudeste,4683
3516853,GAVIÃO PEIXOTO,SP,Sudeste,4739
3517000,GETULINA,SP,Sudeste,11362
3517109,GLICÉRIO,SP,Sudeste,4800
3517208,GUAIÇARA,SP,Sudeste,11869
3517307,GUAIMBÊ,SP,Sudeste,5737
3517505,GUAPIAÇU,SP,Sudeste,20637
3517802,GUARAÇAÍ,SP,Sudeste,8466
3517901,GUARACI,SP,Sudeste,10964
3518008,GUARANI D'OESTE,SP,Sudeste,2017
3518107,GUARANTÃ,SP,Sudeste,6672
3518859,GUATAPARÁ,SP,Sudeste,7546
3518909,GUZOLÂNDIA,SP,Sudeste,5179
3519006,HERCULÂNDIA,SP,Sudeste,9397
3519204,IACRI,SP,Sudeste,6434
3519253,IARAS,SP,Sudeste,8484
3519501,IBIRAREMA,SP,Sudeste,7540
3519808,ICÉM,SP,Sudeste,8112
3519907,IEPÊ,SP,Sudeste,8103
3520426,ILHA COMPRIDA,SP,Sudeste,10656
3520608,INDIANA,SP,Sudeste,4931
3520707,INDIAPORÃ,SP,Sudeste,3951
3520806,INÚBIA PAULISTA,SP,Sudeste,3933
3520905,IPAUSSU,SP,Sudeste,14766
3521101,IPEÚNA,SP,Sudeste,7177
3521150,IPIGUÁ,SP,Sudeste,5178
3521200,IPORANGA,SP,Sudeste,4299
3521309,IPUÃ,SP,Sudeste,15932
3521606,IRAPURU,SP,Sudeste,8248
3522158,ITAÓCA,SP,Sudeste,3341
3522653,ITAPIRAPUÃ PAULISTA,SP,Sudeste,4186
3523008,ITAPURA,SP,Sudeste,4802
3523701,ITIRAPUÃ,SP,Sudeste,6405
3523800,ITOBI,SP,Sudeste,7853
3524204,JABORANDI,SP,Sudeste,6917
3524501,JACI,SP,Sudeste,6728
3525409,JERIQUARA,SP,Sudeste,3202
3525508,JOANÓPOLIS,SP,Sudeste,12947
3525607,JOÃO RAMALHO,SP,Sudeste,4468
3525805,JÚLIO MESQUITA,SP,Sudeste,4733
3525854,JUMIRIM,SP,Sudeste,3237
3526506,LAVÍNIA,SP,Sudeste,11156
3527256,LOURDES,SP,Sudeste,2270
3527603,LUÍS ANTÔNIO,SP,Sudeste,14021
3527702,LUIZIÂNIA,SP,Sudeste,5633
3527801,LUPÉRCIO,SP,Sudeste,4573
3527900,LUTÉCIA,SP,Sudeste,2705
3528106,MACAUBAL,SP,Sudeste,8086
3528205,MACEDÔNIA,SP,Sudeste,3736
3528304,MAGDA,SP,Sudeste,3185
3528858,MARAPOAMA,SP,Sudeste,2949
3528908,MARIÁPOLIS,SP,Sudeste,4087
3529104,MARINÓPOLIS,SP,Sudeste,2140
3529500,MENDONÇA,SP,Sudeste,5302
3529609,MERIDIANO,SP,Sudeste,3892
3529658,MESÓPOLIS,SP,Sudeste,1926
3529807,MINEIROS DO TIETÊ,SP,Sudeste,12812
3530003,MIRA ESTRELA,SP,Sudeste,3045
3530409,MIRASSOLÂNDIA,SP,Sudeste,4758
3530904,MOMBUCA,SP,Sudeste,3470
3531001,MONÇÕES,SP,Sudeste,2249
3531605,MONTE CASTELO,SP,Sudeste,4190
3531704,MONTEIRO LOBATO,SP,Sudeste,4549
3532009,MORUNGABA,SP,Sudeste,13232
3532058,MOTUCA,SP,Sudeste,4676
3532108,MURUTINGA DO SUL,SP,Sudeste,4453
3532157,NANTES,SP,Sudeste,3049
3532207,NARANDIBA,SP,Sudeste,4746
3532306,NATIVIDADE DA SERRA,SP,Sudeste,6754
3532702,NIPOÃ,SP,Sudeste,4994
3532801,NOVA ALIANÇA,SP,Sudeste,6733
3532827,NOVA CAMPINA,SP,Sudeste,9504
3532843,NOVA CANAÃ PAULISTA,SP,Sudeste,1978
3532868,NOVA CASTILHO,SP,Sudeste,1239
3532900,NOVA EUROPA,SP,Sudeste,10755
3533106,NOVA GUATAPORANGA,SP,Sudeste,2304
3533205,NOVA INDEPENDÊNCIA,SP,Sudeste,3745
3533254,NOVAIS,SP,Sudeste,5527
3533304,NOVA LUZITÂNIA,SP,Sudeste,3953
3533601,NUPORANGA,SP,Sudeste,7341
3533700,OCAUÇU,SP,Sudeste,4308
3533809,ÓLEO,SP,Sudeste,2583
3534005,ONDA VERDE,SP,Sudeste,4286
3534500,OSCAR BRESSANE,SP,Sudeste,2616
3534757,OUROESTE,SP,Sudeste,9897
3534807,OURO VERDE,SP,Sudeste,8440
3535101,PALMARES PAULISTA,SP,Sudeste,12730
3535200,PALMEIRA D'OESTE,SP,Sudeste,9496
3535705,PARAÍSO,SP,Sudeste,6369
3535903,PARANAPUÃ,SP,Sudeste,4051
3536000,PARAPUÃ,SP,Sudeste,11073
3536109,PARDINHO,SP,Sudeste,6259
3536257,PARISI,SP,Sudeste,2150
3536406,PAULICÉIA,SP,Sudeste,7147
3536570,PAULISTÂNIA,SP,Sudeste,1841
3536802,PEDRA BELA,SP,Sudeste,6078
3536901,PEDRANÓPOLIS,SP,Sudeste,2547
3537156,PEDRINHAS PAULISTA,SP,Sudeste,3087
3537503,PEREIRAS,SP,Sudeste,8410
3537701,PIACATU,SP,Sudeste,5846
3538303,PIQUEROBI,SP,Sudeste,3693
3539103,PIRAPORA DO BOM JESUS,SP,Sudeste,18174
3539400,PIRATININGA,SP,Sudeste,13335
3539608,PLANALTO,SP,Sudeste,5067
3539707,PLATINA,SP,Sudeste,3488
3539905,POLONI,SP,Sudeste,5935
3540200,PONTAL,SP,Sudeste,47638
3540259,PONTALINDA,SP,Sudeste,4519
3540309,PONTES GESTAL,SP,Sudeste,2594
3540408,POPULINA,SP,Sudeste,4240
3540754,POTIM,SP,Sudeste,23360
3540804,POTIRENDABA,SP,Sudeste,17002
3540853,PRACINHA,SP,Sudeste,3768
3541059,PRATÂNIA,SP,Sudeste,5126
3541109,PRESIDENTE ALVES,SP,Sudeste,4155
3541653,QUADRA,SP,Sudeste,3680
3541703,QUATÁ,SP,Sudeste,13893
3541802,QUEIROZ,SP,Sudeste,3267
3542008,QUINTANA,SP,Sudeste,6530
3542305,REDENÇÃO DA SERRA,SP,Sudeste,3908
3542701,RESTINGA,SP,Sudeste,7384
3543006,RIBEIRÃO BRANCO,SP,Sudeste,17220
3543105,RIBEIRÃO CORRENTE,SP,Sudeste,4644
3543204,RIBEIRÃO DO SUL,SP,Sudeste,4571
3543238,RIBEIRÃO DOS ÍNDIOS,SP,Sudeste,2243
3543253,RIBEIRÃO GRANDE,SP,Sudeste,7697
3543501,RIVERSUL,SP,Sudeste,5792
3543600,RIFAINA,SP,Sudeste,3618
3544251,ROSANA,SP,Sudeste,17795
3544301,ROSEIRA,SP,Sudeste,10512
3544400,RUBIÁCEA,SP,Sudeste,3046
3544509,RUBINÉIA,SP,Sudeste,3102
3544608,SABINO,SP,Sudeste,5549
3544707,SAGRES,SP,Sudeste,2453
3544806,SALES,SP,Sudeste,6144
3544905,SALES OLIVEIRA,SP,Sudeste,11641
3545100,SALMOURÃO,SP,Sudeste,5222
3545308,SALTO DE PIRAPORA,SP,Sudeste,44397
3545407,SALTO GRANDE,SP,Sudeste,9287
3545605,SANTA ADÉLIA,SP,Sudeste,15331
3545704,SANTA ALBERTINA,SP,Sudeste,5999
3546009,SANTA BRANCA,SP,Sudeste,14667
3546108,SANTA CLARA D'OESTE,SP,Sudeste,2134
3546207,SANTA CRUZ DA CONCEIÇÃO,SP,Sudeste,4409
3546256,SANTA CRUZ DA ESPERANÇA,SP,Sudeste,2110
3546504,SANTA ERNESTINA,SP,Sudeste,5662
3547007,SANTA MARIA DA SERRA,SP,Sudeste,6021
3547106,SANTA MERCEDES,SP,Sudeste,2945
3547205,SANTANA DA PONTE PENSA,SP,Sudeste,1555
3547403,SANTA RITA D'OESTE,SP,Sudeste,2544
3547650,SANTA SALETE,SP,Sudeste,1536
3547908,SANTO ANTÔNIO DA ALEGRIA,SP,Sudeste,6829
3548054,SANTO ANTÔNIO DO ARACANGUÁ,SP,Sudeste,8285
3548104,SANTO ANTÔNIO DO JARDIM,SP,Sudeste,6029
3548203,SANTO ANTÔNIO DO PINHAL,SP,Sudeste,6800
3548302,SANTO EXPEDITO,SP,Sudeste,3057
3548401,SANTÓPOLIS DO AGUAPEÍ,SP,Sudeste,4687
3548609,SÃO BENTO DO SAPUCAÍ,SP,Sudeste,10895
3549003,SÃO FRANCISCO,SP,Sudeste,2850
3549201,SÃO JOÃO DAS DUAS PONTES,SP,Sudeste,2601
3549250,SÃO JOÃO DE IRACEMA,SP,Sudeste,1904
3549300,SÃO JOÃO DO PAU D'ALHO,SP,Sudeste,2132
