id,meio,nome,cidade,regiao_metropolitana,uf,estado,regiao,pais,fonte,jornalismo,Duplicata,Fechamento
id869,Jornal,JORNAL DE NEGOCIOS,BOM DESPACHO,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id8693,Televisão,PREFEITURA MUNICIPAL DE MONTE SANTO DE MINAS,MONTE SANTO DE MINAS,n/d,MG,Minas Gerais,Sudeste,Brasil,MCTIC,Não,,
id870,Jornal,CORREIO BOM DESPACHENSE,BOM DESPACHO,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id8702,Rádio,REDE NOVA FM DE RADIODIFUSAO LTDA,MORADA NOVA DE MINAS,n/d,MG,Minas Gerais,Sudeste,Brasil,MCTIC,,,
id871,Jornal,TRIBUNA POPULAR,BORDA DA MATA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id872,Jornal,A CIDADE,BORDA DA MATA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id873,Jornal,CIRCUITO NOTICIAS,BRUMADINHO,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id874,Jornal,JORNAL DE FATO,BRUMADINHO,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id875,Jornal,VOCE NA NET,CAETÉ,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id876,Jornal,OPINIAO,CAETÉ,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id877,Jornal,ACONTECE,CAETÉ,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id878,Jornal,FOLHA CAMPANHENSE,CAMPANHA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id879,Jornal,EM DIA,CAMPO BELO,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id880,Jornal,OCASIAO,CAMPO BELO,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id881,Jornal,ACONTECE (EX ACONTECE REGIONAL),CAPELINHA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id882,Jornal,A CIDADE,CAPELINHA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id883,Jornal,CORREIO DA REGIAO,CAPINÓPOLIS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id884,Jornal,O INTERIOR,CARANGOLA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id885,Jornal,FOLHA DA MATA,CARANGOLA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id886,Jornal,JORNAL DO VALE,CARANGOLA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id887,Jornal,O JORNAL DE CARATINGA - A VERDADE DOS FATOS,CARATINGA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id888,Jornal,DIARIO DE CARATINGA,CARATINGA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,Sim,
id889,Jornal,TRIBUNA INFORMA,CARMO DO PARANAÍBA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id890,Jornal,GAZETA REGIONAL,CARMO DO PARANAÍBA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id891,Jornal,JORNAL INFINITA,CARMO DO RIO CLARO,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id892,Jornal,EXPRESSO CARMELITANO,CARMO DO RIO CLARO,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id893,Jornal,CATAGUASES,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id894,Jornal,JORNAL ATUAL,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id895,Jornal,PRIMEIRO JORNAL,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id896,Jornal,CORREIO DA CIDADE,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id897,Jornal,MERCADO EM NOTICIAS,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id898,Jornal,PANORAMA REGIONAL,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id899,Jornal,PAINEL,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id900,Jornal,NOSSO JORNAL,CAXAMBU,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id901,Jornal,JORNAL DAS ESTANCIAS,CAXAMBU,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id902,Jornal,JORNAL PORDENTRO DE CONCEIÇAO,CONCEIÇÃO DO MATO DENTRO,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id903,Jornal,BARUC,CONGONHAS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id904,Jornal,FOLHA LIVRE,CONSELHEIRO LAFAIETE,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id905,Jornal,CORREIO DA CIDADE,CONSELHEIRO LAFAIETE,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id906,Jornal,CORREIO DE MINAS,CONSELHEIRO LAFAIETE,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id907,Jornal,NOVA GAZETA,CONSELHEIRO LAFAIETE,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id908,Jornal,EXPRESSAO REGIONAL,CONSELHEIRO LAFAIETE,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,Sim
id909,Jornal,FOLHA DE CONTAGEM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id910,Jornal,JORNAL REGIONAL CONTAGEM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id911,Jornal,O TEMPO CONTAGEM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id912,Jornal,TRIBUNA DE CONTAGEM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id913,Jornal,PERFIL,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,Sim
id914,Jornal,MAIS ESMERALDAS,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id915,Jornal,GAZETA DE CONTAGEM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id916,Jornal,JORNAL DE CONTAGEM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id917,Jornal,JORNAL DE COROMANDEL,COROMANDEL,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id918,Jornal,CURVELO NOTICIAS,CURVELO,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,Sim
id919,Jornal,VOZ DE DIAMANTINA,DIAMANTINA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,Sim,Sim
id920,Jornal,O IMPACTO,DIVINO,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id921,Jornal,O CAMPEAO,DIVINO,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id922,Jornal,MAGAZINE,DIVINÓPOLIS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,Sim
id923,Jornal,ZUM ZUM,DIVINÓPOLIS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id925,Jornal,AGORA,DIVINÓPOLIS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id926,Jornal,O PASSAGEIRO,DIVINÓPOLIS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id927,Jornal,RADAR DE MINAS,ERVÁLIA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id928,Jornal,GAZETA REGIONAL,ESPERA FELIZ,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id9288,Televisão,PREFEITURA MUNICIPAL DE PATROCINIO DO MURIAE,PATROCÍNIO DO MURIAÉ,n/d,MG,Minas Gerais,Sudeste,Brasil,MCTIC,Não,,
id929,Jornal,GAZETA DA CIDADE,EXTREMA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id9293,Televisão,PREFEITURA MUNICIPAL DE PIEDADE DE PONTE NOVA,PIEDADE DE PONTE NOVA,n/d,MG,Minas Gerais,Sudeste,Brasil,MCTIC,Não,,
id9294,Televisão,PREFEITURA MUNICIPAL DE PIEDADE DO RIO GRANDE,PIEDADE DO RIO GRANDE,n/d,MG,Minas Gerais,Sudeste,Brasil,MCTIC,Não,,
id930,Jornal,O REGISTRO DO SUL DE MINAS,EXTREMA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id9307,Televisão,PREFEITURA MUNICIPAL DE PRESIDENTE JUSCELINO,PRESIDENTE JUSCELINO,n/d,MG,Minas Gerais,Sudeste,Brasil,MCTIC,Não,,
id931,Jornal,NOVA IMPRENSA,FORMIGA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id932,Jornal,TRIBUNA FORMIGUENSE,FORMIGA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id934,Jornal,PONTAL,FRUTAL,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id935,Jornal,O DIARIO,FRUTAL,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id936,Jornal,CORREIO DA REGIAO,FRUTAL,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id937,Jornal,JORNAL DE FRUTAL,FRUTAL,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id938,Jornal,JORNAL FIGUEIRA,GOVERNADOR VALADARES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id939,Jornal,DIARIO DO RIO DOCE,GOVERNADOR VALADARES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,Sim,
id940,Jornal,GENTE QUALITY,GOVERNADOR VALADARES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id941,Jornal,FOLHA REGIONAL,GOVERNADOR VALADARES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id942,Jornal,JORNAL DE DOMINGO,GOVERNADOR VALADARES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,Sim
id943,Jornal,OLHO MAGICO,GOVERNADOR VALADARES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id944,Jornal,FOLHA DE GUANHAES,GUANHÃES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id945,Jornal,DIARIO CENTRO NORDESTE,GUANHÃES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,Sim
id946,Jornal,REGIAO EM NOTICIAS,GUARANÉSIA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,Sim
id947,Jornal,JORNAL DA REGIAO,GUAXUPÉ,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id948,Jornal,FOLHA DO POVO,GUAXUPÉ,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,Sim
id949,Jornal,CORREIO SUDOESTE,GUAXUPÉ,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id950,Jornal,ALTO PARANAIBA,IBIÁ,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id951,Jornal,FOLHA DE IBIRITE,IBIRITÉ,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,Sim
id952,Jornal,NOTÍCIAS DAQUI,IGARAPÉ,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id953,Jornal,DIARIO POPULAR,IPATINGA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id954,Jornal,DIARIO DO AÇO,IPATINGA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,Sim,
id955,Jornal,JB METROPOLITANO (EX- JORNAL DOS BAIRROS),IPATINGA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id956,Jornal,NEGÓCIO FECHADO,IPATINGA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id957,Jornal,JORNAL CLASSIVALE,IPATINGA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id958,Jornal,VALE DO AÇO,IPATINGA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id959,Jornal,FOLHA DO COMERCIO,IPATINGA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id960,Jornal,MANCHETES REGIONAIS,ITABIRA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id961,Jornal,GRANDES  NEGOCIOS,ITABIRA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id962,Jornal,DIARIO DE ITABIRA,ITABIRA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id963,Jornal,O PASSARELA,ITABIRA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id964,Jornal,O FOLHA DE MINAS,ITABIRA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id965,Jornal,LINHA DIRETA,ITABIRA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id966,Jornal,FOLHA POPULAR,ITABIRA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id967,Jornal,ESPINHAÇO,ITABIRA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id968,Jornal,O GRITO,ITABIRITO,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id969,Jornal,A GAZETA,ITABIRITO,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id970,Jornal,ITAJUBA NOTICIAS,ITAJUBÁ,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id971,Jornal,O SUL DE MINAS,ITAJUBÁ,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id972,Jornal,FOLHA DO POVO,ITAÚNA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id973,Jornal,INFORMATIVO CONEXAO REGIONAL,ITAÚNA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id974,Jornal,ITAUNA ACONTECE,ITAÚNA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id975,Jornal,BREXO,ITAÚNA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id976,Jornal,GAZETA DE ITAUNA,ITAÚNA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id977,Jornal,S'PASSO,ITAÚNA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id978,Jornal,INTEGRAÇAO,ITAÚNA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id979,Jornal,DIARIO DE ITAUNA,ITAÚNA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id980,Jornal,JORNAL DO PONTAL,ITUIUTABA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id981,Jornal,GAZETA DO PONTAL DE MINAS,ITUIUTABA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id982,Jornal,TRIBUNA DA REGIÃO,ITURAMA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id983,Jornal,A VOZ DO TRIANGULO E NOROESTE PAULISTA,ITURAMA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id984,Jornal,GAZETA DE JACUTINGA,JACUTINGA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id985,Jornal,GORUTUBA NOTICIAS,JANAÚBA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id986,Jornal,FOLHA NORTE DE MINAS,JANAÚBA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id987,Jornal,JORNAL DA SERRA GERAL,JANAÚBA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id988,Jornal,TRIBUNA DO VALE,JANUÁRIA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id989,Jornal,A VOZ DO POVO,JANUÁRIA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id9912,Televisão,PREFEITURA MUNICIPAL DE SANTA BARBARA DO TUGURIO,SANTA BÁRBARA DO TUGÚRIO,n/d,MG,Minas Gerais,Sudeste,Brasil,MCTIC,Não,,
id992,Jornal,JORNAL DE MONLEVADE,JOÃO MONLEVADE,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id993,Jornal,FOLHA 3,JUATUBA,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id994,Jornal,INFORME SAUDE,JUIZ DE FORA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id995,Jornal,FOLHA JUIZ DE FORA (EX TER NOTÍCIAS),JUIZ DE FORA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id996,Jornal,DIARIO REGIONAL,JUIZ DE FORA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,Sim,
id997,Jornal,MULIER,JUIZ DE FORA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id998,Jornal,TRIBUNA DE MINAS,JUIZ DE FORA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,Sim,
id999,Jornal,JORNAL DA CIDADE,LAGOA DA PRATA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,,,
id1994,Jornal,A CIDADE,ANGRA DOS REIS,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id2116,Jornal,A FOLHA,PARAÍBA DO SUL,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id2201,Jornal,A FOLHA,SANTO ANTÔNIO DE PÁDUA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1998,Jornal,A FOLHA DA REGIAO,ARARUAMA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id2081,Jornal,A FOLHA LITORANEA,MARICÁ,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id2199,Jornal,A GAZETA DO NOROESTE,SANTO ANTÔNIO DE PÁDUA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id2031,Jornal,A NOTICIA,CAMPOS DOS GOYTACAZES,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,Sim
id2135,Jornal,A NOTICIA DA BAIXADA,QUEIMADOS,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id2009,Jornal,A SHAMA,ARRAIAL DO CABO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id5639,Jornal,A TRIBUNA,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Central de Diários,,,
id4871,Jornal,A VOZ DA CIDADE,BARRA MANSA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Atlas da Notícia,,,
id1991,Jornal,A VOZ DA COSTA VERDE,ANGRA DOS REIS,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id2156,Jornal,A VOZ DA FAVELA,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id2229,Jornal,A VOZ DA REGIAO,TERESÓPOLIS,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1832,Online,A VOZ DA SERRA,NOVA FRIBURGO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id2109,Jornal,A VOZ DA SERRA,NOVA FRIBURGO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id2005,Jornal,A VOZ DE ARARUAMA,ARARUAMA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id2080,Jornal,A VOZ DE MARICA,MARICÁ,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id2237,Jornal,A VOZ DE VALENÇA,VALENÇA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id2021,Jornal,A VOZ DO POVO,BOM JESUS DO ITABAPOANA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id2092,Jornal,A VOZ DOS MUNICIPIOS FLUMINENSES,NILÓPOLIS,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1939,Online,ABI (IMPRENSA),RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1906,Online,ADORO CINEMA,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1887,Online,AGENCIA DE NOTICIAS  DAS FAVELAS,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id4875,Online,AGÊNCIA LUPA,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Atlas da Notícia,,,
id2214,Jornal,AGORA,SÃO JOÃO DE MERITI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1858,Online,AHE!,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1873,Online,AIB NEWS,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id4878,Online,ALEF NEWS,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Atlas da Notícia,,,
id10186,Rádio,ALL COMUNICACAO LTDA,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,MCTIC,,,
id1947,Online,ALUGUE TEMPORADA,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id4883,Online,ANPED - ASSOCIAÇÃO NACIONAL DE PÓS-GRADUAÇÃO E PESQUISA EM EDUCAÇÃO,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Atlas da Notícia,,,
id2239,Jornal,AQUI,VOLTA REDONDA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id10132,Rádio,ARMACAO DOS BUZIOS RADIODIFUSAO LTDA,CABO FRIO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,MCTIC,,,
id10131,Televisão,ASSOCIACAO CULTURAL PAULO FREIRE,DUQUE DE CAXIAS,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,MCTIC,,,
id10175,Televisão,ASSOCIACAO DOS AMIGOS DE PATY DO ALFERES,PATY DO ALFERES,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,MCTIC,,,
id10130,Televisão,ASSOCIACAO PARACAMBIENSE DE RETRANSMM. DE TELEVISAO,PARACAMBI,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,MCTIC,,,
id7067,Televisão,ASSOCIACAO TV EDUCATIVA ITAPERUNA,CAMPOS DOS GOYTACAZES,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,MCTIC,,,
id2078,Jornal,ATLANTICO,MARICÁ,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id2105,Jornal,ATUAL NOTÍCIA,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id2133,Jornal,ATUALIDADE,PORTO REAL,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1970,Online,BAFAFA ONLINE,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1820,Online,BAIXADA FACIL,DUQUE DE CAXIAS,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id2049,Jornal,BAIXADA FLUMINENSE,DUQUE DE CAXIAS,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1845,Online,BASKETERIA,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1932,Online,BEAT 98,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id2137,Jornal,BEIRA RIO,RESENDE,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1926,Online,BEM LEVE,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1883,Online,BEMZEN,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1897,Online,BICUDA FM,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1937,Online,BLOG DA CRISTIANA LOBO,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1878,Online,BLOG DA LUCIA HIPPOLITO,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1840,Online,BLOG DA MIRIAM LEITÃO,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1975,Online,BLOG DO ANCELMO,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1929,Online,BLOG DO ARNALDO,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1945,Online,BLOG DO ZECA CAMARGO,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1859,Online,BLOG MUNDO OVO,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1898,Online,BLOGORAMA,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1875,Online,BLUE BUS,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
id1976,Online,BOA DIVERSÃO,RIO DE JANEIRO,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,,,
